excel_row,hunt_code,boundary_id,species,sex_type,weapon,old_hunt_name,new_hunt_name,database_hunt_name_raw,database_hunt_name_clean,score,field_score,status,reason
277,PB5039,138,Pronghorn,Buck,Any Legal Weapon,Vernal,Vernal,"North Slope, Summit","North Slope, Summit",0.111,7,skipped_not_close_enough,"Same hunt_code, but cleaned names were not close enough for a safe automatic replacement."
278,PB5039,138,Pronghorn,Buck,Any Legal Weapon,Vernal,Vernal,"North Slope, Summit","North Slope, Summit",0.111,7,skipped_not_close_enough,"Same hunt_code, but cleaned names were not close enough for a safe automatic replacement."
279,PB5039,138,Pronghorn,Buck,Muzzleloader,"West Desert, Riverbed","West Desert, Riverbed","North Slope, Summit","North Slope, Summit",0.100,6,skipped_not_close_enough,"Same hunt_code, but cleaned names were not close enough for a safe automatic replacement."
280,PB5039,138,Pronghorn,Buck,Any Legal Weapon,"West Desert, Riverbed","West Desert, Riverbed","North Slope, Summit","North Slope, Summit",0.100,7,skipped_not_close_enough,"Same hunt_code, but cleaned names were not close enough for a safe automatic replacement."
281,PB5039,138,Pronghorn,Buck,Any Legal Weapon,"West Desert, Riverbed","West Desert, Riverbed","North Slope, Summit","North Slope, Summit",0.100,7,skipped_not_close_enough,"Same hunt_code, but cleaned names were not close enough for a safe automatic replacement."
282,PB5039,138,Pronghorn,Buck,Any Legal Weapon,"West Desert, Riverbed","West Desert, Riverbed","North Slope, Summit","North Slope, Summit",0.100,7,skipped_not_close_enough,"Same hunt_code, but cleaned names were not close enough for a safe automatic replacement."
283,PB5039,138,Pronghorn,Buck,Any Legal Weapon,"West Desert, Rush Valley","West Desert, Rush Valley","North Slope, Summit","North Slope, Summit",0.130,7,skipped_not_close_enough,"Same hunt_code, but cleaned names were not close enough for a safe automatic replacement."
284,PB5039,138,Pronghorn,Buck,Any Legal Weapon,"West Desert, Rush Valley","West Desert, Rush Valley","North Slope, Summit","North Slope, Summit",0.130,7,skipped_not_close_enough,"Same hunt_code, but cleaned names were not close enough for a safe automatic replacement."
285,PB5039,138,Pronghorn,Buck,Any Legal Weapon,"West Desert, Snake Valley","West Desert, Snake Valley","North Slope, Summit","North Slope, Summit",0.208,7,skipped_not_close_enough,"Same hunt_code, but cleaned names were not close enough for a safe automatic replacement."
286,PB1000,5134,Pronghorn,Buck,Any Legal Weapon,"West Desert, Snake Valley","West Desert, Snake Valley",Statewide,Statewide,0.208,7,skipped_not_close_enough,"Same hunt_code, but cleaned names were not close enough for a safe automatic replacement."
287,PB1000,5134,Pronghorn,Buck,Any Legal Weapon,"West Desert, Snake Valley","West Desert, Snake Valley",Statewide,Statewide,0.208,7,skipped_not_close_enough,"Same hunt_code, but cleaned names were not close enough for a safe automatic replacement."
288,PB1000,5134,Pronghorn,Buck,Any Legal Weapon,"West Desert, Snake Valley","West Desert, Snake Valley",Statewide,Statewide,0.208,7,skipped_not_close_enough,"Same hunt_code, but cleaned names were not close enough for a safe automatic replacement."
289,PB1000,5134,Pronghorn,Buck,Archery,"West Desert, Snake Valley","West Desert, Snake Valley",Statewide,Statewide,0.208,6,skipped_not_close_enough,"Same hunt_code, but cleaned names were not close enough for a safe automatic replacement."
290,PB1000,5134,Pronghorn,Buck,Any Legal Weapon,Statewide,Statewide,Statewide,Statewide,1.000,7,already_aligned,Clean workbook name already matches clean database name.
291,RS1001,15,Rocky Mountain Sheep,Male Only,Any Legal Weapon,"Book Cliffs, South","Book Cliffs, South",,,,,skipped_no_database_strict_key_match,No DATABASE.csv rows with matching hunt_code + species + sex_type.
292,RS0001,5135,Rocky Mountain Sheep,Male Only,Any Legal Weapon,"Box Elder, Newfoundland Mtns","Box Elder, Newfoundland Mtns",,,,,skipped_no_database_strict_key_match,No DATABASE.csv rows with matching hunt_code + species + sex_type.
293,RS0001,5135,Rocky Mountain Sheep,Male Only,Archery,"Box Elder, Newfoundland Mtns","Box Elder, Newfoundland Mtns",,,,,skipped_no_database_strict_key_match,No DATABASE.csv rows with matching hunt_code + species + sex_type.
294,RS0001,5135,Rocky Mountain Sheep,Male Only,Any Legal Weapon,"Fillmore, Oak Creek","Fillmore, Oak Creek",,,,,skipped_no_database_strict_key_match,No DATABASE.csv rows with matching hunt_code + species + sex_type.
295,RS0001,5135,Rocky Mountain Sheep,Male Only,Any Legal Weapon,"Nine Mile, Gray Canyon","Nine Mile, Gray Canyon",,,,,skipped_no_database_strict_key_match,No DATABASE.csv rows with matching hunt_code + species + sex_type.
296,RS0001,5135,Rocky Mountain Sheep,Male Only,Any Legal Weapon,Statewide,Statewide,,,,,skipped_no_database_strict_key_match,No DATABASE.csv rows with matching hunt_code + species + sex_type.
297,TK1012,887,Turkey,Bearded,Any Legal Weapon,Central Area,Central Area,Central Area,Central Area,1.000,7,already_aligned,Clean workbook name already matches clean database name.
298,TK1012,887,Turkey,Bearded,Archery,Central Area,Central Area,Central Area,Central Area,1.000,6,already_aligned,Clean workbook name already matches clean database name.
299,TK1012,887,Turkey,Bearded,Any Legal Weapon,Central Area,Central Area,Central Area,Central Area,1.000,7,already_aligned,Clean workbook name already matches clean database name.
300,TK1012,887,Turkey,Bearded,Any Legal Weapon,Central Area,Central Area,Central Area,Central Area,1.000,7,already_aligned,Clean workbook name already matches clean database name.
301,TK1012,887,Turkey,Bearded,Muzzleloader,Central Area,Central Area,Central Area,Central Area,1.000,6,already_aligned,Clean workbook name already matches clean database name.
302,TK1012,887,Turkey,Bearded,Any Legal Weapon,Central Area,Central Area,Central Area,Central Area,1.000,7,already_aligned,Clean workbook name already matches clean database name.
303,TK1012,887,Turkey,Bearded,Any Legal Weapon,Central Area,Central Area,Central Area,Central Area,1.000,7,already_aligned,Clean workbook name already matches clean database name.
304,TK1012,887,Turkey,Bearded,Any Legal Weapon,Central Area,Central Area,Central Area,Central Area,1.000,7,already_aligned,Clean workbook name already matches clean database name.
305,TK1013,886,Turkey,Bearded,Any Legal Weapon,Northeastern Area,Northeastern Area,Northeastern Area,Northeastern Area,1.000,7,already_aligned,Clean workbook name already matches clean database name.
306,TK1013,886,Turkey,Bearded,Archery,Northeastern Area,Northeastern Area,Northeastern Area,Northeastern Area,1.000,6,already_aligned,Clean workbook name already matches clean database name.
307,TK1013,886,Turkey,Bearded,Any Legal Weapon,Northeastern Area,Northeastern Area,Northeastern Area,Northeastern Area,1.000,7,already_aligned,Clean workbook name already matches clean database name.
308,TK1013,886,Turkey,Bearded,Any Legal Weapon,Northeastern Area,Northeastern Area,Northeastern Area,Northeastern Area,1.000,7,already_aligned,Clean workbook name already matches clean database name.
309,TK1013,886,Turkey,Bearded,Muzzleloader,Northeastern Area,Northeastern Area,Northeastern Area,Northeastern Area,1.000,6,already_aligned,Clean workbook name already matches clean database name.
310,TK1013,886,Turkey,Bearded,Any Legal Weapon,Northeastern Area,Northeastern Area,Northeastern Area,Northeastern Area,1.000,7,already_aligned,Clean workbook name already matches clean database name.
311,TK1013,886,Turkey,Bearded,Any Legal Weapon,Northeastern Area,Northeastern Area,Northeastern Area,Northeastern Area,1.000,7,already_aligned,Clean workbook name already matches clean database name.
312,TK1013,886,Turkey,Bearded,Any Legal Weapon,Northeastern Area,Northeastern Area,Northeastern Area,Northeastern Area,1.000,7,already_aligned,Clean workbook name already matches clean database name.
313,TK1014,888,Turkey,Bearded,Any Legal Weapon,Northern Area,Northern Area,Northern Area,Northern Area,1.000,7,already_aligned,Clean workbook name already matches clean database name.
314,TK1014,888,Turkey,Bearded,Archery,Northern Area,Northern Area,Northern Area,Northern Area,1.000,6,already_aligned,Clean workbook name already matches clean database name.
315,TK1014,888,Turkey,Bearded,Any Legal Weapon,Northern Area,Northern Area,Northern Area,Northern Area,1.000,7,already_aligned,Clean workbook name already matches clean database name.
316,TK1014,888,Turkey,Bearded,Any Legal Weapon,Northern Area,Northern Area,Northern Area,Northern Area,1.000,7,already_aligned,Clean workbook name already matches clean database name.
317,TK1014,888,Turkey,Bearded,Muzzleloader,Northern Area,Northern Area,Northern Area,Northern Area,1.000,6,already_aligned,Clean workbook name already matches clean database name.
318,TK1014,888,Turkey,Bearded,Any Legal Weapon,Northern Area,Northern Area,Northern Area,Northern Area,1.000,7,already_aligned,Clean workbook name already matches clean database name.
319,TK1014,888,Turkey,Bearded,Any Legal Weapon,Northern Area,Northern Area,Northern Area,Northern Area,1.000,7,already_aligned,Clean workbook name already matches clean database name.
320,TK1014,888,Turkey,Bearded,Any Legal Weapon,Northern Area,Northern Area,Northern Area,Northern Area,1.000,7,already_aligned,Clean workbook name already matches clean database name.
321,TK1015,884,Turkey,Bearded,Archery,Southeastern Area,Southeastern Area,Southeastern Area,Southeastern Area,1.000,6,already_aligned,Clean workbook name already matches clean database name.
322,TK1015,884,Turkey,Bearded,Any Legal Weapon,Southeastern Area,Southeastern Area,Southeastern Area,Southeastern Area,1.000,7,already_aligned,Clean workbook name already matches clean database name.
323,TK1015,884,Turkey,Bearded,Any Legal Weapon,Southeastern Area,Southeastern Area,Southeastern Area,Southeastern Area,1.000,7,already_aligned,Clean workbook name already matches clean database name.
324,TK1015,884,Turkey,Bearded,Any Legal Weapon,Southeastern Area,Southeastern Area,Southeastern Area,Southeastern Area,1.000,7,already_aligned,Clean workbook name already matches clean database name.
325,TK1015,884,Turkey,Bearded,Archery,Southeastern Area,Southeastern Area,Southeastern Area,Southeastern Area,1.000,6,already_aligned,Clean workbook name already matches clean database name.
326,TK1015,884,Turkey,Bearded,Any Legal Weapon,Southeastern Area,Southeastern Area,Southeastern Area,Southeastern Area,1.000,7,already_aligned,Clean workbook name already matches clean database name.
327,TK1015,884,Turkey,Bearded,Any Legal Weapon,Southeastern Area,Southeastern Area,Southeastern Area,Southeastern Area,1.000,7,already_aligned,Clean workbook name already matches clean database name.
328,TK1015,884,Turkey,Bearded,Any Legal Weapon,Southeastern Area,Southeastern Area,Southeastern Area,Southeastern Area,1.000,7,already_aligned,Clean workbook name already matches clean database name.
329,TK1007,885,Turkey,Bearded,Any Legal Weapon,Southern Area,Southern Area,Southern Area,Southern Area,1.000,7,already_aligned,Clean workbook name already matches clean database name.
330,TK1007,885,Turkey,Bearded,Archery,Southern Area,Southern Area,Southern Area,Southern Area,1.000,6,already_aligned,Clean workbook name already matches clean database name.
331,TK1007,885,Turkey,Bearded,Any Legal Weapon,Southern Area,Southern Area,Southern Area,Southern Area,1.000,7,already_aligned,Clean workbook name already matches clean database name.
332,TK0001,454,Turkey,Bearded,Any Legal Weapon,Southern Area,Southern Area,Statewide,Statewide,0.308,7,skipped_not_close_enough,"Same hunt_code, but cleaned names were not close enough for a safe automatic replacement."
333,TK0001,454,Turkey,Bearded,Any Legal Weapon,Southern Area,Southern Area,Statewide,Statewide,0.308,7,skipped_not_close_enough,"Same hunt_code, but cleaned names were not close enough for a safe automatic replacement."
334,TK0001,454,Turkey,Bearded,Any Legal Weapon,Southern Area,Southern Area,Statewide,Statewide,0.308,7,skipped_not_close_enough,"Same hunt_code, but cleaned names were not close enough for a safe automatic replacement."
335,TK0001,454,Turkey,Bearded,Any Legal Weapon,Southern Area,Southern Area,Statewide,Statewide,0.308,7,skipped_not_close_enough,"Same hunt_code, but cleaned names were not close enough for a safe automatic replacement."
336,TK0001,454,Turkey,Bearded,Any Legal Weapon,Southern Area,Southern Area,Statewide,Statewide,0.308,7,skipped_not_close_enough,"Same hunt_code, but cleaned names were not close enough for a safe automatic replacement."
337,TK1000,454,Turkey,Bearded,Any Legal Weapon,Statewide,Statewide,Statewide,Statewide,1.000,7,already_aligned,Clean workbook name already matches clean database name.
