target_workbook,excel_row_number,data_row_no,source_no,selected_hunt_code,boundary_audit_status,before_boundary_id,after_boundary_id,lock_status,lock_reason
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,227,226,226,GO1000,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,5131,5131,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,228,227,227,GO1000,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,5131,5131,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,229,228,228,GO1000,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,5131,5131,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,230,229,229,GO1000,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,5131,5131,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,231,230,230,GO1000,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,5131,5131,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,232,231,231,GO1000,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,5131,5131,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,233,232,232,GO1000,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,5131,5131,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,234,233,233,GO1000,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,5131,5131,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,235,234,234,GO1000,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,5131,5131,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,236,235,235,GO1000,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,5131,5131,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,237,236,236,GO1000,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,5131,5131,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,238,237,237,GO1000,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,5131,5131,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,239,238,238,GO1000,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,5131,5131,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,240,239,239,GO1000,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,5131,5131,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,241,240,240,GO1000,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,5131,5131,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,242,241,241,GO1000,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,5131,5131,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,243,242,242,GO1000,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,5131,5131,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,244,243,243,GO1000,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,5131,5131,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,245,244,244,GO1000,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,5131,5131,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,246,245,245,PB5039,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,138,138,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,247,246,246,PB5039,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,138,138,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,248,247,247,PB5039,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,138,138,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,249,248,248,PB5039,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,138,138,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,250,249,249,PB5039,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,138,138,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,251,250,250,PB5039,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,138,138,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,252,251,251,PB5039,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,138,138,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,253,252,252,PB5039,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,138,138,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,254,253,253,PB5039,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,138,138,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,255,254,254,PB5039,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,138,138,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,256,255,255,PB5039,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,138,138,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,257,256,256,PB5039,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,138,138,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,258,257,257,PB5039,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,138,138,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,259,258,258,PB5039,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,138,138,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,260,259,259,PB5039,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,138,138,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,261,260,260,PB5039,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,138,138,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,262,261,261,PB5039,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,138,138,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,263,262,262,PB5039,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,138,138,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,264,263,263,PB5039,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,138,138,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,265,264,264,PB5039,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,138,138,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,266,265,265,PB5039,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,138,138,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,267,266,266,PB5039,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,138,138,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,268,267,267,PB5039,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,138,138,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,269,268,268,PB5039,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,138,138,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,270,269,269,PB5039,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,138,138,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,271,270,270,PB5039,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,138,138,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,272,271,271,PB5039,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,138,138,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,273,272,272,PB5039,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,138,138,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,274,273,273,PB5039,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,138,138,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,275,274,274,PB5039,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,138,138,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,276,275,275,PB5039,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,138,138,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,277,276,276,PB5039,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,138,138,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,278,277,277,PB5039,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,138,138,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,279,278,278,PB5039,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,138,138,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,280,279,279,PB5039,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,138,138,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,281,280,280,PB5039,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,138,138,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,282,281,281,PB5039,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,138,138,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,283,282,282,PB5039,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,138,138,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,284,283,283,PB5039,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,138,138,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,285,284,284,PB5039,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,138,138,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,286,285,285,PB1000,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,5134,5134,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,287,286,286,PB1000,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,5134,5134,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,288,287,287,PB1000,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,5134,5134,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,289,288,288,PB1000,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,5134,5134,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,290,289,289,PB1000,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,5134,5134,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,291,290,290,PB1000,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,5134,5134,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,292,291,291,RS0001,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,5135,5135,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,293,292,292,RS0001,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,5135,5135,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,294,293,293,RS0001,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,5135,5135,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,295,294,294,RS0001,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,5135,5135,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,296,295,295,RS0001,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,5135,5135,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,297,296,296,RS0001,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,5135,5135,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,298,297,297,RS0001,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,5135,5135,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,299,298,298,RS0001,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,5135,5135,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,300,299,299,RS0001,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,5135,5135,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,301,300,300,RS0001,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,5135,5135,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,302,301,301,RS0001,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,5135,5135,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,303,302,302,RS0001,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,5135,5135,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,304,303,303,RS0001,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,5135,5135,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,305,304,304,RS0001,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,5135,5135,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,306,305,305,RS0001,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,5135,5135,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,307,306,306,RS0001,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,5135,5135,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,308,307,307,RS0001,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,5135,5135,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,309,308,308,RS0001,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,5135,5135,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,310,309,309,RS0001,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,5135,5135,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,311,310,310,RS0001,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,5135,5135,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,312,311,311,RS0001,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,5135,5135,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,313,312,312,RS0001,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,5135,5135,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,314,313,313,RS0001,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,5135,5135,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,315,314,314,RS0001,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,5135,5135,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,316,315,315,RS0001,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,5135,5135,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,317,316,316,RS0001,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,5135,5135,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,318,317,317,RS0001,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,5135,5135,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,319,318,318,RS0001,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,5135,5135,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,320,319,319,RS0001,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,5135,5135,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,321,320,320,RS0001,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,5135,5135,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,322,321,321,RS0001,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,5135,5135,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,323,322,322,RS0001,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,5135,5135,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,324,323,323,TK1007,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,885,885,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,325,324,324,TK1007,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,885,885,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,326,325,325,TK1007,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,885,885,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,327,326,326,TK1007,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,885,885,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,328,327,327,TK1007,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,885,885,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,329,328,328,TK1007,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,885,885,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,330,329,329,TK1007,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,885,885,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,331,330,330,TK1007,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,885,885,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,332,331,331,TK0001,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,454,454,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,333,332,332,TK0001,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,454,454,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,334,333,333,TK0001,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,454,454,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,335,334,334,TK0001,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,454,454,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,336,335,335,TK0001,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,454,454,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,337,336,336,TK0001,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,454,454,LOCKED,row resolved via hunt code / boundary matching
processed_data/hard_data_exports/hunt_tables/2026/CLEAN_XLXS_STAGED/2025-27 Conservation Permits.xlsx,338,337,337,BR7324,SINGLE_CANDIDATE_PRESERVED_BOUNDARY,610,610,LOCKED,row resolved via hunt code / boundary matching
