hunt_code,source_hunt_name,source_species,source_sex_type,source_hunt_type,source_weapon,source_season,source_permits_res,source_permits_nr,source_permits_total,canonical_match_count,canonical_permit_sets,status,source_file
EA1089,Diamond Mtn,Elk,Antlerless,General Season,Any Legal Weapon,Oct 31 2026 - Nov 08 2026,45,5,50,72,46|4|50,matched_total_only_or_split_diff,dwr_huntboundary_elk_antlerless.json
EA1090,Diamond Mtn,Elk,Antlerless,General Season,Any Legal Weapon,Nov 14 2026 - Nov 22 2026,45,5,50,72,46|4|50,matched_total_only_or_split_diff,dwr_huntboundary_elk_antlerless.json
EA1094,"Vernal, Mosby Mtn",Elk,Antlerless,General Season,Any Legal Weapon,Nov 07 2026 - Jan 03 2027,90,10,100,72,91|8|99,permit_mismatch,dwr_huntboundary_elk_antlerless.json
EA1101,Southwest Desert,Elk,Antlerless,General Season,Any Legal Weapon,Nov 20 2026 - Jan 10 2027,90,10,100,72,90|10|100,matched_permit_split,dwr_huntboundary_elk_antlerless.json
EA1106,"Wasatch Mtns, Avintaquin",Elk,Antlerless,General Season,Any Legal Weapon,Jan 02 2027 - Jan 17 2027,180,20,200,72,153|19|172,permit_mismatch,dwr_huntboundary_elk_antlerless.json
EA1107,"Wasatch Mtns, Currant Creek",Elk,Antlerless,General Season,Any Legal Weapon,Oct 03 2026 - Oct 15 2026,180,20,200,0,,missing_from_canonical,dwr_huntboundary_elk_antlerless.json
EA1110,"Wasatch Mtns, Salt Lake",Elk,Antlerless,General Season,Any Legal Weapon,Nov 14 2026 - Jan 31 2027,40,5,45,72,38|4|42,permit_mismatch,dwr_huntboundary_elk_antlerless.json
EA1111,"Wasatch Mtns, Wallsburg",Elk,Antlerless,General Season,Any Legal Weapon,Nov 14 2026 - Dec 13 2026,31,4,35,72,31|2|33,permit_mismatch,dwr_huntboundary_elk_antlerless.json
EA1112,"Wasatch Mtns, Wallsburg",Elk,Antlerless,General Season,Any Legal Weapon,Dec 19 2026 - Jan 31 2027,49,6,55,72,50|5|55,matched_total_only_or_split_diff,dwr_huntboundary_elk_antlerless.json
EA1113,"Wasatch Mtns, West Heber",Elk,Antlerless,General Season,Any Legal Weapon,Nov 14 2026 - Jan 31 2027,27,3,30,72,27|3|30,matched_permit_split,dwr_huntboundary_elk_antlerless.json
EA1114,"Wasatch Mtns, West Timpanogos",Elk,Antlerless,General Season,Any Legal Weapon,Nov 14 2026 - Jan 31 2027,22,3,25,72,22|3|25,matched_permit_split,dwr_huntboundary_elk_antlerless.json
EA1117,Zion,Elk,Antlerless,General Season,Any Legal Weapon,Nov 11 2026 - Jan 10 2027,198,22,220,72,185|18|203,permit_mismatch,dwr_huntboundary_elk_antlerless.json
EA1118,Alton CWMU,Elk,Antlerless,CWMU,Any Legal Weapon,Contact Operator for 2026 season dates,6,0,6,72,6|0|6,matched_permit_split,dwr_huntboundary_elk_antlerless.json
EA1119,Bar J Ranch CWMU,Elk,Antlerless,CWMU,Any Legal Weapon,Contact Operator for 2026 season dates,12,0,12,72,12|0|12,matched_permit_split,dwr_huntboundary_elk_antlerless.json
EA1120,Bear Mountain CWMU,Elk,Antlerless,CWMU,Any Legal Weapon,Contact Operator for 2026 season dates,20,0,20,72,20|0|20,matched_permit_split,dwr_huntboundary_elk_antlerless.json
EA1121,Boobe Hole CWMU,Elk,Antlerless,CWMU,Any Legal Weapon,Contact Operator for 2026 season dates,10,0,10,72,10|0|10,matched_permit_split,dwr_huntboundary_elk_antlerless.json
EA1122,Causey Spring CWMU,Elk,Antlerless,CWMU,Any Legal Weapon,Contact Operator for 2026 season dates,5,0,5,72,5|0|5,matched_permit_split,dwr_huntboundary_elk_antlerless.json
EA1124,Chimney Rock CWMU,Elk,Antlerless,CWMU,Any Legal Weapon,Contact Operator for 2026 season dates,12,0,12,72,12|0|12,matched_permit_split,dwr_huntboundary_elk_antlerless.json
EA1125,Coldwater Ranch CWMU,Elk,Antlerless,CWMU,Any Legal Weapon,Contact Operator for 2026 season dates,25,0,25,72,25|0|25,matched_permit_split,dwr_huntboundary_elk_antlerless.json
EA1129,Deseret CWMU,Elk,Antlerless,CWMU,Any Legal Weapon,Contact Operator for 2026 season dates,360,0,360,72,425|0|425,permit_mismatch,dwr_huntboundary_elk_antlerless.json
EA1130,Double Cone CWMU,Elk,Antlerless,CWMU,Any Legal Weapon,Contact Operator for 2026 season dates,7,0,7,72,7|0|7,matched_permit_split,dwr_huntboundary_elk_antlerless.json
EA1131,Durst Mountain CWMU,Elk,Antlerless,CWMU,Any Legal Weapon,Contact Operator for 2026 season dates,30,0,30,72,30|0|30,matched_permit_split,dwr_huntboundary_elk_antlerless.json
EA1132,East Fork Chalk Creek CWMU,Elk,Antlerless,CWMU,Any Legal Weapon,Contact Operator for 2026 season dates,30,0,30,72,30|0|30,matched_permit_split,dwr_huntboundary_elk_antlerless.json
EA1134,Ensign Ranches CWMU,Elk,Antlerless,CWMU,Any Legal Weapon,Contact Operator for 2026 season dates,48,0,48,72,60|0|60,permit_mismatch,dwr_huntboundary_elk_antlerless.json
EA1135,Folley Ridge CWMU,Elk,Antlerless,CWMU,Any Legal Weapon,Contact Operator for 2026 season dates,20,0,20,72,20|0|20,matched_permit_split,dwr_huntboundary_elk_antlerless.json
EA1136,Grass Valley/Clark Canyon CWMU,Elk,Antlerless,CWMU,Any Legal Weapon,Contact Operator for 2026 season dates,50,0,50,72,50|0|50,matched_permit_split,dwr_huntboundary_elk_antlerless.json
EA1137,Grazing Pasture CWMU,Elk,Antlerless,CWMU,Any Legal Weapon,Contact Operator for 2026 season dates,9,0,9,72,9|0|9,matched_permit_split,dwr_huntboundary_elk_antlerless.json
EA1138,Guildersleeve CWMU,Elk,Antlerless,CWMU,Any Legal Weapon,Contact Operator for 2026 season dates,20,0,20,72,20|0|20,matched_permit_split,dwr_huntboundary_elk_antlerless.json
EA1139,Hardscrabble CWMU,Elk,Antlerless,CWMU,Any Legal Weapon,Contact Operator for 2026 season dates,5,0,5,72,10|0|10,permit_mismatch,dwr_huntboundary_elk_antlerless.json
EA1140,Heaston East CWMU,Elk,Antlerless,CWMU,Any Legal Weapon,Contact Operator for 2026 season dates,24,0,24,72,24|0|24,matched_permit_split,dwr_huntboundary_elk_antlerless.json
EA1141,Hiawatha CWMU,Elk,Antlerless,CWMU,Any Legal Weapon,Contact Operator for 2026 season dates,12,0,12,72,12|0|12,matched_permit_split,dwr_huntboundary_elk_antlerless.json
EA1142,Indian Head CWMU,Elk,Antlerless,CWMU,Any Legal Weapon,Contact Operator for 2026 season dates,12,0,12,72,12|0|12,matched_permit_split,dwr_huntboundary_elk_antlerless.json
EA1143,Circle E Ranch CWMU,Elk,Antlerless,CWMU,Any Legal Weapon,Contact Operator for 2026 season dates,21,0,21,72,21|0|21,matched_permit_split,dwr_huntboundary_elk_antlerless.json
EA1145,Johnson Mountain Ranch CWMU,Elk,Antlerless,CWMU,Any Legal Weapon,Contact Operator for 2026 season dates,20,0,20,72,20|0|20,matched_permit_split,dwr_huntboundary_elk_antlerless.json
EA1146,Jump Creek CWMU,Elk,Antlerless,CWMU,Any Legal Weapon,Contact Operator for 2026 season dates,9,0,9,72,9|0|9,matched_permit_split,dwr_huntboundary_elk_antlerless.json
EA1147,Little Red Creek CWMU,Elk,Antlerless,CWMU,Any Legal Weapon,Contact Operator for 2026 season dates,15,0,15,72,15|0|15,matched_permit_split,dwr_huntboundary_elk_antlerless.json
EA1149,Minnie Maud Ridge CWMU,Elk,Antlerless,CWMU,Any Legal Weapon,Contact Operator for 2026 season dates,16,0,16,72,15|0|15,permit_mismatch,dwr_huntboundary_elk_antlerless.json
EA1151,Moon Ranch CWMU,Elk,Antlerless,CWMU,Any Legal Weapon,Contact Operator for 2026 season dates,6,0,6,72,6|0|6,matched_permit_split,dwr_huntboundary_elk_antlerless.json
EA1153,Old Woman Plateau CWMU,Elk,Antlerless,CWMU,Any Legal Weapon,Contact Operator for 2026 season dates,4,0,4,72,4|0|4,matched_permit_split,dwr_huntboundary_elk_antlerless.json
EA1156,Preston Nutter Ranch CWMU,Elk,Antlerless,CWMU,Any Legal Weapon,Contact Operator for 2026 season dates,21,0,21,72,21|0|21,matched_permit_split,dwr_huntboundary_elk_antlerless.json
EA1157,Redd Ranches CWMU,Elk,Antlerless,CWMU,Any Legal Weapon,Contact Operator for 2026 season dates,35,0,35,72,35|0|35,matched_permit_split,dwr_huntboundary_elk_antlerless.json
EA1158,Cactus Ranch LLC CWMU,Elk,Antlerless,CWMU,Any Legal Weapon,Contact Operator for 2026 season dates,7,0,7,72,7|0|7,matched_permit_split,dwr_huntboundary_elk_antlerless.json
EA1159,Roan Cliffs CWMU,Elk,Antlerless,CWMU,Any Legal Weapon,Contact Operator for 2026 season dates,6,0,6,72,6|0|6,matched_permit_split,dwr_huntboundary_elk_antlerless.json
EA1160,Sand Creek CWMU,Elk,Antlerless,CWMU,Any Legal Weapon,Contact Operator for 2026 season dates,5,0,5,72,5|0|5,matched_permit_split,dwr_huntboundary_elk_antlerless.json
EA1161,Scofield Canyons CWMU,Elk,Antlerless,CWMU,Any Legal Weapon,Contact Operator for 2026 season dates,9,0,9,72,9|0|9,matched_permit_split,dwr_huntboundary_elk_antlerless.json
EA1162,Scofield East CWMU,Elk,Antlerless,CWMU,Any Legal Weapon,Contact Operator for 2026 season dates,14,0,14,72,14|0|14,matched_permit_split,dwr_huntboundary_elk_antlerless.json
EA1163,Scofield West CWMU,Elk,Antlerless,CWMU,Any Legal Weapon,Contact Operator for 2026 season dates,19,0,19,72,19|0|19,matched_permit_split,dwr_huntboundary_elk_antlerless.json
EA1164,SJ Ranch CWMU,Elk,Antlerless,CWMU,Any Legal Weapon,Contact Operator for 2026 season dates,6,0,6,40,5|0|5,permit_mismatch,dwr_huntboundary_elk_antlerless.json
EA1165,Skull Crack CWMU,Elk,Antlerless,CWMU,Any Legal Weapon,Contact Operator for 2026 season dates,15,0,15,72,15|0|15,matched_permit_split,dwr_huntboundary_elk_antlerless.json
EA1166,Soldier Summit CWMU,Elk,Antlerless,CWMU,Any Legal Weapon,Contact Operator for 2026 season dates,16,0,16,72,14|0|14,permit_mismatch,dwr_huntboundary_elk_antlerless.json
EA1167,South Canyon CWMU,Elk,Antlerless,CWMU,Any Legal Weapon,Contact Operator for 2026 season dates,12,0,12,72,12|0|12,matched_permit_split,dwr_huntboundary_elk_antlerless.json
EA1168,Spring Creek/Dodge CWMU,Elk,Antlerless,CWMU,Any Legal Weapon,Contact Operator for 2026 season dates,15,0,15,72,14|0|14,permit_mismatch,dwr_huntboundary_elk_antlerless.json
EA1170,Strawberry Ridge CWMU,Elk,Antlerless,CWMU,Any Legal Weapon,Contact Operator for 2026 season dates,10,0,10,72,10|0|10,matched_permit_split,dwr_huntboundary_elk_antlerless.json
EA1171,Summit Point CWMU,Elk,Antlerless,CWMU,Any Legal Weapon,Contact Operator for 2026 season dates,5,0,5,72,5|0|5,matched_permit_split,dwr_huntboundary_elk_antlerless.json
EA1172,Three C CWMU,Elk,Antlerless,CWMU,Any Legal Weapon,Contact Operator for 2026 season dates,9,0,9,72,9|0|9,matched_permit_split,dwr_huntboundary_elk_antlerless.json
EA1175,Wallsburg CWMU,Elk,Antlerless,CWMU,Any Legal Weapon,Contact Operator for 2026 season dates,10,0,10,72,10|0|10,matched_permit_split,dwr_huntboundary_elk_antlerless.json
EA1177,Woodruff Creek South CWMU,Elk,Antlerless,CWMU,Any Legal Weapon,Contact Operator for 2026 season dates,8,0,8,72,8|0|8,matched_permit_split,dwr_huntboundary_elk_antlerless.json
EA1180,La Sal (Conservation),Elk,Antlerless,Conservation,Any Legal Weapon,"Oct 3 - Oct 15, 2026 & Nov 19 - Dec 31, 2026",,,0,0,,missing_from_canonical,dwr_huntboundary_elk_antlerless.json
EA1189,"Wasatch Mtns, West-Central",Elk,Antlerless,General Season,Muzzleloader,Oct 31 2026 - Nov 08 2026,382,43,425,72,317|18|335,permit_mismatch,dwr_huntboundary_elk_antlerless.json
EA1192,Pahvant Ensign CWMU,Elk,Antlerless,CWMU,Any Legal Weapon,Contact Operator for 2026 season dates,6,0,6,72,6|0|6,matched_permit_split,dwr_huntboundary_elk_antlerless.json
EA1193,"Cache, Rich",Elk,Antlerless,General Season,Any Legal Weapon,Nov 14 2026 - Jan 15 2027,31,4,35,72,18|2|20,permit_mismatch,dwr_huntboundary_elk_antlerless.json
EA1196,"North Slope, Summit",Elk,Antlerless,General Season,Any Legal Weapon,Oct 03 2026 - Oct 25 2026,67,8,75,72,68|7|75,matched_total_only_or_split_diff,dwr_huntboundary_elk_antlerless.json
EA1198,Bear Springs CWMU,Elk,Antlerless,CWMU,Any Legal Weapon,Contact Operator for 2026 season dates,2,0,2,40,2|0|2,matched_permit_split,dwr_huntboundary_elk_antlerless.json
EA1200,Double R Ranch CWMU,Elk,Antlerless,CWMU,Any Legal Weapon,Contact Operator for 2026 season dates,10,0,10,72,10|0|10,matched_permit_split,dwr_huntboundary_elk_antlerless.json
EA1201,Mountain Sky Ranch CWMU,Elk,Antlerless,CWMU,Any Legal Weapon,Contact Operator for 2026 season dates,10,0,10,72,10|0|10,matched_permit_split,dwr_huntboundary_elk_antlerless.json
EA1203,"Box Elder, Pilot Mtn",Elk,Antlerless,General Season,Any Legal Weapon,Aug 01 2026 - Aug 15 2026,4,1,5,72,4|1|5,matched_permit_split,dwr_huntboundary_elk_antlerless.json
EA1204,"Box Elder, Pilot Mtn",Elk,Antlerless,General Season,Any Legal Weapon,Oct 10 2026 - Oct 31 2026,4,1,5,72,4|1|5,matched_permit_split,dwr_huntboundary_elk_antlerless.json
EA1207,"Nebo, Moroni Hills",Elk,Antlerless,General Season,Any Legal Weapon,Aug 01 2026 - Aug 19 2026,9,1,10,72,9|1|10,matched_permit_split,dwr_huntboundary_elk_antlerless.json
EA1208,Nebo,Elk,Antlerless,General Season,Any Legal Weapon,Nov 14 2026 - Jan 31 2027,292,33,325,72,247|28|275,permit_mismatch,dwr_huntboundary_elk_antlerless.json
EA1209,"Fillmore, Oak Creek LE",Elk,Antlerless,General Season,Any Legal Weapon,Nov 14 2026 - Jan 29 2027,45,5,50,72,45|5|50,matched_permit_split,dwr_huntboundary_elk_antlerless.json
EA1217,"Wasatch Mtns, Avintaquin",Elk,Antlerless,General Season,Any Legal Weapon,Oct 03 2026 - Oct 15 2026,135,15,150,72,130|11|141,permit_mismatch,dwr_huntboundary_elk_antlerless.json
EA1220,Manti (Expo),Elk,Antlerless,General Season,Any Legal Weapon,"Oct 3 - Oct 15, 2026",,,0,0,,missing_from_canonical,dwr_huntboundary_elk_antlerless.json
EA1221,Fishlake/Thousand Lake (Expo),Elk,Antlerless,General Season,Any Legal Weapon,"Oct 3 - Oct 15, 2026",,,0,0,,missing_from_canonical,dwr_huntboundary_elk_antlerless.json
EA1222,"Beaver, East",Elk,Antlerless,General Season,Any Legal Weapon,Nov 21 2026 - Dec 11 2026,36,4,40,72,27|3|30,permit_mismatch,dwr_huntboundary_elk_antlerless.json
EA1222,"Beaver, East",Elk,Antlerless,General Season,Any Legal Weapon,Nov 21 2026 - Dec 11 2026,36,4,40,72,27|3|30,permit_mismatch,dwr_huntboundary_elk_antlerless.json
EA1223,"Beaver, East",Elk,Antlerless,General Season,Any Legal Weapon,Dec 12 2026 - Dec 26 2026,36,4,40,72,27|3|30,permit_mismatch,dwr_huntboundary_elk_antlerless.json
EA1224,"Book Cliffs, Bitter Creek/South",Elk,Antlerless,General Season,Any Legal Weapon,Oct 03 2026 - Oct 15 2026,117,13,130,72,118|12|130,matched_total_only_or_split_diff,dwr_huntboundary_elk_antlerless.json
EA1225,"Book Cliffs, Bitter Creek/South",Elk,Antlerless,General Season,Any Legal Weapon,Nov 16 2026 - Dec 13 2026,147,16,163,72,147|16|163,matched_permit_split,dwr_huntboundary_elk_antlerless.json
EA1226,"Nebo, Moroni Hills",Elk,Antlerless,General Season,Any Legal Weapon,Sept 12 2026 - Oct 02 2026,9,1,10,40,8|1|9,permit_mismatch,dwr_huntboundary_elk_antlerless.json
EA1228,Morgan-South Rich,Elk,Antlerless,General Season,Any Legal Weapon,Dec 01 2026 - Dec 21 2026,67,8,75,72,64|7|71,permit_mismatch,dwr_huntboundary_elk_antlerless.json
EA1229,Morgan-South Rich,Elk,Antlerless,General Season,Any Legal Weapon,Dec 22 2026 - Jan 31 2027,144,16,160,72,147|13|160,matched_total_only_or_split_diff,dwr_huntboundary_elk_antlerless.json
EA1231,"West Desert, Tintic Valley",Elk,Antlerless,General Season,Any Legal Weapon,Nov 07 2026 - Jan 31 2027,45,5,50,72,46|4|50,matched_total_only_or_split_diff,dwr_huntboundary_elk_antlerless.json
EA1233,Avintaquin Canyon CWMU,Elk,Antlerless,CWMU,Any Legal Weapon,Contact Operator for 2026 season dates,4,0,4,40,4|0|4,matched_permit_split,dwr_huntboundary_elk_antlerless.json
EA1235,Sharp Mountain CWMU,Elk,Antlerless,CWMU,Any Legal Weapon,Contact Operator for 2026 season dates,10,0,10,72,10|0|10,matched_permit_split,dwr_huntboundary_elk_antlerless.json
EA1236,East Canyon,Elk,Antlerless,General Season,Any Legal Weapon,Dec 01 2026 - Jan 11 2027,135,15,150,72,132|13|145,permit_mismatch,dwr_huntboundary_elk_antlerless.json
EA1237,"La Sal Mtns, North",Elk,Antlerless,General Season,Any Legal Weapon,Nov 19 2026 - Dec 31 2026,157,18,175,72,43|13|56,permit_mismatch,dwr_huntboundary_elk_antlerless.json
EA1239,"Nine Mile, Range Creek",Elk,Antlerless,General Season,Any Legal Weapon,Oct 03 2026 - Oct 25 2026,45,5,50,72,43|5|48,permit_mismatch,dwr_huntboundary_elk_antlerless.json
EA1240,"Nine Mile, Range Creek",Elk,Antlerless,General Season,Any Legal Weapon,Nov 25 2026 - Jan 31 2027,135,15,150,72,132|15|147,permit_mismatch,dwr_huntboundary_elk_antlerless.json
EA1242,"Vernal, Buckskin Hills-Jensen",Elk,Antlerless,General Season,Any Legal Weapon,Dec 01 2026 - Dec 31 2026,90,10,100,72,84|10|94,permit_mismatch,dwr_huntboundary_elk_antlerless.json
EA1243,"Vernal, Buckskin Hills-Jensen",Elk,Antlerless,General Season,Any Legal Weapon,Jan 01 2027 - Jan 31 2027,90,10,100,72,85|9|94,permit_mismatch,dwr_huntboundary_elk_antlerless.json
EA1244,Yellowstone,Elk,Antlerless,General Season,Any Legal Weapon,Oct 03 2026 - Oct 16 2026,90,10,100,72,92|8|100,matched_total_only_or_split_diff,dwr_huntboundary_elk_antlerless.json
EA1245,Yellowstone,Elk,Antlerless,General Season,Muzzleloader,Oct 28 2026 - Nov 05 2026,45,5,50,72,46|2|48,permit_mismatch,dwr_huntboundary_elk_antlerless.json
EA1250,"North Slope, West Daggett",Elk,Antlerless,General Season,Any Legal Weapon,Oct 03 2026 - Oct 25 2026,27,3,30,72,27|3|30,matched_permit_split,dwr_huntboundary_elk_antlerless.json
EA1251,"Southwest Desert, Burbank/Garrison",Elk,Antlerless,General Season,Any Legal Weapon,Aug 01 2026 - Aug 13 2026,11,1,12,72,13|2|15,permit_mismatch,dwr_huntboundary_elk_antlerless.json
EA1254,Pine Valley,Elk,Antlerless,General Season,Any Legal Weapon,Nov 11 2026 - Jan 11 2027,27,3,30,72,27|3|30,matched_permit_split,dwr_huntboundary_elk_antlerless.json
EA1256,Little Pole Canyon CWMU,Elk,Antlerless,CWMU,Any Legal Weapon,Contact Operator for 2026 season dates,9,0,9,72,9|0|9,matched_permit_split,dwr_huntboundary_elk_antlerless.json
EA1257,Tunnel Hollow CWMU,Elk,Antlerless,CWMU,Any Legal Weapon,Contact Operator for 2026 season dates,5,0,5,72,5|0|5,matched_permit_split,dwr_huntboundary_elk_antlerless.json
EA1258,La Sal (Expo),Elk,Antlerless,General Season,Any Legal Weapon,"Oct 3 - Oct 15, 2026",,,0,0,,missing_from_canonical,dwr_huntboundary_elk_antlerless.json
EA1260,West Ridge CWMU,Elk,Antlerless,CWMU,Any Legal Weapon,Contact Operator for 2026 season dates,5,0,5,40,5|0|5,matched_permit_split,dwr_huntboundary_elk_antlerless.json
EA1261,Blackhawk CWMU,Elk,Antlerless,CWMU,Any Legal Weapon,Contact Operator for 2026 season dates,5,0,5,72,5|0|5,matched_permit_split,dwr_huntboundary_elk_antlerless.json
EA1263,Weber Florence Creek/Stillman Creek CWMU,Elk,Antlerless,CWMU,Any Legal Weapon,Contact Operator for 2026 season dates,35,0,35,72,35|0|35,matched_permit_split,dwr_huntboundary_elk_antlerless.json
EA1264,"Wasatch Mtns, Rabbit Gulch",Elk,Antlerless,General Season,Any Legal Weapon,Jan 16 2027 - Jan 24 2027,45,5,50,72,45|4|49,permit_mismatch,dwr_huntboundary_elk_antlerless.json
EA1265,"Wasatch Mtns, Tabby Mtn",Elk,Antlerless,General Season,Any Legal Weapon,Dec 19 2026 - Dec 27 2026,90,10,100,72,90|10|100,matched_permit_split,dwr_huntboundary_elk_antlerless.json
EA1266,"Box Elder, Hansel Mtn",Elk,Antlerless,General Season,Any Legal Weapon,Aug 01 2026 - Jan 31 2027,27,3,30,72,18|2|20,permit_mismatch,dwr_huntboundary_elk_antlerless.json
EA1267,Cache,Elk,Antlerless,General Season,Any Legal Weapon,Oct 03 2026 - Oct 25 2026,180,20,200,72,81|9|90,permit_mismatch,dwr_huntboundary_elk_antlerless.json
EA1268,"North Slope, Summit",Elk,Antlerless,General Season,Archery,Aug 15 2026 - Sept 16 2026,180,20,200,72,79|2|81,permit_mismatch,dwr_huntboundary_elk_antlerless.json
EA1269,Ogden (Excludes Hyrum),Elk,Antlerless,General Season,Any Legal Weapon,Dec 01 2026 - Dec 31 2026,270,30,300,72,191|5|196,permit_mismatch,dwr_huntboundary_elk_antlerless.json
EA1270,Fishlake (Conservation),Elk,Antlerless,Conservation,Any Legal Weapon,"Oct 3 - Oct 15, 2026 & Nov 21 - Dec 30, 2026",,,0,0,,missing_from_canonical,dwr_huntboundary_elk_antlerless.json
EA1271,Manti (Conservation),Elk,Antlerless,Conservation,Any Legal Weapon,"Oct 3 - Oct 15, 2026 & Nov 19, 2026 - Dec 31, 2026",,,0,0,,missing_from_canonical,dwr_huntboundary_elk_antlerless.json
EA1272,"East Canyon, East",Elk,Antlerless,General Season,Any Legal Weapon,Dec 01 2026 - Jan 31 2027,135,15,150,72,138|7|145,permit_mismatch,dwr_huntboundary_elk_antlerless.json
EA1273,"North Slope, Three Corners",Elk,Antlerless,General Season,Any Legal Weapon,Dec 19 2026 - Jan 03 2027,22,3,25,72,22|1|23,permit_mismatch,dwr_huntboundary_elk_antlerless.json
EA1274,"North Slope, Three Corners",Elk,Antlerless,General Season,Archery,Aug 15 2026 - Sept 04 2026,22,3,25,72,15|1|16,permit_mismatch,dwr_huntboundary_elk_antlerless.json
EA1276,"Wasatch Mtns, Box Elder Peak",Elk,Antlerless,General Season,Any Legal Weapon,Oct 03 2026 - Oct 15 2026,40,5,45,72,34|3|37,permit_mismatch,dwr_huntboundary_elk_antlerless.json
EA1277,"North Slope, Three Corners",Elk,Antlerless,General Season,Any Legal Weapon,Nov 21 2026 - Nov 29 2026,22,3,25,72,22|2|24,permit_mismatch,dwr_huntboundary_elk_antlerless.json
EA1281,"Mt Dutton, Deep Creek",Elk,Antlerless,General Season,Any Legal Weapon,Dec 20 2025 - Jan 11 2026,67,8,75,72,64|7|71,permit_mismatch,dwr_huntboundary_elk_antlerless.json
EA1283,Panguitch Lake,Elk,Antlerless,General Season,Archery,Aug 15 2026 - Aug 30 2026,31,4,35,40,29|4|33,permit_mismatch,dwr_huntboundary_elk_antlerless.json
EA1284,Panguitch Lake,Elk,Antlerless,General Season,Muzzleloader,Oct 28 2026 - Nov 05 2026,49,6,55,72,29|4|33,permit_mismatch,dwr_huntboundary_elk_antlerless.json
EA1284,Panguitch Lake,Elk,Antlerless,General Season,Muzzleloader,Oct 28 2026 - Nov 05 2026,49,6,55,72,29|4|33,permit_mismatch,dwr_huntboundary_elk_antlerless.json
EA1285,Panguitch Lake,Elk,Antlerless,General Season,Any Legal Weapon,Dec 12 2026 - Dec 20 2026,22,3,25,72,31|4|35,permit_mismatch,dwr_huntboundary_elk_antlerless.json
EA1286,Monroe,Elk,Antlerless,General Season,Any Legal Weapon,Oct 03 2026 - Oct 15 2026,46,4,50,72,27|3|30,permit_mismatch,dwr_huntboundary_elk_antlerless.json
EA1288,"Manti, Ferron Lower Escarpment",Elk,Antlerless,General-Season,Any Legal Weapon,Sept 16 2026 - Nov 13 2026,36,4,40,0,,missing_from_canonical,dwr_huntboundary_elk_antlerless.json
EA1289,"Manti, Ferron Lower Escarpment",Elk,Antlerless,General-Season,Any Legal Weapon,Nov 14 2026 - Dec 21 2026,36,4,40,0,,missing_from_canonical,dwr_huntboundary_elk_antlerless.json
EA1290,"Manti, Ferron Lower Escarpment",Elk,Antlerless,General-Season,Any Legal Weapon,Dec 22 2026 - Jan 31 2027,36,4,40,0,,missing_from_canonical,dwr_huntboundary_elk_antlerless.json
EA1291,"Mt Dutton, North",Elk,Antlerless,General-Season,Any Legal Weapon,Nov 21 2026 - Dec 06 2026,72,8,80,0,,missing_from_canonical,dwr_huntboundary_elk_antlerless.json
EA1292,"Mt Dutton, North",Elk,Antlerless,General-season,Any Legal Weapon,Dec 19 2026 - Jan 10 2027,72,8,80,0,,missing_from_canonical,dwr_huntboundary_elk_antlerless.json
EA1293,"North Slope, Three Corners",Elk,Antlerless,General-Season,Any Legal Weapon,Oct 03 2026 - Oct 16 2026,22,3,25,0,,missing_from_canonical,dwr_huntboundary_elk_antlerless.json
EA1294,"Paunsaugunt, East Creek",Elk,Antlerless,General-Season,Any Legal Weapon,Aug 01 2026 - Aug 12 2026,22,3,25,0,,missing_from_canonical,dwr_huntboundary_elk_antlerless.json
EA1295,"Wasatch Mtns, Avintaquin",Elk,Antlerless,General-Season,Muzzleloader,Oct 28 2026 - Nov 05 2026,90,10,100,0,,missing_from_canonical,dwr_huntboundary_elk_antlerless.json
EA1296,"Wasatch Mtns, Currant Creek",Elk,Antlerless,General-Season,Muzzleloader,Oct 28 2026 - Nov 05 2026,90,10,100,0,,missing_from_canonical,dwr_huntboundary_elk_antlerless.json
EA1297,"Wasatch Mtns, Red Creek West",Elk,Antlerless,General-Season,Any Legal Weapon,Dec 12 2026 - Dec 20 2026,90,10,100,0,,missing_from_canonical,dwr_huntboundary_elk_antlerless.json
EA1298,"Wasatch Mtns, Wildcat/Timber Canyon",Elk,Antlerless,General-Season,Any Legal Weapon,Dec 12 2026 - Dec 20 2026,90,10,100,0,,missing_from_canonical,dwr_huntboundary_elk_antlerless.json
EA1299,"Wasatch Mtns, West-Central",Elk,Antlerless,General-Season,Any Legal Weapon,Nov 21 2026 - Nov 29 2026,45,5,50,0,,missing_from_canonical,dwr_huntboundary_elk_antlerless.json
EA1300,"Wasatch Mtns, West-Central",Elk,Antlerless,General-Season,Any Legal Weapon,Jan 23 2027 - Jan 31 2027,45,5,50,0,,missing_from_canonical,dwr_huntboundary_elk_antlerless.json
EA1301,The Dirty Dozen CWMU,Elk,Antlerless,General-Season,Any Legal Weapon,Contact Operator for 2026 season dates,10,0,10,0,,missing_from_canonical,dwr_huntboundary_elk_antlerless.json
EA2000,Antlerless Elk Control,Elk,Antlerless,Antlerless Elk Control,Any Legal Weapon,"Valid for the season/weapon listed on your qualifying permit on the Chalk Creek, East Canyon, Kamas, Henry Mtns, Morgan-S. Rich, Ogden, Pine Valley & Zion Units",,,0,0,,missing_from_canonical,dwr_huntboundary_elk_antlerless.json
EA2002,Morgan-South Rich,Elk,Antlerless,Private Lands Only,Any Legal Weapon,Aug 01 2025 - Jan 31 2026,,,600,0,,missing_from_canonical,dwr_huntboundary_elk_antlerless.json
