excel_row,no,status,score,notes,before_species,after_species,area,condition,organization,before_hunt_code,after_hunt_code,before_hunt_name,after_hunt_name,before_sex,after_sex,before_weapon,after_weapon,before_boundary_id,after_boundary_id,before_map_geojson,after_map_geojson
147,146,REVIEW_TIE,1.120,species;area=1.000;conservation_weight;geo;second=1.120,Elk,Elk,"Fillmore, Pahvant",Hunter's Choice,SFW,EB3065,EB3065,Fishlake/Thousand Lakes,Fishlake/Thousand Lakes,Bull,Bull,"Any Legal Weapon, late","Any Legal Weapon, late",175,175,processed_data/boundaries/EB3065.geojson,processed_data/boundaries/EB3065.geojson
148,147,PATCHED,1.300,species;area=1.000;multiseason;geo;second=1.136,Elk,Elk,"Fillmore, Pahvant",Multiseason,MDF,EB3064,EB3110,Fishlake/Thousand Lakes,"Fillmore, Pahvant",Bull,Bull,"Any Legal Weapon, mid",Multiseason,175,88,processed_data/boundaries/EB3064.geojson,processed_data/boundaries/EB3110.geojson
149,148,PATCHED_CURRENT_CODE,1.260,species;area=1.000;current_code_exact;geo;second=1.400,Elk,Elk,Fishlake/Thousand Lakes,"Any Legal Weapon, late",SFW,EB3018,EB3018,Fishlake/Thousand Lakes,Fishlake/Thousand Lakes,Bull,Bull,Archery,Archery,175,175,processed_data/boundaries/EB3065.geojson,processed_data/boundaries/EB3018.geojson
150,149,PATCHED_CURRENT_CODE,1.260,species;area=1.000;current_code_exact;geo;second=1.397,Elk,Elk,Fishlake/Thousand Lakes,"Any Legal Weapon, mid",SFW,EB3018,EB3018,,Fishlake/Thousand Lakes,,Bull,,Archery,175,175,processed_data/boundaries/EB3064.geojson,processed_data/boundaries/EB3018.geojson
151,150,PATCHED_CURRENT_CODE,1.760,species;area=1.000;archery;conservation_weight;current_code_exact;geo;second=1.300,Elk,Elk,Fishlake/Thousand Lakes,Archery,UAA,EB3192,EB3192,Fishlake/Thousand Lakes,Fishlake/Thousand Lakes,Bull,Bull,Late Archery,Late Archery,175,175,processed_data/boundaries/EB3192.geojson,processed_data/boundaries/EB3192.geojson
152,151,PATCHED_CURRENT_CODE,1.260,species;area=1.000;current_code_exact;geo;second=1.120,Elk,Elk,Fishlake/Thousand Lakes,Hunter's Choice,SFW,EB3120,EB3120,Fishlake/Thousand Lakes,Fishlake/Thousand Lakes,Bull,Bull,Multiseason,Multiseason,175,175,processed_data/boundaries/EB3018.geojson|processed_data/boundaries/EB3063.geojson|processed_data/boundaries/EB3064.geojson|processed_data/boundaries/EB3065.geojson|processed_data/boundaries/EB3096.geojson|processed_data/boundaries/EB3120.geojson|processed_data/boundaries/EB3192.geojson,processed_data/boundaries/EB3120.geojson
153,152,PATCHED_CURRENT_CODE,1.260,species;area=1.000;current_code_exact;geo;second=1.120,Elk,Elk,Fishlake/Thousand Lakes,Hunter's Choice,RMEF,EB3120,EB3120,Fishlake/Thousand Lakes,Fishlake/Thousand Lakes,Bull,Bull,Multiseason,Multiseason,175,175,processed_data/boundaries/EB3018.geojson|processed_data/boundaries/EB3063.geojson|processed_data/boundaries/EB3064.geojson|processed_data/boundaries/EB3065.geojson|processed_data/boundaries/EB3096.geojson|processed_data/boundaries/EB3120.geojson|processed_data/boundaries/EB3192.geojson,processed_data/boundaries/EB3120.geojson
154,153,PATCHED_CURRENT_CODE,1.260,species;area=1.000;current_code_exact;geo;second=1.260,Elk,Elk,Fishlake/Thousand Lakes,Multiseason,SCI,EB3096,EB3096,Fishlake/Thousand Lakes,Fishlake/Thousand Lakes,Bull,Bull,Muzzleloader,Muzzleloader,175,175,processed_data/boundaries/EB3120.geojson,processed_data/boundaries/EB3096.geojson
155,154,PATCHED,1.300,species;area=1.000;multiseason;geo;second=1.189,Elk,Elk,Fishlake/Thousand Lakes,Multiseason,MDF,EB3046,EB3120,"La Sal, La Sal Mtns",Fishlake/Thousand Lakes,Bull,Bull,"Any Legal Weapon, late",Multiseason,617,175,processed_data/boundaries/EB3046.geojson,processed_data/boundaries/EB3120.geojson
156,155,REVIEW_TIE,1.300,species;area=1.000;muzzleloader;geo;second=1.300,Elk,Elk,Fishlake/Thousand Lakes,Muzzleloader,MDF,EB3183,EB3183,La Sal Mtns,La Sal Mtns,Bull,Bull,Mid Any Legal Weapon,Mid Any Legal Weapon,617,617,processed_data/boundaries/EB3183.geojson,processed_data/boundaries/EB3183.geojson
157,156,PATCHED_CURRENT_CODE,1.260,species;area=1.000;current_code_exact;geo;second=1.400,Elk,Elk,"La Sal, La Sal Mtns","Any Legal Weapon, late",RMEF,EB3009,EB3009,"La Sal, La Sal Mtns",La Sal Mtns,Bull,Bull,Archery,Archery,617,617,processed_data/boundaries/EB3046.geojson,processed_data/boundaries/EB3009.geojson
158,157,PATCHED_CURRENT_CODE,1.260,species;area=1.000;current_code_exact;geo;second=1.397,Elk,Elk,"La Sal, La Sal Mtns","Any Legal Weapon, mid",SFW,EB3009,EB3009,,La Sal Mtns,,Bull,,Archery,617,617,processed_data/boundaries/EB3183.geojson,processed_data/boundaries/EB3009.geojson
159,158,PATCHED_CURRENT_CODE,1.760,species;area=1.000;archery;conservation_weight;current_code_exact;geo;second=1.300,Elk,Elk,"La Sal, La Sal Mtns",Archery,MDF,EB3182,EB3182,La Sal Mtns,La Sal Mtns,Bull,Bull,Late Archery,Late Archery,617,617,processed_data/boundaries/EB3182.geojson,processed_data/boundaries/EB3182.geojson
160,159,PATCHED_CURRENT_CODE,1.260,species;area=1.000;current_code_exact;geo;second=1.120,Elk,Elk,"La Sal, La Sal Mtns",Hunter's Choice,MDF,EB3111,EB3111,"La Sal, La Sal Mtns",La Sal Mtns,Bull,Bull,Multiseason,Multiseason,617,617,processed_data/boundaries/EB3009.geojson|processed_data/boundaries/EB3045.geojson|processed_data/boundaries/EB3046.geojson|processed_data/boundaries/EB3087.geojson|processed_data/boundaries/EB3111.geojson|processed_data/boundaries/EB3182.geojson|processed_data/boundaries/EB3183.geojson,processed_data/boundaries/EB3111.geojson
161,160,PATCHED_CURRENT_CODE,1.260,species;area=1.000;current_code_exact;geo;second=1.120,Elk,Elk,"La Sal, La Sal Mtns",Hunter's Choice,MDF,EB3111,EB3111,"La Sal, La Sal Mtns",La Sal Mtns,Bull,Bull,Multiseason,Multiseason,617,617,processed_data/boundaries/EB3009.geojson|processed_data/boundaries/EB3045.geojson|processed_data/boundaries/EB3046.geojson|processed_data/boundaries/EB3087.geojson|processed_data/boundaries/EB3111.geojson|processed_data/boundaries/EB3182.geojson|processed_data/boundaries/EB3183.geojson,processed_data/boundaries/EB3111.geojson
162,161,PATCHED_CURRENT_CODE,1.260,species;area=1.000;current_code_exact;geo;second=1.260,Elk,Elk,"La Sal, La Sal Mtns",Multiseason,MDF,EB3087,EB3087,"La Sal, La Sal Mtns",La Sal Mtns,Bull,Bull,Muzzleloader,Muzzleloader,617,617,processed_data/boundaries/EB3111.geojson,processed_data/boundaries/EB3087.geojson
163,162,PATCHED,1.300,species;area=1.000;multiseason;geo;second=1.199,Elk,Elk,"La Sal, La Sal Mtns",Multiseason,RMEF,EB3039,EB3111,Manti,La Sal Mtns,Bull,Bull,"Any Legal Weapon, late",Multiseason,51,617,processed_data/boundaries/EB3039.geojson,processed_data/boundaries/EB3111.geojson
164,163,PATCHED,1.544,species;area=0.486;muzzleloader;conservation_weight;current_code_exact;geo;second=1.300,Elk,Elk,"La Sal, La Sal Mtns",Muzzleloader,SFW,EB3179,EB3179,Nebo/San Pitch Mtns,Nebo/San Pitch Mtns,Bull,Bull,Muzzleloader,Muzzleloader,901,901,processed_data/boundaries/EB3179.geojson,processed_data/boundaries/EB3179.geojson
165,164,PATCHED_CURRENT_CODE,1.260,species;area=1.000;current_code_exact;geo;second=1.460,Elk,Elk,Manti,"Any Legal Weapon, late",MDF,EB3006,EB3006,Manti,Manti,Bull,Bull,Archery,Archery,51,51,processed_data/boundaries/EB3039.geojson,processed_data/boundaries/EB3006.geojson
166,165,PATCHED_CURRENT_CODE,1.260,species;area=1.000;current_code_exact;geo;second=1.460,Elk,Elk,Manti,"Any Legal Weapon, mid",SFW,EB3006,EB3006,,Manti,,Bull,,Archery,51,51,processed_data/boundaries/EB3126.geojson,processed_data/boundaries/EB3006.geojson
167,166,PATCHED_CURRENT_CODE,1.760,species;area=1.000;archery;conservation_weight;current_code_exact;geo;second=1.300,Elk,Elk,Manti,Archery,SFW,EB3172,EB3172,Manti,Manti,Bull,Bull,Late Archery,Late Archery,51,51,processed_data/boundaries/EB3172.geojson,processed_data/boundaries/EB3172.geojson
168,167,PATCHED_CURRENT_CODE,1.260,species;area=1.000;current_code_exact;geo;second=1.120,Elk,Elk,Manti,Hunter's Choice,UWSF,EB3108,EB3108,Manti,Manti,Bull,Bull,Multiseason,Multiseason,51,51,processed_data/boundaries/EB3006.geojson|processed_data/boundaries/EB3038.geojson|processed_data/boundaries/EB3039.geojson|processed_data/boundaries/EB3084.geojson|processed_data/boundaries/EB3108.geojson|processed_data/boundaries/EB3126.geojson|processed_data/boundaries/EB3172.geojson,processed_data/boundaries/EB3108.geojson
169,168,PATCHED_CURRENT_CODE,1.260,species;area=1.000;current_code_exact;geo;second=1.120,Elk,Elk,Manti,Hunter's Choice,MDF,EB3108,EB3108,Manti,Manti,Bull,Bull,Multiseason,Multiseason,51,51,processed_data/boundaries/EB3006.geojson|processed_data/boundaries/EB3038.geojson|processed_data/boundaries/EB3039.geojson|processed_data/boundaries/EB3084.geojson|processed_data/boundaries/EB3108.geojson|processed_data/boundaries/EB3126.geojson|processed_data/boundaries/EB3172.geojson,processed_data/boundaries/EB3108.geojson
170,169,PATCHED_CURRENT_CODE,1.260,species;area=1.000;current_code_exact;geo;second=1.260,Elk,Elk,Manti,Multiseason,NWTF,EB3084,EB3084,Manti,Manti,Bull,Bull,Muzzleloader,Muzzleloader,51,51,processed_data/boundaries/EB3108.geojson,processed_data/boundaries/EB3084.geojson
171,170,PATCHED,1.300,species;area=1.000;multiseason;geo;second=1.120,Elk,Elk,Manti,Multiseason,RMEF,EB3048,EB3108,Monroe,Manti,Bull,Bull,"Any Legal Weapon, late",Multiseason,629,51,processed_data/boundaries/EB3048.geojson,processed_data/boundaries/EB3108.geojson
172,171,REVIEW_TIE,1.300,species;area=1.000;muzzleloader;geo;second=1.300,Elk,Elk,Manti,Muzzleloader,MDF,EB3010,EB3010,Monroe,Monroe,Bull,Bull,Archery,Archery,629,629,processed_data/boundaries/EB3010.geojson,processed_data/boundaries/EB3010.geojson
173,172,PATCHED_CURRENT_CODE,1.760,species;area=1.000;any_legal_weapon;conservation_weight;current_code_exact;geo;second=1.400,Elk,Elk,Monroe,"Any Legal Weapon, late",SCI,EB3185,EB3185,Monroe,Monroe,Bull,Bull,Mid Any Legal Weapon,Mid Any Legal Weapon,629,629,processed_data/boundaries/EB3185.geojson,processed_data/boundaries/EB3185.geojson
174,173,PATCHED_CURRENT_CODE,1.760,species;area=1.000;archery;conservation_weight;current_code_exact;geo;second=1.300,Elk,Elk,Monroe,Archery,SFW,EB3184,EB3184,Monroe,Monroe,Bull,Bull,Late Archery,Late Archery,629,629,processed_data/boundaries/EB3184.geojson,processed_data/boundaries/EB3184.geojson
175,174,REVIEW_TIE,1.120,species;area=1.000;conservation_weight;geo;second=1.120,Elk,Elk,Monroe,Hunter's Choice,MDF,EB3050,EB3050,Mt Dutton,Mt Dutton,Bull,Bull,"Any Legal Weapon, late","Any Legal Weapon, late",630,630,processed_data/boundaries/EB3050.geojson,processed_data/boundaries/EB3050.geojson
176,175,PATCHED,1.300,species;area=1.000;multiseason;geo;second=1.160,Elk,Elk,Monroe,Multiseason,RMEF,EB3011,EB3112,Mt Dutton,Monroe,Bull,Bull,Archery,Multiseason,630,629,processed_data/boundaries/EB3011.geojson,processed_data/boundaries/EB3112.geojson
177,176,PATCHED_CURRENT_CODE,1.760,species;area=1.000;any_legal_weapon;conservation_weight;current_code_exact;geo;second=1.400,Elk,Elk,Mt Dutton,"Any Legal Weapon, late",RMEF,EB3187,EB3187,Mt Dutton,Mt Dutton,Bull,Bull,Mid Any Legal Weapon,Mid Any Legal Weapon,630,630,processed_data/boundaries/EB3187.geojson,processed_data/boundaries/EB3187.geojson
178,177,PATCHED_CURRENT_CODE,1.760,species;area=1.000;archery;conservation_weight;current_code_exact;geo;second=1.300,Elk,Elk,Mt Dutton,Archery,MDF,EB3186,EB3186,Mt Dutton,Mt Dutton,Bull,Bull,Late Archery,Late Archery,630,630,processed_data/boundaries/EB3186.geojson,processed_data/boundaries/EB3186.geojson
179,178,REVIEW_TIE,1.120,species;area=1.000;conservation_weight;geo;second=1.120,Elk,Elk,Mt Dutton,Hunter's Choice,SFW,EB3176,EB3176,Nebo/San Pitch Mtns,Nebo/San Pitch Mtns,Bull,Bull,"Any Legal Weapon, late","Any Legal Weapon, late",901,901,processed_data/boundaries/EB3176.geojson,processed_data/boundaries/EB3176.geojson
180,179,PATCHED,1.300,species;area=1.000;multiseason;geo;second=1.130,Elk,Elk,Mt Dutton,Multiseason,MDF,EB3176,EB3113,,Mt Dutton,,Bull,,Multiseason,901,630,processed_data/boundaries/EB3176.geojson,processed_data/boundaries/EB3113.geojson
181,180,PATCHED_CURRENT_CODE,1.700,species;area=1.000;any_legal_weapon;late;current_code_exact;geo;second=1.311,Elk,Elk,Nebo/San Pitch Mtns,"Any Legal Weapon, late",SFW,EB3176,EB3176,,Nebo/San Pitch Mtns,,Bull,,Late Any Legal Weapon,901,901,processed_data/boundaries/EB3176.geojson,processed_data/boundaries/EB3176.geojson
182,181,PATCHED_CURRENT_CODE,1.760,species;area=1.000;archery;conservation_weight;current_code_exact;geo;second=1.311,Elk,Elk,Nebo/San Pitch Mtns,Archery,SFW,EB3174,EB3174,Nebo/San Pitch Mtns,Nebo/San Pitch Mtns,Bull,Bull,Late Archery,Late Archery,901,901,processed_data/boundaries/EB3174.geojson,processed_data/boundaries/EB3174.geojson
183,182,REVIEW_TIE,1.120,species;area=1.000;conservation_weight;geo;second=1.120,Elk,Elk,Nebo/San Pitch Mtns,Hunter's Choice,MDF,EB3115,EB3115,"North Slope, Three Corners","North Slope, Three Corners",Bull,Bull,Multiseason,Multiseason,140,140,processed_data/boundaries/EB3115.geojson,processed_data/boundaries/EB3115.geojson
184,183,PATCHED,1.583,species;area=0.579;multiseason;conservation_weight;current_code_exact;geo;second=1.300,Elk,Elk,Nebo/San Pitch Mtns,Multiseason,NWTF,EB3209,EB3209,"Box Elder, Pilot Mtn","Box Elder, Pilot Mtn",Bull,Bull,Multiseason,Multiseason,5129,5129,processed_data/boundaries/EB3209.geojson,processed_data/boundaries/EB3209.geojson
185,184,PATCHED,1.300,species;area=1.000;multiseason;geo;second=1.201,Elk,Elk,"North Slope, Three Corners",Multiseason,NWTF,EB3057,EB3115,,"North Slope, Three Corners",,Bull,,Multiseason,634,140,processed_data/boundaries/EB3057.geojson,processed_data/boundaries/EB3115.geojson
186,185,PATCHED_CURRENT_CODE,1.760,species;area=1.000;any_legal_weapon;conservation_weight;current_code_exact;geo;second=1.400,Elk,Elk,Panguitch Lake,"Any Legal Weapon, late",MDF,EB3189,EB3189,Panguitch Lake,Panguitch Lake,Bull,Bull,Mid Any Legal Weapon,Mid Any Legal Weapon,634,634,processed_data/boundaries/EB3189.geojson,processed_data/boundaries/EB3189.geojson
187,186,PATCHED_CURRENT_CODE,1.420,species;area=1.000;conservation_weight;current_code_exact;geo;second=0.960,Elk,Elk,Panguitch Lake,Hunter's Choice,SFW,EB3189,EB3189,Panguitch Lake,Panguitch Lake,Bull,Bull,Mid Any Legal Weapon,Mid Any Legal Weapon,634,634,processed_data/boundaries/EB3189.geojson,processed_data/boundaries/EB3189.geojson
188,187,PATCHED,1.300,species;area=1.000;multiseason;geo;second=1.194,Elk,Elk,Panguitch Lake,Multiseason,MDF,EB3194,EB3117,San Juan Bull Elk,Panguitch Lake,Bull,Bull,Mid Any Legal Weapon,Multiseason,183,634,processed_data/boundaries/EB3194.geojson,processed_data/boundaries/EB3117.geojson
189,188,PATCHED_CURRENT_CODE,1.260,species;area=1.000;current_code_exact;geo;second=1.400,Elk,Elk,San Juan Bull Elk,"Any Legal Weapon, late",RMEF,EB3019,EB3019,San Juan Bull Elk,San Juan Bull Elk,Bull,Bull,Archery,Archery,183,183,processed_data/boundaries/EB3067.geojson,processed_data/boundaries/EB3019.geojson
190,189,PATCHED_CURRENT_CODE,1.260,species;area=1.000;current_code_exact;geo;second=1.397,Elk,Elk,San Juan Bull Elk,"Any Legal Weapon, mid",SFW,EB3019,EB3019,,San Juan Bull Elk,,Bull,,Archery,183,183,processed_data/boundaries/EB3194.geojson,processed_data/boundaries/EB3019.geojson
191,190,PATCHED_CURRENT_CODE,1.760,species;area=1.000;archery;conservation_weight;current_code_exact;geo;second=1.300,Elk,Elk,San Juan Bull Elk,Archery,MDF,EB3193,EB3193,San Juan Bull Elk,San Juan Bull Elk,Bull,Bull,Late Archery,Late Archery,183,183,processed_data/boundaries/EB3193.geojson,processed_data/boundaries/EB3193.geojson
192,191,REVIEW_TIE,1.120,species;area=1.000;conservation_weight;geo;second=1.120,Elk,Elk,San Juan Bull Elk,Hunter's Choice,MDF,EB3152,EB3152,"Southwest Desert, South","Southwest Desert, South",Bull,Bull,"Any Legal Weapon, late","Any Legal Weapon, late",872,872,processed_data/boundaries/EB3152.geojson,processed_data/boundaries/EB3152.geojson
193,192,PATCHED,1.300,species;area=1.000;multiseason;geo;second=1.139,Elk,Elk,San Juan Bull Elk,Multiseason,RMEF,EB3198,EB3121,"Southwest Desert, South",San Juan Bull Elk,Bull,Bull,Mid Any Legal Weapon,Multiseason,872,183,processed_data/boundaries/EB3198.geojson,processed_data/boundaries/EB3121.geojson
194,193,PATCHED_CURRENT_CODE,1.760,species;area=1.000;any_legal_weapon;conservation_weight;current_code_exact;geo;second=1.400,Elk,Elk,"Southwest Desert, South","Any Legal Weapon, late",MDF,EB3198,EB3198,"Southwest Desert, South","Southwest Desert, South",Bull,Bull,Mid Any Legal Weapon,Mid Any Legal Weapon,872,872,processed_data/boundaries/EB3198.geojson,processed_data/boundaries/EB3198.geojson
195,194,PATCHED_CURRENT_CODE,1.760,species;area=1.000;any_legal_weapon;conservation_weight;current_code_exact;geo;second=1.300,Elk,Elk,"Southwest Desert, South","Any Legal Weapon, mid",SFW,EB3198,EB3198,"Southwest Desert, South","Southwest Desert, South",Bull,Bull,Mid Any Legal Weapon,Mid Any Legal Weapon,872,872,processed_data/boundaries/EB3198.geojson,processed_data/boundaries/EB3198.geojson
196,195,PATCHED_CURRENT_CODE,1.760,species;area=1.000;archery;conservation_weight;current_code_exact;geo;second=1.300,Elk,Elk,"Southwest Desert, South",Archery,UAA,EB3197,EB3197,"Southwest Desert, South","Southwest Desert, South",Bull,Bull,Late Archery,Late Archery,872,872,processed_data/boundaries/EB3197.geojson,processed_data/boundaries/EB3197.geojson
197,196,PATCHED_CURRENT_CODE,1.260,species;area=1.000;current_code_exact;geo;second=1.120,Elk,Elk,"Southwest Desert, South",Hunter's Choice,SFW,EB3155,EB3155,"Southwest Desert, South","Southwest Desert, South",Bull,Bull,Muzzleloader,Muzzleloader,872,872,processed_data/boundaries/EB3146.geojson|processed_data/boundaries/EB3149.geojson|processed_data/boundaries/EB3152.geojson|processed_data/boundaries/EB3155.geojson|processed_data/boundaries/EB3157.geojson|processed_data/boundaries/EB3197.geojson|processed_data/boundaries/EB3198.geojson,processed_data/boundaries/EB3155.geojson
198,197,PATCHED,1.300,species;area=1.000;multiseason;geo;second=1.142,Elk,Elk,"Southwest Desert, South",Multiseason,RMEF,EB3073,EB3157,Wasatch Mtns,"Southwest Desert, South",Bull,Bull,"Any Legal Weapon, late",Multiseason,222,872,processed_data/boundaries/EB3073.geojson,processed_data/boundaries/EB3157.geojson
199,198,PATCHED,1.300,species;area=1.000;multiseason;geo;second=1.142,Elk,Elk,"Southwest Desert, South",Multiseason,MDF,EB3127,EB3157,Wasatch Mtns,"Southwest Desert, South",Bull,Bull,"Any Legal Weapon, mid",Multiseason,222,872,processed_data/boundaries/EB3127.geojson,processed_data/boundaries/EB3157.geojson
200,199,REVIEW_TIE,1.300,species;area=1.000;muzzleloader;geo;second=1.300,Elk,Elk,"Southwest Desert, South",Muzzleloader,RMEF,EB3127,EB3127,,,,,,,222,222,processed_data/boundaries/EB3127.geojson,processed_data/boundaries/EB3127.geojson
201,200,PATCHED_CURRENT_CODE,1.760,species;area=1.000;any_legal_weapon;conservation_weight;current_code_exact;geo;second=1.400,Elk,Elk,Wasatch Mtns,"Any Legal Weapon, late",RMEF,EA2045,EA2045,Wasatch Mtns (Conservation),Wasatch Mtns (Conservation),Antlerless,Antlerless,Any Legal Weapon,Any Legal Weapon,5118,5118,processed_data/boundaries/EA2045.geojson,processed_data/boundaries/EA2045.geojson
202,201,PATCHED_CURRENT_CODE,1.760,species;area=1.000;any_legal_weapon;conservation_weight;current_code_exact;geo;second=1.332,Elk,Elk,Wasatch Mtns,"Any Legal Weapon, mid",SFW,EA2045,EA2045,Wasatch Mtns (Conservation),Wasatch Mtns (Conservation),Antlerless,Antlerless,Any Legal Weapon,Any Legal Weapon,5118,5118,processed_data/boundaries/EA2045.geojson,processed_data/boundaries/EA2045.geojson
203,202,PATCHED_CURRENT_CODE,1.760,species;area=1.000;archery;conservation_weight;current_code_exact;geo;second=1.332,Elk,Elk,Wasatch Mtns,Archery,WCF,EB3199,EB3199,Wasatch Mtns,Wasatch Mtns,Bull,Bull,Late Archery,Late Archery,222,222,processed_data/boundaries/EB3199.geojson,processed_data/boundaries/EB3199.geojson
204,203,PATCHED_CURRENT_CODE,1.260,species;area=1.000;current_code_exact;geo;second=1.120,Elk,Elk,Wasatch Mtns,Hunter's Choice,SFW,EB3124,EB3124,Wasatch Mtns,Wasatch Mtns,Bull,Bull,Multiseason,Multiseason,222,222,processed_data/boundaries/EB3022.geojson|processed_data/boundaries/EB3072.geojson|processed_data/boundaries/EB3073.geojson|processed_data/boundaries/EB3100.geojson|processed_data/boundaries/EB3124.geojson|processed_data/boundaries/EB3127.geojson|processed_data/boundaries/EB3199.geojson,processed_data/boundaries/EB3124.geojson
205,204,PATCHED_CURRENT_CODE,1.260,species;area=1.000;current_code_exact;geo;second=1.120,Elk,Elk,Wasatch Mtns,Hunter's Choice,SFW,EB3100,EB3100,Wasatch Mtns,Wasatch Mtns,Bull,Bull,Muzzleloader,Muzzleloader,222,222,processed_data/boundaries/EB3022.geojson|processed_data/boundaries/EB3072.geojson|processed_data/boundaries/EB3073.geojson|processed_data/boundaries/EB3100.geojson|processed_data/boundaries/EB3124.geojson|processed_data/boundaries/EB3127.geojson|processed_data/boundaries/EB3199.geojson,processed_data/boundaries/EB3100.geojson
206,205,PATCHED,1.300,species;area=1.000;multiseason;geo;second=1.175,Elk,Elk,Wasatch Mtns,Multiseason,RMEF,EB1000,EB3124,Elk,Wasatch Mtns,Bull,Bull,Any Legal Weapon,Multiseason,5119,222,processed_data/boundaries/EB1000.geojson,processed_data/boundaries/EB3124.geojson
207,206,PATCHED,1.300,species;area=1.000;multiseason;geo;second=1.175,Elk,Elk,Wasatch Mtns,Multiseason,MDF,MB6000,EB3124,Cache,Wasatch Mtns,Bull,Bull,Any Legal Weapon,Multiseason,29,222,processed_data/boundaries/MB6000.geojson,processed_data/boundaries/EB3124.geojson
208,207,PATCHED,1.611,species;area=0.645;muzzleloader;conservation_weight;current_code_exact;geo;second=1.300,Elk,Elk,Wasatch Mtns,Muzzleloader,MDF,EB3179,EB3179,Nebo/San Pitch Mtns,Nebo/San Pitch Mtns,Bull,Bull,Muzzleloader,Muzzleloader,901,901,processed_data/boundaries/EB3179.geojson,processed_data/boundaries/EB3179.geojson
209,208,PATCHED_CURRENT_CODE,1.261,species;area=0.621;conservation_weight;current_code_exact;geo;second=0.862,Elk,Elk,Statewide,,SFW,EB1000,EB1000,Elk,Elk,Bull,Bull,Any Legal Weapon,Any Legal Weapon,5119,5119,processed_data/boundaries/EB1000.geojson,processed_data/boundaries/EB1000.geojson
210,209,PATCHED,1.402,species;area=0.148;any_legal_weapon;conservation_weight;current_code_exact;geo;second=1.300,Moose,Moose,Cache,Any Legal Weapon,UCWF,MB1000,MB1000,Moose,Moose,Bull,Bull,Any Legal Weapon,Any Legal Weapon,5133,5133,processed_data/boundaries/MB1000.geojson,processed_data/boundaries/MB1000.geojson
211,210,PATCHED,1.508,species;area=0.400;any_legal_weapon;conservation_weight;current_code_exact;geo;second=1.300,Moose,Moose,"North Slope, Summit",Any Legal Weapon,SCI,MB1000,MB1000,Moose,Moose,Bull,Bull,Any Legal Weapon,Any Legal Weapon,5133,5133,processed_data/boundaries/MB1000.geojson,processed_data/boundaries/MB1000.geojson
212,211,PATCHED,1.508,species;area=0.400;any_legal_weapon;conservation_weight;current_code_exact;geo;second=1.300,Moose,Moose,"North Slope, Summit",Any Legal Weapon,SFW,MB1000,MB1000,Moose,Moose,Bull,Bull,Any Legal Weapon,Any Legal Weapon,5133,5133,processed_data/boundaries/MB1000.geojson,processed_data/boundaries/MB1000.geojson
213,212,PATCHED,1.447,species;area=0.255;any_legal_weapon;conservation_weight;current_code_exact;geo;second=1.300,Moose,Moose,Wasatch Mtns/Central Mtns,Any Legal Weapon,NWTF,MB1000,MB1000,Moose,Moose,Bull,Bull,Any Legal Weapon,Any Legal Weapon,5133,5133,processed_data/boundaries/MB1000.geojson,processed_data/boundaries/MB1000.geojson
214,213,PATCHED_CURRENT_CODE,1.244,species;area=0.581;conservation_weight;current_code_exact;geo;second=0.736,Moose,Moose,Statewide,,RMEF,MB1000,MB1000,Moose,Moose,Bull,Bull,Any Legal Weapon,Any Legal Weapon,5133,5133,processed_data/boundaries/MB1000.geojson,processed_data/boundaries/MB1000.geojson
215,214,PATCHED,1.389,species;area=0.118;any_legal_weapon;conservation_weight;current_code_exact;geo;second=1.300,Mountain Goat,Mountain Goat,Beaver (early),"Any Legal Weapon, early",UWSF,GO6817,GO6817,La Sal Mtns,La Sal Mtns,Either Sex,Either Sex,Any Legal Weapon,Any Legal Weapon,617,617,processed_data/boundaries/GO6817.geojson,processed_data/boundaries/GO6817.geojson
216,215,REVIEW_TIE,1.460,species;area=1.000;any_legal_weapon;conservation_weight;geo;second=1.433,Mountain Goat,Mountain Goat,High Uintas West,Any Legal Weapon,RMEF,GO6817,GO6817,La Sal Mtns,La Sal Mtns,Either Sex,Either Sex,Any Legal Weapon,Any Legal Weapon,617,617,processed_data/boundaries/GO6817.geojson,processed_data/boundaries/GO6817.geojson
217,216,REVIEW_TIE,1.504,species;area=0.390;any_legal_weapon;conservation_weight;current_code_exact;geo;second=1.460,Mountain Goat,Mountain Goat,"La Sal, La Sal Mtns",Any Legal Weapon,SFW,GO6820,GO6820,"Wasatch Mtns, Timpanogos","Wasatch Mtns, Timpanogos",Either Sex,Either Sex,Any Legal Weapon,Any Legal Weapon,200,200,processed_data/boundaries/GO6820.geojson,processed_data/boundaries/GO6820.geojson
218,217,PATCHED,1.389,species;area=0.118;any_legal_weapon;conservation_weight;current_code_exact;geo;second=1.300,Mountain Goat,Mountain Goat,Nebo,Any Legal Weapon,UWSF,GO1000,GO1000,Statewide,Statewide,Hunters Choice,Hunters Choice,Any Legal Weapon,Any Legal Weapon,5131,5131,processed_data/boundaries/GO1000.geojson,processed_data/boundaries/GO1000.geojson
219,218,PATCHED,1.460,species;area=1.000;archery;conservation_weight;geo;second=1.049,Mountain Goat,Mountain Goat,Nebo,Archery,UAA,GO1000,GO6821,Statewide,Nebo,Hunters Choice,Either Sex,Any Legal Weapon,Archery,5131,616,processed_data/boundaries/GO1000.geojson,processed_data/boundaries/GO6821.geojson
