hunt_code,boundary_id,hunt_name,species,hunt_class,hunt_type,draw_family,weapon,sex_type,season,access_type,permits_2024_res,permits_2024_nr,permits_2024_total,permits_2024_source,permits_2025_res,permits_2025_nr,permits_2025_total,permits_2025_source,permits_2026_res,permits_2026_nr,permits_2026_total,permits_2026_source,permits_2026_draw_source,permit_allotment_2026_res,permit_allotment_2026_nr,permit_allotment_2026_total,permit_allotment_2026_source,permit_allotment_2026_source_file,permit_allotment_2026_status,draw_2026_system_type,draw_2025_bg_pdf_page,draw_2025_bg_report_page,draw_2025_type,percent_harvest_success_previous_hunting_season,average_harvest_age,current_age_3yr_average,average_harvest_age_source_file,average_harvest_age_review_status,dwr_huntplanner_age_objective,dwr_huntplanner_population_objective,dwr_huntplanner_current_population_estimate,conservation_permits_2026_total,conservation_permits_2026_source,notes,source_authority,source_file,data_status,generated_at,huntCode,code,title,huntTitle,unitName,unitCode,boundaryId,boundaryID,BoundaryID,boundary_id_numeric,totalPermits,permitsTotal,quota,dates,sex,sexType,type,category,Weapon,boundaryLink
LO0014,206,Diamond Mtn Landowner Association,Elk,Private Land Only,Limited Entry - Private Land Only,,Muzzleloader,Bull,"Sept 21, 2026 - Oct 2, 2026 - Valid only on property enrolled in the Diamond Mtn LOA",Public,,,,,,,,,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 l.e. elk.private lands EL-2025 and LO-2026.csv,NO_QUOTA_PUBLISHED,,,,,,,,,,,,,,,,DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,CURRENT_DATABASE_CANONICAL,2026-06-04T07:07:35Z,LO0014,LO0014,Diamond Mtn Landowner Association,Diamond Mtn Landowner Association,Diamond Mtn Landowner Association,206,206,206,206,206,,,,"Sept 21, 2026 - Oct 2, 2026 - Valid only on property enrolled in the Diamond Mtn LOA",Bull,Bull,Limited Entry - Private Land Only,Private Land Only,Muzzleloader,https://dwrapps.utah.gov/huntboundary/hbstart?HN=LO0014
LO0015,206,Diamond Mtn Landowner Association,Elk,Private Land Only,Limited Entry - Private Land Only,,Any Legal Weapon,Bull,Nov 07 2026 - Nov 15 2026 - Valid only on property enrolled in the Diamond Mtn LOA,Public,,,,,,,,,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 l.e. elk.private lands EL-2025 and LO-2026.csv,NO_QUOTA_PUBLISHED,,,,,,,,,,,,,,,,DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,CURRENT_DATABASE_CANONICAL,2026-06-04T07:07:35Z,LO0015,LO0015,Diamond Mtn Landowner Association,Diamond Mtn Landowner Association,Diamond Mtn Landowner Association,206,206,206,206,206,,,,Nov 07 2026 - Nov 15 2026 - Valid only on property enrolled in the Diamond Mtn LOA,Bull,Bull,Limited Entry - Private Land Only,Private Land Only,Any Legal Weapon,https://dwrapps.utah.gov/huntboundary/hbstart?HN=LO0015
LO1501,607,Box Elder,Deer,Private Land Only,General Season - Private Land Only,,Archery,Buck,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,Public,,,,,338,34,372,REBUIlT_2024_DRAW_RESULTS_FOR_2025_MODELING_MEDIUM_APPROVED,,,,,,,,,,,,,,,,,,,,,,,,,,,DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,CURRENT_DATABASE_CANONICAL,2026-06-04T07:07:35Z,LO1501,LO1501,Box Elder,Box Elder,Box Elder,607,607,607,607,607,,,,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,Buck,Buck,General Season - Private Land Only,Private Land Only,Archery,https://dwrapps.utah.gov/huntboundary/hbstart?HN=LO1501
LO1502,29,Cache,Deer,Private Land Only,General Season - Private Land Only,,Archery,Buck,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,Public,,,,,383,27,410,REBUIlT_2024_DRAW_RESULTS_FOR_2025_MODELING_MEDIUM_APPROVED,,,,,,,,,,,,,,,,,,,,,,,,,,,DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,CURRENT_DATABASE_CANONICAL,2026-06-04T07:07:35Z,LO1502,LO1502,Cache,Cache,Cache,29,29,29,29,29,,,,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,Buck,Buck,General Season - Private Land Only,Private Land Only,Archery,https://dwrapps.utah.gov/huntboundary/hbstart?HN=LO1502
LO1503,619,Manti/San Rafael,Deer,Private Land Only,General Season - Private Land Only,,Archery,Buck,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,Public,,,,,918,69,987,REBUIlT_2024_DRAW_RESULTS_FOR_2025_MODELING_CROSSWALK_RETRY,,,,,,,,,,,,,,,,,,,,,,,,,,,DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,CURRENT_DATABASE_CANONICAL,2026-06-04T07:07:35Z,LO1503,LO1503,Manti/San Rafael,Manti/San Rafael,Manti/San Rafael,619,619,619,619,619,,,,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,Buck,Buck,General Season - Private Land Only,Private Land Only,Archery,https://dwrapps.utah.gov/huntboundary/hbstart?HN=LO1503
LO1504,616,Nebo,Deer,Private Land Only,General Season - Private Land Only,,Archery,Buck,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,Public,,,,,534,22,556,REBUIlT_2024_DRAW_RESULTS_FOR_2025_MODELING_MEDIUM_APPROVED,,,,,,,,,,,,,,,,,,,,,,,,,,,DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,CURRENT_DATABASE_CANONICAL,2026-06-04T07:07:35Z,LO1504,LO1504,Nebo,Nebo,Nebo,616,616,616,616,616,,,,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,Buck,Buck,General Season - Private Land Only,Private Land Only,Archery,https://dwrapps.utah.gov/huntboundary/hbstart?HN=LO1504
LO1506,804,Fillmore,Deer,Private Land Only,General Season - Private Land Only,,Archery,Buck,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,Public,,,,,188,13,201,REBUIlT_2024_DRAW_RESULTS_FOR_2025_MODELING_MEDIUM_APPROVED,,,,,,,,,,,,,,,,,,,,,,,,,,,DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,CURRENT_DATABASE_CANONICAL,2026-06-04T07:07:35Z,LO1506,LO1506,Fillmore,Fillmore,Fillmore,804,804,804,804,804,,,,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,Buck,Buck,General Season - Private Land Only,Private Land Only,Archery,https://dwrapps.utah.gov/huntboundary/hbstart?HN=LO1506
LO1508,611,Kamas,Deer,Private Land Only,General Season - Private Land Only,,Archery,Buck,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,Public,,,,,103,4,107,REBUIlT_2024_DRAW_RESULTS_FOR_2025_MODELING_MEDIUM_APPROVED,,,,,,,,,,,,,,,,,,,,,,,,,,,DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,CURRENT_DATABASE_CANONICAL,2026-06-04T07:07:35Z,LO1508,LO1508,Kamas,Kamas,Kamas,611,611,611,611,611,,,,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,Buck,Buck,General Season - Private Land Only,Private Land Only,Archery,https://dwrapps.utah.gov/huntboundary/hbstart?HN=LO1508
LO1509,617,"La Sal, La Sal Mtns",Deer,Private Land Only,General Season - Private Land Only,,Archery,Buck,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,Public,,,,,156,15,171,REBUIlT_2024_DRAW_RESULTS_FOR_2025_MODELING_CROSSWALK_RETRY,,,,,,,,,,,,,,,,,,,,,,,,,,,DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,CURRENT_DATABASE_CANONICAL,2026-06-04T07:07:35Z,LO1509,LO1509,"La Sal, La Sal Mtns","La Sal, La Sal Mtns","La Sal, La Sal Mtns",617,617,617,617,617,,,,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,Buck,Buck,General Season - Private Land Only,Private Land Only,Archery,https://dwrapps.utah.gov/huntboundary/hbstart?HN=LO1509
LO1510,629,Monroe,Deer,Private Land Only,General Season - Private Land Only,,Archery,Buck,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,Public,,,,,76,10,86,REBUIlT_2024_DRAW_RESULTS_FOR_2025_MODELING_MEDIUM_APPROVED,,,,,,,,,,,,,,,,,,,,,,,,,,,DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,CURRENT_DATABASE_CANONICAL,2026-06-04T07:07:35Z,LO1510,LO1510,Monroe,Monroe,Monroe,629,629,629,629,629,,,,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,Buck,Buck,General Season - Private Land Only,Private Land Only,Archery,https://dwrapps.utah.gov/huntboundary/hbstart?HN=LO1510
LO1511,630,Mt Dutton,Deer,Private Land Only,General Season - Private Land Only,,Archery,Buck,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,Public,,,,,23,2,25,REBUIlT_2024_DRAW_RESULTS_FOR_2025_MODELING_MEDIUM_APPROVED,,,,,,,,,,,,,,,,,,,,,,,,,,,DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,CURRENT_DATABASE_CANONICAL,2026-06-04T07:07:35Z,LO1511,LO1511,Mt Dutton,Mt Dutton,Mt Dutton,630,630,630,630,630,,,,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,Buck,Buck,General Season - Private Land Only,Private Land Only,Archery,https://dwrapps.utah.gov/huntboundary/hbstart?HN=LO1511
LO1512,615,Nine Mile,Deer,Private Land Only,General Season - Private Land Only,,Archery,Buck,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,Public,,,,,132,12,144,REBUIlT_2024_DRAW_RESULTS_FOR_2025_MODELING_MEDIUM_APPROVED,,,,,,,,,,,,,,,,,,,,,,,,,,,DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,CURRENT_DATABASE_CANONICAL,2026-06-04T07:07:35Z,LO1512,LO1512,Nine Mile,Nine Mile,Nine Mile,615,615,615,615,615,,,,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,Buck,Buck,General Season - Private Land Only,Private Land Only,Archery,https://dwrapps.utah.gov/huntboundary/hbstart?HN=LO1512
LO1513,612,North Slope,Deer,Private Land Only,General Season - Private Land Only,,Archery,Buck,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,Public,,,,,209,30,239,REBUIlT_2024_DRAW_RESULTS_FOR_2025_MODELING_MEDIUM_APPROVED,,,,,,,,,,,,,,,,,,,,,,,,,,,DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,CURRENT_DATABASE_CANONICAL,2026-06-04T07:07:35Z,LO1513,LO1513,North Slope,North Slope,North Slope,612,612,612,612,612,,,,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,Buck,Buck,General Season - Private Land Only,Private Land Only,Archery,https://dwrapps.utah.gov/huntboundary/hbstart?HN=LO1513
LO1514,609,Ogden,Deer,Private Land Only,General Season - Private Land Only,,Archery,Buck,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,Public,,,,,146,13,159,REBUIlT_2024_DRAW_RESULTS_FOR_2025_MODELING_MEDIUM_APPROVED,,,,,,,,,,,,,,,,,,,,,,,,,,,DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,CURRENT_DATABASE_CANONICAL,2026-06-04T07:07:35Z,LO1514,LO1514,Ogden,Ogden,Ogden,609,609,609,609,609,,,,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,Buck,Buck,General Season - Private Land Only,Private Land Only,Archery,https://dwrapps.utah.gov/huntboundary/hbstart?HN=LO1514
LO1516,634,Panguitch Lake,Deer,Private Land Only,General Season - Private Land Only,,Archery,Buck,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,Public,,,,,167,14,181,REBUIlT_2024_DRAW_RESULTS_FOR_2025_MODELING_MEDIUM_APPROVED,,,,,,,,,,,,,,,,,,,,,,,,,,,DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,CURRENT_DATABASE_CANONICAL,2026-06-04T07:07:35Z,LO1516,LO1516,Panguitch Lake,Panguitch Lake,Panguitch Lake,634,634,634,634,634,,,,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,Buck,Buck,General Season - Private Land Only,Private Land Only,Archery,https://dwrapps.utah.gov/huntboundary/hbstart?HN=LO1516
LO1517,636,Pine Valley,Deer,Private Land Only,General Season - Private Land Only,,Archery,Buck,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,Public,,,,,198,22,220,REBUIlT_2024_DRAW_RESULTS_FOR_2025_MODELING_MEDIUM_APPROVED,,,,,,,,,,,,,,,,,,,,,,,,,,,DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,CURRENT_DATABASE_CANONICAL,2026-06-04T07:07:35Z,LO1517,LO1517,Pine Valley,Pine Valley,Pine Valley,636,636,636,636,636,,,,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,Buck,Buck,General Season - Private Land Only,Private Land Only,Archery,https://dwrapps.utah.gov/huntboundary/hbstart?HN=LO1517
LO1518,455,Boulder/Kaiparowits,Deer,Private Land Only,General Season - Private Land Only,,Archery,Buck,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,Public,,,,,136,14,150,REBUIlT_2024_DRAW_RESULTS_FOR_2025_MODELING_MEDIUM_APPROVED,,,,,,,,,,,,,,,,,,,,,,,,,,,DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,CURRENT_DATABASE_CANONICAL,2026-06-04T07:07:35Z,LO1518,LO1518,Boulder/Kaiparowits,Boulder/Kaiparowits,Boulder/Kaiparowits,455,455,455,455,455,,,,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,Buck,Buck,General Season - Private Land Only,Private Land Only,Archery,https://dwrapps.utah.gov/huntboundary/hbstart?HN=LO1518
LO1519,633,Fishlake,Deer,Private Land Only,General Season - Private Land Only,,Archery,Buck,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,Public,,,,,89,8,97,REBUIlT_2024_DRAW_RESULTS_FOR_2025_MODELING_MEDIUM_APPROVED,,,,,,,,,,,,,,,,,,,,,,,,,,,DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,CURRENT_DATABASE_CANONICAL,2026-06-04T07:07:35Z,LO1519,LO1519,Fishlake,Fishlake,Fishlake,633,633,633,633,633,,,,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,Buck,Buck,General Season - Private Land Only,Private Land Only,Archery,https://dwrapps.utah.gov/huntboundary/hbstart?HN=LO1519
LO1521,618,"San Juan, Abajo Mtns",Deer,Private Land Only,General Season - Private Land Only,,Archery,Buck,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,Public,,,,,180,27,207,REBUIlT_2024_DRAW_RESULTS_FOR_2025_MODELING_CROSSWALK_RETRY,,,,,,,,,,,,,,,,,,,,,,,,,,,DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,CURRENT_DATABASE_CANONICAL,2026-06-04T07:07:35Z,LO1521,LO1521,"San Juan, Abajo Mtns","San Juan, Abajo Mtns","San Juan, Abajo Mtns",618,618,618,618,618,,,,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,Buck,Buck,General Season - Private Land Only,Private Land Only,Archery,https://dwrapps.utah.gov/huntboundary/hbstart?HN=LO1521
LO1522,614,Vernal/Bonanza,Deer,Private Land Only,General Season - Private Land Only,,Archery,Buck,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,Public,,,,,136,12,148,REBUIlT_2024_DRAW_RESULTS_FOR_2025_MODELING_MEDIUM_APPROVED,,,,,,,,,,,,,,,,,,,,,,,,,,,DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,CURRENT_DATABASE_CANONICAL,2026-06-04T07:07:35Z,LO1522,LO1522,Vernal/Bonanza,Vernal/Bonanza,Vernal/Bonanza,614,614,614,614,614,,,,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,Buck,Buck,General Season - Private Land Only,Private Land Only,Archery,https://dwrapps.utah.gov/huntboundary/hbstart?HN=LO1522
LO1523,613,Yellowstone,Deer,Private Land Only,General Season - Private Land Only,,Archery,Buck,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,Public,,,,,100,7,107,REBUIlT_2024_DRAW_RESULTS_FOR_2025_MODELING_MEDIUM_APPROVED,,,,,,,,,,,,,,,,,,,,,,,,,,,DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,CURRENT_DATABASE_CANONICAL,2026-06-04T07:07:35Z,LO1523,LO1523,Yellowstone,Yellowstone,Yellowstone,613,613,613,613,613,,,,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,Buck,Buck,General Season - Private Land Only,Private Land Only,Archery,https://dwrapps.utah.gov/huntboundary/hbstart?HN=LO1523
LO1524,625,Southwest Desert,Deer,Private Land Only,General Season - Private Land Only,,Archery,Buck,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,Public,,,,,31,6,37,REBUIlT_2024_DRAW_RESULTS_FOR_2025_MODELING_MEDIUM_APPROVED,,,,,,,,,,,,,,,,,,,,,,,,,,,DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,CURRENT_DATABASE_CANONICAL,2026-06-04T07:07:35Z,LO1524,LO1524,Southwest Desert,Southwest Desert,Southwest Desert,625,625,625,625,625,,,,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,Buck,Buck,General Season - Private Land Only,Private Land Only,Archery,https://dwrapps.utah.gov/huntboundary/hbstart?HN=LO1524
LO1525,621,"Wasatch Mtns, East",Deer,Private Land Only,General Season - Private Land Only,,Archery,Buck,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,Public,,,,,488,67,555,REBUIlT_2024_DRAW_RESULTS_FOR_2025_MODELING_CROSSWALK_RETRY,,,,,,,,,,,,,,,,,,,,,,,,,,,DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,CURRENT_DATABASE_CANONICAL,2026-06-04T07:07:35Z,LO1525,LO1525,"Wasatch Mtns, East","Wasatch Mtns, East","Wasatch Mtns, East",621,621,621,621,621,,,,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,Buck,Buck,General Season - Private Land Only,Private Land Only,Archery,https://dwrapps.utah.gov/huntboundary/hbstart?HN=LO1525
LO1526,620,"Wasatch Mtns, West",Deer,Private Land Only,General Season - Private Land Only,,Archery,Buck,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,Public,,,,,507,51,558,REBUIlT_2024_DRAW_RESULTS_FOR_2025_MODELING_CROSSWALK_RETRY,,,,,,,,,,,,,,,,,,,,,,,,,,,DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,CURRENT_DATABASE_CANONICAL,2026-06-04T07:07:35Z,LO1526,LO1526,"Wasatch Mtns, West","Wasatch Mtns, West","Wasatch Mtns, West",620,620,620,620,620,,,,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,Buck,Buck,General Season - Private Land Only,Private Land Only,Archery,https://dwrapps.utah.gov/huntboundary/hbstart?HN=LO1526
LO1529,635,Zion,Deer,Private Land Only,General Season - Private Land Only,,Archery,Buck,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,Public,,,,,253,25,278,REBUIlT_2024_DRAW_RESULTS_FOR_2025_MODELING_MEDIUM_APPROVED,,,,,,,,,,,,,,,,,,,,,,,,,,,DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,CURRENT_DATABASE_CANONICAL,2026-06-04T07:07:35Z,LO1529,LO1529,Zion,Zion,Zion,635,635,635,635,635,,,,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,Buck,Buck,General Season - Private Land Only,Private Land Only,Archery,https://dwrapps.utah.gov/huntboundary/hbstart?HN=LO1529
LO1531,607,Box Elder,Deer,Private Land Only,General Season - Private Land Only,,Any Legal Weapon (Late),Buck,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,Public,,,,,,,,,,,2,,,,,2,,,,,,,,,,,,,,,,,,,DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,CURRENT_DATABASE_CANONICAL,2026-06-04T07:07:35Z,LO1531,LO1531,Box Elder,Box Elder,Box Elder,607,607,607,607,607,2,2,2,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,Buck,Buck,General Season - Private Land Only,Private Land Only,Any Legal Weapon (Late),https://dwrapps.utah.gov/huntboundary/hbstart?HN=LO1531
LO1533,619,Manti/San Rafael,Deer,Private Land Only,General Season - Private Land Only,,Any Legal Weapon (Late),Buck,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,CURRENT_DATABASE_CANONICAL,2026-06-04T07:07:35Z,LO1533,LO1533,Manti/San Rafael,Manti/San Rafael,Manti/San Rafael,619,619,619,619,619,,,,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,Buck,Buck,General Season - Private Land Only,Private Land Only,Any Legal Weapon (Late),https://dwrapps.utah.gov/huntboundary/hbstart?HN=LO1533
LO1534,616,Nebo,Deer,Private Land Only,General Season - Private Land Only,,Any Legal Weapon (Late),Buck,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,Public,,,,,,,,,,,2,,,,,2,,,,,,,,,,,,,,,,,,,DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,CURRENT_DATABASE_CANONICAL,2026-06-04T07:07:35Z,LO1534,LO1534,Nebo,Nebo,Nebo,616,616,616,616,616,2,2,2,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,Buck,Buck,General Season - Private Land Only,Private Land Only,Any Legal Weapon (Late),https://dwrapps.utah.gov/huntboundary/hbstart?HN=LO1534
LO1536,804,Fillmore,Deer,Private Land Only,General Season - Private Land Only,,Any Legal Weapon (Late),Buck,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,Public,,,,,,,,,,,2,,,,,2,,,,,,,,,,,,,,,,,,,DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,CURRENT_DATABASE_CANONICAL,2026-06-04T07:07:35Z,LO1536,LO1536,Fillmore,Fillmore,Fillmore,804,804,804,804,804,2,2,2,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,Buck,Buck,General Season - Private Land Only,Private Land Only,Any Legal Weapon (Late),https://dwrapps.utah.gov/huntboundary/hbstart?HN=LO1536
LO1538,611,Kamas,Deer,Private Land Only,General Season - Private Land Only,,Any Legal Weapon (Late),Buck,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,Public,,,,,,,,,,,2,,,,,2,,,,,,,,,,,,,,,,,,,DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,CURRENT_DATABASE_CANONICAL,2026-06-04T07:07:35Z,LO1538,LO1538,Kamas,Kamas,Kamas,611,611,611,611,611,2,2,2,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,Buck,Buck,General Season - Private Land Only,Private Land Only,Any Legal Weapon (Late),https://dwrapps.utah.gov/huntboundary/hbstart?HN=LO1538
LO1539,617,"La Sal, La Sal Mtns",Deer,Private Land Only,General Season - Private Land Only,,Any Legal Weapon (Late),Buck,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,CURRENT_DATABASE_CANONICAL,2026-06-04T07:07:35Z,LO1539,LO1539,"La Sal, La Sal Mtns","La Sal, La Sal Mtns","La Sal, La Sal Mtns",617,617,617,617,617,,,,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,Buck,Buck,General Season - Private Land Only,Private Land Only,Any Legal Weapon (Late),https://dwrapps.utah.gov/huntboundary/hbstart?HN=LO1539
LO1540,629,Monroe,Deer,Private Land Only,General Season - Private Land Only,,Any Legal Weapon (Late),Buck,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,Public,,,,,,,,,,,2,,,,,2,,,,,,,,,,,,,,,,,,,DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,CURRENT_DATABASE_CANONICAL,2026-06-04T07:07:35Z,LO1540,LO1540,Monroe,Monroe,Monroe,629,629,629,629,629,2,2,2,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,Buck,Buck,General Season - Private Land Only,Private Land Only,Any Legal Weapon (Late),https://dwrapps.utah.gov/huntboundary/hbstart?HN=LO1540
LO1541,630,Mt Dutton,Deer,Private Land Only,General Season - Private Land Only,,Any Legal Weapon (Late),Buck,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,Public,,,,,,,,,,,2,,,,,2,,,,,,,,,,,,,,,,,,,DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,CURRENT_DATABASE_CANONICAL,2026-06-04T07:07:35Z,LO1541,LO1541,Mt Dutton,Mt Dutton,Mt Dutton,630,630,630,630,630,2,2,2,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,Buck,Buck,General Season - Private Land Only,Private Land Only,Any Legal Weapon (Late),https://dwrapps.utah.gov/huntboundary/hbstart?HN=LO1541
LO1542,615,Nine Mile,Deer,Private Land Only,General Season - Private Land Only,,Any Legal Weapon (Late),Buck,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,Public,,,,,,,,,,,2,,,,,2,,,,,,,,,,,,,,,,,,,DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,CURRENT_DATABASE_CANONICAL,2026-06-04T07:07:35Z,LO1542,LO1542,Nine Mile,Nine Mile,Nine Mile,615,615,615,615,615,2,2,2,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,Buck,Buck,General Season - Private Land Only,Private Land Only,Any Legal Weapon (Late),https://dwrapps.utah.gov/huntboundary/hbstart?HN=LO1542
