hunt_code,residency,points,algorithm_status,p_draw_mean,display_odds_text,reason_codes
BI6500,Resident,31,MODELED_BONUS,0.993750,~1 in 1.0 or 99.4%,BONUS_RULE_SIMULATED|HUNT_KIND_OIL|DRAW_POOL_STANDARD|MAX_POOL_DEPRECATED_NO_AUTO_100|APPLICANT_STACK_ROLLED_FORWARD|MAX_POINT_BOUNDARY_RECOMPUTED|OFFICIAL_2026_QUOTA_USED|RAC_CURRENT_YEAR_ALLOTMENT_USED|MODELED_100_CONFIRMED|PRIOR_YEAR_NO_APPLICANTS|QUOTA_UNCHANGED|ROLLOVER_ADJUSTED_PROBABILITY_USED|MODERATE_DEMAND_HARVEST_SIGNAL|HARVEST_DEMAND_ADJUSTMENT_APPLIED|MIXED_MODEL_USED|ROLLOVER_COMPONENT_USED|HARVEST_COMPONENT_USED|MISSING_COMPONENTS_REWEIGHTED|ROLLOVER_ONLY_NEW_HUNT|UNCERTAINTY_BAND_A
BI6500,Resident,32,MODELED_BONUS,0.000000,Not available,BONUS_RULE_SIMULATED|HUNT_KIND_OIL|DRAW_POOL_STANDARD|MAX_POOL_DEPRECATED_NO_AUTO_100|APPLICANT_STACK_ROLLED_FORWARD|MAX_POINT_BOUNDARY_RECOMPUTED|OFFICIAL_2026_QUOTA_USED|RAC_CURRENT_YEAR_ALLOTMENT_USED|PRIOR_YEAR_NO_APPLICANTS|QUOTA_UNCHANGED|ROLLOVER_ADJUSTED_PROBABILITY_USED|MODERATE_DEMAND_HARVEST_SIGNAL|HARVEST_DEMAND_ADJUSTMENT_APPLIED|MIXED_MODEL_USED|ROLLOVER_COMPONENT_USED|HARVEST_COMPONENT_USED|MISSING_COMPONENTS_REWEIGHTED|ROLLOVER_ONLY_NEW_HUNT|UNCERTAINTY_BAND_A
BI6503,Nonresident,0,MODELED_BONUS,0.000004,~1 in 241109.1 or 0.0%,BONUS_RULE_SIMULATED|HUNT_KIND_OIL|DRAW_POOL_STANDARD|MAX_POOL_DEPRECATED_NO_AUTO_100|APPLICANT_STACK_ROLLED_FORWARD|MAX_POINT_BOUNDARY_RECOMPUTED|OFFICIAL_2026_QUOTA_USED|RAC_CURRENT_YEAR_ALLOTMENT_USED|PRIOR_YEAR_ZERO_SUCCESS|QUOTA_UNCHANGED|ROLLOVER_ADJUSTED_PROBABILITY_USED|HIGH_DEMAND_HARVEST_SIGNAL|HARVEST_DEMAND_ADJUSTMENT_APPLIED|MIXED_MODEL_USED|PRIOR_YEAR_WEIGHTED_BASELINE|QUOTA_ADJUSTED_COMPONENT_USED|ROLLOVER_COMPONENT_USED|HARVEST_COMPONENT_USED|UNCERTAINTY_BAND_A
BI6503,Nonresident,1,MODELED_BONUS,0.000008,~1 in 117751.0 or 0.0%,BONUS_RULE_SIMULATED|HUNT_KIND_OIL|DRAW_POOL_STANDARD|MAX_POOL_DEPRECATED_NO_AUTO_100|APPLICANT_STACK_ROLLED_FORWARD|MAX_POINT_BOUNDARY_RECOMPUTED|OFFICIAL_2026_QUOTA_USED|RAC_CURRENT_YEAR_ALLOTMENT_USED|PRIOR_YEAR_ZERO_SUCCESS|QUOTA_UNCHANGED|ROLLOVER_ADJUSTED_PROBABILITY_USED|HIGH_DEMAND_HARVEST_SIGNAL|HARVEST_DEMAND_ADJUSTMENT_APPLIED|MIXED_MODEL_USED|PRIOR_YEAR_WEIGHTED_BASELINE|QUOTA_ADJUSTED_COMPONENT_USED|ROLLOVER_COMPONENT_USED|HARVEST_COMPONENT_USED|UNCERTAINTY_BAND_A
BI6503,Nonresident,2,MODELED_BONUS,0.000013,~1 in 79113.9 or 0.0%,BONUS_RULE_SIMULATED|HUNT_KIND_OIL|DRAW_POOL_STANDARD|MAX_POOL_DEPRECATED_NO_AUTO_100|APPLICANT_STACK_ROLLED_FORWARD|MAX_POINT_BOUNDARY_RECOMPUTED|OFFICIAL_2026_QUOTA_USED|RAC_CURRENT_YEAR_ALLOTMENT_USED|PRIOR_YEAR_ZERO_SUCCESS|QUOTA_UNCHANGED|ROLLOVER_ADJUSTED_PROBABILITY_USED|HIGH_DEMAND_HARVEST_SIGNAL|HARVEST_DEMAND_ADJUSTMENT_APPLIED|MIXED_MODEL_USED|PRIOR_YEAR_WEIGHTED_BASELINE|QUOTA_ADJUSTED_COMPONENT_USED|ROLLOVER_COMPONENT_USED|HARVEST_COMPONENT_USED|UNCERTAINTY_BAND_A
BI6503,Nonresident,3,MODELED_BONUS,0.000017,~1 in 58875.5 or 0.0%,BONUS_RULE_SIMULATED|HUNT_KIND_OIL|DRAW_POOL_STANDARD|MAX_POOL_DEPRECATED_NO_AUTO_100|APPLICANT_STACK_ROLLED_FORWARD|MAX_POINT_BOUNDARY_RECOMPUTED|OFFICIAL_2026_QUOTA_USED|RAC_CURRENT_YEAR_ALLOTMENT_USED|PRIOR_YEAR_ZERO_SUCCESS|QUOTA_UNCHANGED|ROLLOVER_ADJUSTED_PROBABILITY_USED|HIGH_DEMAND_HARVEST_SIGNAL|HARVEST_DEMAND_ADJUSTMENT_APPLIED|MIXED_MODEL_USED|PRIOR_YEAR_WEIGHTED_BASELINE|QUOTA_ADJUSTED_COMPONENT_USED|ROLLOVER_COMPONENT_USED|HARVEST_COMPONENT_USED|UNCERTAINTY_BAND_A
BI6503,Nonresident,4,MODELED_BONUS,0.000021,~1 in 47320.5 or 0.0%,BONUS_RULE_SIMULATED|HUNT_KIND_OIL|DRAW_POOL_STANDARD|MAX_POOL_DEPRECATED_NO_AUTO_100|APPLICANT_STACK_ROLLED_FORWARD|MAX_POINT_BOUNDARY_RECOMPUTED|OFFICIAL_2026_QUOTA_USED|RAC_CURRENT_YEAR_ALLOTMENT_USED|PRIOR_YEAR_ZERO_SUCCESS|QUOTA_UNCHANGED|ROLLOVER_ADJUSTED_PROBABILITY_USED|HIGH_DEMAND_HARVEST_SIGNAL|HARVEST_DEMAND_ADJUSTMENT_APPLIED|MIXED_MODEL_USED|PRIOR_YEAR_WEIGHTED_BASELINE|QUOTA_ADJUSTED_COMPONENT_USED|ROLLOVER_COMPONENT_USED|HARVEST_COMPONENT_USED|UNCERTAINTY_BAND_A
BI6503,Nonresident,5,MODELED_BONUS,0.000025,~1 in 39250.3 or 0.0%,BONUS_RULE_SIMULATED|HUNT_KIND_OIL|DRAW_POOL_STANDARD|MAX_POOL_DEPRECATED_NO_AUTO_100|APPLICANT_STACK_ROLLED_FORWARD|MAX_POINT_BOUNDARY_RECOMPUTED|OFFICIAL_2026_QUOTA_USED|RAC_CURRENT_YEAR_ALLOTMENT_USED|PRIOR_YEAR_ZERO_SUCCESS|QUOTA_UNCHANGED|ROLLOVER_ADJUSTED_PROBABILITY_USED|HIGH_DEMAND_HARVEST_SIGNAL|HARVEST_DEMAND_ADJUSTMENT_APPLIED|MIXED_MODEL_USED|PRIOR_YEAR_WEIGHTED_BASELINE|QUOTA_ADJUSTED_COMPONENT_USED|ROLLOVER_COMPONENT_USED|HARVEST_COMPONENT_USED|UNCERTAINTY_BAND_A
BI6503,Nonresident,6,MODELED_BONUS,0.000030,~1 in 33755.3 or 0.0%,BONUS_RULE_SIMULATED|HUNT_KIND_OIL|DRAW_POOL_STANDARD|MAX_POOL_DEPRECATED_NO_AUTO_100|APPLICANT_STACK_ROLLED_FORWARD|MAX_POINT_BOUNDARY_RECOMPUTED|OFFICIAL_2026_QUOTA_USED|RAC_CURRENT_YEAR_ALLOTMENT_USED|PRIOR_YEAR_ZERO_SUCCESS|QUOTA_UNCHANGED|ROLLOVER_ADJUSTED_PROBABILITY_USED|HIGH_DEMAND_HARVEST_SIGNAL|HARVEST_DEMAND_ADJUSTMENT_APPLIED|MIXED_MODEL_USED|PRIOR_YEAR_WEIGHTED_BASELINE|QUOTA_ADJUSTED_COMPONENT_USED|ROLLOVER_COMPONENT_USED|HARVEST_COMPONENT_USED|UNCERTAINTY_BAND_A
BI6503,Nonresident,7,MODELED_BONUS,0.000034,~1 in 29609.9 or 0.0%,BONUS_RULE_SIMULATED|HUNT_KIND_OIL|DRAW_POOL_STANDARD|MAX_POOL_DEPRECATED_NO_AUTO_100|APPLICANT_STACK_ROLLED_FORWARD|MAX_POINT_BOUNDARY_RECOMPUTED|OFFICIAL_2026_QUOTA_USED|RAC_CURRENT_YEAR_ALLOTMENT_USED|PRIOR_YEAR_ZERO_SUCCESS|QUOTA_UNCHANGED|ROLLOVER_ADJUSTED_PROBABILITY_USED|HIGH_DEMAND_HARVEST_SIGNAL|HARVEST_DEMAND_ADJUSTMENT_APPLIED|MIXED_MODEL_USED|PRIOR_YEAR_WEIGHTED_BASELINE|QUOTA_ADJUSTED_COMPONENT_USED|ROLLOVER_COMPONENT_USED|HARVEST_COMPONENT_USED|UNCERTAINTY_BAND_A
BI6503,Nonresident,8,MODELED_BONUS,0.000038,~1 in 26234.7 or 0.0%,BONUS_RULE_SIMULATED|HUNT_KIND_OIL|DRAW_POOL_STANDARD|MAX_POOL_DEPRECATED_NO_AUTO_100|APPLICANT_STACK_ROLLED_FORWARD|MAX_POINT_BOUNDARY_RECOMPUTED|OFFICIAL_2026_QUOTA_USED|RAC_CURRENT_YEAR_ALLOTMENT_USED|PRIOR_YEAR_ZERO_SUCCESS|QUOTA_UNCHANGED|ROLLOVER_ADJUSTED_PROBABILITY_USED|HIGH_DEMAND_HARVEST_SIGNAL|HARVEST_DEMAND_ADJUSTMENT_APPLIED|MIXED_MODEL_USED|PRIOR_YEAR_WEIGHTED_BASELINE|QUOTA_ADJUSTED_COMPONENT_USED|ROLLOVER_COMPONENT_USED|HARVEST_COMPONENT_USED|UNCERTAINTY_BAND_A
BI6503,Nonresident,9,MODELED_BONUS,0.000042,~1 in 23660.2 or 0.0%,BONUS_RULE_SIMULATED|HUNT_KIND_OIL|DRAW_POOL_STANDARD|MAX_POOL_DEPRECATED_NO_AUTO_100|APPLICANT_STACK_ROLLED_FORWARD|MAX_POINT_BOUNDARY_RECOMPUTED|OFFICIAL_2026_QUOTA_USED|RAC_CURRENT_YEAR_ALLOTMENT_USED|PRIOR_YEAR_ZERO_SUCCESS|QUOTA_UNCHANGED|ROLLOVER_ADJUSTED_PROBABILITY_USED|HIGH_DEMAND_HARVEST_SIGNAL|HARVEST_DEMAND_ADJUSTMENT_APPLIED|MIXED_MODEL_USED|PRIOR_YEAR_WEIGHTED_BASELINE|QUOTA_ADJUSTED_COMPONENT_USED|ROLLOVER_COMPONENT_USED|HARVEST_COMPONENT_USED|UNCERTAINTY_BAND_A
BI6503,Nonresident,10,MODELED_BONUS,0.000047,~1 in 21454.6 or 0.0%,BONUS_RULE_SIMULATED|HUNT_KIND_OIL|DRAW_POOL_STANDARD|MAX_POOL_DEPRECATED_NO_AUTO_100|APPLICANT_STACK_ROLLED_FORWARD|MAX_POINT_BOUNDARY_RECOMPUTED|OFFICIAL_2026_QUOTA_USED|RAC_CURRENT_YEAR_ALLOTMENT_USED|PRIOR_YEAR_ZERO_SUCCESS|QUOTA_UNCHANGED|ROLLOVER_ADJUSTED_PROBABILITY_USED|HIGH_DEMAND_HARVEST_SIGNAL|HARVEST_DEMAND_ADJUSTMENT_APPLIED|MIXED_MODEL_USED|PRIOR_YEAR_WEIGHTED_BASELINE|QUOTA_ADJUSTED_COMPONENT_USED|ROLLOVER_COMPONENT_USED|HARVEST_COMPONENT_USED|UNCERTAINTY_BAND_A
BI6503,Nonresident,11,MODELED_BONUS,0.006066,~1 in 164.9 or 0.6%,BONUS_RULE_SIMULATED|HUNT_KIND_OIL|DRAW_POOL_STANDARD|MAX_POOL_DEPRECATED_NO_AUTO_100|APPLICANT_STACK_ROLLED_FORWARD|MAX_POINT_BOUNDARY_RECOMPUTED|OFFICIAL_2026_QUOTA_USED|RAC_CURRENT_YEAR_ALLOTMENT_USED|QUOTA_UNCHANGED|ROLLOVER_ADJUSTED_PROBABILITY_USED|HIGH_DEMAND_HARVEST_SIGNAL|HARVEST_DEMAND_ADJUSTMENT_APPLIED|MIXED_MODEL_USED|PRIOR_YEAR_WEIGHTED_BASELINE|QUOTA_ADJUSTED_COMPONENT_USED|ROLLOVER_COMPONENT_USED|HARVEST_COMPONENT_USED|UNCERTAINTY_BAND_A
BI6503,Nonresident,12,MODELED_BONUS,0.000055,~1 in 18213.3 or 0.0%,BONUS_RULE_SIMULATED|HUNT_KIND_OIL|DRAW_POOL_STANDARD|MAX_POOL_DEPRECATED_NO_AUTO_100|APPLICANT_STACK_ROLLED_FORWARD|MAX_POINT_BOUNDARY_RECOMPUTED|OFFICIAL_2026_QUOTA_USED|RAC_CURRENT_YEAR_ALLOTMENT_USED|PRIOR_YEAR_ZERO_SUCCESS|QUOTA_UNCHANGED|ROLLOVER_ADJUSTED_PROBABILITY_USED|HIGH_DEMAND_HARVEST_SIGNAL|HARVEST_DEMAND_ADJUSTMENT_APPLIED|MIXED_MODEL_USED|PRIOR_YEAR_WEIGHTED_BASELINE|QUOTA_ADJUSTED_COMPONENT_USED|ROLLOVER_COMPONENT_USED|HARVEST_COMPONENT_USED|UNCERTAINTY_BAND_A
BI6503,Nonresident,13,MODELED_BONUS,0.000059,~1 in 16877.6 or 0.0%,BONUS_RULE_SIMULATED|HUNT_KIND_OIL|DRAW_POOL_STANDARD|MAX_POOL_DEPRECATED_NO_AUTO_100|APPLICANT_STACK_ROLLED_FORWARD|MAX_POINT_BOUNDARY_RECOMPUTED|OFFICIAL_2026_QUOTA_USED|RAC_CURRENT_YEAR_ALLOTMENT_USED|PRIOR_YEAR_ZERO_SUCCESS|QUOTA_UNCHANGED|ROLLOVER_ADJUSTED_PROBABILITY_USED|HIGH_DEMAND_HARVEST_SIGNAL|HARVEST_DEMAND_ADJUSTMENT_APPLIED|MIXED_MODEL_USED|PRIOR_YEAR_WEIGHTED_BASELINE|QUOTA_ADJUSTED_COMPONENT_USED|ROLLOVER_COMPONENT_USED|HARVEST_COMPONENT_USED|UNCERTAINTY_BAND_A
BI6503,Nonresident,14,MODELED_BONUS,0.000063,~1 in 15773.5 or 0.0%,BONUS_RULE_SIMULATED|HUNT_KIND_OIL|DRAW_POOL_STANDARD|MAX_POOL_DEPRECATED_NO_AUTO_100|APPLICANT_STACK_ROLLED_FORWARD|MAX_POINT_BOUNDARY_RECOMPUTED|OFFICIAL_2026_QUOTA_USED|RAC_CURRENT_YEAR_ALLOTMENT_USED|PRIOR_YEAR_ZERO_SUCCESS|QUOTA_UNCHANGED|ROLLOVER_ADJUSTED_PROBABILITY_USED|HIGH_DEMAND_HARVEST_SIGNAL|HARVEST_DEMAND_ADJUSTMENT_APPLIED|MIXED_MODEL_USED|PRIOR_YEAR_WEIGHTED_BASELINE|QUOTA_ADJUSTED_COMPONENT_USED|ROLLOVER_COMPONENT_USED|HARVEST_COMPONENT_USED|UNCERTAINTY_BAND_A
BI6503,Nonresident,15,MODELED_BONUS,0.000068,~1 in 14761.8 or 0.0%,BONUS_RULE_SIMULATED|HUNT_KIND_OIL|DRAW_POOL_STANDARD|MAX_POOL_DEPRECATED_NO_AUTO_100|APPLICANT_STACK_ROLLED_FORWARD|MAX_POINT_BOUNDARY_RECOMPUTED|OFFICIAL_2026_QUOTA_USED|RAC_CURRENT_YEAR_ALLOTMENT_USED|PRIOR_YEAR_ZERO_SUCCESS|QUOTA_UNCHANGED|ROLLOVER_ADJUSTED_PROBABILITY_USED|HIGH_DEMAND_HARVEST_SIGNAL|HARVEST_DEMAND_ADJUSTMENT_APPLIED|MIXED_MODEL_USED|PRIOR_YEAR_WEIGHTED_BASELINE|QUOTA_ADJUSTED_COMPONENT_USED|ROLLOVER_COMPONENT_USED|HARVEST_COMPONENT_USED|UNCERTAINTY_BAND_A
BI6503,Nonresident,16,MODELED_BONUS,0.000072,~1 in 13910.1 or 0.0%,BONUS_RULE_SIMULATED|HUNT_KIND_OIL|DRAW_POOL_STANDARD|MAX_POOL_DEPRECATED_NO_AUTO_100|APPLICANT_STACK_ROLLED_FORWARD|MAX_POINT_BOUNDARY_RECOMPUTED|OFFICIAL_2026_QUOTA_USED|RAC_CURRENT_YEAR_ALLOTMENT_USED|PRIOR_YEAR_ZERO_SUCCESS|QUOTA_UNCHANGED|ROLLOVER_ADJUSTED_PROBABILITY_USED|HIGH_DEMAND_HARVEST_SIGNAL|HARVEST_DEMAND_ADJUSTMENT_APPLIED|MIXED_MODEL_USED|PRIOR_YEAR_WEIGHTED_BASELINE|QUOTA_ADJUSTED_COMPONENT_USED|ROLLOVER_COMPONENT_USED|HARVEST_COMPONENT_USED|UNCERTAINTY_BAND_A
BI6503,Nonresident,17,MODELED_BONUS,0.000076,~1 in 13117.3 or 0.0%,BONUS_RULE_SIMULATED|HUNT_KIND_OIL|DRAW_POOL_STANDARD|MAX_POOL_DEPRECATED_NO_AUTO_100|APPLICANT_STACK_ROLLED_FORWARD|MAX_POINT_BOUNDARY_RECOMPUTED|OFFICIAL_2026_QUOTA_USED|RAC_CURRENT_YEAR_ALLOTMENT_USED|PRIOR_YEAR_ZERO_SUCCESS|QUOTA_UNCHANGED|ROLLOVER_ADJUSTED_PROBABILITY_USED|HIGH_DEMAND_HARVEST_SIGNAL|HARVEST_DEMAND_ADJUSTMENT_APPLIED|MIXED_MODEL_USED|PRIOR_YEAR_WEIGHTED_BASELINE|QUOTA_ADJUSTED_COMPONENT_USED|ROLLOVER_COMPONENT_USED|HARVEST_COMPONENT_USED|UNCERTAINTY_BAND_A
BI6503,Nonresident,18,MODELED_BONUS,0.000080,~1 in 12440.5 or 0.0%,BONUS_RULE_SIMULATED|HUNT_KIND_OIL|DRAW_POOL_STANDARD|MAX_POOL_DEPRECATED_NO_AUTO_100|APPLICANT_STACK_ROLLED_FORWARD|MAX_POINT_BOUNDARY_RECOMPUTED|OFFICIAL_2026_QUOTA_USED|RAC_CURRENT_YEAR_ALLOTMENT_USED|PRIOR_YEAR_ZERO_SUCCESS|QUOTA_UNCHANGED|ROLLOVER_ADJUSTED_PROBABILITY_USED|HIGH_DEMAND_HARVEST_SIGNAL|HARVEST_DEMAND_ADJUSTMENT_APPLIED|MIXED_MODEL_USED|PRIOR_YEAR_WEIGHTED_BASELINE|QUOTA_ADJUSTED_COMPONENT_USED|ROLLOVER_COMPONENT_USED|HARVEST_COMPONENT_USED|UNCERTAINTY_BAND_A
BI6503,Nonresident,19,MODELED_BONUS,0.000085,~1 in 11830.1 or 0.0%,BONUS_RULE_SIMULATED|HUNT_KIND_OIL|DRAW_POOL_STANDARD|MAX_POOL_DEPRECATED_NO_AUTO_100|APPLICANT_STACK_ROLLED_FORWARD|MAX_POINT_BOUNDARY_RECOMPUTED|OFFICIAL_2026_QUOTA_USED|RAC_CURRENT_YEAR_ALLOTMENT_USED|PRIOR_YEAR_ZERO_SUCCESS|QUOTA_UNCHANGED|ROLLOVER_ADJUSTED_PROBABILITY_USED|HIGH_DEMAND_HARVEST_SIGNAL|HARVEST_DEMAND_ADJUSTMENT_APPLIED|MIXED_MODEL_USED|PRIOR_YEAR_WEIGHTED_BASELINE|QUOTA_ADJUSTED_COMPONENT_USED|ROLLOVER_COMPONENT_USED|HARVEST_COMPONENT_USED|UNCERTAINTY_BAND_A
BI6503,Nonresident,20,MODELED_BONUS,0.000089,~1 in 11251.8 or 0.0%,BONUS_RULE_SIMULATED|HUNT_KIND_OIL|DRAW_POOL_STANDARD|MAX_POOL_DEPRECATED_NO_AUTO_100|APPLICANT_STACK_ROLLED_FORWARD|MAX_POINT_BOUNDARY_RECOMPUTED|OFFICIAL_2026_QUOTA_USED|RAC_CURRENT_YEAR_ALLOTMENT_USED|PRIOR_YEAR_ZERO_SUCCESS|QUOTA_UNCHANGED|ROLLOVER_ADJUSTED_PROBABILITY_USED|HIGH_DEMAND_HARVEST_SIGNAL|HARVEST_DEMAND_ADJUSTMENT_APPLIED|MIXED_MODEL_USED|PRIOR_YEAR_WEIGHTED_BASELINE|QUOTA_ADJUSTED_COMPONENT_USED|ROLLOVER_COMPONENT_USED|HARVEST_COMPONENT_USED|UNCERTAINTY_BAND_A
BI6503,Nonresident,21,MODELED_BONUS,0.000093,~1 in 10750.1 or 0.0%,BONUS_RULE_SIMULATED|HUNT_KIND_OIL|DRAW_POOL_STANDARD|MAX_POOL_DEPRECATED_NO_AUTO_100|APPLICANT_STACK_ROLLED_FORWARD|MAX_POINT_BOUNDARY_RECOMPUTED|OFFICIAL_2026_QUOTA_USED|RAC_CURRENT_YEAR_ALLOTMENT_USED|PRIOR_YEAR_ZERO_SUCCESS|QUOTA_UNCHANGED|ROLLOVER_ADJUSTED_PROBABILITY_USED|HIGH_DEMAND_HARVEST_SIGNAL|HARVEST_DEMAND_ADJUSTMENT_APPLIED|MIXED_MODEL_USED|PRIOR_YEAR_WEIGHTED_BASELINE|QUOTA_ADJUSTED_COMPONENT_USED|ROLLOVER_COMPONENT_USED|HARVEST_COMPONENT_USED|UNCERTAINTY_BAND_A
BI6503,Nonresident,22,MODELED_BONUS,0.000097,~1 in 10270.4 or 0.0%,BONUS_RULE_SIMULATED|HUNT_KIND_OIL|DRAW_POOL_STANDARD|MAX_POOL_DEPRECATED_NO_AUTO_100|APPLICANT_STACK_ROLLED_FORWARD|MAX_POINT_BOUNDARY_RECOMPUTED|OFFICIAL_2026_QUOTA_USED|RAC_CURRENT_YEAR_ALLOTMENT_USED|PRIOR_YEAR_ZERO_SUCCESS|QUOTA_UNCHANGED|ROLLOVER_ADJUSTED_PROBABILITY_USED|HIGH_DEMAND_HARVEST_SIGNAL|HARVEST_DEMAND_ADJUSTMENT_APPLIED|MIXED_MODEL_USED|PRIOR_YEAR_WEIGHTED_BASELINE|QUOTA_ADJUSTED_COMPONENT_USED|ROLLOVER_COMPONENT_USED|HARVEST_COMPONENT_USED|UNCERTAINTY_BAND_A
BI6503,Nonresident,23,MODELED_BONUS,0.000102,~1 in 9850.8 or 0.0%,BONUS_RULE_SIMULATED|HUNT_KIND_OIL|DRAW_POOL_STANDARD|MAX_POOL_DEPRECATED_NO_AUTO_100|APPLICANT_STACK_ROLLED_FORWARD|MAX_POINT_BOUNDARY_RECOMPUTED|OFFICIAL_2026_QUOTA_USED|RAC_CURRENT_YEAR_ALLOTMENT_USED|PRIOR_YEAR_ZERO_SUCCESS|QUOTA_UNCHANGED|ROLLOVER_ADJUSTED_PROBABILITY_USED|HIGH_DEMAND_HARVEST_SIGNAL|HARVEST_DEMAND_ADJUSTMENT_APPLIED|MIXED_MODEL_USED|PRIOR_YEAR_WEIGHTED_BASELINE|QUOTA_ADJUSTED_COMPONENT_USED|ROLLOVER_COMPONENT_USED|HARVEST_COMPONENT_USED|UNCERTAINTY_BAND_A
BI6503,Nonresident,24,MODELED_BONUS,0.000106,~1 in 9446.4 or 0.0%,BONUS_RULE_SIMULATED|HUNT_KIND_OIL|DRAW_POOL_STANDARD|MAX_POOL_DEPRECATED_NO_AUTO_100|APPLICANT_STACK_ROLLED_FORWARD|MAX_POINT_BOUNDARY_RECOMPUTED|OFFICIAL_2026_QUOTA_USED|RAC_CURRENT_YEAR_ALLOTMENT_USED|PRIOR_YEAR_ZERO_SUCCESS|QUOTA_UNCHANGED|ROLLOVER_ADJUSTED_PROBABILITY_USED|HIGH_DEMAND_HARVEST_SIGNAL|HARVEST_DEMAND_ADJUSTMENT_APPLIED|MIXED_MODEL_USED|PRIOR_YEAR_WEIGHTED_BASELINE|QUOTA_ADJUSTED_COMPONENT_USED|ROLLOVER_COMPONENT_USED|HARVEST_COMPONENT_USED|UNCERTAINTY_BAND_A
BI6503,Nonresident,25,MODELED_BONUS,0.000110,~1 in 9090.3 or 0.0%,BONUS_RULE_SIMULATED|HUNT_KIND_OIL|DRAW_POOL_STANDARD|MAX_POOL_DEPRECATED_NO_AUTO_100|APPLICANT_STACK_ROLLED_FORWARD|MAX_POINT_BOUNDARY_RECOMPUTED|OFFICIAL_2026_QUOTA_USED|RAC_CURRENT_YEAR_ALLOTMENT_USED|PRIOR_YEAR_ZERO_SUCCESS|QUOTA_UNCHANGED|ROLLOVER_ADJUSTED_PROBABILITY_USED|HIGH_DEMAND_HARVEST_SIGNAL|HARVEST_DEMAND_ADJUSTMENT_APPLIED|MIXED_MODEL_USED|PRIOR_YEAR_WEIGHTED_BASELINE|QUOTA_ADJUSTED_COMPONENT_USED|ROLLOVER_COMPONENT_USED|HARVEST_COMPONENT_USED|UNCERTAINTY_BAND_A
BI6503,Nonresident,26,MODELED_BONUS,0.000114,~1 in 8760.0 or 0.0%,BONUS_RULE_SIMULATED|HUNT_KIND_OIL|DRAW_POOL_STANDARD|MAX_POOL_DEPRECATED_NO_AUTO_100|APPLICANT_STACK_ROLLED_FORWARD|MAX_POINT_BOUNDARY_RECOMPUTED|OFFICIAL_2026_QUOTA_USED|RAC_CURRENT_YEAR_ALLOTMENT_USED|PRIOR_YEAR_ZERO_SUCCESS|QUOTA_UNCHANGED|ROLLOVER_ADJUSTED_PROBABILITY_USED|HIGH_DEMAND_HARVEST_SIGNAL|HARVEST_DEMAND_ADJUSTMENT_APPLIED|MIXED_MODEL_USED|PRIOR_YEAR_WEIGHTED_BASELINE|QUOTA_ADJUSTED_COMPONENT_USED|ROLLOVER_COMPONENT_USED|HARVEST_COMPONENT_USED|UNCERTAINTY_BAND_A
BI6503,Nonresident,27,MODELED_BONUS,0.000119,~1 in 8438.8 or 0.0%,BONUS_RULE_SIMULATED|HUNT_KIND_OIL|DRAW_POOL_STANDARD|MAX_POOL_DEPRECATED_NO_AUTO_100|APPLICANT_STACK_ROLLED_FORWARD|MAX_POINT_BOUNDARY_RECOMPUTED|OFFICIAL_2026_QUOTA_USED|RAC_CURRENT_YEAR_ALLOTMENT_USED|PRIOR_YEAR_ZERO_SUCCESS|QUOTA_UNCHANGED|ROLLOVER_ADJUSTED_PROBABILITY_USED|HIGH_DEMAND_HARVEST_SIGNAL|HARVEST_DEMAND_ADJUSTMENT_APPLIED|MIXED_MODEL_USED|PRIOR_YEAR_WEIGHTED_BASELINE|QUOTA_ADJUSTED_COMPONENT_USED|ROLLOVER_COMPONENT_USED|HARVEST_COMPONENT_USED|UNCERTAINTY_BAND_A
BI6503,Nonresident,28,MODELED_BONUS,0.000123,~1 in 8153.4 or 0.0%,BONUS_RULE_SIMULATED|HUNT_KIND_OIL|DRAW_POOL_STANDARD|MAX_POOL_DEPRECATED_NO_AUTO_100|APPLICANT_STACK_ROLLED_FORWARD|MAX_POINT_BOUNDARY_RECOMPUTED|OFFICIAL_2026_QUOTA_USED|RAC_CURRENT_YEAR_ALLOTMENT_USED|PRIOR_YEAR_ZERO_SUCCESS|QUOTA_UNCHANGED|ROLLOVER_ADJUSTED_PROBABILITY_USED|HIGH_DEMAND_HARVEST_SIGNAL|HARVEST_DEMAND_ADJUSTMENT_APPLIED|MIXED_MODEL_USED|PRIOR_YEAR_WEIGHTED_BASELINE|QUOTA_ADJUSTED_COMPONENT_USED|ROLLOVER_COMPONENT_USED|HARVEST_COMPONENT_USED|UNCERTAINTY_BAND_A
BI6503,Nonresident,29,MODELED_BONUS,0.400127,~1 in 2.5 or 40.0%,BONUS_RULE_SIMULATED|HUNT_KIND_OIL|DRAW_POOL_STANDARD|MAX_POOL_DEPRECATED_NO_AUTO_100|APPLICANT_STACK_ROLLED_FORWARD|MAX_POINT_BOUNDARY_RECOMPUTED|OFFICIAL_2026_QUOTA_USED|RAC_CURRENT_YEAR_ALLOTMENT_USED|QUOTA_UNCHANGED|ROLLOVER_ADJUSTED_PROBABILITY_USED|HIGH_DEMAND_HARVEST_SIGNAL|HARVEST_DEMAND_ADJUSTMENT_APPLIED|MIXED_MODEL_USED|PRIOR_YEAR_WEIGHTED_BASELINE|QUOTA_ADJUSTED_COMPONENT_USED|ROLLOVER_COMPONENT_USED|HARVEST_COMPONENT_USED|UNCERTAINTY_BAND_A
