bucket,hunt_code,hunt_name,species,permit_type,draw_system_type,algorithm_status,present_in_ml_draw_predictions_v1,present_in_draw_reality_engine_predictive_v2,present_in_hunt_master_enriched,present_in_hunt_unit_reference_linked,reason_not_modeled,recommended_action
in_database_not_modeled,EA1206,"Cache, Richmond-Hyde Park",Elk,General Season,PREFERENCE_ANTLERLESS_ELK|YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,NO,NO,YES,YES,OBSERVED_HISTORY_ONLY,Appears only in observed-history coverage and is not active in predictive runtime.
in_database_not_modeled,EA1220,Manti,Elk,General Season,,,NO,NO,NO,YES,MISSING_FROM_ACTIVE_2026_SOURCE,Missing from at least one active 2026 runtime reference surface.
in_database_not_modeled,EA1221,Fishlake/Thousand Lake,Elk,General Season,,,NO,NO,NO,YES,MISSING_FROM_ACTIVE_2026_SOURCE,Missing from at least one active 2026 runtime reference surface.
in_database_not_modeled,EA1227,"Fillmore, Kanosh Valley",Elk,General Season,PREFERENCE_ANTLERLESS_ELK|YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,NO,NO,NO,NO,OBSERVED_HISTORY_ONLY,Appears only in observed-history coverage and is not active in predictive runtime.
in_database_not_modeled,EA1233,Avintaquin Canyon,Elk,CWMU,BONUS_CWMU_BIG_GAME|YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,NO,NO,YES,YES,OBSERVED_HISTORY_ONLY,Appears only in observed-history coverage and is not active in predictive runtime.
in_database_not_modeled,EA1234,Royal Ivory Outfitters,Elk,CWMU,BONUS_CWMU_BIG_GAME|YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,NO,NO,YES,YES,OBSERVED_HISTORY_ONLY,Appears only in observed-history coverage and is not active in predictive runtime.
in_database_not_modeled,EA1235,Sharp Mountain,Elk,CWMU,BONUS_CWMU_BIG_GAME|YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,NO,NO,YES,YES,OBSERVED_HISTORY_ONLY,Appears only in observed-history coverage and is not active in predictive runtime.
in_database_not_modeled,EA1238,"Monroe, Rock Springs",Elk,General Season,PREFERENCE_ANTLERLESS_ELK|YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,NO,NO,NO,NO,OBSERVED_HISTORY_ONLY,Appears only in observed-history coverage and is not active in predictive runtime.
in_database_not_modeled,EA1241,Panguitch Lake,Elk,General Season,PREFERENCE_ANTLERLESS_ELK|YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,NO,NO,NO,NO,OBSERVED_HISTORY_ONLY,Appears only in observed-history coverage and is not active in predictive runtime.
in_database_not_modeled,EA1252,"Southwest Desert, Burbank/Garrison",Elk,General Season,PREFERENCE_ANTLERLESS_ELK|YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,NO,NO,NO,NO,OBSERVED_HISTORY_ONLY,Appears only in observed-history coverage and is not active in predictive runtime.
in_database_not_modeled,EA1253,"Southwest Desert, Desert Experimental Range",Elk,General Season,PREFERENCE_ANTLERLESS_ELK|YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,NO,NO,NO,NO,OBSERVED_HISTORY_ONLY,Appears only in observed-history coverage and is not active in predictive runtime.
in_database_not_modeled,EA1255,5s,Elk,General Season,PREFERENCE_ANTLERLESS_ELK|YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,NO,NO,NO,NO,OBSERVED_HISTORY_ONLY,Appears only in observed-history coverage and is not active in predictive runtime.
in_database_not_modeled,EA1256,Coyote Little Pole,Elk,CWMU,BONUS_CWMU_BIG_GAME|YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,NO,NO,YES,YES,OBSERVED_HISTORY_ONLY,Appears only in observed-history coverage and is not active in predictive runtime.
in_database_not_modeled,EA1257,Tunnel Hollow,Elk,CWMU,BONUS_CWMU_BIG_GAME|YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,NO,NO,YES,YES,OBSERVED_HISTORY_ONLY,Appears only in observed-history coverage and is not active in predictive runtime.
in_database_not_modeled,EA1258,La Sal,Elk,General Season,,,NO,NO,NO,YES,MISSING_FROM_ACTIVE_2026_SOURCE,Missing from at least one active 2026 runtime reference surface.
in_database_not_modeled,EA1259,The Dirty Dozen,Elk,CWMU,BONUS_CWMU_BIG_GAME|YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,NO,NO,YES,YES,OBSERVED_HISTORY_ONLY,Appears only in observed-history coverage and is not active in predictive runtime.
in_database_not_modeled,EA1260,West Ridge,Elk,CWMU,BONUS_CWMU_BIG_GAME,IN_SCOPE_MODEL_PENDING,NO,NO,YES,YES,OBSERVED_HISTORY_ONLY,Appears only in observed-history coverage and is not active in predictive runtime.
in_database_not_modeled,EA1261,Blackhawk,Elk,CWMU,BONUS_CWMU_BIG_GAME|YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,NO,NO,YES,YES,OBSERVED_HISTORY_ONLY,Appears only in observed-history coverage and is not active in predictive runtime.
in_database_not_modeled,EA1263,Weber Florence Creek,Elk,CWMU,BONUS_CWMU_BIG_GAME|YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,NO,NO,YES,YES,OBSERVED_HISTORY_ONLY,Appears only in observed-history coverage and is not active in predictive runtime.
in_database_not_modeled,EA1270,Fishlake,Elk,General Season,,,NO,NO,NO,YES,MISSING_FROM_ACTIVE_2026_SOURCE,Missing from at least one active 2026 runtime reference surface.
in_database_not_modeled,EA1271,Manti,Elk,General Season,,,NO,NO,NO,YES,MISSING_FROM_ACTIVE_2026_SOURCE,Missing from at least one active 2026 runtime reference surface.
in_database_not_modeled,EA1278,"Manti, Ferron-Nelson Mtn",Elk,General Season,PREFERENCE_ANTLERLESS_ELK|YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,NO,NO,YES,YES,OBSERVED_HISTORY_ONLY,Appears only in observed-history coverage and is not active in predictive runtime.
in_database_not_modeled,EA1279,"Manti, Ferron-Nelson Mtn",Elk,General Season,PREFERENCE_ANTLERLESS_ELK|YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,NO,NO,YES,YES,OBSERVED_HISTORY_ONLY,Appears only in observed-history coverage and is not active in predictive runtime.
in_database_not_modeled,EA1280,"LaSal, Mtns-North",Elk,General Season,PREFERENCE_ANTLERLESS_ELK|YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,NO,NO,YES,YES,OBSERVED_HISTORY_ONLY,Appears only in observed-history coverage and is not active in predictive runtime.
in_database_not_modeled,EA1282,"Ogden, North",Elk,General Season,PREFERENCE_ANTLERLESS_ELK,IN_SCOPE_MODEL_PENDING,NO,NO,YES,YES,OBSERVED_HISTORY_ONLY,Appears only in observed-history coverage and is not active in predictive runtime.
in_database_not_modeled,EA1288,"Manti, Ferron Lower Escarpment",Elk,General Season,,,NO,NO,NO,YES,MISSING_FROM_ACTIVE_2026_SOURCE,Missing from at least one active 2026 runtime reference surface.
in_database_not_modeled,EA1289,"Manti, Ferron Lower Escarpment",Elk,General Season,,,NO,NO,NO,YES,MISSING_FROM_ACTIVE_2026_SOURCE,Missing from at least one active 2026 runtime reference surface.
in_database_not_modeled,EA1290,"Manti, Ferron Lower Escarpment",Elk,General Season,,,NO,NO,NO,YES,MISSING_FROM_ACTIVE_2026_SOURCE,Missing from at least one active 2026 runtime reference surface.
in_database_not_modeled,EA1291,Mt Dutton North,Elk,General Season,,,NO,NO,NO,YES,MISSING_FROM_ACTIVE_2026_SOURCE,Missing from at least one active 2026 runtime reference surface.
in_database_not_modeled,EA1292,Mt Dutton North,Elk,General Season,,,NO,NO,NO,YES,MISSING_FROM_ACTIVE_2026_SOURCE,Missing from at least one active 2026 runtime reference surface.
in_database_not_modeled,EA1293,"North Slope, Three Corners",Elk,General Season,,,NO,NO,NO,YES,MISSING_FROM_ACTIVE_2026_SOURCE,Missing from at least one active 2026 runtime reference surface.
in_database_not_modeled,EA1294,"Paunsaugunt, East Creek",Elk,General Season,,,NO,NO,NO,YES,MISSING_FROM_ACTIVE_2026_SOURCE,Missing from at least one active 2026 runtime reference surface.
in_database_not_modeled,EA1295,"Wasatch Mtns, Avintaquin",Elk,General Season,,,NO,NO,NO,YES,MISSING_FROM_ACTIVE_2026_SOURCE,Missing from at least one active 2026 runtime reference surface.
in_database_not_modeled,EA1296,"Wasatch Mtns, Currant Creek",Elk,General Season,,,NO,NO,NO,YES,MISSING_FROM_ACTIVE_2026_SOURCE,Missing from at least one active 2026 runtime reference surface.
in_database_not_modeled,EA1297,"Wasatch Mtns, Red Creek West",Elk,General Season,,,NO,NO,NO,YES,MISSING_FROM_ACTIVE_2026_SOURCE,Missing from at least one active 2026 runtime reference surface.
in_database_not_modeled,EA1298,"Wasatch Mtns, Wildcat/Timber Canyon",Elk,General Season,,,NO,NO,NO,YES,MISSING_FROM_ACTIVE_2026_SOURCE,Missing from at least one active 2026 runtime reference surface.
in_database_not_modeled,EA1299,"Wasatch Mtns, West-Central",Elk,General Season,,,NO,NO,NO,YES,MISSING_FROM_ACTIVE_2026_SOURCE,Missing from at least one active 2026 runtime reference surface.
in_database_not_modeled,EA1300,"Wasatch Mtns, West-Central",Elk,General Season,,,NO,NO,NO,YES,MISSING_FROM_ACTIVE_2026_SOURCE,Missing from at least one active 2026 runtime reference surface.
in_database_not_modeled,EA1301,The Dirty Dozen,Elk,General Season,,,NO,NO,NO,NO,DATABASE_ONLY_NOT_IN_ACTIVE_FEED,Present in canonical database only; absent from active runtime reference surfaces.
in_database_not_modeled,EA2000,Antlerless Elk Control,Elk,General Season,,,NO,NO,NO,YES,MISSING_FROM_ACTIVE_2026_SOURCE,Missing from at least one active 2026 runtime reference surface.
in_database_not_modeled,EA2035,Ogden,Elk,General Season,PREFERENCE_ANTLERLESS_ELK|YOUTH_ANTLERLESS_OR_DOE_RESERVE,IN_SCOPE_MODEL_PENDING,NO,NO,NO,NO,OBSERVED_HISTORY_ONLY,Appears only in observed-history coverage and is not active in predictive runtime.
in_database_not_modeled,EA2041,Cache,Elk,General Season,,,NO,NO,NO,YES,MISSING_FROM_ACTIVE_2026_SOURCE,Missing from at least one active 2026 runtime reference surface.
in_database_not_modeled,EA2045,Wasatch Mtns,Elk,General Season,,,NO,NO,NO,YES,MISSING_FROM_ACTIVE_2026_SOURCE,Missing from at least one active 2026 runtime reference surface.
in_database_not_modeled,EB1001,Any Bull Units,Elk,General Season,,,NO,NO,NO,YES,MISSING_FROM_ACTIVE_2026_SOURCE,Missing from at least one active 2026 runtime reference surface.
in_database_not_modeled,EB1002,Any Bull Units,Elk,General Season,,,NO,NO,NO,YES,MISSING_FROM_ACTIVE_2026_SOURCE,Missing from at least one active 2026 runtime reference surface.
in_database_not_modeled,EB1003,Spike Only Units,Elk,General Season,,,NO,NO,NO,YES,MISSING_FROM_ACTIVE_2026_SOURCE,Missing from at least one active 2026 runtime reference surface.
in_database_not_modeled,EB1004,Spike Only Units,Elk,General Season,,,NO,NO,NO,YES,MISSING_FROM_ACTIVE_2026_SOURCE,Missing from at least one active 2026 runtime reference surface.
in_database_not_modeled,EB1005,Any Bull Units,Elk,General Season,,,NO,NO,NO,YES,MISSING_FROM_ACTIVE_2026_SOURCE,Missing from at least one active 2026 runtime reference surface.
in_database_not_modeled,EB1009,Spike Only Elk Units,Elk,General Season,,,NO,NO,NO,YES,MISSING_FROM_ACTIVE_2026_SOURCE,Missing from at least one active 2026 runtime reference surface.
in_database_not_modeled,EB1010,Any Bull Units,Elk,General Season,,,NO,NO,NO,YES,MISSING_FROM_ACTIVE_2026_SOURCE,Missing from at least one active 2026 runtime reference surface.
in_database_not_modeled,EB1011,Youth General Season Units,Elk,General Season,,,NO,NO,NO,YES,MISSING_FROM_ACTIVE_2026_SOURCE,Missing from at least one active 2026 runtime reference surface.
in_database_not_modeled,EB1012,Uinta Basin,Elk,General Season,,,NO,NO,NO,YES,MISSING_FROM_ACTIVE_2026_SOURCE,Missing from at least one active 2026 runtime reference surface.
in_database_not_modeled,EB3001,"Book Cliffs, Bitter Creek/south",Elk,Limited Entry,BONUS_LE_BIG_GAME,MODELED_BONUS,NO,NO,NO,NO,OBSERVED_HISTORY_ONLY,Appears only in observed-history coverage and is not active in predictive runtime.
in_database_not_modeled,EB3007,"Central Mtns, Nebo",Elk,Limited Entry,BONUS_LE_BIG_GAME,MODELED_BONUS,NO,NO,NO,NO,OBSERVED_HISTORY_ONLY,Appears only in observed-history coverage and is not active in predictive runtime.
in_database_not_modeled,EB3016,Paunsaugunt,Elk,Limited Entry,BONUS_LE_BIG_GAME,MODELED_BONUS,NO,NO,NO,NO,OBSERVED_HISTORY_ONLY,Appears only in observed-history coverage and is not active in predictive runtime.
in_database_not_modeled,EB3026,"Early - Book Cliffs, Bitter Creek/south",Elk,Limited Entry,BONUS_LE_BIG_GAME,MODELED_BONUS,NO,NO,NO,NO,OBSERVED_HISTORY_ONLY,Appears only in observed-history coverage and is not active in predictive runtime.
in_database_not_modeled,EB3027,"Late - Book Cliffs, Bitter Creek/south",Elk,Limited Entry,BONUS_LE_BIG_GAME,MODELED_BONUS,NO,NO,NO,NO,OBSERVED_HISTORY_ONLY,Appears only in observed-history coverage and is not active in predictive runtime.
in_database_not_modeled,EB3040,"Early - Central Mtns, Nebo",Elk,Limited Entry,BONUS_LE_BIG_GAME,MODELED_BONUS,NO,NO,NO,NO,OBSERVED_HISTORY_ONLY,Appears only in observed-history coverage and is not active in predictive runtime.
in_database_not_modeled,EB3041,"Late - Central Mtns, Nebo",Elk,Limited Entry,BONUS_LE_BIG_GAME,MODELED_BONUS,NO,NO,NO,NO,OBSERVED_HISTORY_ONLY,Appears only in observed-history coverage and is not active in predictive runtime.
in_database_not_modeled,EB3058,Early - Paunsaugunt,Elk,Limited Entry,BONUS_LE_BIG_GAME,MODELED_BONUS,NO,NO,NO,NO,OBSERVED_HISTORY_ONLY,Appears only in observed-history coverage and is not active in predictive runtime.
in_database_not_modeled,EB3059,Mid - Paunsaugunt,Elk,Limited Entry,BONUS_LE_BIG_GAME,MODELED_BONUS,NO,NO,NO,NO,OBSERVED_HISTORY_ONLY,Appears only in observed-history coverage and is not active in predictive runtime.
in_database_not_modeled,EB3060,Late - Paunsaugunt,Elk,Limited Entry,BONUS_LE_BIG_GAME,MODELED_BONUS,NO,NO,NO,NO,OBSERVED_HISTORY_ONLY,Appears only in observed-history coverage and is not active in predictive runtime.
in_database_not_modeled,EB3078,"Book Cliffs, Bitter Creek/south",Elk,Limited Entry,BONUS_LE_BIG_GAME,MODELED_BONUS,NO,NO,NO,NO,OBSERVED_HISTORY_ONLY,Appears only in observed-history coverage and is not active in predictive runtime.
in_database_not_modeled,EB3085,"Central Mtns, Nebo",Elk,Limited Entry,BONUS_LE_BIG_GAME,MODELED_BONUS,NO,NO,NO,NO,OBSERVED_HISTORY_ONLY,Appears only in observed-history coverage and is not active in predictive runtime.
in_database_not_modeled,EB3094,Paunsaugunt,Elk,Limited Entry,BONUS_LE_BIG_GAME,MODELED_BONUS,NO,NO,NO,NO,OBSERVED_HISTORY_ONLY,Appears only in observed-history coverage and is not active in predictive runtime.
in_database_not_modeled,EB3103,"Limited-entry Any Bull Elk - Book Cliffs, Bitter Creek/south",Elk,Limited Entry,BONUS_LE_BIG_GAME,MODELED_BONUS,NO,NO,NO,NO,OBSERVED_HISTORY_ONLY,Appears only in observed-history coverage and is not active in predictive runtime.
in_database_not_modeled,EB3109,"Limited-entry Any Bull Elk - Central Mtns, Nebo",Elk,Limited Entry,BONUS_LE_BIG_GAME,MODELED_BONUS,NO,NO,NO,NO,OBSERVED_HISTORY_ONLY,Appears only in observed-history coverage and is not active in predictive runtime.
in_database_not_modeled,EB3118,Paunsaugunt,Elk,Limited Entry,BONUS_LE_BIG_GAME,MODELED_BONUS,NO,NO,NO,NO,OBSERVED_HISTORY_ONLY,Appears only in observed-history coverage and is not active in predictive runtime.
in_database_not_modeled,EB3128,"Box Elder, Grouse Creek",Elk,Conservation,,,NO,NO,NO,YES,MISSING_FROM_ACTIVE_2026_SOURCE,Missing from at least one active 2026 runtime reference surface.
in_database_not_modeled,EB3131,"Box Elder, Sawtooth",Elk,Limited Entry,BONUS_LE_BIG_GAME,MODELED_BONUS,NO,NO,NO,NO,OBSERVED_HISTORY_ONLY,Appears only in observed-history coverage and is not active in predictive runtime.
in_database_not_modeled,EB3133,"Nine Mile, Anthro",Elk,Limited Entry,BONUS_LE_BIG_GAME,MODELED_BONUS,NO,NO,NO,NO,OBSERVED_HISTORY_ONLY,Appears only in observed-history coverage and is not active in predictive runtime.
in_database_not_modeled,EB3134,Oquirrh-stansbury,Elk,Limited Entry,BONUS_LE_BIG_GAME,MODELED_BONUS,NO,NO,NO,NO,OBSERVED_HISTORY_ONLY,Appears only in observed-history coverage and is not active in predictive runtime.
in_database_not_modeled,EB3138,"Box Elder, Sawtooth",Elk,Limited Entry,BONUS_LE_BIG_GAME,MODELED_BONUS,NO,NO,NO,NO,OBSERVED_HISTORY_ONLY,Appears only in observed-history coverage and is not active in predictive runtime.
in_database_not_modeled,EB3140,"Nine Mile, Anthro",Elk,Limited Entry,BONUS_LE_BIG_GAME,MODELED_BONUS,NO,NO,NO,NO,OBSERVED_HISTORY_ONLY,Appears only in observed-history coverage and is not active in predictive runtime.
in_database_not_modeled,EB3141,Oquirrh-stansbury,Elk,Limited Entry,BONUS_LE_BIG_GAME,MODELED_BONUS,NO,NO,NO,NO,OBSERVED_HISTORY_ONLY,Appears only in observed-history coverage and is not active in predictive runtime.
in_database_not_modeled,EB3209,"Box Elder, Pilot Mtn",Elk,Conservation,,,NO,NO,NO,YES,MISSING_FROM_ACTIVE_2026_SOURCE,Missing from at least one active 2026 runtime reference surface.
in_database_not_modeled,EB3500,Alton,Elk,CWMU,BONUS_CWMU_BIG_GAME|BONUS_LE_BIG_GAME,IN_SCOPE_MODEL_PENDING|MODELED_BONUS,NO,NO,YES,YES,OBSERVED_HISTORY_ONLY,Appears only in observed-history coverage and is not active in predictive runtime.
in_database_not_modeled,EB3501,Bar J Ranch,Elk,CWMU,BONUS_CWMU_BIG_GAME|BONUS_LE_BIG_GAME,IN_SCOPE_MODEL_PENDING|MODELED_BONUS,NO,NO,YES,YES,OBSERVED_HISTORY_ONLY,Appears only in observed-history coverage and is not active in predictive runtime.
in_database_not_modeled,EB3502,Bear Mountain,Elk,CWMU,BONUS_CWMU_BIG_GAME|BONUS_LE_BIG_GAME,IN_SCOPE_MODEL_PENDING|MODELED_BONUS,NO,NO,YES,YES,OBSERVED_HISTORY_ONLY,Appears only in observed-history coverage and is not active in predictive runtime.
in_database_not_modeled,EB3503,Bear Springs,Elk,CWMU,BONUS_CWMU_BIG_GAME|BONUS_LE_BIG_GAME,IN_SCOPE_MODEL_PENDING|MODELED_BONUS,NO,NO,YES,YES,OBSERVED_HISTORY_ONLY,Appears only in observed-history coverage and is not active in predictive runtime.
in_database_not_modeled,EB3504,Blackhawk,Elk,CWMU,BONUS_CWMU_BIG_GAME|BONUS_LE_BIG_GAME,IN_SCOPE_MODEL_PENDING|MODELED_BONUS,NO,NO,YES,YES,OBSERVED_HISTORY_ONLY,Appears only in observed-history coverage and is not active in predictive runtime.
in_database_not_modeled,EB3505,Boobe Hole,Elk,CWMU,BONUS_CWMU_BIG_GAME|BONUS_LE_BIG_GAME,IN_SCOPE_MODEL_PENDING|MODELED_BONUS,NO,NO,YES,YES,OBSERVED_HISTORY_ONLY,Appears only in observed-history coverage and is not active in predictive runtime.
in_database_not_modeled,EB3506,Causey Spring,Elk,CWMU,BONUS_CWMU_BIG_GAME|BONUS_LE_BIG_GAME,IN_SCOPE_MODEL_PENDING|MODELED_BONUS,NO,NO,YES,YES,OBSERVED_HISTORY_ONLY,Appears only in observed-history coverage and is not active in predictive runtime.
in_database_not_modeled,EB3508,Chimney Rock,Elk,CWMU,BONUS_CWMU_BIG_GAME|BONUS_LE_BIG_GAME,IN_SCOPE_MODEL_PENDING|MODELED_BONUS,NO,NO,YES,YES,OBSERVED_HISTORY_ONLY,Appears only in observed-history coverage and is not active in predictive runtime.
in_database_not_modeled,EB3509,Coldwater Ranch,Elk,CWMU,BONUS_CWMU_BIG_GAME|BONUS_LE_BIG_GAME,IN_SCOPE_MODEL_PENDING|MODELED_BONUS,NO,NO,YES,YES,OBSERVED_HISTORY_ONLY,Appears only in observed-history coverage and is not active in predictive runtime.
in_database_not_modeled,EB3510,Conover-jensen,Elk,Limited Entry,BONUS_LE_BIG_GAME,MODELED_BONUS,NO,NO,NO,NO,OBSERVED_HISTORY_ONLY,Appears only in observed-history coverage and is not active in predictive runtime.
in_database_not_modeled,EB3511,Cotton Thomas,Elk,CWMU,BONUS_CWMU_BIG_GAME|BONUS_LE_BIG_GAME,IN_SCOPE_MODEL_PENDING|MODELED_BONUS,NO,NO,YES,YES,OBSERVED_HISTORY_ONLY,Appears only in observed-history coverage and is not active in predictive runtime.
in_database_not_modeled,EB3514,Deseret,Elk,CWMU,BONUS_CWMU_BIG_GAME|BONUS_LE_BIG_GAME,IN_SCOPE_MODEL_PENDING|MODELED_BONUS,NO,NO,YES,YES,OBSERVED_HISTORY_ONLY,Appears only in observed-history coverage and is not active in predictive runtime.
in_database_not_modeled,EB3515,Double Cone,Elk,CWMU,BONUS_CWMU_BIG_GAME|BONUS_LE_BIG_GAME,IN_SCOPE_MODEL_PENDING|MODELED_BONUS,NO,NO,YES,YES,OBSERVED_HISTORY_ONLY,Appears only in observed-history coverage and is not active in predictive runtime.
in_database_not_modeled,EB3516,Durst Mountain,Elk,CWMU,BONUS_CWMU_BIG_GAME|BONUS_LE_BIG_GAME,IN_SCOPE_MODEL_PENDING|MODELED_BONUS,NO,NO,YES,YES,OBSERVED_HISTORY_ONLY,Appears only in observed-history coverage and is not active in predictive runtime.
in_database_not_modeled,EB3517,East Fork Chalk Creek,Elk,CWMU,BONUS_CWMU_BIG_GAME|BONUS_LE_BIG_GAME,IN_SCOPE_MODEL_PENDING|MODELED_BONUS,NO,NO,YES,YES,OBSERVED_HISTORY_ONLY,Appears only in observed-history coverage and is not active in predictive runtime.
in_database_not_modeled,EB3519,Ensign Ranches,Elk,CWMU,BONUS_CWMU_BIG_GAME|BONUS_LE_BIG_GAME,IN_SCOPE_MODEL_PENDING|MODELED_BONUS,NO,NO,YES,YES,OBSERVED_HISTORY_ONLY,Appears only in observed-history coverage and is not active in predictive runtime.
in_database_not_modeled,EB3520,Folley Ridge,Elk,CWMU,BONUS_CWMU_BIG_GAME|BONUS_LE_BIG_GAME,IN_SCOPE_MODEL_PENDING|MODELED_BONUS,NO,NO,YES,YES,OBSERVED_HISTORY_ONLY,Appears only in observed-history coverage and is not active in predictive runtime.
in_database_not_modeled,EB3521,Grass Valley/Clark Canyon,Elk,CWMU,BONUS_CWMU_BIG_GAME|BONUS_LE_BIG_GAME,IN_SCOPE_MODEL_PENDING|MODELED_BONUS,NO,NO,YES,YES,OBSERVED_HISTORY_ONLY,Appears only in observed-history coverage and is not active in predictive runtime.
in_database_not_modeled,EB3522,Grazing Pasture,Elk,CWMU,BONUS_CWMU_BIG_GAME|BONUS_LE_BIG_GAME,IN_SCOPE_MODEL_PENDING|MODELED_BONUS,NO,NO,YES,YES,OBSERVED_HISTORY_ONLY,Appears only in observed-history coverage and is not active in predictive runtime.
in_database_not_modeled,EB3523,Guildersleeve,Elk,CWMU,BONUS_CWMU_BIG_GAME|BONUS_LE_BIG_GAME,IN_SCOPE_MODEL_PENDING|MODELED_BONUS,NO,NO,YES,YES,OBSERVED_HISTORY_ONLY,Appears only in observed-history coverage and is not active in predictive runtime.
in_database_not_modeled,EB3524,Hardscrabble,Elk,CWMU,BONUS_CWMU_BIG_GAME|BONUS_LE_BIG_GAME,IN_SCOPE_MODEL_PENDING|MODELED_BONUS,NO,NO,YES,YES,OBSERVED_HISTORY_ONLY,Appears only in observed-history coverage and is not active in predictive runtime.
in_database_not_modeled,EB3525,Heaston East,Elk,CWMU,BONUS_CWMU_BIG_GAME|BONUS_LE_BIG_GAME,IN_SCOPE_MODEL_PENDING|MODELED_BONUS,NO,NO,YES,YES,OBSERVED_HISTORY_ONLY,Appears only in observed-history coverage and is not active in predictive runtime.
in_database_not_modeled,EB3526,Hiawatha,Elk,CWMU,BONUS_CWMU_BIG_GAME|BONUS_LE_BIG_GAME,IN_SCOPE_MODEL_PENDING|MODELED_BONUS,NO,NO,YES,YES,OBSERVED_HISTORY_ONLY,Appears only in observed-history coverage and is not active in predictive runtime.
in_database_not_modeled,EB3527,Indian Head,Elk,CWMU,BONUS_CWMU_BIG_GAME|BONUS_LE_BIG_GAME,IN_SCOPE_MODEL_PENDING|MODELED_BONUS,NO,NO,YES,YES,OBSERVED_HISTORY_ONLY,Appears only in observed-history coverage and is not active in predictive runtime.
in_database_not_modeled,EB3528,Ingham Peak,Elk,CWMU,BONUS_CWMU_BIG_GAME|BONUS_LE_BIG_GAME,IN_SCOPE_MODEL_PENDING|MODELED_BONUS,NO,NO,YES,YES,OBSERVED_HISTORY_ONLY,Appears only in observed-history coverage and is not active in predictive runtime.
in_database_not_modeled,EB3529,Circle E Ranch,Elk,CWMU,BONUS_CWMU_BIG_GAME|BONUS_LE_BIG_GAME,IN_SCOPE_MODEL_PENDING|MODELED_BONUS,NO,NO,YES,YES,OBSERVED_HISTORY_ONLY,Appears only in observed-history coverage and is not active in predictive runtime.
in_database_not_modeled,EB3530,Jacob's Creek,Elk,CWMU,BONUS_CWMU_BIG_GAME|BONUS_LE_BIG_GAME,IN_SCOPE_MODEL_PENDING|MODELED_BONUS,NO,NO,YES,YES,OBSERVED_HISTORY_ONLY,Appears only in observed-history coverage and is not active in predictive runtime.
in_database_not_modeled,EB3531,Johnson Mountain Ranch,Elk,CWMU,BONUS_CWMU_BIG_GAME|BONUS_LE_BIG_GAME,IN_SCOPE_MODEL_PENDING|MODELED_BONUS,NO,NO,YES,YES,OBSERVED_HISTORY_ONLY,Appears only in observed-history coverage and is not active in predictive runtime.
in_database_not_modeled,EB3532,Jump Creek,Elk,CWMU,BONUS_CWMU_BIG_GAME|BONUS_LE_BIG_GAME,IN_SCOPE_MODEL_PENDING|MODELED_BONUS,NO,NO,YES,YES,OBSERVED_HISTORY_ONLY,Appears only in observed-history coverage and is not active in predictive runtime.
in_database_not_modeled,EB3533,Junction Valley,Elk,CWMU,BONUS_CWMU_BIG_GAME|BONUS_LE_BIG_GAME,IN_SCOPE_MODEL_PENDING|MODELED_BONUS,NO,NO,YES,YES,OBSERVED_HISTORY_ONLY,Appears only in observed-history coverage and is not active in predictive runtime.
in_database_not_modeled,EB3534,Little Red Creek,Elk,CWMU,BONUS_CWMU_BIG_GAME|BONUS_LE_BIG_GAME,IN_SCOPE_MODEL_PENDING|MODELED_BONUS,NO,NO,YES,YES,OBSERVED_HISTORY_ONLY,Appears only in observed-history coverage and is not active in predictive runtime.
in_database_not_modeled,EB3535,Lone Tree Tunnel Hollow,Elk,Limited Entry,BONUS_LE_BIG_GAME,MODELED_BONUS,NO,NO,NO,NO,OBSERVED_HISTORY_ONLY,Appears only in observed-history coverage and is not active in predictive runtime.
