hunt_code,in_forecast,in_backtest,in_current_database,forecast_eligible_2026,exclusion_reason,hunt_type,species,hunt_name,permits_2026_res,permits_2026_nr,permits_2026_total,permit_allotment_2026_res,permit_allotment_2026_nr,permit_allotment_2026_total,permit_allotment_2026_source,permit_allotment_2026_source_file,permit_allotment_2026_status
BR7219,True,True,True,True,included_forecast,Limited Entry,Black Bear,Yellowstone,4,0,4,4,0,4,FALLBACK_EXISTING_2026_PERMITS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,FALLBACK_EXISTING_2026_PERMITS
BR7220,True,True,True,True,included_forecast,Limited Entry,Black Bear,"Wasatch Mtns, Avintaquin/Currant Creek",9,0,9,9,0,9,FALLBACK_EXISTING_2026_PERMITS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,FALLBACK_EXISTING_2026_PERMITS
BR7221,True,True,True,True,included_forecast,Limited Entry,Black Bear,"Wasatch Mtns, West-Central",18,2,20,18,2,20,FALLBACK_EXISTING_2026_PERMITS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,FALLBACK_EXISTING_2026_PERMITS
BR7222,False,True,False,False,hunt_code_changed_or_not_crosswalked,,,,,,,,,,,,
BR7223,False,True,False,False,hunt_code_changed_or_not_crosswalked,,,,,,,,,,,,
BR7224,True,True,True,True,included_forecast,Limited Entry,Black Bear,"Book Cliffs, Little Creek Roadless",14,1,15,14,1,15,FALLBACK_EXISTING_2026_PERMITS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,FALLBACK_EXISTING_2026_PERMITS
BR7225,True,True,True,False,included_forecast,O.T.C.,Black Bear,"Book Cliffs, Little Creek Roadless",5,0,5,5,0,5,FALLBACK_EXISTING_2026_PERMITS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,FALLBACK_EXISTING_2026_PERMITS
BR7226,True,True,True,False,included_forecast,Limited Entry,Black Bear,La Sal,,,,,,,,,
BR7227,True,True,True,False,included_forecast,Limited Entry,Black Bear,San Juan,,,,,,,,,
BR7228,True,True,True,True,included_forecast,Limited Entry,Black Bear,Cache/Ogden,1,0,1,1,0,1,FALLBACK_EXISTING_2026_PERMITS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,FALLBACK_EXISTING_2026_PERMITS
BR7229,True,True,True,True,included_forecast,Limited Entry,Black Bear,"Kamas/North Slope, Summit",4,0,4,4,0,4,FALLBACK_EXISTING_2026_PERMITS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,FALLBACK_EXISTING_2026_PERMITS
BR7230,True,True,True,False,included_forecast,Limited Entry,Black Bear,Cache/ogden,,,,,,,,,
BR7231,True,True,True,False,included_forecast,Limited Entry,Black Bear,"Central Mtns, Manti - north",,,,,,,,,
BR7232,True,True,True,False,included_forecast,Limited Entry,Black Bear,"Central Mtns, Manti - south/san Rafael, North",,,,,,,,,
BR7233,True,True,True,False,included_forecast,Limited Entry,Black Bear,"Central Mtns, Nebo",,,,,,,,,
BR7234,True,True,True,False,included_forecast,Limited Entry,Black Bear,Chalk Creek/east Canyon/morgan - south Rich,,,,,,,,,
BR7235,True,True,True,False,included_forecast,Limited Entry,Black Bear,"Kamas/north Slope, Summit",,,,,,,,,
BR7236,True,True,True,False,included_forecast,Limited Entry,Black Bear,"Plateau, Boulder/kaiparowits",,,,,,,,,
BR7237,True,True,True,True,included_forecast,Limited Entry,Black Bear,Monroe,,,,1,0,1,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex,LIVE_DWR_RES_NR_SPLIT
BR7238,True,True,True,True,included_forecast,Limited Entry,Black Bear,Dolores Triangle,2,0,2,2,0,2,FALLBACK_EXISTING_2026_PERMITS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,FALLBACK_EXISTING_2026_PERMITS
BR7239,True,True,True,True,included_forecast,Limited Entry,Black Bear,La Sal Mtns,6,0,6,6,0,6,FALLBACK_EXISTING_2026_PERMITS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,FALLBACK_EXISTING_2026_PERMITS
BR7300,True,True,True,True,included_forecast,Limited Entry,Black Bear,"Book Cliffs, Bitter Creek/South",9,1,10,9,1,10,FALLBACK_EXISTING_2026_PERMITS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,FALLBACK_EXISTING_2026_PERMITS
BR7301,True,True,True,True,included_forecast,Limited Entry,Black Bear,"Book Cliffs, Little Creek Roadless",5,0,5,5,0,5,FALLBACK_EXISTING_2026_PERMITS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,FALLBACK_EXISTING_2026_PERMITS
BR7302,False,True,False,False,hunt_code_changed_or_not_crosswalked,,,,,,,,,,,,
BR7303,True,True,True,True,included_forecast,Limited Entry,Black Bear,"Manti, North",13,1,14,13,1,14,FALLBACK_EXISTING_2026_PERMITS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,FALLBACK_EXISTING_2026_PERMITS
BR7304,True,True,True,True,included_forecast,Limited Entry,Black Bear,"Manti South/San Rafael, North",18,2,20,18,2,20,FALLBACK_EXISTING_2026_PERMITS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,FALLBACK_EXISTING_2026_PERMITS
BR7305,True,True,True,True,included_forecast,Limited Entry,Black Bear,Nebo,5,0,5,5,0,5,FALLBACK_EXISTING_2026_PERMITS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,FALLBACK_EXISTING_2026_PERMITS
BR7306,False,True,False,False,hunt_code_changed_or_not_crosswalked,,,,,,,,,,,,
BR7307,True,True,True,False,included_forecast,Conservation,Black Bear,La Sal,,,,,,4,Utah DWR 2025-2027 Conservation Permit Database,conservation-permit-hunt-table-2025-27.csv,TOTAL_ONLY
BR7308,True,True,True,True,included_forecast,Limited Entry,Black Bear,"North Slope, Three Corners/West Daggett",1,0,1,1,0,1,FALLBACK_EXISTING_2026_PERMITS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,FALLBACK_EXISTING_2026_PERMITS
BR7309,True,True,True,True,included_forecast,Limited Entry,Black Bear,Panguitch Lake/Zion,4,0,4,4,0,4,FALLBACK_EXISTING_2026_PERMITS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,FALLBACK_EXISTING_2026_PERMITS
BR7310,True,True,True,True,included_forecast,Limited Entry,Black Bear,Boulder/Kaiparowits,10,1,11,10,1,11,FALLBACK_EXISTING_2026_PERMITS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,FALLBACK_EXISTING_2026_PERMITS
BR7311,True,True,True,True,included_forecast,Limited Entry,Black Bear,Fishlake/Thousand Lakes,3,0,3,3,0,3,FALLBACK_EXISTING_2026_PERMITS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,FALLBACK_EXISTING_2026_PERMITS
BR7312,True,True,True,True,included_forecast,Limited Entry,Black Bear,San Juan,11,1,12,11,1,12,FALLBACK_EXISTING_2026_PERMITS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,FALLBACK_EXISTING_2026_PERMITS
BR7313,True,True,True,True,included_forecast,Limited Entry,Black Bear,Diamond Mtn/Vernal/Bonanza,5,0,5,5,0,5,FALLBACK_EXISTING_2026_PERMITS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,FALLBACK_EXISTING_2026_PERMITS
BR7314,True,True,True,True,included_forecast,Limited Entry,Black Bear,Yellowstone,3,0,3,3,0,3,FALLBACK_EXISTING_2026_PERMITS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,FALLBACK_EXISTING_2026_PERMITS
BR7315,True,True,True,True,included_forecast,Limited Entry,Black Bear,"Wasatch Mtns, Avintaquin/Currant Creek",3,0,3,3,0,3,FALLBACK_EXISTING_2026_PERMITS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,FALLBACK_EXISTING_2026_PERMITS
BR7316,True,True,True,True,included_forecast,Limited Entry,Black Bear,"Wasatch Mtns, West-Central",14,1,15,14,1,15,FALLBACK_EXISTING_2026_PERMITS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,FALLBACK_EXISTING_2026_PERMITS
BR7317,True,True,True,True,included_forecast,Limited Entry,Black Bear,Nine Mile,9,1,10,9,1,10,FALLBACK_EXISTING_2026_PERMITS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,FALLBACK_EXISTING_2026_PERMITS
BR7318,True,True,True,True,included_forecast,Limited Entry,Black Bear,Beaver,1,0,1,1,0,1,FALLBACK_EXISTING_2026_PERMITS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,FALLBACK_EXISTING_2026_PERMITS
BR7320,True,True,True,True,included_forecast,Limited Entry,Black Bear,Cache/Ogden,4,0,4,4,0,4,FALLBACK_EXISTING_2026_PERMITS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,FALLBACK_EXISTING_2026_PERMITS
BR7321,True,True,True,True,included_forecast,Limited Entry,Black Bear,"Kamas/North Slope, Summit",5,0,5,5,0,5,FALLBACK_EXISTING_2026_PERMITS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,FALLBACK_EXISTING_2026_PERMITS
BR7322,True,True,True,True,included_forecast,Limited Entry,Black Bear,Mt Dutton,1,0,1,1,0,1,FALLBACK_EXISTING_2026_PERMITS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,FALLBACK_EXISTING_2026_PERMITS
BR7323,True,True,True,True,included_forecast,Limited Entry,Black Bear,Paunsaugunt,1,0,1,1,0,1,FALLBACK_EXISTING_2026_PERMITS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,FALLBACK_EXISTING_2026_PERMITS
BR7324,True,False,True,False,included_forecast,Conservation,Black Bear,Chalk Creek/East Canyon/Morgan-South Rich,,,,,,1,,,
BR7325,True,True,True,True,included_forecast,Limited Entry,Black Bear,Chalk Creek/East Canyon/Morgan-South Rich,1,0,1,1,0,1,FALLBACK_EXISTING_2026_PERMITS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,FALLBACK_EXISTING_2026_PERMITS
BR7326,True,True,True,True,included_forecast,Limited Entry,Black Bear,La Sal Mtns,13,1,14,13,1,14,FALLBACK_EXISTING_2026_PERMITS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,FALLBACK_EXISTING_2026_PERMITS
CG0001,True,False,False,False,included_forecast,,,,,,,,,,,,
CG0002,True,False,False,False,included_forecast,,,,,,,,,,,,
CG0006,True,False,False,False,included_forecast,,,,,,,,,,,,
CG0009,True,False,False,False,included_forecast,,,,,,,,,,,,
CG0015,True,False,False,False,included_forecast,,,,,,,,,,,,
CG0016,True,False,False,False,included_forecast,,,,,,,,,,,,
CG1000,False,False,True,False,not_OIL_LE_PLE,Sportsman,Cougar,Cougar - Statewide,,,,,,,,,
CG1001,True,True,False,False,included_forecast,,,,,,,,,,,,
CG1002,True,False,False,False,included_forecast,,,,,,,,,,,,
CG1003,True,False,False,False,included_forecast,,,,,,,,,,,,
CG1004,True,False,False,False,included_forecast,,,,,,,,,,,,
CG1005,True,False,False,False,included_forecast,,,,,,,,,,,,
CG1006,True,False,False,False,included_forecast,,,,,,,,,,,,
CG1007,True,False,False,False,included_forecast,,,,,,,,,,,,
CG1008,True,False,False,False,included_forecast,,,,,,,,,,,,
CG1009,True,False,False,False,included_forecast,,,,,,,,,,,,
CG1010,True,False,False,False,included_forecast,,,,,,,,,,,,
CG1011,True,False,False,False,included_forecast,,,,,,,,,,,,
CG1012,True,True,False,False,included_forecast,,,,,,,,,,,,
CG1013,True,True,False,False,included_forecast,,,,,,,,,,,,
CG1014,True,False,False,False,included_forecast,,,,,,,,,,,,
CG1015,True,False,False,False,included_forecast,,,,,,,,,,,,
CG1016,True,False,False,False,included_forecast,,,,,,,,,,,,
CG1017,True,False,False,False,included_forecast,,,,,,,,,,,,
CG1018,True,False,False,False,included_forecast,,,,,,,,,,,,
CG1019,True,False,False,False,included_forecast,,,,,,,,,,,,
CG1020,True,False,False,False,included_forecast,,,,,,,,,,,,
CG1021,True,False,False,False,included_forecast,,,,,,,,,,,,
CG1022,True,False,False,False,included_forecast,,,,,,,,,,,,
CG1023,True,False,False,False,included_forecast,,,,,,,,,,,,
CG1024,True,False,False,False,included_forecast,,,,,,,,,,,,
CG1025,True,False,False,False,included_forecast,,,,,,,,,,,,
CG1026,True,False,False,False,included_forecast,,,,,,,,,,,,
CG1027,True,False,False,False,included_forecast,,,,,,,,,,,,
CG1028,True,False,False,False,included_forecast,,,,,,,,,,,,
CG1029,True,True,True,False,included_forecast,Limited Entry,Cougar,"Oquirrh-stansbury, East",,,,,,,,,
CG1030,True,True,False,False,included_forecast,,,,,,,,,,,,
CG1031,True,False,False,False,included_forecast,,,,,,,,,,,,
CG1032,True,False,False,False,included_forecast,,,,,,,,,,,,
CG1033,True,False,False,False,included_forecast,,,,,,,,,,,,
CG1034,True,True,True,False,included_forecast,Limited Entry,Cougar,Kamas,,,,,,,,,
CG1035,True,False,False,False,included_forecast,,,,,,,,,,,,
CG7500,False,True,False,False,hunt_code_changed_or_not_crosswalked,,,,,,,,,,,,
CG7501,True,True,False,False,included_forecast,,,,,,,,,,,,
CG7502,True,True,True,False,included_forecast,Limited Entry,Cougar,East Canyon,,,,,,,,,
CG7503,False,True,True,False,missing_forecast_quota,Limited Entry,Cougar,Morgan - south Rich,,,,,,,,,
CG7504,True,False,False,False,included_forecast,,,,,,,,,,,,
CG7505,False,True,False,False,hunt_code_changed_or_not_crosswalked,,,,,,,,,,,,
CG7506,False,True,True,False,missing_forecast_quota,Limited Entry,Cougar,"Wasatch Mtns, West-strawberry",,,,,,,,,
CG7507,False,True,False,False,hunt_code_changed_or_not_crosswalked,,,,,,,,,,,,
CG7600,True,False,False,False,included_forecast,,,,,,,,,,,,
CG7601,True,False,False,False,included_forecast,,,,,,,,,,,,
CG7602,True,True,True,False,included_forecast,Limited Entry,Cougar,"West Desert, Tintic-vernon",,,,,,,,,
CG7603,True,True,True,False,included_forecast,Limited Entry,Cougar,"Box Elder, Raft River",,,,,,,,,
CG7605,True,True,True,False,included_forecast,Limited Entry,Cougar,"Central Mtns, Nebo (excludes West Face)",,,,,,,,,
CG7606,True,True,False,False,included_forecast,,,,,,,,,,,,
CG7607,True,True,False,False,included_forecast,,,,,,,,,,,,
CG7609,True,True,False,False,included_forecast,,,,,,,,,,,,
CG7610,True,True,True,False,included_forecast,Limited Entry,Cougar,"East Canyon, Davis",,,,,,,,,
CG7611,True,True,False,False,included_forecast,,,,,,,,,,,,
CG7612,True,True,True,False,included_forecast,Limited Entry,Cougar,Monroe,,,,,,,,,
CG7613,True,True,False,False,included_forecast,,,,,,,,,,,,
CG7615,True,True,False,False,included_forecast,,,,,,,,,,,,
CG7618,True,True,False,False,included_forecast,,,,,,,,,,,,
CG7619,True,True,False,False,included_forecast,,,,,,,,,,,,
CG7620,True,True,False,False,included_forecast,,,,,,,,,,,,
CG9999,False,False,True,False,not_OIL_LE_PLE,Statewide,Cougar,Statewide,,,,,,unlimited,Utah DWR Hunt Planner,pipeline/RAW/hunt_unit_database/2026/csv/2026_cougar.csv,UNLIMITED_PERMITS
DA1000,False,True,True,False,missing_forecast_quota,Limited Entry,Deer,"Beaver, Circleville North",,,,,,,,,
DA1001,False,True,True,False,not_OIL_LE_PLE,General Season,Deer,"Box Elder, West Bear River",0,0,0,,,30,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_deer_permits.csv,RAC_CURRENT_YEAR_TOTAL_ONLY
DA1002,False,True,True,False,not_OIL_LE_PLE,General Season,Deer,"Box Elder, West Bear River",0,0,0,,,30,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_deer_permits.csv,RAC_CURRENT_YEAR_TOTAL_ONLY
DA1003,False,True,True,False,not_OIL_LE_PLE,General Season,Deer,"Monroe/Plateau, Sevier Valley",0,0,0,,,15,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_deer_permits.csv,RAC_CURRENT_YEAR_TOTAL_ONLY
DA1004,False,True,True,False,missing_forecast_quota,Limited Entry,Deer,"Mt Dutton, Circleville South",,,,,,,,,
DA1005,False,True,False,False,hunt_code_changed_or_not_crosswalked,,,,,,,,,,,,
DA1007,False,True,True,False,missing_forecast_quota,Limited Entry,Deer,"Panguitch Lake, Panguitch Valley",,,,,,,,,
DA1009,False,True,True,False,not_OIL_LE_PLE,General Season,Deer,"Pine Valley, Enterprise",0,0,0,,,25,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_deer_permits.csv,RAC_CURRENT_YEAR_TOTAL_ONLY
DA1010,False,True,False,False,hunt_code_changed_or_not_crosswalked,,,,,,,,,,,,
DA1011,True,True,True,False,included_forecast,CWMU,Deer,George Creek,0,0,0,0,0,0,FALLBACK_EXISTING_2026_PERMITS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,FALLBACK_EXISTING_2026_PERMITS
DA1012,True,True,True,False,included_forecast,CWMU,Deer,Junction Valley,0,0,0,0,0,0,FALLBACK_EXISTING_2026_PERMITS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,FALLBACK_EXISTING_2026_PERMITS
DA1013,True,True,True,False,included_forecast,CWMU,Deer,Mt Carmel,0,0,0,0,0,0,FALLBACK_EXISTING_2026_PERMITS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,FALLBACK_EXISTING_2026_PERMITS
DA1016,False,True,False,False,hunt_code_changed_or_not_crosswalked,,,,,,,,,,,,
DA1017,False,True,True,False,missing_forecast_quota,Limited Entry,Deer,"Pine Valley, Enterprise",,,,,,,,,
DA1018,False,True,True,False,not_OIL_LE_PLE,General Season,Deer,"Pine Valley, New Harmony",0,0,0,,,20,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_deer_permits.csv,RAC_CURRENT_YEAR_TOTAL_ONLY
DA1019,False,True,False,False,hunt_code_changed_or_not_crosswalked,,,,,,,,,,,,
DA1020,False,True,False,False,hunt_code_changed_or_not_crosswalked,,,,,,,,,,,,
DA1021,False,True,False,False,hunt_code_changed_or_not_crosswalked,,,,,,,,,,,,
DA1022,False,True,False,False,hunt_code_changed_or_not_crosswalked,,,,,,,,,,,,
DA1023,False,True,False,False,hunt_code_changed_or_not_crosswalked,,,,,,,,,,,,
DA1024,False,True,False,False,hunt_code_changed_or_not_crosswalked,,,,,,,,,,,,
DA1025,False,True,False,False,hunt_code_changed_or_not_crosswalked,,,,,,,,,,,,
DA1026,False,True,True,False,missing_forecast_quota,Limited Entry,Deer,Chalk Creek,,,,,,,,,
DA1027,False,True,True,False,not_OIL_LE_PLE,General Season,Deer,"East Canyon, Davis-North Salt Lake",0,0,0,,,30,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_deer_permits.csv,RAC_CURRENT_YEAR_TOTAL_ONLY
DA1028,False,True,True,False,missing_forecast_quota,Limited Entry,Deer,"East Canyon, Davis-north Salt Lake",,,,,,,,,
DA1029,False,True,True,False,missing_forecast_quota,Limited Entry,Deer,"Nine Mile, Green River Valley",,,,,,,,,
DA1030,False,True,True,False,not_OIL_LE_PLE,General Season,Deer,"Nine Mile, Price River Valley",0,0,0,,,25,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_deer_permits.csv,RAC_CURRENT_YEAR_TOTAL_ONLY
DA1031,False,True,True,False,not_OIL_LE_PLE,General Season,Deer,"Oquirrh-Stansbury, Settlement Cyn",0,0,0,,,20,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_deer_permits.csv,RAC_CURRENT_YEAR_TOTAL_ONLY
DA1032,False,True,False,False,hunt_code_changed_or_not_crosswalked,,,,,,,,,,,,
DA1033,False,True,True,False,not_OIL_LE_PLE,General Season,Deer,"San Juan, Monticello",0,0,0,,,5,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_deer_permits.csv,RAC_CURRENT_YEAR_TOTAL_ONLY
DA1034,False,True,False,False,hunt_code_changed_or_not_crosswalked,,,,,,,,,,,,
DA1035,False,True,False,False,hunt_code_changed_or_not_crosswalked,,,,,,,,,,,,
DA1036,False,True,False,False,hunt_code_changed_or_not_crosswalked,,,,,,,,,,,,
DA1037,False,True,False,False,hunt_code_changed_or_not_crosswalked,,,,,,,,,,,,
DA1038,False,True,False,False,hunt_code_changed_or_not_crosswalked,,,,,,,,,,,,
DA1039,False,True,True,False,missing_forecast_quota,Limited Entry,Deer,East Canyon,,,,,,,,,
DA1040,False,True,True,False,missing_forecast_quota,Limited Entry,Deer,East Canyon,,,,,,,,,
DA1041,False,True,True,False,not_OIL_LE_PLE,General Season,Deer,"Nine Mile, Green River Valley",0,0,0,,,15,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_deer_permits.csv,RAC_CURRENT_YEAR_TOTAL_ONLY
DA1042,False,True,True,False,not_OIL_LE_PLE,General Season,Deer,"San Juan, Monticello",0,0,0,,,5,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_deer_permits.csv,RAC_CURRENT_YEAR_TOTAL_ONLY
DA1043,False,True,True,False,missing_forecast_quota,Limited Entry,Deer,"Antlerless Deer - Southwest Desert, Cedar Valley",,,,,,,,,
DA1044,False,True,True,False,not_OIL_LE_PLE,General Season,Deer,Myton,,,,,,,,,LIVE_DWR_2026_NOT_ACTIVE_HISTORICAL_ONLY
DA1045,False,True,True,False,not_OIL_LE_PLE,General Season,Deer,"Fillmore, Oak City",0,0,0,,,20,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_deer_permits.csv,RAC_CURRENT_YEAR_TOTAL_ONLY
DA1046,False,True,True,False,not_OIL_LE_PLE,General Season,Deer,"Nine Mile, Price River Valley",0,0,0,,,25,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_deer_permits.csv,RAC_CURRENT_YEAR_TOTAL_ONLY
DA1047,False,True,True,False,not_OIL_LE_PLE,General Season,Deer,Vernal-Ouray Valley,0,0,0,,,25,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_deer_permits.csv,RAC_CURRENT_YEAR_TOTAL_ONLY
DA1048,False,True,True,False,not_OIL_LE_PLE,General Season,Deer,"Fillmore, Fillmore City",0,0,0,,,15,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_deer_permits.csv,RAC_CURRENT_YEAR_TOTAL_ONLY
DA1049,False,True,True,False,not_OIL_LE_PLE,General Season,Deer,"Vernal, Ashley Valley",0,0,0,,,35,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_deer_permits.csv,RAC_CURRENT_YEAR_TOTAL_ONLY
DA1050,True,True,True,False,included_forecast,CWMU,Deer,The Rose of Snowville,0,0,0,0,0,0,FALLBACK_EXISTING_2026_PERMITS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,FALLBACK_EXISTING_2026_PERMITS
DA1051,False,False,True,False,not_OIL_LE_PLE,General Season,Deer,Beaver City,0,0,0,0,0,0,FALLBACK_EXISTING_2026_PERMITS,CANONICAL_YEARLY_DRAW_RESULTS_2026_FOR_2027_MODEL,FALLBACK_EXISTING_2026_PERMITS
DB0001,False,False,True,False,not_OIL_LE_PLE,Tribal,Deer,Navajo Nation SER permit area,,,,,,,,,
DB0002,False,False,True,False,not_OIL_LE_PLE,Tribal,Deer,Navajo Nation SER permit area,,,,,,,,,
DB0003,False,False,True,False,not_OIL_LE_PLE,Tribal,Deer,Navajo Nation SER permit area,,,,,,,,,
DB0004,False,False,True,False,not_OIL_LE_PLE,Tribal,Deer,Navajo Nation SR permit area,,,,,,,,,
DB0005,False,False,True,False,not_OIL_LE_PLE,Tribal,Deer,Navajo Nation SR permit area,,,,,,,,,
DB0006,False,False,True,False,not_OIL_LE_PLE,Tribal,Deer,Navajo Nation SR permit area,,,,,,,,,
DB0007,True,True,True,False,included_forecast,Statewide,Deer,Statewide,1,0,1,1,0,1,FALLBACK_EXISTING_2026_PERMITS,CANONICAL_YEARLY_DRAW_RESULTS_2026_FOR_2027_MODEL,FALLBACK_EXISTING_2026_PERMITS
DB0008,False,True,True,False,not_OIL_LE_PLE,O.T.C.,Deer,Deer Extended,455,35,490,455,35,490,FALLBACK_EXISTING_2026_PERMITS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,FALLBACK_EXISTING_2026_PERMITS
DB0009,False,False,True,False,missing_forecast_quota,Limited Entry,Deer,Antelope Island,,,,,,,,,
DB0010,False,False,True,False,not_OIL_LE_PLE,Tribal,Deer,Navajo Nation SR permit area,,,,,,,,,
DB0011,False,False,True,False,not_OIL_LE_PLE,Tribal,Deer,Navajo Nation SR permit area,,,,,,,,,
DB0012,False,False,True,False,not_OIL_LE_PLE,Tribal,Deer,Navajo Nation SR permit area,,,,,,,,,
DB0013,False,False,True,False,not_OIL_LE_PLE,Tribal,Deer,Navajo Nation SR permit area,,,,,,,,,
DB1000,True,True,True,True,included_forecast,Limited Entry,Deer,Henry Mtns,8,1,9,8,1,9,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_buck_deer_premium_management_permits.csv,RAC_CURRENT_YEAR_SPLIT
DB1001,True,True,True,True,included_forecast,Premium Limited Entry,Deer,Paunsaugunt,26,3,29,26,3,29,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_buck_deer_premium_management_permits.csv,RAC_CURRENT_YEAR_SPLIT
DB1002,True,True,True,True,included_forecast,Limited Entry,Deer,Antelope Island,1,0,1,1,0,1,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_buck_deer_premium_management_permits.csv,RAC_CURRENT_YEAR_SPLIT
DB1003,True,True,True,True,included_forecast,Limited Entry,Deer,Henry Mtns,23,3,26,24,3,27,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_buck_deer_premium_management_permits.csv,RAC_CURRENT_YEAR_SPLIT
DB1004,True,True,True,True,included_forecast,Limited Entry,Deer,Paunsaugunt,73,7,80,75,8,83,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_buck_deer_premium_management_permits.csv,RAC_CURRENT_YEAR_SPLIT
