hunt_code,in_forecast,in_backtest,in_current_database,forecast_eligible_2026,exclusion_reason,hunt_type,species,hunt_name,permits_2026_res,permits_2026_nr,permits_2026_total,permit_allotment_2026_res,permit_allotment_2026_nr,permit_allotment_2026_total,permit_allotment_2026_source,permit_allotment_2026_source_file,permit_allotment_2026_status
EA1226,False,True,True,False,not_OIL_LE_PLE,General Season,Elk,"Nebo, Moroni Hills",0,0,0,9,1,10,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,RAC_CURRENT_YEAR_SPLIT
EA1227,False,True,True,False,missing_forecast_quota,Limited Entry,Elk,"Fillmore, Kanosh Valley",,,,,,,,,
EA1228,False,True,True,False,not_OIL_LE_PLE,General Season,Elk,Morgan-South Rich,0,0,0,67,8,75,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,RAC_CURRENT_YEAR_SPLIT
EA1229,False,True,True,False,not_OIL_LE_PLE,General Season,Elk,Morgan-South Rich,0,0,0,144,16,160,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,RAC_CURRENT_YEAR_SPLIT
EA1230,False,True,False,False,hunt_code_changed_or_not_crosswalked,,,,,,,,,,,,
EA1231,False,True,True,False,not_OIL_LE_PLE,General Season,Elk,"West Desert, Tintic Valley",0,0,0,45,5,50,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,RAC_CURRENT_YEAR_SPLIT
EA1233,True,True,True,False,included_forecast,CWMU,Elk,Avintaquin Canyon,0,0,0,0,0,0,FALLBACK_EXISTING_2026_PERMITS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,FALLBACK_EXISTING_2026_PERMITS
EA1234,True,True,True,False,included_forecast,CWMU,Elk,Royal Ivory Outfitters,,,,15,0,15,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED
EA1235,True,True,True,False,included_forecast,CWMU,Elk,Sharp Mountain,0,0,0,0,0,0,FALLBACK_EXISTING_2026_PERMITS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,FALLBACK_EXISTING_2026_PERMITS
EA1236,False,True,True,False,not_OIL_LE_PLE,General Season,Elk,East Canyon,0,0,0,135,15,150,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,RAC_CURRENT_YEAR_SPLIT
EA1237,False,True,True,False,not_OIL_LE_PLE,General Season,Elk,"LaSal, Mtns-North",0,0,0,157,18,175,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,RAC_CURRENT_YEAR_SPLIT
EA1238,False,True,True,False,missing_forecast_quota,Limited Entry,Elk,"Monroe, Rock Springs",,,,,,,,,
EA1239,False,True,True,False,not_OIL_LE_PLE,General Season,Elk,"Nine Mile, Range Creek",0,0,0,45,5,50,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,RAC_CURRENT_YEAR_SPLIT
EA1240,False,True,True,False,not_OIL_LE_PLE,General Season,Elk,"Nine Mile, Range Creek",0,0,0,135,15,150,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,RAC_CURRENT_YEAR_SPLIT
EA1241,False,True,True,False,missing_forecast_quota,Limited Entry,Elk,Panguitch Lake,,,,,,,,,
EA1242,False,True,True,False,not_OIL_LE_PLE,General Season,Elk,"Vernal, Buckskin Hills-Jensen",0,0,0,90,10,100,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,RAC_CURRENT_YEAR_SPLIT
EA1243,False,True,True,False,not_OIL_LE_PLE,General Season,Elk,"Vernal, Buckskin Hills-Jensen",0,0,0,90,10,100,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,RAC_CURRENT_YEAR_SPLIT
EA1244,False,True,True,False,not_OIL_LE_PLE,General Season,Elk,Yellowstone,0,0,0,90,10,100,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,RAC_CURRENT_YEAR_SPLIT
EA1245,False,True,True,False,not_OIL_LE_PLE,General Season,Elk,Yellowstone,0,0,0,45,5,50,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,RAC_CURRENT_YEAR_SPLIT
EA1250,False,True,True,False,not_OIL_LE_PLE,General Season,Elk,"North Slope, West Daggett",0,0,0,27,3,30,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,RAC_CURRENT_YEAR_SPLIT
EA1251,False,True,True,False,not_OIL_LE_PLE,General Season,Elk,"Southwest Desert, Burbank/Garrison",0,0,0,11,1,12,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,RAC_CURRENT_YEAR_SPLIT
EA1252,False,True,True,False,not_OIL_LE_PLE,General Season,Elk,"Southwest Desert, Burbank/Garrison",,,,,,,,,LIVE_DWR_2026_NOT_ACTIVE_HISTORICAL_ONLY
EA1253,False,True,True,False,missing_forecast_quota,Limited Entry,Elk,"Southwest Desert, Desert Experimental Range",,,,,,,,,
EA1254,False,True,True,False,not_OIL_LE_PLE,General Season,Elk,Pine Valley,0,0,0,27,3,30,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,RAC_CURRENT_YEAR_SPLIT
EA1255,False,True,True,False,missing_forecast_quota,Limited Entry,Elk,5s,,,,,,,,,
EA1256,True,True,True,False,included_forecast,CWMU,Elk,Coyote Little Pole,0,0,0,0,0,0,FALLBACK_EXISTING_2026_PERMITS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,FALLBACK_EXISTING_2026_PERMITS
EA1257,True,True,True,False,included_forecast,CWMU,Elk,Tunnel Hollow,0,0,0,0,0,0,FALLBACK_EXISTING_2026_PERMITS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,FALLBACK_EXISTING_2026_PERMITS
EA1258,False,False,True,False,not_OIL_LE_PLE,General Season,Elk,La Sal,0,0,0,0,0,0,FALLBACK_EXISTING_2026_PERMITS,2026_EXPO_PERMITS_HARD_COPY,FALLBACK_EXISTING_2026_PERMITS
EA1259,True,True,True,False,included_forecast,CWMU,Elk,The Dirty Dozen,,,,2,0,2,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED
EA1260,True,True,True,False,included_forecast,CWMU,Elk,West Ridge,5,0,5,5,0,5,FALLBACK_EXISTING_2026_PERMITS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,FALLBACK_EXISTING_2026_PERMITS
EA1261,True,True,True,False,included_forecast,CWMU,Elk,Blackhawk,5,0,5,5,0,5,FALLBACK_EXISTING_2026_PERMITS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,FALLBACK_EXISTING_2026_PERMITS
EA1263,True,True,True,False,included_forecast,CWMU,Elk,Weber Florence Creek,0,0,0,0,0,0,FALLBACK_EXISTING_2026_PERMITS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,FALLBACK_EXISTING_2026_PERMITS
EA1264,False,True,True,False,not_OIL_LE_PLE,General Season,Elk,"Wasatch Mtns, Rabbit Gulch",0,0,0,45,5,50,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,RAC_CURRENT_YEAR_SPLIT
EA1265,False,True,True,False,not_OIL_LE_PLE,General Season,Elk,"Wasatch Mtns, Tabby Mtn",0,0,0,90,10,100,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,RAC_CURRENT_YEAR_SPLIT
EA1266,False,True,True,False,not_OIL_LE_PLE,General Season,Elk,"Box Elder, Hansel Mtn",0,0,0,27,3,30,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,RAC_CURRENT_YEAR_SPLIT
EA1267,False,True,True,False,not_OIL_LE_PLE,General Season,Elk,Cache,0,0,0,180,20,200,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,RAC_CURRENT_YEAR_SPLIT
EA1268,False,True,True,False,not_OIL_LE_PLE,General Season,Elk,"North Slope, Summit",0,0,0,180,20,200,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,RAC_CURRENT_YEAR_SPLIT
EA1269,False,True,True,False,not_OIL_LE_PLE,General Season,Elk,Ogden (excludes Hyrum),0,0,0,270,30,300,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,RAC_CURRENT_YEAR_SPLIT
EA1270,False,False,True,False,not_OIL_LE_PLE,Conservation,Elk,Fishlake,0,0,0,0,0,0,FALLBACK_EXISTING_2026_PERMITS,Utah DWR Hunt Planner,FALLBACK_EXISTING_2026_PERMITS
EA1271,False,False,True,False,not_OIL_LE_PLE,Conservation,Elk,Manti,0,0,0,0,0,0,FALLBACK_EXISTING_2026_PERMITS,Utah DWR Hunt Planner,FALLBACK_EXISTING_2026_PERMITS
EA1272,False,True,True,False,not_OIL_LE_PLE,General Season,Elk,"East Canyon, East",0,0,0,135,15,150,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,RAC_CURRENT_YEAR_SPLIT
EA1273,False,True,True,False,not_OIL_LE_PLE,General Season,Elk,"North Slope, Three Corners",0,0,0,22,3,25,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,RAC_CURRENT_YEAR_SPLIT
EA1274,False,True,True,False,not_OIL_LE_PLE,General Season,Elk,"North Slope, Three Corners",0,0,0,22,3,25,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,RAC_CURRENT_YEAR_SPLIT
EA1276,False,True,True,False,not_OIL_LE_PLE,General Season,Elk,"Wasatch Mtns, Box Elder Peak",0,0,0,40,5,45,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,RAC_CURRENT_YEAR_SPLIT
EA1277,False,True,True,False,not_OIL_LE_PLE,General Season,Elk,"North Slope, Three Corners",0,0,0,22,3,25,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,RAC_CURRENT_YEAR_SPLIT
EA1278,False,True,True,False,not_OIL_LE_PLE,General Season,Elk,"Manti, Ferron-Nelson Mtn",,,,45,5,50,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless,LIVE_DWR_RES_NR_SPLIT
EA1279,False,True,True,False,not_OIL_LE_PLE,General Season,Elk,"Manti, Ferron-Nelson Mtn",,,,45,5,50,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless,LIVE_DWR_RES_NR_SPLIT
EA1280,False,True,True,False,not_OIL_LE_PLE,General Season,Elk,"LaSal, Mtns-North",,,,157,18,175,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless,LIVE_DWR_RES_NR_SPLIT
EA1281,False,True,True,False,not_OIL_LE_PLE,General Season,Elk,"Mt Dutton, Deep Creek",0,0,0,0,0,0,FALLBACK_EXISTING_2026_PERMITS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,FALLBACK_EXISTING_2026_PERMITS
EA1282,False,True,True,False,not_OIL_LE_PLE,General Season,Elk,"Ogden, North",,,,180,20,200,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless,LIVE_DWR_RES_NR_SPLIT
EA1283,False,True,True,False,not_OIL_LE_PLE,General Season,Elk,Panguitch Lake,0,0,0,31,4,35,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,RAC_CURRENT_YEAR_SPLIT
EA1284,False,True,True,False,not_OIL_LE_PLE,General Season,Elk,Panguitch Lake,0,0,0,49,6,55,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,RAC_CURRENT_YEAR_SPLIT
EA1285,False,True,True,False,not_OIL_LE_PLE,General Season,Elk,Panguitch Lake,0,0,0,22,3,25,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,RAC_CURRENT_YEAR_SPLIT
EA1286,False,True,True,False,not_OIL_LE_PLE,General Season,Elk,Monroe,0,0,0,36,4,40,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,RAC_CURRENT_YEAR_SPLIT
EA1288,False,False,True,False,not_OIL_LE_PLE,General Season,Elk,"Manti, Ferron Lower Escarpment",0,0,0,36,4,40,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,RAC_CURRENT_YEAR_SPLIT
EA1289,False,False,True,False,not_OIL_LE_PLE,General Season,Elk,"Manti, Ferron Lower Escarpment",0,0,0,36,4,40,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,RAC_CURRENT_YEAR_SPLIT
EA1290,False,False,True,False,not_OIL_LE_PLE,General Season,Elk,"Manti, Ferron Lower Escarpment",0,0,0,36,4,40,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,RAC_CURRENT_YEAR_SPLIT
EA1291,False,False,True,False,not_OIL_LE_PLE,General Season,Elk,Mt Dutton North,0,0,0,72,8,80,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,RAC_CURRENT_YEAR_SPLIT
EA1292,False,False,True,False,not_OIL_LE_PLE,General Season,Elk,Mt Dutton North,0,0,0,72,8,80,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,RAC_CURRENT_YEAR_SPLIT
EA1293,False,False,True,False,not_OIL_LE_PLE,General Season,Elk,"North Slope, Three Corners",0,0,0,22,3,25,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,RAC_CURRENT_YEAR_SPLIT
EA1294,False,False,True,False,not_OIL_LE_PLE,General Season,Elk,"Paunsaugunt, East Creek",0,0,0,22,3,25,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,RAC_CURRENT_YEAR_SPLIT
EA1295,False,False,True,False,not_OIL_LE_PLE,General Season,Elk,"Wasatch Mtns, Avintaquin",0,0,0,90,10,100,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,RAC_CURRENT_YEAR_SPLIT
EA1296,False,False,True,False,not_OIL_LE_PLE,General Season,Elk,"Wasatch Mtns, Currant Creek",0,0,0,90,10,100,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,RAC_CURRENT_YEAR_SPLIT
EA1297,False,False,True,False,not_OIL_LE_PLE,General Season,Elk,"Wasatch Mtns, Red Creek West",0,0,0,90,10,100,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,RAC_CURRENT_YEAR_SPLIT
EA1298,False,False,True,False,not_OIL_LE_PLE,General Season,Elk,"Wasatch Mtns, Wildcat/Timber Canyon",0,0,0,90,10,100,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,RAC_CURRENT_YEAR_SPLIT
EA1299,False,False,True,False,not_OIL_LE_PLE,General Season,Elk,"Wasatch Mtns, West-Central",0,0,0,45,5,50,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,RAC_CURRENT_YEAR_SPLIT
EA1300,False,False,True,False,not_OIL_LE_PLE,General Season,Elk,"Wasatch Mtns, West-Central",0,0,0,45,5,50,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,RAC_CURRENT_YEAR_SPLIT
EA1301,False,False,True,False,not_OIL_LE_PLE,General Season,Elk,The Dirty Dozen,0,0,0,0,0,0,FALLBACK_EXISTING_2026_PERMITS,CANONICAL_YEARLY_DRAW_RESULTS_2026_FOR_2027_MODEL,FALLBACK_EXISTING_2026_PERMITS
EA2000,False,False,True,False,not_OIL_LE_PLE,O.T.C.,Elk,Antlerless Elk Control,0,0,0,0,0,0,FALLBACK_EXISTING_2026_PERMITS,CANONICAL_YEARLY_DRAW_RESULTS_2026_FOR_2027_MODEL,FALLBACK_EXISTING_2026_PERMITS
EA2002,False,False,True,False,not_OIL_LE_PLE,O.T.C.,Elk,Morgan-South Rich,0,0,0,,,600,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_private_lands_only_antlerless_elk_permits.csv,RAC_CURRENT_YEAR_TOTAL_ONLY
EA2003,False,False,True,False,not_OIL_LE_PLE,O.T.C.,Elk,East Canyon,0,0,0,,,500,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_private_lands_only_antlerless_elk_permits.csv,RAC_CURRENT_YEAR_TOTAL_ONLY
EA2004,False,False,True,False,not_OIL_LE_PLE,O.T.C.,Elk,Chalk Creek,0,0,0,,,600,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_private_lands_only_antlerless_elk_permits.csv,RAC_CURRENT_YEAR_TOTAL_ONLY
EA2005,False,False,True,False,not_OIL_LE_PLE,O.T.C.,Elk,"North Slope, West Daggett",0,0,0,,,100,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_private_lands_only_antlerless_elk_permits.csv,RAC_CURRENT_YEAR_TOTAL_ONLY
EA2006,False,False,True,False,not_OIL_LE_PLE,O.T.C.,Elk,Yellowstone,0,0,0,,,2000,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_private_lands_only_antlerless_elk_permits.csv,RAC_CURRENT_YEAR_TOTAL_ONLY
EA2008,False,False,True,False,not_OIL_LE_PLE,O.T.C.,Elk,"Nine Mile, Anthro-Myton Bench",0,0,0,,,250,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_private_lands_only_antlerless_elk_permits.csv,RAC_CURRENT_YEAR_TOTAL_ONLY
EA2009,False,False,True,False,not_OIL_LE_PLE,O.T.C.,Elk,La Sal Mtns,0,0,0,,,70,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_private_lands_only_antlerless_elk_permits.csv,RAC_CURRENT_YEAR_TOTAL_ONLY
EA2010,False,False,True,False,not_OIL_LE_PLE,O.T.C.,Elk,San Juan,0,0,0,,,50,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_private_lands_only_antlerless_elk_permits.csv,RAC_CURRENT_YEAR_TOTAL_ONLY
EA2011,False,False,True,False,not_OIL_LE_PLE,O.T.C.,Elk,Manti,0,0,0,,,300,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_private_lands_only_antlerless_elk_permits.csv,RAC_CURRENT_YEAR_TOTAL_ONLY
EA2012,False,False,True,False,not_OIL_LE_PLE,O.T.C.,Elk,"Wasatch Mtns, West",0,0,0,,,500,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_private_lands_only_antlerless_elk_permits.csv,RAC_CURRENT_YEAR_TOTAL_ONLY
EA2013,False,False,True,False,not_OIL_LE_PLE,O.T.C.,Elk,"Wasatch Mtns, Currant Creek",0,0,0,,,2000,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_private_lands_only_antlerless_elk_permits.csv,RAC_CURRENT_YEAR_TOTAL_ONLY
EA2014,False,False,True,False,not_OIL_LE_PLE,O.T.C.,Elk,"Wasatch Mtns, Avintaquin-White River",0,0,0,,,400,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_private_lands_only_antlerless_elk_permits.csv,RAC_CURRENT_YEAR_TOTAL_ONLY
EA2015,False,False,True,False,not_OIL_LE_PLE,O.T.C.,Elk,Paunsaugunt,0,0,0,,,75,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_private_lands_only_antlerless_elk_permits.csv,RAC_CURRENT_YEAR_TOTAL_ONLY
EA2016,False,False,True,False,not_OIL_LE_PLE,O.T.C.,Elk,Nebo,0,0,0,,,325,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_private_lands_only_antlerless_elk_permits.csv,RAC_CURRENT_YEAR_TOTAL_ONLY
EA2017,False,False,True,False,not_OIL_LE_PLE,O.T.C.,Elk,Mt Dutton,0,0,0,0,0,0,FALLBACK_EXISTING_2026_PERMITS,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,FALLBACK_EXISTING_2026_PERMITS
EA2018,False,False,True,False,not_OIL_LE_PLE,O.T.C.,Elk,Panguitch Lake,0,0,0,,,75,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_private_lands_only_antlerless_elk_permits.csv,RAC_CURRENT_YEAR_TOTAL_ONLY
EA2019,False,False,True,False,not_OIL_LE_PLE,O.T.C.,Elk,"West Desert, Tintic Valley",0,0,0,,,60,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_private_lands_only_antlerless_elk_permits.csv,RAC_CURRENT_YEAR_TOTAL_ONLY
EA2020,False,False,True,False,not_OIL_LE_PLE,O.T.C.,Elk,Zion,0,0,0,,,320,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_private_lands_only_antlerless_elk_permits.csv,RAC_CURRENT_YEAR_TOTAL_ONLY
EA2021,False,False,True,False,not_OIL_LE_PLE,O.T.C.,Elk,"Beaver, East",0,0,0,,,30,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_private_lands_only_antlerless_elk_permits.csv,RAC_CURRENT_YEAR_TOTAL_ONLY
EA2026,False,False,True,False,not_OIL_LE_PLE,O.T.C.,Elk,"Box Elder, Hansel Mtn",0,0,0,,,200,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_private_lands_only_antlerless_elk_permits.csv,RAC_CURRENT_YEAR_TOTAL_ONLY
EA2027,False,False,True,False,not_OIL_LE_PLE,O.T.C.,Elk,Cache,0,0,0,,,250,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_private_lands_only_antlerless_elk_permits.csv,RAC_CURRENT_YEAR_TOTAL_ONLY
EA2028,False,False,True,False,not_OIL_LE_PLE,O.T.C.,Elk,Vernal/Bonanza,0,0,0,,,450,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_private_lands_only_antlerless_elk_permits.csv,RAC_CURRENT_YEAR_TOTAL_ONLY
EA2029,False,False,True,False,not_OIL_LE_PLE,O.T.C.,Elk,"Nine Mile, Range Creek",0,0,0,,,150,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_private_lands_only_antlerless_elk_permits.csv,RAC_CURRENT_YEAR_TOTAL_ONLY
EA2030,False,False,True,False,not_OIL_LE_PLE,O.T.C.,Elk,Diamond Mtn,0,0,0,,,200,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_private_lands_only_antlerless_elk_permits.csv,RAC_CURRENT_YEAR_TOTAL_ONLY
EA2033,False,True,True,False,not_OIL_LE_PLE,General Season,Elk,Kamas,0,0,0,180,20,200,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,RAC_CURRENT_YEAR_SPLIT
EA2034,False,True,True,False,not_OIL_LE_PLE,General Season,Elk,"Nine Mile, Anthro",0,0,0,180,20,200,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,RAC_CURRENT_YEAR_SPLIT
EA2035,False,True,True,False,missing_forecast_quota,Limited Entry,Elk,Ogden,,,,,,,,,
