hunt_code,hunt_name,species,sex_type,weapon,hunt_type,season,database_allotment_2026_res,database_allotment_2026_nr,database_allotment_2026_total,recommended_res,recommended_nr,recommended_total,database_alignment,reconciliation_status,winner_source,confidence,source_support_count,source_presence,conflicting_sources,recommended_action,decision_reason,hanumber_status,hunttable_status,utahdraws_status,buck_deer_status,database_status
EA1040,"Monroe, Koosharem Valley",Elk,Antlerless,Any Legal Weapon,General Season,Aug 01 2024 - Aug 15 2024,7,1,8,7,1,8,DATABASE_MATCHES_RECOMMENDED,RECONCILED_DATABASE_ALLOTMENT_EXACT_MATCH,HANUMBER,MEDIUM_SINGLE_SOURCE,1,HANUMBER|DATABASE,,PROMOTE_CANDIDATE_AFTER_REVIEW,hanumber selected as the only non-database source with permit values.,OK,DATABASE_ONLY,DATABASE_ONLY,,HISTORICAL_2025_ONLY_NOT_ACTIVE_2026
EA1044,"Morgan-South Rich, South Rich",Elk,Antlerless,Any Legal Weapon,General Season,Dec 01 2026 - Jan 31 2027,31,4,35,31,4,35,DATABASE_MATCHES_RECOMMENDED,RECONCILED_DATABASE_ALLOTMENT_EXACT_MATCH,HANUMBER,HIGH_CONFIRMED_2PLUS,2,HANUMBER|HUNTTABLE|DATABASE,,PROMOTE_CANDIDATE_AFTER_REVIEW,hanumber selected and exactly supported by 2 non-database source(s).,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,LIVE_DWR_RES_NR_SPLIT
EA1049,"Mt Dutton, Deep Creek",Elk,Antlerless,Any Legal Weapon,General Season,Nov 22 2025 - Dec 07 2025,67,8,75,67,8,75,DATABASE_MATCHES_RECOMMENDED,RECONCILED_DATABASE_ALLOTMENT_EXACT_MATCH,HANUMBER,HIGH_CONFIRMED_2PLUS,2,HANUMBER|HUNTTABLE|DATABASE,,PROMOTE_CANDIDATE_AFTER_REVIEW,hanumber selected and exactly supported by 2 non-database source(s).,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,LIVE_DWR_RES_NR_SPLIT
EA1053,"Nine Mile, West Anthro",Elk,Antlerless,Any Legal Weapon,General Season,Jan 16 2027 - Jan 24 2027,45,5,50,45,5,50,DATABASE_MATCHES_RECOMMENDED,RECONCILED_DATABASE_ALLOTMENT_EXACT_MATCH,HUNTTABLE,MEDIUM_SINGLE_SOURCE,1,HUNTTABLE|DATABASE,,PROMOTE_CANDIDATE_AFTER_REVIEW,hunttable selected as the only non-database source with permit values.,,LIVE_ONLY,,,RECONCILED_2026_RECOMMENDED_RES_NR_SPLIT
EA1054,"Nine Mile, West Anthro",Elk,Antlerless,Any Legal Weapon,General Season,Dec 12 2026 - Dec 31 2026,90,10,100,90,10,100,DATABASE_MATCHES_RECOMMENDED,RECONCILED_DATABASE_ALLOTMENT_EXACT_MATCH,HANUMBER,HIGH_CONFIRMED_2PLUS,2,HANUMBER|HUNTTABLE|DATABASE,,PROMOTE_CANDIDATE_AFTER_REVIEW,hanumber selected and exactly supported by 2 non-database source(s).,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,RECONCILED_2026_ELK_ANTLERLESS_RECOMMENDED_CONFIRMED
EA1056,"North Slope, Greendale",Elk,Antlerless,Any Legal Weapon,General Season,Nov 14 2026 - Nov 29 2026,4,1,5,4,1,5,DATABASE_MATCHES_RECOMMENDED,RECONCILED_DATABASE_ALLOTMENT_EXACT_MATCH,HANUMBER,HIGH_CONFIRMED_2PLUS,2,HANUMBER|HUNTTABLE|DATABASE,,PROMOTE_CANDIDATE_AFTER_REVIEW,hanumber selected and exactly supported by 2 non-database source(s).,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,LIVE_DWR_RES_NR_SPLIT
EA1058,"North Slope, Henry's Fork-Burnt Fork",Elk,Antlerless,Any Legal Weapon,General Season,Nov 07 2026 - Jan 30 2027,90,10,100,90,10,100,DATABASE_MATCHES_RECOMMENDED,RECONCILED_DATABASE_ALLOTMENT_EXACT_MATCH,HANUMBER,HIGH_CONFIRMED_2PLUS,2,HANUMBER|HUNTTABLE|DATABASE,,PROMOTE_CANDIDATE_AFTER_REVIEW,hanumber selected and exactly supported by 2 non-database source(s).,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,LIVE_DWR_RES_NR_SPLIT
EA1060,"North Slope, West Daggett",Elk,Antlerless,Muzzleloader,General Season,Oct 28 2026 - Nov 05 2026,18,2,20,18,2,20,DATABASE_MATCHES_RECOMMENDED,RECONCILED_DATABASE_ALLOTMENT_EXACT_MATCH,HANUMBER,HIGH_CONFIRMED_2PLUS,2,HANUMBER|HUNTTABLE|DATABASE,,PROMOTE_CANDIDATE_AFTER_REVIEW,hanumber selected and exactly supported by 2 non-database source(s).,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,LIVE_DWR_RES_NR_SPLIT
EA1061,"North Slope, West Daggett",Elk,Antlerless,Muzzleloader,General Season,Sept 23 2026 - Oct 01 2026,18,2,20,18,2,20,DATABASE_MATCHES_RECOMMENDED,RECONCILED_DATABASE_ALLOTMENT_EXACT_MATCH,HANUMBER,HIGH_CONFIRMED_2PLUS,2,HANUMBER|HUNTTABLE|DATABASE,,PROMOTE_CANDIDATE_AFTER_REVIEW,hanumber selected and exactly supported by 2 non-database source(s).,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,LIVE_DWR_RES_NR_SPLIT
EA1063,Ogden,Elk,Antlerless,Any Legal Weapon,General Season,Oct 03 2026 - Oct 25 2026,90,10,100,90,10,100,DATABASE_MATCHES_RECOMMENDED,RECONCILED_DATABASE_ALLOTMENT_EXACT_MATCH,HANUMBER,HIGH_CONFIRMED_2PLUS,2,HANUMBER|HUNTTABLE|DATABASE,,PROMOTE_CANDIDATE_AFTER_REVIEW,hanumber selected and exactly supported by 2 non-database source(s).,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,RECONCILED_2026_ELK_ANTLERLESS_RECOMMENDED_CONFIRMED
EA1064,Ogden,Elk,Antlerless,Any Legal Weapon,General Season,Nov 07 2026 - Nov 29 2026,67,8,75,67,8,75,DATABASE_MATCHES_RECOMMENDED,RECONCILED_DATABASE_ALLOTMENT_EXACT_MATCH,HANUMBER,HIGH_CONFIRMED_2PLUS,2,HANUMBER|HUNTTABLE|DATABASE,,PROMOTE_CANDIDATE_AFTER_REVIEW,hanumber selected and exactly supported by 2 non-database source(s).,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,LIVE_DWR_RES_NR_SPLIT
EA1069,Panguitch Lake,Elk,Antlerless,Any Legal Weapon,General Season,Nov 21 2026 - Nov 29 2026,22,3,25,22,3,25,DATABASE_MATCHES_RECOMMENDED,RECONCILED_DATABASE_ALLOTMENT_EXACT_MATCH,HANUMBER,HIGH_CONFIRMED_2PLUS,2,HANUMBER|HUNTTABLE|DATABASE,,PROMOTE_CANDIDATE_AFTER_REVIEW,hanumber selected and exactly supported by 2 non-database source(s).,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,RECONCILED_2026_ELK_ANTLERLESS_RECOMMENDED_CONFIRMED
EA1073,Paunsaugunt,Elk,Antlerless,Any Legal Weapon,General Season,Nov 21 2026 - Dec 31 2026,18,2,20,18,2,20,DATABASE_MATCHES_RECOMMENDED,RECONCILED_DATABASE_ALLOTMENT_EXACT_MATCH,HANUMBER,HIGH_CONFIRMED_2PLUS,2,HANUMBER|HUNTTABLE|DATABASE,,PROMOTE_CANDIDATE_AFTER_REVIEW,hanumber selected and exactly supported by 2 non-database source(s).,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,LIVE_DWR_RES_NR_SPLIT
EA1074,Pine Valley,Elk,Antlerless,Any Legal Weapon,General Season,Oct 04 2024 - Oct 29 2024,4,1,5,4,1,5,DATABASE_MATCHES_RECOMMENDED,RECONCILED_DATABASE_ALLOTMENT_EXACT_MATCH,HANUMBER,MEDIUM_SINGLE_SOURCE,1,HANUMBER|DATABASE,,PROMOTE_CANDIDATE_AFTER_REVIEW,hanumber selected as the only non-database source with permit values.,OK,DATABASE_ONLY,DATABASE_ONLY,,HISTORICAL_2025_ONLY_NOT_ACTIVE_2026
EA1075,Boulder East,Elk,Antlerless,Any Legal Weapon,General Season,Nov 21 2026 - Dec 31 2026,45,5,50,45,5,50,DATABASE_MATCHES_RECOMMENDED,RECONCILED_DATABASE_ALLOTMENT_EXACT_MATCH,HANUMBER,HIGH_CONFIRMED_2PLUS,2,HANUMBER|HUNTTABLE|DATABASE,,PROMOTE_CANDIDATE_AFTER_REVIEW,hanumber selected and exactly supported by 2 non-database source(s).,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,LIVE_DWR_RES_NR_SPLIT
EA1076,Boulder West,Elk,Antlerless,Any Legal Weapon,General Season,Nov 21 2026 - Dec 31 2026,45,5,50,45,5,50,DATABASE_MATCHES_RECOMMENDED,RECONCILED_DATABASE_ALLOTMENT_EXACT_MATCH,HANUMBER,HIGH_CONFIRMED_2PLUS,2,HANUMBER|HUNTTABLE|DATABASE,,PROMOTE_CANDIDATE_AFTER_REVIEW,hanumber selected and exactly supported by 2 non-database source(s).,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,LIVE_DWR_RES_NR_SPLIT
EA1077,Boulder-Circle Cliffs,Elk,Antlerless,Any Legal Weapon,General Season,Oct 07 2026 - Jan 10 2027,27,3,30,27,3,30,DATABASE_MATCHES_RECOMMENDED,RECONCILED_DATABASE_ALLOTMENT_EXACT_MATCH,HANUMBER,HIGH_CONFIRMED_2PLUS,2,HANUMBER|HUNTTABLE|DATABASE,,PROMOTE_CANDIDATE_AFTER_REVIEW,hanumber selected and exactly supported by 2 non-database source(s).,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,LIVE_DWR_RES_NR_SPLIT
EA1078,Fishlake/Thousand Lakes,Elk,Antlerless,Any Legal Weapon,General Season,Oct 03 2026 - Oct 15 2026,243,27,270,243,27,270,DATABASE_MATCHES_RECOMMENDED,RECONCILED_DATABASE_ALLOTMENT_EXACT_MATCH,HANUMBER,HIGH_CONFIRMED_2PLUS,2,HANUMBER|HUNTTABLE|DATABASE,,PROMOTE_CANDIDATE_AFTER_REVIEW,hanumber selected and exactly supported by 2 non-database source(s).,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,LIVE_DWR_RES_NR_SPLIT
EA1079,Fishlake/Thousand Lakes East,Elk,Antlerless,Any Legal Weapon,General Season,Nov 21 2026 - Dec 30 2026,58,7,65,58,7,65,DATABASE_MATCHES_RECOMMENDED,RECONCILED_DATABASE_ALLOTMENT_EXACT_MATCH,HANUMBER,HIGH_CONFIRMED_2PLUS,2,HANUMBER|HUNTTABLE|DATABASE,,PROMOTE_CANDIDATE_AFTER_REVIEW,hanumber selected and exactly supported by 2 non-database source(s).,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,LIVE_DWR_RES_NR_SPLIT
EA1080,Fishlake/Thousand Lakes West,Elk,Antlerless,Any Legal Weapon,General Season,Nov 21 2026 - Dec 30 2026,54,6,60,54,6,60,DATABASE_MATCHES_RECOMMENDED,RECONCILED_DATABASE_ALLOTMENT_EXACT_MATCH,HANUMBER,HIGH_CONFIRMED_2PLUS,2,HANUMBER|HUNTTABLE|DATABASE,,PROMOTE_CANDIDATE_AFTER_REVIEW,hanumber selected and exactly supported by 2 non-database source(s).,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,LIVE_DWR_RES_NR_SPLIT
EA1081,San Juan,Elk,Antlerless,Any Legal Weapon,General Season,Oct 03 2026 - Oct 15 2026,112,13,125,112,13,125,DATABASE_MATCHES_RECOMMENDED,RECONCILED_DATABASE_ALLOTMENT_EXACT_MATCH,HANUMBER,HIGH_CONFIRMED_2PLUS,2,HANUMBER|HUNTTABLE|DATABASE,,PROMOTE_CANDIDATE_AFTER_REVIEW,hanumber selected and exactly supported by 2 non-database source(s).,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,LIVE_DWR_RES_NR_SPLIT
EA1082,San Juan,Elk,Antlerless,Any Legal Weapon,General Season,Nov 19 2026 - Dec 31 2026,112,13,125,112,13,125,DATABASE_MATCHES_RECOMMENDED,RECONCILED_DATABASE_ALLOTMENT_EXACT_MATCH,HANUMBER,HIGH_CONFIRMED_2PLUS,2,HANUMBER|HUNTTABLE|DATABASE,,PROMOTE_CANDIDATE_AFTER_REVIEW,hanumber selected and exactly supported by 2 non-database source(s).,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,LIVE_DWR_RES_NR_SPLIT
EA1084,"San Rafael, North",Elk,Antlerless,Any Legal Weapon,General Season,Nov 07 2026 - Jan 31 2027,4,1,5,4,1,5,DATABASE_MATCHES_RECOMMENDED,RECONCILED_DATABASE_ALLOTMENT_EXACT_MATCH,HANUMBER,HIGH_CONFIRMED_2PLUS,2,HANUMBER|HUNTTABLE|DATABASE,,PROMOTE_CANDIDATE_AFTER_REVIEW,hanumber selected and exactly supported by 2 non-database source(s).,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,LIVE_DWR_RES_NR_SPLIT
EA1085,Vernal/Bonanza,Elk,Antlerless,Archery,General Season,Aug 15 2026 - Sept 16 2026,90,10,100,90,10,100,DATABASE_MATCHES_RECOMMENDED,RECONCILED_DATABASE_ALLOTMENT_EXACT_MATCH,HANUMBER,HIGH_CONFIRMED_2PLUS,2,HANUMBER|HUNTTABLE|DATABASE,,PROMOTE_CANDIDATE_AFTER_REVIEW,hanumber selected and exactly supported by 2 non-database source(s).,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,LIVE_DWR_RES_NR_SPLIT
EA1087,Bonanza/Vernal,Elk,Antlerless,Any Legal Weapon,General Season,Oct 03 2026 - Oct 16 2026,90,10,100,90,10,100,DATABASE_MATCHES_RECOMMENDED,RECONCILED_DATABASE_ALLOTMENT_EXACT_MATCH,HANUMBER,HIGH_CONFIRMED_2PLUS,2,HANUMBER|HUNTTABLE|DATABASE,,PROMOTE_CANDIDATE_AFTER_REVIEW,hanumber selected and exactly supported by 2 non-database source(s).,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,LIVE_DWR_RES_NR_SPLIT
EA1089,Diamond Mtn,Elk,Antlerless,Any Legal Weapon,General Season,Oct 31 2026 - Nov 08 2026,45,5,50,45,5,50,DATABASE_MATCHES_RECOMMENDED,RECONCILED_DATABASE_ALLOTMENT_EXACT_MATCH,HANUMBER,HIGH_CONFIRMED_2PLUS,2,HANUMBER|HUNTTABLE|DATABASE,,PROMOTE_CANDIDATE_AFTER_REVIEW,hanumber selected and exactly supported by 2 non-database source(s).,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,LIVE_DWR_RES_NR_SPLIT
EA1090,Diamond Mtn,Elk,Antlerless,Any Legal Weapon,General Season,Nov 14 2026 - Nov 22 2026,45,5,50,45,5,50,DATABASE_MATCHES_RECOMMENDED,RECONCILED_DATABASE_ALLOTMENT_EXACT_MATCH,HANUMBER,HIGH_CONFIRMED_2PLUS,2,HANUMBER|HUNTTABLE|DATABASE,,PROMOTE_CANDIDATE_AFTER_REVIEW,hanumber selected and exactly supported by 2 non-database source(s).,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,LIVE_DWR_RES_NR_SPLIT
EA1094,"Vernal, Mosby Mtn",Elk,Antlerless,Any Legal Weapon,General Season,Nov 07 2026 - Jan 03 2027,90,10,100,90,10,100,DATABASE_MATCHES_RECOMMENDED,RECONCILED_DATABASE_ALLOTMENT_EXACT_MATCH,HANUMBER,HIGH_CONFIRMED_2PLUS,2,HANUMBER|HUNTTABLE|DATABASE,,PROMOTE_CANDIDATE_AFTER_REVIEW,hanumber selected and exactly supported by 2 non-database source(s).,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,LIVE_DWR_RES_NR_SPLIT
EA1101,Southwest Desert,Elk,Antlerless,Any Legal Weapon,General Season,Nov 20 2026 - Jan 10 2027,90,10,100,90,10,100,DATABASE_MATCHES_RECOMMENDED,RECONCILED_DATABASE_ALLOTMENT_EXACT_MATCH,HANUMBER,HIGH_CONFIRMED_2PLUS,2,HANUMBER|HUNTTABLE|DATABASE,,PROMOTE_CANDIDATE_AFTER_REVIEW,hanumber selected and exactly supported by 2 non-database source(s).,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,LIVE_DWR_RES_NR_SPLIT
EA1106,"Wasatch Mtns, Avintaquin",Elk,Antlerless,Any Legal Weapon,General Season,Jan 02 2027 - Jan 17 2027,180,20,200,180,20,200,DATABASE_MATCHES_RECOMMENDED,RECONCILED_DATABASE_ALLOTMENT_EXACT_MATCH,HANUMBER,HIGH_CONFIRMED_2PLUS,2,HANUMBER|HUNTTABLE|DATABASE,,PROMOTE_CANDIDATE_AFTER_REVIEW,hanumber selected and exactly supported by 2 non-database source(s).,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,LIVE_DWR_RES_NR_SPLIT
EA1107,"Wasatch Mtns, Currant Creek",Elk,Antlerless,Any Legal Weapon,General Season,Oct 03 2026 - Oct 15 2026,180,20,200,180,20,200,DATABASE_MATCHES_RECOMMENDED,RECONCILED_DATABASE_ALLOTMENT_EXACT_MATCH,HUNTTABLE,MEDIUM_SINGLE_SOURCE,1,HUNTTABLE|DATABASE,,PROMOTE_CANDIDATE_AFTER_REVIEW,hunttable selected as the only non-database source with permit values.,,LIVE_ONLY,,,RECONCILED_2026_RECOMMENDED_RES_NR_SPLIT
EA1110,"Wasatch Mtns, Salt Lake",Elk,Antlerless,Any Legal Weapon,General Season,Nov 14 2026 - Jan 31 2027,40,5,45,40,5,45,DATABASE_MATCHES_RECOMMENDED,RECONCILED_DATABASE_ALLOTMENT_EXACT_MATCH,HANUMBER,HIGH_CONFIRMED_2PLUS,2,HANUMBER|HUNTTABLE|DATABASE,,PROMOTE_CANDIDATE_AFTER_REVIEW,hanumber selected and exactly supported by 2 non-database source(s).,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,LIVE_DWR_RES_NR_SPLIT
EA1111,"Wasatch Mtns, Wallsburg",Elk,Antlerless,Any Legal Weapon,General Season,Nov 14 2026 - Dec 13 2026,31,4,35,31,4,35,DATABASE_MATCHES_RECOMMENDED,RECONCILED_DATABASE_ALLOTMENT_EXACT_MATCH,HANUMBER,HIGH_CONFIRMED_2PLUS,2,HANUMBER|HUNTTABLE|DATABASE,,PROMOTE_CANDIDATE_AFTER_REVIEW,hanumber selected and exactly supported by 2 non-database source(s).,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,LIVE_DWR_RES_NR_SPLIT
EA1112,"Wasatch Mtns, Wallsburg",Elk,Antlerless,Any Legal Weapon,General Season,Dec 19 2026 - Jan 31 2027,49,6,55,49,6,55,DATABASE_MATCHES_RECOMMENDED,RECONCILED_DATABASE_ALLOTMENT_EXACT_MATCH,HANUMBER,HIGH_CONFIRMED_2PLUS,2,HANUMBER|HUNTTABLE|DATABASE,,PROMOTE_CANDIDATE_AFTER_REVIEW,hanumber selected and exactly supported by 2 non-database source(s).,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,LIVE_DWR_RES_NR_SPLIT
EA1113,"Wasatch Mtns, West Heber",Elk,Antlerless,Any Legal Weapon,General Season,Nov 14 2026 - Jan 31 2027,27,3,30,27,3,30,DATABASE_MATCHES_RECOMMENDED,RECONCILED_DATABASE_ALLOTMENT_EXACT_MATCH,HANUMBER,HIGH_CONFIRMED_2PLUS,2,HANUMBER|HUNTTABLE|DATABASE,,PROMOTE_CANDIDATE_AFTER_REVIEW,hanumber selected and exactly supported by 2 non-database source(s).,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,LIVE_DWR_RES_NR_SPLIT
EA1114,"Wasatch Mtns, West Timpanogos",Elk,Antlerless,Any Legal Weapon,General Season,Nov 14 2026 - Jan 31 2027,22,3,25,22,3,25,DATABASE_MATCHES_RECOMMENDED,RECONCILED_DATABASE_ALLOTMENT_EXACT_MATCH,HANUMBER,HIGH_CONFIRMED_2PLUS,2,HANUMBER|HUNTTABLE|DATABASE,,PROMOTE_CANDIDATE_AFTER_REVIEW,hanumber selected and exactly supported by 2 non-database source(s).,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,LIVE_DWR_RES_NR_SPLIT
EA1116,Zion,Elk,Antlerless,Any Legal Weapon,General Season,Oct 07 2024 - Oct 30 2024,18,2,20,18,2,20,DATABASE_MATCHES_RECOMMENDED,RECONCILED_DATABASE_ALLOTMENT_EXACT_MATCH,HANUMBER,MEDIUM_SINGLE_SOURCE,1,HANUMBER|DATABASE,,PROMOTE_CANDIDATE_AFTER_REVIEW,hanumber selected as the only non-database source with permit values.,OK,DATABASE_ONLY,DATABASE_ONLY,,HISTORICAL_2025_ONLY_NOT_ACTIVE_2026
EA1117,Zion,Elk,Antlerless,Any Legal Weapon,General Season,Nov 11 2026 - Jan 10 2027,198,22,220,198,22,220,DATABASE_MATCHES_RECOMMENDED,RECONCILED_DATABASE_ALLOTMENT_EXACT_MATCH,HANUMBER,HIGH_CONFIRMED_2PLUS,2,HANUMBER|HUNTTABLE|DATABASE,,PROMOTE_CANDIDATE_AFTER_REVIEW,hanumber selected and exactly supported by 2 non-database source(s).,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,LIVE_DWR_RES_NR_SPLIT
EA1118,Alton CWMU,Elk,Antlerless,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,6,0,6,6,0,6,DATABASE_MATCHES_RECOMMENDED,RECONCILED_DATABASE_ALLOTMENT_EXACT_MATCH,HANUMBER,MEDIUM_TOTAL_CONFIRMED,1,HANUMBER|HUNTTABLE|DATABASE,,PROMOTE_TOTAL_AFTER_SPLIT_REVIEW,hanumber selected; total is supported by hunttable.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED
EA1119,Bar J Ranch CWMU,Elk,Antlerless,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,12,0,12,12,0,12,DATABASE_MATCHES_RECOMMENDED,RECONCILED_DATABASE_ALLOTMENT_EXACT_MATCH,HANUMBER,MEDIUM_TOTAL_CONFIRMED,1,HANUMBER|HUNTTABLE|DATABASE,,PROMOTE_TOTAL_AFTER_SPLIT_REVIEW,hanumber selected; total is supported by hunttable.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED
EA1120,Bear Mountain CWMU,Elk,Antlerless,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,20,0,20,20,0,20,DATABASE_MATCHES_RECOMMENDED,RECONCILED_DATABASE_ALLOTMENT_EXACT_MATCH,HANUMBER,MEDIUM_TOTAL_CONFIRMED,1,HANUMBER|HUNTTABLE|DATABASE,,PROMOTE_TOTAL_AFTER_SPLIT_REVIEW,hanumber selected; total is supported by hunttable.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED
EA1121,Boobe Hole CWMU,Elk,Antlerless,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,10,0,10,10,0,10,DATABASE_MATCHES_RECOMMENDED,RECONCILED_DATABASE_ALLOTMENT_EXACT_MATCH,HANUMBER,MEDIUM_TOTAL_CONFIRMED,1,HANUMBER|HUNTTABLE|DATABASE,,PROMOTE_TOTAL_AFTER_SPLIT_REVIEW,hanumber selected; total is supported by hunttable.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED
EA1122,Causey Spring CWMU,Elk,Antlerless,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,5,0,5,5,0,5,DATABASE_MATCHES_RECOMMENDED,RECONCILED_DATABASE_ALLOTMENT_EXACT_MATCH,HANUMBER,MEDIUM_TOTAL_CONFIRMED,1,HANUMBER|HUNTTABLE|DATABASE,,PROMOTE_TOTAL_AFTER_SPLIT_REVIEW,hanumber selected; total is supported by hunttable.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED
EA1124,Chimney Rock CWMU,Elk,Antlerless,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,12,0,12,12,0,12,DATABASE_MATCHES_RECOMMENDED,RECONCILED_DATABASE_ALLOTMENT_EXACT_MATCH,HANUMBER,MEDIUM_TOTAL_CONFIRMED,1,HANUMBER|HUNTTABLE|DATABASE,,PROMOTE_TOTAL_AFTER_SPLIT_REVIEW,hanumber selected; total is supported by hunttable.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED
EA1125,Coldwater Ranch CWMU,Elk,Antlerless,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,25,0,25,25,0,25,DATABASE_MATCHES_RECOMMENDED,RECONCILED_DATABASE_ALLOTMENT_EXACT_MATCH,HANUMBER,MEDIUM_TOTAL_CONFIRMED,1,HANUMBER|HUNTTABLE|DATABASE,,PROMOTE_TOTAL_AFTER_SPLIT_REVIEW,hanumber selected; total is supported by hunttable.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED
EA1126,Cotton Thomas CWMU,Elk,Antlerless,Any Legal Weapon,CWMU,Contact Operator for 2024 season dates,5,0,5,5,0,5,DATABASE_MATCHES_RECOMMENDED,RECONCILED_DATABASE_ALLOTMENT_EXACT_MATCH,HANUMBER,MEDIUM_SINGLE_SOURCE,1,HANUMBER|DATABASE,,PROMOTE_CANDIDATE_AFTER_REVIEW,hanumber selected as the only non-database source with permit values.,OK,DATABASE_ONLY,DATABASE_ONLY,,RECONCILED_2026_TOTAL_MATCH_SPLIT_FILLED
EA1129,Deseret CWMU,Elk,Antlerless,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,360,0,360,360,0,360,DATABASE_MATCHES_RECOMMENDED,RECONCILED_DATABASE_ALLOTMENT_EXACT_MATCH,HANUMBER,MEDIUM_TOTAL_CONFIRMED,1,HANUMBER|HUNTTABLE|DATABASE,,PROMOTE_TOTAL_AFTER_SPLIT_REVIEW,hanumber selected; total is supported by hunttable.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,RECONCILED_2026_ELK_ANTLERLESS_RECOMMENDED_CONFIRMED
EA1130,Double Cone CWMU,Elk,Antlerless,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,7,0,7,7,0,7,DATABASE_MATCHES_RECOMMENDED,RECONCILED_DATABASE_ALLOTMENT_EXACT_MATCH,HANUMBER,MEDIUM_TOTAL_CONFIRMED,1,HANUMBER|HUNTTABLE|DATABASE,,PROMOTE_TOTAL_AFTER_SPLIT_REVIEW,hanumber selected; total is supported by hunttable.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED
EA1131,Durst Mountain CWMU,Elk,Antlerless,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,30,0,30,30,0,30,DATABASE_MATCHES_RECOMMENDED,RECONCILED_DATABASE_ALLOTMENT_EXACT_MATCH,HANUMBER,MEDIUM_TOTAL_CONFIRMED,1,HANUMBER|HUNTTABLE|DATABASE,,PROMOTE_TOTAL_AFTER_SPLIT_REVIEW,hanumber selected; total is supported by hunttable.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED
