hunt_code,hunt_name,species,permits_2024_res,permits_2024_nr,permits_2024_total,permits_2024_source
EB3555,Spring Creek/Dodge CWMU,Elk,1,0,1,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
DB1299,Summit Point CWMU,Deer,1,0,1,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
EA1171,Summit Point CWMU,Elk,2,0,2,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
EB3558,Summit Point CWMU,Elk,1,0,1,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
DB1282,Redd Ranches CWMU,Deer,1,0,1,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
EA1157,Redd Ranches CWMU,Elk,17,0,17,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
EB3544,Redd Ranches CWMU,Elk,1,0,1,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
DB1253,Circle E Ranch CWMU,Deer,1,0,1,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
EA1143,Circle E Ranch CWMU,Elk,13,0,13,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
EB3529,Circle E Ranch CWMU,Elk,1,0,1,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
DB1249,Hiawatha CWMU,Deer,1,0,1,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
EA1141,Hiawatha CWMU,Elk,5,0,5,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
EB3526,Hiawatha CWMU,Elk,1,0,1,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
DB1261,Minnie Maud Ridge CWMU,Deer,1,0,1,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
EA1149,Minnie Maud Ridge CWMU,Elk,4,0,4,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
EB3536,Minnie Maud Ridge CWMU,Elk,1,0,1,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
DB1292,Soldier Summit CWMU,Deer,1,0,1,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
EA1166,Soldier Summit CWMU,Elk,4,0,4,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
EB3553,Soldier Summit CWMU,Elk,1,0,1,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
DB1301,Three C CWMU,Deer,1,0,1,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
EA1172,Three C CWMU,Elk,7,0,7,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
EB3559,Three C CWMU,Elk,1,0,1,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
DB1230,Double R Ranch CWMU,Deer,1,0,1,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
EB3604,Double R Ranch CWMU,Elk,1,0,1,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
DB1248,Heaston East CWMU,Deer,1,0,1,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
EA1140,Heaston East CWMU,Elk,6,0,6,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
EB3525,Heaston East CWMU,Elk,2,0,2,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
DB1337,Little Pole Canyon CWMU,Deer,1,0,1,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
EA1256,Little Pole Canyon CWMU,Elk,6,0,6,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
EB3613,Little Pole Canyon CWMU,Elk,1,0,1,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
PB5325,Allen Ranch CWMU,Pronghorn,1,0,1,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
PB5314,Westlake CWMU,Pronghorn,1,0,1,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
PD1031,Westlake CWMU,Pronghorn,4,0,4,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
DB1204,Bally Watts CWMU,Deer,1,0,1,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
DB1217,Causey Spring CWMU,Deer,1,0,1,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
EA1122,Causey Spring CWMU,Elk,2,0,2,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
EB3506,Causey Spring CWMU,Elk,1,0,1,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
MB6202,Causey Spring CWMU,Moose,1,0,1,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
DB1298,Strawberry Ridge CWMU,Deer,1,0,1,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
EA1170,Strawberry Ridge CWMU,Elk,5,0,5,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
EB3557,Strawberry Ridge CWMU,Elk,1,0,1,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
MB6222,Strawberry Ridge CWMU,Moose,1,0,1,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
DB1260,Middle Ridge CWMU,Deer,2,0,2,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
DB1232,Durst Mountain CWMU,Deer,1,0,1,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
EA1131,Durst Mountain CWMU,Elk,13,0,13,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
EB3516,Durst Mountain CWMU,Elk,1,0,1,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
DB1228,Deseret CWMU,Deer,4,0,4,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
EA1129,Deseret CWMU,Elk,171,0,171,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
EB3514,Deseret CWMU,Elk,6,0,6,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
MB6206,Deseret CWMU,Moose,1,0,1,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
PB5302,Deseret CWMU,Pronghorn,6,0,6,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
EA1257,Tunnel Hollow CWMU,Elk,2,0,2,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
EB3614,Tunnel Hollow CWMU,Elk,1,0,1,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
DB1312,Woodruff Creek South CWMU,Deer,1,0,1,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
EA1177,Woodruff Creek South CWMU,Elk,2,0,2,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
EB3564,Woodruff Creek South CWMU,Elk,1,0,1,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
MB6256,Woodruff Creek South CWMU,Moose,1,0,1,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
DB1265,Mountain Top CWMU,Deer,1,0,1,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
DB1245,Guildersleeve CWMU,Deer,1,0,1,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
EA1138,Guildersleeve CWMU,Elk,6,0,6,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
EB3523,Guildersleeve CWMU,Elk,1,0,1,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
DB1286,Pisgah Mountain CWMU,Deer,1,0,1,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
DB1207,Bear Springs CWMU,Deer,1,0,1,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
EA1198,Bear Springs CWMU,Elk,2,0,2,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
EB3503,Bear Springs CWMU,Elk,1,0,1,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
EA1164,SJ Ranch CWMU,Elk,3,0,3,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
EB3551,SJ Ranch CWMU,Elk,1,0,1,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
DB1246,Hardscrabble CWMU,Deer,1,0,1,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
EA1139,Hardscrabble CWMU,Elk,4,0,4,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
EB3524,Hardscrabble CWMU,Elk,1,0,1,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
MB6251,Hardscrabble CWMU,Moose,1,0,1,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
DB1290,Skull Crack CWMU,Deer,1,0,1,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
EA1165,Skull Crack CWMU,Elk,7,0,7,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
EB3552,Skull Crack CWMU,Elk,1,0,1,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
MB6219,Skull Crack CWMU,Moose,1,0,1,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
DB1238,Folley Ridge CWMU,Deer,2,0,2,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
EA1135,Folley Ridge CWMU,Elk,6,0,6,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
EB3520,Folley Ridge CWMU,Elk,1,0,1,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
DB1317,Jacob's Creek CWMU,Deer,1,0,1,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
EB3530,Jacob's Creek CWMU,Elk,1,0,1,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
DB1202,Antelope Creek CWMU,Deer,1,0,1,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
PB5300,Antelope Creek CWMU,Pronghorn,1,0,1,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
DB1206,Bear Mountain CWMU,Deer,1,0,1,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
EA1120,Bear Mountain CWMU,Elk,9,0,9,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
EB3502,Bear Mountain CWMU,Elk,1,0,1,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
DB1291,Skull Valley South CWMU,Deer,1,0,1,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
PB5309,Skull Valley South CWMU,Pronghorn,1,0,1,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
DB1305,Wallsburg CWMU,Deer,1,0,1,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
EA1175,Wallsburg CWMU,Elk,5,0,5,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
EB3562,Wallsburg CWMU,Elk,1,0,1,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
DA1012,Junction Valley CWMU,Deer,9,0,9,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
DB1256,Junction Valley CWMU,Deer,2,0,2,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
EB3533,Junction Valley CWMU,Elk,1,0,1,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
MB6262,Junction Valley CWMU,Moose,1,0,1,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
PB5306,Rabbit Creek CWMU,Pronghorn,1,0,1,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
DB1275,Pine Canyon CWMU,Deer,1,0,1,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
DB1215,Buckhorn Ranch CWMU,Deer,1,0,1,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
DB1203,Avintaquin Canyon CWMU,Deer,1,0,1,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
EA1233,Avintaquin Canyon CWMU,Elk,3,0,3,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
EB3608,Avintaquin Canyon CWMU,Elk,1,0,1,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
DB1300,Thatcher Mountain CWMU,Deer,1,0,1,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
PB5305,Park Valley CWMU,Pronghorn,1,0,1,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
DB1212,Bluebell CWMU,Deer,1,0,1,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
DB1227,Deer Haven CWMU,Deer,1,0,1,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
DB1077,Box Elder,Deer,4,2,6,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
DB1501,Box Elder,Deer,277,26,303,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
DB1531,Box Elder,Deer,1175,157,1332,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
DB1561,Box Elder,Deer,492,24,516,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
DB1770,Box Elder,Deer,14,0,14,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
DB1054,Ogden,Deer,5,1,6,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
DB1514,Ogden,Deer,258,9,267,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
DB1544,Ogden,Deer,541,31,572,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
DB1574,Ogden,Deer,263,3,266,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
DB1783,Ogden,Deer,40,0,40,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
EA1063,Ogden,Elk,23,3,26,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
EA1064,Ogden,Elk,20,1,21,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
MB6008,Ogden,Moose,4,1,5,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
DB1030,Kamas,Deer,3,1,4,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
DB1508,Kamas,Deer,232,7,239,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
DB1538,Kamas,Deer,335,22,357,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
DB1568,Kamas,Deer,185,7,192,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
DB1592,Kamas,Deer,118,17,135,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
DB1777,Kamas,Deer,46,1,47,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
EA1033,Kamas,Elk,53,9,62,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
EA2033,Kamas,Elk,26,4,30,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
MB6004,Kamas,Moose,1,0,1,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
DB1065,North Slope,Deer,2,1,3,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
DB1513,North Slope,Deer,158,32,190,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
DB1543,North Slope,Deer,368,28,396,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
DB1573,North Slope,Deer,171,16,187,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
DB1598,North Slope,Deer,203,23,226,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
DB1782,North Slope,Deer,42,0,42,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
BR7118,Yellowstone,Black Bear,2,0,2,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
BR7219,Yellowstone,Black Bear,2,0,2,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
BR7314,Yellowstone,Black Bear,1,0,1,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
DB1039,Yellowstone,Deer,2,1,3,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
DB1523,Yellowstone,Deer,90,8,98,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
DB1553,Yellowstone,Deer,304,30,334,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
DB1583,Yellowstone,Deer,91,10,101,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
DB1792,Yellowstone,Deer,29,1,30,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
EA1244,Yellowstone,Elk,74,11,85,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
EA1245,Yellowstone,Elk,22,1,23,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
EA2037,Yellowstone,Elk,35,13,48,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
MB6010,Yellowstone,Moose,2,0,2,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
DB1086,Vernal/Bonanza,Deer,1,1,2,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
DB1522,Vernal/Bonanza,Deer,127,13,140,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
DB1552,Vernal/Bonanza,Deer,187,17,204,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
DB1582,Vernal/Bonanza,Deer,51,9,60,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
DB1791,Vernal/Bonanza,Deer,2,0,2,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
EA1085,Vernal/Bonanza,Elk,31,3,34,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
EA1087,Vernal/Bonanza,Elk,53,6,59,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
BR7110,Nine Mile,Black Bear,4,1,5,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
BR7211,Nine Mile,Black Bear,11,2,13,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
BR7317,Nine Mile,Black Bear,2,0,2,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
DB1033,Nine Mile,Deer,1,1,2,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
DB1512,Nine Mile,Deer,163,8,171,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
DB1542,Nine Mile,Deer,219,29,248,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
DB1572,Nine Mile,Deer,142,3,145,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
DB1593,Nine Mile,Deer,109,15,124,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
DB1781,Nine Mile,Deer,26,0,26,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
BR7005,Nebo,Black Bear,2,0,2,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
BR7106,Nebo,Black Bear,3,0,3,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
BR7205,Nebo,Black Bear,2,0,2,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
BR7305,Nebo,Black Bear,2,0,2,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
DB1080,Nebo,Deer,6,1,7,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
DB1504,Nebo,Deer,495,36,531,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
DB1534,Nebo,Deer,1002,108,1110,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
DB1564,Nebo,Deer,473,12,485,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
DB1773,Nebo,Deer,170,0,170,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
EA1021,Nebo,Elk,69,4,73,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
EA1208,Nebo,Elk,90,8,98,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
GO6803,Nebo,Mountain Goat,3,1,4,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
GO6821,Nebo,Mountain Goat,1,1,2,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
RS6725,Nebo,Rocky Mountain Bighorn Sheep,1,0,1,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
DB1081,La Sal Mtns,Deer,1,1,2,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
DB1509,La Sal Mtns,Deer,109,14,123,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
DB1539,La Sal Mtns,Deer,343,31,374,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
DB1569,La Sal Mtns,Deer,137,10,147,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
DB1778,La Sal Mtns,Deer,29,1,30,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
EA1038,La Sal Mtns,Elk,127,23,150,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
EA1039,La Sal Mtns,Elk,97,10,107,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
EB3009,La Sal Mtns,Elk,7,1,8,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
EB3045,La Sal Mtns,Elk,3,1,4,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
EB3046,La Sal Mtns,Elk,4,1,5,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
EB3087,La Sal Mtns,Elk,7,1,8,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
EB3111,La Sal Mtns,Elk,1,0,1,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
EB3182,La Sal Mtns,Elk,2,1,3,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
EB3183,La Sal Mtns,Elk,9,1,10,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
GO6817,La Sal Mtns,Mountain Goat,3,1,4,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
DB1085,"San Juan, Abajo Mtns",Deer,2,1,3,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
DB1521,"San Juan, Abajo Mtns",Deer,228,16,244,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
DB1551,"San Juan, Abajo Mtns",Deer,478,57,535,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
DB1581,"San Juan, Abajo Mtns",Deer,199,25,224,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
DB1790,"San Juan, Abajo Mtns",Deer,37,12,49,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
DB1079,Manti/San Rafael,Deer,7,1,8,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
DB1503,Manti/San Rafael,Deer,803,83,886,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
DB1533,Manti/San Rafael,Deer,1389,221,1610,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
DB1563,Manti/San Rafael,Deer,744,58,802,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
DB1772,Manti/San Rafael,Deer,259,2,261,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
DB1087,"Wasatch Mtns, West",Deer,12,2,14,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
DB1526,"Wasatch Mtns, West",Deer,753,67,820,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
DB1556,"Wasatch Mtns, West",Deer,1928,97,2025,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
DB1586,"Wasatch Mtns, West",Deer,684,17,701,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
DB1795,"Wasatch Mtns, West",Deer,182,1,183,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
RS6724,"Wasatch Mtns, West",Rocky Mountain Bighorn Sheep,1,0,1,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
DB1041,"Wasatch Mtns, East",Deer,4,1,5,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
DB1525,"Wasatch Mtns, East",Deer,338,60,398,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
DB1555,"Wasatch Mtns, East",Deer,1099,142,1241,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
DB1585,"Wasatch Mtns, East",Deer,308,56,364,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
DB1794,"Wasatch Mtns, East",Deer,107,3,110,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
DB1040,Southwest Desert,Deer,2,1,3,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
DB1524,Southwest Desert,Deer,20,3,23,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
DB1554,Southwest Desert,Deer,77,8,85,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
DB1584,Southwest Desert,Deer,25,2,27,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
DB1793,Southwest Desert,Deer,13,2,15,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
EA1101,Southwest Desert,Elk,61,8,69,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
PB5018,Southwest Desert,Pronghorn,10,2,12,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
PB5024,Southwest Desert,Pronghorn,8,3,11,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
PB5049,Southwest Desert,Pronghorn,26,2,28,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
BR7000,Beaver,Black Bear,4,1,5,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
BR7100,Beaver,Black Bear,5,1,6,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
BR7200,Beaver,Black Bear,2,0,2,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
BR7318,Beaver,Black Bear,1,0,1,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
GO6800,Beaver,Mountain Goat,3,1,4,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
GO6801,Beaver,Mountain Goat,5,0,5,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
GO6822,Beaver,Mountain Goat,1,0,1,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
PB5000,Beaver,Pronghorn,3,1,4,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
PB5025,Beaver,Pronghorn,12,1,13,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
BR7020,Monroe,Black Bear,1,0,1,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
BR7125,Monroe,Black Bear,1,0,1,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
DB1032,Monroe,Deer,1,1,2,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
DB1510,Monroe,Deer,69,7,76,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
DB1540,Monroe,Deer,174,11,185,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
DB1570,Monroe,Deer,33,6,39,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
DB1779,Monroe,Deer,13,2,15,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
EB3010,Monroe,Elk,3,1,4,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
EB3047,Monroe,Elk,3,1,4,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
EB3048,Monroe,Elk,3,1,4,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
EB3088,Monroe,Elk,3,1,4,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
EB3112,Monroe,Elk,1,0,1,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING
