hunt_code,reconciled_bucket,resolution_status,include_in_core_comparable_2026,resolution_rationale,universe_status,likely_cause,prefix,present_in_bible_years,present_in_2025_bible,present_in_2026_bible,present_in_live_2026_hunttable,present_in_database,hanumber_fetch_status,live_presence_status,live_comparison_status,live_shape_status,hunt_name,species,sex_type,weapon,hunt_type,live_res,live_nr,live_total,database_compared_res,database_compared_nr,database_compared_total,species_truth_direct_source_support,species_truth_direct_source_match_support,species_truth_conservation_source_support,species_truth_conservation_source_match_support,species_truth_source_families,species_truth_comparison_statuses,species_truth_total_values,permit_reconciliation_confidence,permit_reconciliation_winner,permit_reconciliation_recommended_total,permit_reconciliation_action,source_url
EB3057,CORE_DRAW_RESULTS_CONTINUING,CLOSED_CORE,yes,Present in 2025 BIBLE and fresh 2026 DWR Hunt Planner table.,LIVE_2026_AND_2025_BIBLE,CONTINUITY,EB,2020|2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,Panguitch Lake,Elk,Bull,Any Legal Weapon,Limited Entry,12,1,13,12,1,13,no,no,no,no,,,,HIGH_CONFIRMED_2PLUS,HANUMBER,13,PROMOTE_CANDIDATE_AFTER_REVIEW,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull
EB3058,HISTORICAL_LIBRARY_ONLY,CLOSED_HISTORICAL,no,Historical BIBLE-library code not part of current 2026 live table.,BIBLE_HISTORICAL_ONLY,HISTORICAL_LIBRARY,EB,2020|2021|2022,no,no,no,no,,,,,,,,,,,,,,,,no,no,no,no,,,,,,,,
EB3059,HISTORICAL_LIBRARY_ONLY,CLOSED_HISTORICAL,no,Historical BIBLE-library code not part of current 2026 live table.,BIBLE_HISTORICAL_ONLY,HISTORICAL_LIBRARY,EB,2020|2021|2022,no,no,no,no,,,,,,,,,,,,,,,,no,no,no,no,,,,,,,,
EB3060,HISTORICAL_LIBRARY_ONLY,CLOSED_HISTORICAL,no,Historical BIBLE-library code not part of current 2026 live table.,BIBLE_HISTORICAL_ONLY,HISTORICAL_LIBRARY,EB,2020|2021|2022,no,no,no,no,,,,,,,,,,,,,,,,no,no,no,no,,,,,,,,
EB3061,HISTORICAL_LIBRARY_ONLY,CLOSED_HISTORICAL,no,Historical BIBLE-library code not part of current 2026 live table.,BIBLE_HISTORICAL_ONLY,HISTORICAL_LIBRARY,EB,2020,no,no,no,no,,,,,,,,,,,,,,,,no,no,no,no,,,,,,,,
EB3062,HISTORICAL_LIBRARY_ONLY,CLOSED_HISTORICAL,no,Historical BIBLE-library code not part of current 2026 live table.,BIBLE_HISTORICAL_ONLY,HISTORICAL_LIBRARY,EB,2020,no,no,no,no,,,,,,,,,,,,,,,,no,no,no,no,,,,,,,,
EB3063,CORE_DRAW_RESULTS_CONTINUING,CLOSED_CORE,yes,Present in 2025 BIBLE and fresh 2026 DWR Hunt Planner table.,LIVE_2026_AND_2025_BIBLE,CONTINUITY,EB,2020|2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,Fishlake/Thousand Lakes,Elk,Bull,Any Legal Weapon,Limited Entry,34,4,38,34,4,38,no,no,no,no,,,,REVIEW_SOURCE_CONFLICT,HANUMBER,38,REVIEW_BEFORE_PROMOTION,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull
EB3064,CORE_DRAW_RESULTS_CONTINUING,CLOSED_CORE,yes,Present in 2025 BIBLE and fresh 2026 DWR Hunt Planner table.,LIVE_2026_AND_2025_BIBLE,CONTINUITY,EB,2020|2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,Fishlake/Thousand Lakes,Elk,Bull,Any Legal Weapon,Limited Entry,99,11,110,99,11,110,no,no,no,no,,,,REVIEW_SOURCE_CONFLICT,HANUMBER,110,REVIEW_BEFORE_PROMOTION,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull
EB3065,CORE_DRAW_RESULTS_CONTINUING,CLOSED_CORE,yes,Present in 2025 BIBLE and fresh 2026 DWR Hunt Planner table.,LIVE_2026_AND_2025_BIBLE,CONTINUITY,EB,2020|2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,Fishlake/Thousand Lakes,Elk,Bull,Any Legal Weapon,Limited Entry,57,6,63,57,6,63,no,no,no,no,,,,REVIEW_SOURCE_CONFLICT,HANUMBER,63,REVIEW_BEFORE_PROMOTION,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull
EB3066,CORE_DRAW_RESULTS_CONTINUING,CLOSED_CORE,yes,Present in 2025 BIBLE and fresh 2026 DWR Hunt Planner table.,LIVE_2026_AND_2025_BIBLE,CONTINUITY,EB,2020|2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,San Juan Bull Elk,Elk,Bull,Any Legal Weapon,Limited Entry,12,1,13,12,1,13,no,no,no,no,,,,REVIEW_SOURCE_CONFLICT,HANUMBER,13,REVIEW_BEFORE_PROMOTION,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull
EB3067,CORE_DRAW_RESULTS_CONTINUING,CLOSED_CORE,yes,Present in 2025 BIBLE and fresh 2026 DWR Hunt Planner table.,LIVE_2026_AND_2025_BIBLE,CONTINUITY,EB,2020|2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,San Juan Bull Elk,Elk,Bull,Any Legal Weapon,Limited Entry,20,2,22,20,2,22,no,no,no,no,,,,HIGH_CONFIRMED_2PLUS,HANUMBER,22,PROMOTE_CANDIDATE_AFTER_REVIEW,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull
EB3068,CORE_DRAW_RESULTS_CONTINUING,CLOSED_CORE,yes,Present in 2025 BIBLE and fresh 2026 DWR Hunt Planner table.,LIVE_2026_AND_2025_BIBLE,CONTINUITY,EB,2020|2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,Diamond Mtn,Elk,Bull,Any Legal Weapon,Limited Entry,10,1,11,10,1,11,no,no,no,no,,,,REVIEW_SOURCE_CONFLICT,HANUMBER,11,REVIEW_BEFORE_PROMOTION,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull
EB3069,CORE_DRAW_RESULTS_CONTINUING,CLOSED_CORE,yes,Present in 2025 BIBLE and fresh 2026 DWR Hunt Planner table.,LIVE_2026_AND_2025_BIBLE,CONTINUITY,EB,2020|2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,Diamond Mtn,Elk,Bull,Any Legal Weapon,Limited Entry,30,3,33,30,3,33,no,no,no,no,,,,REVIEW_SOURCE_CONFLICT,HANUMBER,33,REVIEW_BEFORE_PROMOTION,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull
EB3070,HISTORICAL_LIBRARY_ONLY,CLOSED_HISTORICAL,no,Historical BIBLE-library code not part of current 2026 live table.,BIBLE_HISTORICAL_ONLY,HISTORICAL_LIBRARY,EB,2020,no,no,no,no,,,,,,,,,,,,,,,,no,no,no,no,,,,,,,,
EB3071,HISTORICAL_LIBRARY_ONLY,CLOSED_HISTORICAL,no,Historical BIBLE-library code not part of current 2026 live table.,BIBLE_HISTORICAL_ONLY,HISTORICAL_LIBRARY,EB,2020,no,no,no,no,,,,,,,,,,,,,,,,no,no,no,no,,,,,,,,
EB3072,CORE_DRAW_RESULTS_CONTINUING,CLOSED_CORE,yes,Present in 2025 BIBLE and fresh 2026 DWR Hunt Planner table.,LIVE_2026_AND_2025_BIBLE,CONTINUITY,EB,2020|2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,Wasatch Mtns,Elk,Bull,Any Legal Weapon,Limited Entry,54,6,60,54,6,60,no,no,no,no,,,,REVIEW_SOURCE_CONFLICT,HANUMBER,60,REVIEW_BEFORE_PROMOTION,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull
EB3073,CORE_DRAW_RESULTS_CONTINUING,CLOSED_CORE,yes,Present in 2025 BIBLE and fresh 2026 DWR Hunt Planner table.,LIVE_2026_AND_2025_BIBLE,CONTINUITY,EB,2020|2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,Wasatch Mtns,Elk,Bull,Any Legal Weapon,Limited Entry,89,10,99,89,10,99,no,no,no,no,,,,REVIEW_SOURCE_CONFLICT,HANUMBER,99,REVIEW_BEFORE_PROMOTION,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull
EB3074,HISTORICAL_LIBRARY_ONLY,CLOSED_HISTORICAL,no,Historical BIBLE-library code not part of current 2026 live table.,BIBLE_HISTORICAL_ONLY,HISTORICAL_LIBRARY,EB,2020,no,no,no,no,,,,,,,,,,,,,,,,no,no,no,no,,,,,,,,
EB3075,HISTORICAL_LIBRARY_ONLY,CLOSED_HISTORICAL,no,Historical BIBLE-library code not part of current 2026 live table.,BIBLE_HISTORICAL_ONLY,HISTORICAL_LIBRARY,EB,2020,no,no,no,no,,,,,,,,,,,,,,,,no,no,no,no,,,,,,,,
EB3076,HISTORICAL_LIBRARY_ONLY,CLOSED_HISTORICAL,no,Historical BIBLE-library code not part of current 2026 live table.,BIBLE_HISTORICAL_ONLY,HISTORICAL_LIBRARY,EB,2020,no,no,no,no,,,,,,,,,,,,,,,,no,no,no,no,,,,,,,,
EB3077,CORE_DRAW_RESULTS_CONTINUING,CLOSED_CORE,yes,Present in 2025 BIBLE and fresh 2026 DWR Hunt Planner table.,LIVE_2026_AND_2025_BIBLE,CONTINUITY,EB,2020|2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,"Beaver, East",Elk,Bull,Muzzleloader,Limited Entry,13,2,15,13,2,15,no,no,no,no,,,,HIGH_CONFIRMED_2PLUS,HANUMBER,15,PROMOTE_CANDIDATE_AFTER_REVIEW,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull
EB3078,HISTORICAL_LIBRARY_ONLY,CLOSED_HISTORICAL,no,Historical BIBLE-library code not part of current 2026 live table.,BIBLE_HISTORICAL_ONLY,HISTORICAL_LIBRARY,EB,2020|2021|2022,no,no,no,no,,,,,,,,,,,,,,,,no,no,no,no,,,,,,,,
EB3079,CORE_DRAW_RESULTS_CONTINUING,CLOSED_CORE,yes,Present in 2025 BIBLE and fresh 2026 DWR Hunt Planner table.,LIVE_2026_AND_2025_BIBLE,CONTINUITY,EB,2020|2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,"Book Cliffs, Little Creek Roadless",Elk,Bull,Muzzleloader,Limited Entry,2,0,2,2,0,2,no,no,no,no,,,,HIGH_CONFIRMED_2PLUS,HANUMBER,2,PROMOTE_CANDIDATE_AFTER_REVIEW,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull
EB3080,HISTORICAL_LIBRARY_ONLY,CLOSED_HISTORICAL,no,Historical BIBLE-library code not part of current 2026 live table.,BIBLE_HISTORICAL_ONLY,HISTORICAL_LIBRARY,EB,2020,no,no,no,no,,,,,,,,,,,,,,,,no,no,no,no,,,,,,,,
EB3081,CORE_DRAW_RESULTS_CONTINUING,CLOSED_CORE,yes,Present in 2025 BIBLE and fresh 2026 DWR Hunt Planner table.,LIVE_2026_AND_2025_BIBLE,CONTINUITY,EB,2020|2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,"Cache, Meadowville",Elk,Bull,Muzzleloader,Limited Entry,5,1,6,5,1,6,no,no,no,no,,,,HIGH_CONFIRMED_2PLUS,HANUMBER,6,PROMOTE_CANDIDATE_AFTER_REVIEW,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull
EB3082,HISTORICAL_LIBRARY_ONLY,CLOSED_HISTORICAL,no,Historical BIBLE-library code not part of current 2026 live table.,BIBLE_HISTORICAL_ONLY,HISTORICAL_LIBRARY,EB,2020,no,no,no,no,,,,,,,,,,,,,,,,no,no,no,no,,,,,,,,
EB3083,CORE_DRAW_RESULTS_CONTINUING,CLOSED_CORE,yes,Present in 2025 BIBLE and fresh 2026 DWR Hunt Planner table.,LIVE_2026_AND_2025_BIBLE,CONTINUITY,EB,2020|2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,"Cache, South",Elk,Bull,Muzzleloader,Limited Entry,5,1,6,5,1,6,no,no,no,no,,,,HIGH_CONFIRMED_2PLUS,HANUMBER,6,PROMOTE_CANDIDATE_AFTER_REVIEW,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull
EB3084,CORE_DRAW_RESULTS_CONTINUING,CLOSED_CORE,yes,Present in 2025 BIBLE and fresh 2026 DWR Hunt Planner table.,LIVE_2026_AND_2025_BIBLE,CONTINUITY,EB,2020|2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,Manti,Elk,Bull,Muzzleloader,Limited Entry,89,10,99,89,10,99,no,no,no,no,,,,REVIEW_SOURCE_CONFLICT,HANUMBER,99,REVIEW_BEFORE_PROMOTION,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull
EB3085,HISTORICAL_LIBRARY_ONLY,CLOSED_HISTORICAL,no,Historical BIBLE-library code not part of current 2026 live table.,BIBLE_HISTORICAL_ONLY,HISTORICAL_LIBRARY,EB,2020|2021|2022,no,no,no,no,,,,,,,,,,,,,,,,no,no,no,no,,,,,,,,
EB3086,CORE_DRAW_RESULTS_CONTINUING,CLOSED_CORE,yes,Present in 2025 BIBLE and fresh 2026 DWR Hunt Planner table.,LIVE_2026_AND_2025_BIBLE,CONTINUITY,EB,2020|2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,"Fillmore, Pahvant",Elk,Bull,Muzzleloader,Limited Entry,12,1,13,12,1,13,no,no,no,no,,,,HIGH_CONFIRMED_2PLUS,HANUMBER,13,PROMOTE_CANDIDATE_AFTER_REVIEW,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull
EB3087,CORE_DRAW_RESULTS_CONTINUING,CLOSED_CORE,yes,Present in 2025 BIBLE and fresh 2026 DWR Hunt Planner table.,LIVE_2026_AND_2025_BIBLE,CONTINUITY,EB,2020|2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,La Sal Mtns,Elk,Bull,Muzzleloader,Limited Entry,22,2,24,22,2,24,no,no,no,no,,,,HIGH_CONFIRMED_2PLUS,HANUMBER,24,PROMOTE_CANDIDATE_AFTER_REVIEW,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull
EB3088,CORE_DRAW_RESULTS_CONTINUING,CLOSED_CORE,yes,Present in 2025 BIBLE and fresh 2026 DWR Hunt Planner table.,LIVE_2026_AND_2025_BIBLE,CONTINUITY,EB,2020|2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,Monroe,Elk,Bull,Muzzleloader,Limited Entry,10,1,11,10,1,11,no,no,no,no,,,,HIGH_CONFIRMED_2PLUS,HANUMBER,11,PROMOTE_CANDIDATE_AFTER_REVIEW,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull
EB3089,CORE_DRAW_RESULTS_CONTINUING,CLOSED_CORE,yes,Present in 2025 BIBLE and fresh 2026 DWR Hunt Planner table.,LIVE_2026_AND_2025_BIBLE,CONTINUITY,EB,2020|2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,Mt Dutton,Elk,Bull,Muzzleloader,Limited Entry,12,1,13,12,1,13,no,no,no,no,,,,HIGH_CONFIRMED_2PLUS,HANUMBER,13,PROMOTE_CANDIDATE_AFTER_REVIEW,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull
EB3090,HISTORICAL_LIBRARY_ONLY,CLOSED_HISTORICAL,no,Historical BIBLE-library code not part of current 2026 live table.,BIBLE_HISTORICAL_ONLY,HISTORICAL_LIBRARY,EB,2020,no,no,no,no,,,,,,,,,,,,,,,,no,no,no,no,,,,,,,,
EB3091,CORE_DRAW_RESULTS_CONTINUING,CLOSED_CORE,yes,Present in 2025 BIBLE and fresh 2026 DWR Hunt Planner table.,LIVE_2026_AND_2025_BIBLE,CONTINUITY,EB,2020|2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,"North Slope, Three Corners",Elk,Bull,Muzzleloader,Limited Entry,4,0,4,4,0,4,no,no,no,no,,,,HIGH_CONFIRMED_2PLUS,HANUMBER,4,PROMOTE_CANDIDATE_AFTER_REVIEW,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull
EB3092,HISTORICAL_LIBRARY_ONLY,CLOSED_HISTORICAL,no,Historical BIBLE-library code not part of current 2026 live table.,BIBLE_HISTORICAL_ONLY,HISTORICAL_LIBRARY,EB,2020,no,no,no,no,,,,,,,,,,,,,,,,no,no,no,no,,,,,,,,
EB3093,CORE_DRAW_RESULTS_CONTINUING,CLOSED_CORE,yes,Present in 2025 BIBLE and fresh 2026 DWR Hunt Planner table.,LIVE_2026_AND_2025_BIBLE,CONTINUITY,EB,2020|2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,Panguitch Lake,Elk,Bull,Muzzleloader,Limited Entry,10,1,11,10,1,11,no,no,no,no,,,,HIGH_CONFIRMED_2PLUS,HANUMBER,11,PROMOTE_CANDIDATE_AFTER_REVIEW,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull
EB3094,HISTORICAL_LIBRARY_ONLY,CLOSED_HISTORICAL,no,Historical BIBLE-library code not part of current 2026 live table.,BIBLE_HISTORICAL_ONLY,HISTORICAL_LIBRARY,EB,2020|2021|2022,no,no,no,no,,,,,,,,,,,,,,,,no,no,no,no,,,,,,,,
EB3095,HISTORICAL_LIBRARY_ONLY,CLOSED_HISTORICAL,no,Historical BIBLE-library code not part of current 2026 live table.,BIBLE_HISTORICAL_ONLY,HISTORICAL_LIBRARY,EB,2020,no,no,no,no,,,,,,,,,,,,,,,,no,no,no,no,,,,,,,,
EB3096,CORE_DRAW_RESULTS_CONTINUING,CLOSED_CORE,yes,Present in 2025 BIBLE and fresh 2026 DWR Hunt Planner table.,LIVE_2026_AND_2025_BIBLE,CONTINUITY,EB,2020|2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,Fishlake/Thousand Lakes,Elk,Bull,Muzzleloader,Limited Entry,50,6,56,50,6,56,no,no,no,no,,,,REVIEW_SOURCE_CONFLICT,HANUMBER,56,REVIEW_BEFORE_PROMOTION,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull
EB3097,CORE_DRAW_RESULTS_CONTINUING,CLOSED_CORE,yes,Present in 2025 BIBLE and fresh 2026 DWR Hunt Planner table.,LIVE_2026_AND_2025_BIBLE,CONTINUITY,EB,2020|2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,San Juan Bull Elk,Elk,Bull,Muzzleloader,Limited Entry,17,2,19,17,2,19,no,no,no,no,,,,HIGH_CONFIRMED_2PLUS,HANUMBER,19,PROMOTE_CANDIDATE_AFTER_REVIEW,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull
EB3098,CORE_DRAW_RESULTS_CONTINUING,CLOSED_CORE,yes,Present in 2025 BIBLE and fresh 2026 DWR Hunt Planner table.,LIVE_2026_AND_2025_BIBLE,CONTINUITY,EB,2020|2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,Diamond Mtn,Elk,Bull,Muzzleloader,Limited Entry,15,2,17,15,2,17,no,no,no,no,,,,HIGH_CONFIRMED_2PLUS,HANUMBER,17,PROMOTE_CANDIDATE_AFTER_REVIEW,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull
EB3099,HISTORICAL_LIBRARY_ONLY,CLOSED_HISTORICAL,no,Historical BIBLE-library code not part of current 2026 live table.,BIBLE_HISTORICAL_ONLY,HISTORICAL_LIBRARY,EB,2020,no,no,no,no,,,,,,,,,,,,,,,,no,no,no,no,,,,,,,,
EB3100,CORE_DRAW_RESULTS_CONTINUING,CLOSED_CORE,yes,Present in 2025 BIBLE and fresh 2026 DWR Hunt Planner table.,LIVE_2026_AND_2025_BIBLE,CONTINUITY,EB,2020|2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,Wasatch Mtns,Elk,Bull,Muzzleloader,Limited Entry,78,9,87,78,9,87,no,no,no,no,,,,REVIEW_SOURCE_CONFLICT,HANUMBER,87,REVIEW_BEFORE_PROMOTION,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull
EB3101,HISTORICAL_LIBRARY_ONLY,CLOSED_HISTORICAL,no,Historical BIBLE-library code not part of current 2026 live table.,BIBLE_HISTORICAL_ONLY,HISTORICAL_LIBRARY,EB,2020,no,no,no,no,,,,,,,,,,,,,,,,no,no,no,no,,,,,,,,
EB3102,CORE_DRAW_RESULTS_CONTINUING,CLOSED_CORE,yes,Present in 2025 BIBLE and fresh 2026 DWR Hunt Planner table.,LIVE_2026_AND_2025_BIBLE,CONTINUITY,EB,2020|2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,"Beaver, East",Elk,Bull,Multiseason,Limited Entry,3,0,3,3,0,3,no,no,no,no,,,,HIGH_CONFIRMED_2PLUS,HANUMBER,3,PROMOTE_CANDIDATE_AFTER_REVIEW,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull
EB3103,HISTORICAL_LIBRARY_ONLY,CLOSED_HISTORICAL,no,Historical BIBLE-library code not part of current 2026 live table.,BIBLE_HISTORICAL_ONLY,HISTORICAL_LIBRARY,EB,2020|2021|2022,no,no,no,no,,,,,,,,,,,,,,,,no,no,no,no,,,,,,,,
EB3104,CORE_DRAW_RESULTS_CONTINUING,CLOSED_CORE,yes,Present in 2025 BIBLE and fresh 2026 DWR Hunt Planner table.,LIVE_2026_AND_2025_BIBLE,CONTINUITY,EB,2020|2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,"Book Cliffs, Little Creek Roadless",Elk,Bull,Multiseason,Limited Entry,1,0,1,1,0,1,no,no,no,no,,,,HIGH_CONFIRMED_2PLUS,HANUMBER,1,PROMOTE_CANDIDATE_AFTER_REVIEW,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull
EB3105,CORE_DRAW_RESULTS_CONTINUING,CLOSED_CORE,yes,Present in 2025 BIBLE and fresh 2026 DWR Hunt Planner table.,LIVE_2026_AND_2025_BIBLE,CONTINUITY,EB,2020|2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,"Cache, Meadowville",Elk,Bull,Multiseason,Limited Entry,1,0,1,1,0,1,no,no,no,no,,,,HIGH_CONFIRMED_2PLUS,HANUMBER,1,PROMOTE_CANDIDATE_AFTER_REVIEW,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull
EB3106,HISTORICAL_LIBRARY_ONLY,CLOSED_HISTORICAL,no,Historical BIBLE-library code not part of current 2026 live table.,BIBLE_HISTORICAL_ONLY,HISTORICAL_LIBRARY,EB,2020,no,no,no,no,,,,,,,,,,,,,,,,no,no,no,no,,,,,,,,
EB3107,CORE_DRAW_RESULTS_CONTINUING,CLOSED_CORE,yes,Present in 2025 BIBLE and fresh 2026 DWR Hunt Planner table.,LIVE_2026_AND_2025_BIBLE,CONTINUITY,EB,2020|2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,"Cache, South",Elk,Bull,Multiseason,Limited Entry,1,0,1,1,0,1,no,no,no,no,,,,HIGH_CONFIRMED_2PLUS,HANUMBER,1,PROMOTE_CANDIDATE_AFTER_REVIEW,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull
EB3108,CORE_DRAW_RESULTS_CONTINUING,CLOSED_CORE,yes,Present in 2025 BIBLE and fresh 2026 DWR Hunt Planner table.,LIVE_2026_AND_2025_BIBLE,CONTINUITY,EB,2020|2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,Manti,Elk,Bull,Multiseason,Limited Entry,18,2,20,18,2,20,no,no,no,no,,,,HIGH_CONFIRMED_2PLUS,HANUMBER,20,PROMOTE_CANDIDATE_AFTER_REVIEW,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull
EB3109,HISTORICAL_LIBRARY_ONLY,CLOSED_HISTORICAL,no,Historical BIBLE-library code not part of current 2026 live table.,BIBLE_HISTORICAL_ONLY,HISTORICAL_LIBRARY,EB,2020|2021|2022,no,no,no,no,,,,,,,,,,,,,,,,no,no,no,no,,,,,,,,
EB3110,CORE_DRAW_RESULTS_CONTINUING,CLOSED_CORE,yes,Present in 2025 BIBLE and fresh 2026 DWR Hunt Planner table.,LIVE_2026_AND_2025_BIBLE,CONTINUITY,EB,2020|2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,"Fillmore, Pahvant",Elk,Bull,Multiseason,Limited Entry,3,0,3,3,0,3,no,no,no,no,,,,HIGH_CONFIRMED_2PLUS,HANUMBER,3,PROMOTE_CANDIDATE_AFTER_REVIEW,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull
