hunt_code,universe_status,likely_cause,prefix,present_in_bible_years,present_in_2025_bible,present_in_2026_bible,present_in_live_2026_hunttable,present_in_database,hanumber_fetch_status,live_presence_status,live_comparison_status,live_shape_status,hunt_name,species,sex_type,weapon,hunt_type,live_res,live_nr,live_total,database_compared_res,database_compared_nr,database_compared_total,source_url
BR7104,LIVE_2026_AND_2025_BIBLE,CONTINUITY,BR,2020|2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,"Manti, North",Black Bear,Either Sex,Any Legal Weapon,Limited Entry - Summer,17,1,18,17,1,18,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex
BR7105,LIVE_2026_AND_2025_BIBLE,CONTINUITY,BR,2020|2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,"Manti, South/San Rafael, North",Black Bear,Either Sex,Any Legal Weapon,Limited Entry - Summer,18,2,20,18,2,20,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex
BR7106,LIVE_2026_AND_2025_BIBLE,CONTINUITY,BR,2020|2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,Nebo,Black Bear,Either Sex,Any Legal Weapon,Limited Entry - Summer,8,0,8,8,0,8,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex
BR7108,BIBLE_2025_NOT_IN_LIVE_2026_TABLE,DROPPED_OR_NOT_EXPOSED_IN_CURRENT_TABLE,BR,2020|2021|2022|2023|2024|2025,yes,no,no,yes,OK,DATABASE_ONLY,DATABASE_ONLY,,La Sal,Black Bear,Either Sex,Any Legal Weapon,Limited Entry - Summer,,,,25,2,27,
BR7109,LIVE_2026_AND_2025_BIBLE,CONTINUITY,BR,2020|2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,Mt Dutton,Black Bear,Either Sex,Any Legal Weapon,Limited Entry - Summer,3,0,3,3,0,3,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex
BR7110,LIVE_2026_AND_2025_BIBLE,CONTINUITY,BR,2020|2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,Nine Mile,Black Bear,Either Sex,Any Legal Weapon,Limited Entry - Summer,18,2,20,18,2,20,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex
BR7111,LIVE_2026_AND_2025_BIBLE,CONTINUITY,BR,2020|2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,"North Slope, Three Corners/West Daggett",Black Bear,Either Sex,Any Legal Weapon,Limited Entry - Summer,1,0,1,1,0,1,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex
BR7112,LIVE_2026_AND_2025_BIBLE,CONTINUITY,BR,2020|2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,Panguitch Lake/Zion,Black Bear,Either Sex,Any Legal Weapon,Limited Entry - Summer,5,0,5,5,0,5,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex
BR7113,LIVE_2026_AND_2025_BIBLE,CONTINUITY,BR,2020|2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,Paunsaugunt,Black Bear,Either Sex,Any Legal Weapon,Limited Entry - Summer,3,0,3,3,0,3,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex
BR7114,LIVE_2026_AND_2025_BIBLE,CONTINUITY,BR,2020|2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,Boulder/Kaiparowits,Black Bear,Either Sex,Any Legal Weapon,Limited Entry - Summer,13,1,14,13,1,14,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex
BR7115,LIVE_2026_AND_2025_BIBLE,CONTINUITY,BR,2020|2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,Fishlake/Thousand Lakes,Black Bear,Either Sex,Any Legal Weapon,Limited Entry - Summer,7,0,7,7,0,7,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex
BR7116,LIVE_2026_AND_2025_BIBLE,CONTINUITY,BR,2020|2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,San Juan,Black Bear,Either Sex,Any Legal Weapon,Limited Entry - Summer,22,2,24,22,2,24,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex
BR7117,LIVE_2026_AND_2025_BIBLE,CONTINUITY,BR,2020|2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,Diamond Mtn/Vernal/Bonanza,Black Bear,Either Sex,Any Legal Weapon,Limited Entry - Summer,5,0,5,5,0,5,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex
BR7118,LIVE_2026_AND_2025_BIBLE,CONTINUITY,BR,2020|2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,Yellowstone,Black Bear,Either Sex,Any Legal Weapon,Limited Entry - Summer,5,0,5,5,0,5,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex
BR7119,LIVE_2026_AND_2025_BIBLE,CONTINUITY,BR,2020|2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,"Wasatch Mtns, Avintaquin/Currant Creek",Black Bear,Either Sex,Any Legal Weapon,Limited Entry - Summer,5,0,5,5,0,5,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex
BR7120,LIVE_2026_AND_2025_BIBLE,CONTINUITY,BR,2020|2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,"Wasatch Mtns, West-Central",Black Bear,Either Sex,Any Legal Weapon,Limited Entry - Summer,22,1,23,22,1,23,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex
BR7121,LIVE_2026_AND_2025_BIBLE,CONTINUITY,BR,2020|2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,Cache/Ogden,Black Bear,Either Sex,Any Legal Weapon,Limited Entry - Summer,4,0,4,4,0,4,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex
BR7122,LIVE_2026_AND_2025_BIBLE,CONTINUITY,BR,2020|2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,Chalk Creek/East Canyon/Morgan-South Rich,Black Bear,Either Sex,Any Legal Weapon,Limited Entry - Summer,7,0,7,7,0,7,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex
BR7123,LIVE_2026_AND_2025_BIBLE,CONTINUITY,BR,2020|2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,"Kamas/North Slope, Summit",Black Bear,Either Sex,Any Legal Weapon,Limited Entry - Summer,6,0,6,6,0,6,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex
BR7124,LIVE_2026_AND_2025_BIBLE,CONTINUITY,BR,2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,"Fillmore, Pahvant",Black Bear,Either Sex,Any Legal Weapon,Limited Entry - Summer,2,0,2,2,0,2,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex
BR7125,LIVE_2026_AND_2025_BIBLE,CONTINUITY,BR,2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,Monroe,Black Bear,Either Sex,Any Legal Weapon,Limited Entry - Summer,1,0,1,1,0,1,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex
BR7126,LIVE_2026_NOT_IN_2025_BIBLE,OTHER_CURRENT_PLANNER_NOT_IN_2025_BIBLE,BR,,no,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,Dolores Triangle,Black Bear,Either Sex,Any Legal Weapon,Limited Entry - Summer,6,0,6,6,0,6,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex
BR7127,LIVE_2026_NOT_IN_2025_BIBLE,OTHER_CURRENT_PLANNER_NOT_IN_2025_BIBLE,BR,,no,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,La Sal Mtns,Black Bear,Either Sex,Any Legal Weapon,Limited Entry - Summer,25,2,27,25,2,27,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex
BR7200,LIVE_2026_AND_2025_BIBLE,CONTINUITY,BR,2020|2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,Beaver,Black Bear,Either Sex,Any Legal Weapon,Limited Entry - Fall,9,1,10,9,1,10,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex
BR7201,LIVE_2026_AND_2025_BIBLE,CONTINUITY,BR,2020|2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,"Book Cliffs, Bitter Creek/South",Black Bear,Either Sex,Any Legal Weapon,Limited Entry - Fall,18,2,20,18,2,20,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex
BR7203,LIVE_2026_AND_2025_BIBLE,CONTINUITY,BR,2020|2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,"Manti, North",Black Bear,Either Sex,Any Legal Weapon,Limited Entry - Fall,10,1,11,10,1,11,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex
BR7204,LIVE_2026_AND_2025_BIBLE,CONTINUITY,BR,2020|2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,"Manti, South/San Rafael, North",Black Bear,Either Sex,Any Legal Weapon,Limited Entry - Fall,18,2,20,18,2,20,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex
BR7205,LIVE_2026_AND_2025_BIBLE,CONTINUITY,BR,2020|2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,Nebo,Black Bear,Either Sex,Any Legal Weapon,Limited Entry - Fall,5,0,5,5,0,5,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex
BR7207,LIVE_2026_AND_2025_BIBLE,CONTINUITY,BR,2020|2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,"Fillmore, Pahvant",Black Bear,Either Sex,Any Legal Weapon,Limited Entry - Fall,1,0,1,1,0,1,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex
BR7208,BIBLE_2025_NOT_IN_LIVE_2026_TABLE,DROPPED_OR_NOT_EXPOSED_IN_CURRENT_TABLE,BR,2020|2021|2022|2023|2024|2025,yes,no,no,yes,OK,DATABASE_ONLY,DATABASE_ONLY,,La Sal,Black Bear,Either Sex,Any Legal Weapon,Limited Entry - Fall,,,,6,,6,
BR7209,BIBLE_HISTORICAL_ONLY,HISTORICAL_LIBRARY,BR,2020|2021,no,no,no,no,,,,,,,,,,,,,,,,
BR7210,LIVE_2026_AND_2025_BIBLE,CONTINUITY,BR,2020|2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,Mt Dutton,Black Bear,Either Sex,Any Legal Weapon,Limited Entry - Fall,3,0,3,3,0,3,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex
BR7211,LIVE_2026_AND_2025_BIBLE,CONTINUITY,BR,2020|2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,Nine Mile,Black Bear,Either Sex,Any Legal Weapon,Limited Entry - Fall,26,3,29,26,3,29,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex
BR7212,LIVE_2026_AND_2025_BIBLE,CONTINUITY,BR,2020|2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,"North Slope, Three Corners/West Daggett",Black Bear,Either Sex,Any Legal Weapon,Limited Entry - Fall,2,0,2,2,0,2,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex
BR7213,LIVE_2026_AND_2025_BIBLE,CONTINUITY,BR,2020|2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,Panguitch Lake/Zion,Black Bear,Either Sex,Any Legal Weapon,Limited Entry - Fall,9,0,9,9,0,9,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex
BR7214,LIVE_2026_AND_2025_BIBLE,CONTINUITY,BR,2020|2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,Paunsaugunt,Black Bear,Either Sex,Any Legal Weapon,Limited Entry - Fall,4,0,4,4,0,4,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex
BR7215,LIVE_2026_AND_2025_BIBLE,CONTINUITY,BR,2020|2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,Boulder/Kaiparowits,Black Bear,Either Sex,Any Legal Weapon,Limited Entry - Fall,9,1,10,9,1,10,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex
BR7216,LIVE_2026_AND_2025_BIBLE,CONTINUITY,BR,2020|2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,Fishlake/Thousand Lakes,Black Bear,Either Sex,Any Legal Weapon,Limited Entry - Fall,5,0,5,5,0,5,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex
BR7217,LIVE_2026_AND_2025_BIBLE,CONTINUITY,BR,2020|2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,San Juan,Black Bear,Either Sex,Any Legal Weapon,Limited Entry - Fall,6,0,6,6,0,6,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex
BR7218,LIVE_2026_AND_2025_BIBLE,CONTINUITY,BR,2020|2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,Diamond Mtn/Vernal/Bonanza,Black Bear,Either Sex,Any Legal Weapon,Limited Entry - Fall,7,0,7,7,0,7,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex
BR7219,LIVE_2026_AND_2025_BIBLE,CONTINUITY,BR,2020|2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,Yellowstone,Black Bear,Either Sex,Any Legal Weapon,Limited Entry - Fall,4,0,4,4,0,4,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex
BR7220,LIVE_2026_AND_2025_BIBLE,CONTINUITY,BR,2020|2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,"Wasatch Mtns, Avintaquin/Currant Creek",Black Bear,Either Sex,Any Legal Weapon,Limited Entry - Fall,9,0,9,9,0,9,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex
BR7221,LIVE_2026_AND_2025_BIBLE,CONTINUITY,BR,2020|2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,"Wasatch Mtns, West-Central",Black Bear,Either Sex,Any Legal Weapon,Limited Entry - Fall,18,2,20,18,2,20,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex
BR7224,LIVE_2026_AND_2025_BIBLE,CONTINUITY,BR,2020|2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,"Book Cliffs, Little Creek Roadless",Black Bear,Either Sex,Any Legal Weapon,Limited Entry - Spring,14,1,15,14,1,15,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex
BR7225,LIVE_2026_AND_2025_BIBLE,CONTINUITY,BR,2020|2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,"Book Cliffs, Little Creek Roadless",Black Bear,Either Sex,Any Legal Weapon,Spot and Stalk,5,0,5,5,0,5,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex
BR7226,BIBLE_HISTORICAL_ONLY,HISTORICAL_LIBRARY,BR,2020|2021,no,no,no,no,,,,,,,,,,,,,,,,
BR7227,BIBLE_HISTORICAL_ONLY,HISTORICAL_LIBRARY,BR,2020|2021,no,no,no,no,,,,,,,,,,,,,,,,
BR7228,LIVE_2026_AND_2025_BIBLE,CONTINUITY,BR,2020|2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,Cache/Ogden,Black Bear,Either Sex,Any Legal Weapon,Limited Entry - Fall,1,0,1,1,0,1,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex
BR7229,LIVE_2026_AND_2025_BIBLE,CONTINUITY,BR,2020|2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,"Kamas/North Slope, Summit",Black Bear,Either Sex,Any Legal Weapon,Limited Entry - Fall,4,0,4,4,0,4,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex
BR7230,BIBLE_HISTORICAL_ONLY,HISTORICAL_LIBRARY,BR,2020|2021,no,no,no,no,,,,,,,,,,,,,,,,
BR7231,BIBLE_HISTORICAL_ONLY,HISTORICAL_LIBRARY,BR,2020|2021,no,no,no,no,,,,,,,,,,,,,,,,
BR7232,BIBLE_HISTORICAL_ONLY,HISTORICAL_LIBRARY,BR,2020|2021,no,no,no,no,,,,,,,,,,,,,,,,
BR7233,BIBLE_HISTORICAL_ONLY,HISTORICAL_LIBRARY,BR,2020|2021,no,no,no,no,,,,,,,,,,,,,,,,
BR7234,BIBLE_HISTORICAL_ONLY,HISTORICAL_LIBRARY,BR,2020|2021,no,no,no,no,,,,,,,,,,,,,,,,
BR7235,BIBLE_HISTORICAL_ONLY,HISTORICAL_LIBRARY,BR,2020|2021,no,no,no,no,,,,,,,,,,,,,,,,
BR7236,BIBLE_HISTORICAL_ONLY,HISTORICAL_LIBRARY,BR,2020|2021,no,no,no,no,,,,,,,,,,,,,,,,
BR7237,LIVE_2026_AND_2025_BIBLE,CONTINUITY,BR,2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,Monroe,Black Bear,Either Sex,Any Legal Weapon,Limited Entry - Fall,1,0,1,1,0,1,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex
BR7238,LIVE_2026_NOT_IN_2025_BIBLE,OTHER_CURRENT_PLANNER_NOT_IN_2025_BIBLE,BR,,no,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,Dolores Triangle,Black Bear,Either Sex,Any Legal Weapon,Limited Entry - Fall,2,0,2,2,0,2,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex
BR7239,LIVE_2026_NOT_IN_2025_BIBLE,OTHER_CURRENT_PLANNER_NOT_IN_2025_BIBLE,BR,,no,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,La Sal Mtns,Black Bear,Either Sex,Any Legal Weapon,Limited Entry - Fall,6,0,6,6,0,6,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex
BR7300,LIVE_2026_AND_2025_BIBLE,CONTINUITY,BR,2020|2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,"Book Cliffs, Bitter Creek/South",Black Bear,Either Sex,Multiseason,Limited Entry - Multiseason,9,1,10,9,1,10,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex
BR7301,LIVE_2026_AND_2025_BIBLE,CONTINUITY,BR,2020|2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,"Book Cliffs, Little Creek Roadless",Black Bear,Either Sex,Multiseason,Limited Entry - Multiseason,5,0,5,5,0,5,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex
BR7303,LIVE_2026_AND_2025_BIBLE,CONTINUITY,BR,2020|2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,"Manti, North",Black Bear,Either Sex,Multiseason,Limited Entry - Multiseason,13,1,14,13,1,14,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex
BR7304,LIVE_2026_AND_2025_BIBLE,CONTINUITY,BR,2020|2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,"Manti, South/San Rafael, North",Black Bear,Either Sex,Multiseason,Limited Entry - Multiseason,18,2,20,18,2,20,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex
BR7305,LIVE_2026_AND_2025_BIBLE,CONTINUITY,BR,2020|2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,Nebo,Black Bear,Either Sex,Multiseason,Limited Entry - Multiseason,5,0,5,5,0,5,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex
BR7307,LIVE_2026_AND_2025_BIBLE,CONTINUITY,BR,2020|2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,LIVE_NO_QUOTA_DATABASE_PRESERVED,LIVE_DWR_NO_QUOTA_PUBLISHED,La Sal,Black Bear,Either Sex,Multiseason,Multiseason - Conservation,,,,,,4,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex
BR7308,LIVE_2026_AND_2025_BIBLE,CONTINUITY,BR,2020|2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,"North Slope, Three Corners/West Daggett",Black Bear,Either Sex,Multiseason,Limited Entry - Multiseason,1,0,1,1,0,1,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex
BR7309,LIVE_2026_AND_2025_BIBLE,CONTINUITY,BR,2020|2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,Panguitch Lake/Zion,Black Bear,Either Sex,Multiseason,Limited Entry - Multiseason,4,0,4,4,0,4,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex
BR7310,LIVE_2026_AND_2025_BIBLE,CONTINUITY,BR,2020|2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,Boulder/Kaiparowits,Black Bear,Either Sex,Multiseason,Limited Entry - Multiseason,10,1,11,10,1,11,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex
BR7311,LIVE_2026_AND_2025_BIBLE,CONTINUITY,BR,2020|2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,Fishlake/Thousand Lakes,Black Bear,Either Sex,Multiseason,Limited Entry - Multiseason,3,0,3,3,0,3,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex
BR7312,LIVE_2026_AND_2025_BIBLE,CONTINUITY,BR,2020|2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,San Juan,Black Bear,Either Sex,Multiseason,Limited Entry - Multiseason,11,1,12,11,1,12,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex
BR7313,LIVE_2026_AND_2025_BIBLE,CONTINUITY,BR,2020|2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,Diamond Mtn/Vernal/Bonanza,Black Bear,Either Sex,Multiseason,Limited Entry - Multiseason,5,0,5,5,0,5,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex
BR7314,LIVE_2026_AND_2025_BIBLE,CONTINUITY,BR,2020|2021|2022|2023|2024|2025,yes,no,yes,yes,OK,LIVE_AND_DATABASE,MATCH,LIVE_DWR_RES_NR_SPLIT,Yellowstone,Black Bear,Either Sex,Multiseason,Limited Entry - Multiseason,3,0,3,3,0,3,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex
