hunt_code,hunt_name,sex_type,species,weapon,hunt_type,season,xlsx_res,xlsx_nr,xlsx_total,xlsx_total_printed,xlsx_permit_shape,xlsx_row_start,xlsx_continuation_rows_collapsed,pasted_res,pasted_nr,pasted_total,pasted_permit_shape,xlsx_vs_pasted_status,hanumber_res,hanumber_nr,hanumber_total,hunttable_res,hunttable_nr,hunttable_total,utahdraws_res,utahdraws_nr,utahdraws_total,external_agreement_status,recommended_action,source_file,source_sha256
LD1001,Paunsaugunt - Private Land Only,Buck,Deer,Archery,Limited Entry - Private Land Only,Aug 16 2025 - Sept 12 2025 - Private Land Only,,,,,NO_PERMIT_NUMBER_IN_XLSX,538,,,,,NO_PERMIT_NUMBER_IN_PASTE,MATCH_EXACT,0,0,,,,,,,,NO_PERMIT_VALUE,XLSX_PERMIT_ROWS_REPAIRED_MATCH_PASTED_SOURCE,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26
LD1004,Paunsaugunt - Private Land Only,Buck,Deer,Any Legal Weapon,Limited Entry - Private Land Only,Oct 18 2025 - Oct 31 2025 - Private Land Only,,,,,NO_PERMIT_NUMBER_IN_XLSX,539,,,,,NO_PERMIT_NUMBER_IN_PASTE,MATCH_EXACT,0,0,,,,,,,,NO_PERMIT_VALUE,XLSX_PERMIT_ROWS_REPAIRED_MATCH_PASTED_SOURCE,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26
LD1006,Paunsaugunt - Private Land Only,Buck,Deer,Muzzleloader,Limited Entry - Private Land Only,Sept 24 2025 - Oct 02 2025 - Private Land Only,,,,,NO_PERMIT_NUMBER_IN_XLSX,540,,,,,NO_PERMIT_NUMBER_IN_PASTE,MATCH_EXACT,0,0,,,,,,,,NO_PERMIT_VALUE,XLSX_PERMIT_ROWS_REPAIRED_MATCH_PASTED_SOURCE,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26
LD1019,"Fillmore, Oak Creek LE - Private Land Only",Buck,Deer,Any Legal Weapon,Limited Entry - Private Land Only,Oct 18 2025 - Oct 26 2025 - Private Land Only,,,,,NO_PERMIT_NUMBER_IN_XLSX,541,,,,,NO_PERMIT_NUMBER_IN_PASTE,MATCH_EXACT,0,0,,,,,,,,NO_PERMIT_VALUE,XLSX_PERMIT_ROWS_REPAIRED_MATCH_PASTED_SOURCE,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26
LD1023,Diamond Mtn - Private Land Only,Buck,Deer,Any Legal Weapon,Limited Entry - Private Land Only,Oct 18 2025 - Oct 26 2025 - Private Land Only,,,,,NO_PERMIT_NUMBER_IN_XLSX,542,,,,,NO_PERMIT_NUMBER_IN_PASTE,MATCH_EXACT,0,0,,,,,,,,NO_PERMIT_VALUE,XLSX_PERMIT_ROWS_REPAIRED_MATCH_PASTED_SOURCE,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26
LD1108,Thousand Lakes - Private Land Only,Buck,Deer,Restricted Rifle,Limited Entry - Private Land Only,Oct 18 2025 - Oct 26 2025 - Private Land Only,,,,,NO_PERMIT_NUMBER_IN_XLSX,543,,,,,NO_PERMIT_NUMBER_IN_PASTE,MATCH_EXACT,0,0,,,,,,,,NO_PERMIT_VALUE,XLSX_PERMIT_ROWS_REPAIRED_MATCH_PASTED_SOURCE,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26
LO0008,Diamond Mtn Landowner Association,Buck,Deer,Archery,Limited Entry - Private Land Only,Aug 15 2026 - Sept 11 2026 - Valid only on property enrolled in the Diamond Mtn LOA,,,,,NO_PERMIT_NUMBER_IN_XLSX,544,,,,,NO_PERMIT_NUMBER_IN_PASTE,MATCH_EXACT,0,0,,,,,,,,NO_PERMIT_VALUE,XLSX_PERMIT_ROWS_REPAIRED_MATCH_PASTED_SOURCE,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26
LO0009,Diamond Mtn Landowner Association,Buck,Deer,Any Legal Weapon,Limited Entry - Private Land Only,Oct 17 2026 - Oct 25 2026 - Valid only on property enrolled in the Diamond Mtn LOA,,,,,NO_PERMIT_NUMBER_IN_XLSX,545,,,,,NO_PERMIT_NUMBER_IN_PASTE,MATCH_EXACT,0,0,,,,,,,,NO_PERMIT_VALUE,XLSX_PERMIT_ROWS_REPAIRED_MATCH_PASTED_SOURCE,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26
LO0010,Diamond Mtn Landowner Association,Buck,Deer,Muzzleloader,Limited Entry - Private Land Only,Sept 23 2026 - Oct 01 2026 - Valid only on property enrolled in the Diamond Mtn LOA,,,,,NO_PERMIT_NUMBER_IN_XLSX,546,,,,,NO_PERMIT_NUMBER_IN_PASTE,MATCH_EXACT,0,0,,,,,,,,NO_PERMIT_VALUE,XLSX_PERMIT_ROWS_REPAIRED_MATCH_PASTED_SOURCE,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26
LO1501,Box Elder,Buck,Deer,Archery,General Season - Private Land Only,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,,,,,NO_PERMIT_NUMBER_IN_XLSX,547,,,,,NO_PERMIT_NUMBER_IN_PASTE,MATCH_EXACT,0,0,,,,,,,,NO_PERMIT_VALUE,XLSX_PERMIT_ROWS_REPAIRED_MATCH_PASTED_SOURCE,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26
LO1502,Cache,Buck,Deer,Archery,General Season - Private Land Only,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,,,,,NO_PERMIT_NUMBER_IN_XLSX,548,,,,,NO_PERMIT_NUMBER_IN_PASTE,MATCH_EXACT,0,0,,,,,,,,NO_PERMIT_VALUE,XLSX_PERMIT_ROWS_REPAIRED_MATCH_PASTED_SOURCE,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26
LO1503,Manti/San Rafael,Buck,Deer,Archery,General Season - Private Land Only,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,,,,,NO_PERMIT_NUMBER_IN_XLSX,549,,,,,NO_PERMIT_NUMBER_IN_PASTE,MATCH_EXACT,0,0,,,,,,,,NO_PERMIT_VALUE,XLSX_PERMIT_ROWS_REPAIRED_MATCH_PASTED_SOURCE,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26
LO1504,Nebo,Buck,Deer,Archery,General Season - Private Land Only,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,,,,,NO_PERMIT_NUMBER_IN_XLSX,550,,,,,NO_PERMIT_NUMBER_IN_PASTE,MATCH_EXACT,0,0,,,,,,,,NO_PERMIT_VALUE,XLSX_PERMIT_ROWS_REPAIRED_MATCH_PASTED_SOURCE,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26
LO1506,Fillmore,Buck,Deer,Archery,General Season - Private Land Only,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,,,,,NO_PERMIT_NUMBER_IN_XLSX,551,,,,,NO_PERMIT_NUMBER_IN_PASTE,MATCH_EXACT,0,0,,,,,,,,NO_PERMIT_VALUE,XLSX_PERMIT_ROWS_REPAIRED_MATCH_PASTED_SOURCE,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26
LO1508,Kamas,Buck,Deer,Archery,General Season - Private Land Only,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,,,,,NO_PERMIT_NUMBER_IN_XLSX,552,,,,,NO_PERMIT_NUMBER_IN_PASTE,MATCH_EXACT,0,0,,,,,,,,NO_PERMIT_VALUE,XLSX_PERMIT_ROWS_REPAIRED_MATCH_PASTED_SOURCE,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26
LO1509,"La Sal, La Sal Mtns",Buck,Deer,Archery,General Season - Private Land Only,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,,,,,NO_PERMIT_NUMBER_IN_XLSX,553,,,,,NO_PERMIT_NUMBER_IN_PASTE,MATCH_EXACT,0,0,,,,,,,,NO_PERMIT_VALUE,XLSX_PERMIT_ROWS_REPAIRED_MATCH_PASTED_SOURCE,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26
LO1510,Monroe,Buck,Deer,Archery,General Season - Private Land Only,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,,,,,NO_PERMIT_NUMBER_IN_XLSX,554,,,,,NO_PERMIT_NUMBER_IN_PASTE,MATCH_EXACT,0,0,,,,,,,,NO_PERMIT_VALUE,XLSX_PERMIT_ROWS_REPAIRED_MATCH_PASTED_SOURCE,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26
LO1511,Mt Dutton,Buck,Deer,Archery,General Season - Private Land Only,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,,,,,NO_PERMIT_NUMBER_IN_XLSX,555,,,,,NO_PERMIT_NUMBER_IN_PASTE,MATCH_EXACT,0,0,,,,,,,,NO_PERMIT_VALUE,XLSX_PERMIT_ROWS_REPAIRED_MATCH_PASTED_SOURCE,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26
LO1512,Nine Mile,Buck,Deer,Archery,General Season - Private Land Only,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,,,,,NO_PERMIT_NUMBER_IN_XLSX,556,,,,,NO_PERMIT_NUMBER_IN_PASTE,MATCH_EXACT,0,0,,,,,,,,NO_PERMIT_VALUE,XLSX_PERMIT_ROWS_REPAIRED_MATCH_PASTED_SOURCE,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26
LO1513,North Slope,Buck,Deer,Archery,General Season - Private Land Only,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,,,,,NO_PERMIT_NUMBER_IN_XLSX,557,,,,,NO_PERMIT_NUMBER_IN_PASTE,MATCH_EXACT,0,0,,,,,,,,NO_PERMIT_VALUE,XLSX_PERMIT_ROWS_REPAIRED_MATCH_PASTED_SOURCE,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26
LO1514,Ogden,Buck,Deer,Archery,General Season - Private Land Only,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,,,,,NO_PERMIT_NUMBER_IN_XLSX,558,,,,,NO_PERMIT_NUMBER_IN_PASTE,MATCH_EXACT,0,0,,,,,,,,NO_PERMIT_VALUE,XLSX_PERMIT_ROWS_REPAIRED_MATCH_PASTED_SOURCE,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26
LO1516,Panguitch Lake,Buck,Deer,Archery,General Season - Private Land Only,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,,,,,NO_PERMIT_NUMBER_IN_XLSX,559,,,,,NO_PERMIT_NUMBER_IN_PASTE,MATCH_EXACT,0,0,,,,,,,,NO_PERMIT_VALUE,XLSX_PERMIT_ROWS_REPAIRED_MATCH_PASTED_SOURCE,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26
LO1517,Pine Valley,Buck,Deer,Archery,General Season - Private Land Only,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,,,,,NO_PERMIT_NUMBER_IN_XLSX,560,,,,,NO_PERMIT_NUMBER_IN_PASTE,MATCH_EXACT,0,0,,,,,,,,NO_PERMIT_VALUE,XLSX_PERMIT_ROWS_REPAIRED_MATCH_PASTED_SOURCE,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26
LO1518,Boulder/Kaiparowits,Buck,Deer,Archery,General Season - Private Land Only,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,,,,,NO_PERMIT_NUMBER_IN_XLSX,561,,,,,NO_PERMIT_NUMBER_IN_PASTE,MATCH_EXACT,0,0,,,,,,,,NO_PERMIT_VALUE,XLSX_PERMIT_ROWS_REPAIRED_MATCH_PASTED_SOURCE,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26
LO1519,Fishlake,Buck,Deer,Archery,General Season - Private Land Only,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,,,,,NO_PERMIT_NUMBER_IN_XLSX,562,,,,,NO_PERMIT_NUMBER_IN_PASTE,MATCH_EXACT,0,0,,,,,,,,NO_PERMIT_VALUE,XLSX_PERMIT_ROWS_REPAIRED_MATCH_PASTED_SOURCE,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26
LO1521,"San Juan, Abajo Mtns",Buck,Deer,Archery,General Season - Private Land Only,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,,,,,NO_PERMIT_NUMBER_IN_XLSX,563,,,,,NO_PERMIT_NUMBER_IN_PASTE,MATCH_EXACT,0,0,,,,,,,,NO_PERMIT_VALUE,XLSX_PERMIT_ROWS_REPAIRED_MATCH_PASTED_SOURCE,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26
LO1522,Vernal/Bonanza,Buck,Deer,Archery,General Season - Private Land Only,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,,,,,NO_PERMIT_NUMBER_IN_XLSX,564,,,,,NO_PERMIT_NUMBER_IN_PASTE,MATCH_EXACT,0,0,,,,,,,,NO_PERMIT_VALUE,XLSX_PERMIT_ROWS_REPAIRED_MATCH_PASTED_SOURCE,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26
LO1523,Yellowstone,Buck,Deer,Archery,General Season - Private Land Only,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,,,,,NO_PERMIT_NUMBER_IN_XLSX,565,,,,,NO_PERMIT_NUMBER_IN_PASTE,MATCH_EXACT,0,0,,,,,,,,NO_PERMIT_VALUE,XLSX_PERMIT_ROWS_REPAIRED_MATCH_PASTED_SOURCE,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26
LO1524,Southwest Desert,Buck,Deer,Archery,General Season - Private Land Only,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,,,,,NO_PERMIT_NUMBER_IN_XLSX,566,,,,,NO_PERMIT_NUMBER_IN_PASTE,MATCH_EXACT,0,0,,,,,,,,NO_PERMIT_VALUE,XLSX_PERMIT_ROWS_REPAIRED_MATCH_PASTED_SOURCE,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26
LO1525,"Wasatch Mtns, East",Buck,Deer,Archery,General Season - Private Land Only,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,,,,,NO_PERMIT_NUMBER_IN_XLSX,567,,,,,NO_PERMIT_NUMBER_IN_PASTE,MATCH_EXACT,0,0,,,,,,,,NO_PERMIT_VALUE,XLSX_PERMIT_ROWS_REPAIRED_MATCH_PASTED_SOURCE,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26
LO1526,"Wasatch Mtns, West",Buck,Deer,Archery,General Season - Private Land Only,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,,,,,NO_PERMIT_NUMBER_IN_XLSX,568,,,,,NO_PERMIT_NUMBER_IN_PASTE,MATCH_EXACT,0,0,,,,,,,,NO_PERMIT_VALUE,XLSX_PERMIT_ROWS_REPAIRED_MATCH_PASTED_SOURCE,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26
LO1529,Zion,Buck,Deer,Archery,General Season - Private Land Only,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,,,,,NO_PERMIT_NUMBER_IN_XLSX,569,,,,,NO_PERMIT_NUMBER_IN_PASTE,MATCH_EXACT,0,0,,,,,,,,NO_PERMIT_VALUE,XLSX_PERMIT_ROWS_REPAIRED_MATCH_PASTED_SOURCE,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26
LO1531,Box Elder,Buck,Deer,Any Legal Weapon (Late),General Season - Private Land Only,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,,,,,NO_PERMIT_NUMBER_IN_XLSX,570,,,,,NO_PERMIT_NUMBER_IN_PASTE,MATCH_EXACT,0,0,,,,,,,,NO_PERMIT_VALUE,XLSX_PERMIT_ROWS_REPAIRED_MATCH_PASTED_SOURCE,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26
LO1533,Manti/San Rafael,Buck,Deer,Any Legal Weapon (Late),General Season - Private Land Only,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,,,,,NO_PERMIT_NUMBER_IN_XLSX,571,,,,,NO_PERMIT_NUMBER_IN_PASTE,MATCH_EXACT,0,0,,,,,,,,NO_PERMIT_VALUE,XLSX_PERMIT_ROWS_REPAIRED_MATCH_PASTED_SOURCE,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26
LO1534,Nebo,Buck,Deer,Any Legal Weapon (Late),General Season - Private Land Only,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,,,,,NO_PERMIT_NUMBER_IN_XLSX,572,,,,,NO_PERMIT_NUMBER_IN_PASTE,MATCH_EXACT,0,0,,,,,,,,NO_PERMIT_VALUE,XLSX_PERMIT_ROWS_REPAIRED_MATCH_PASTED_SOURCE,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26
LO1536,Fillmore,Buck,Deer,Any Legal Weapon (Late),General Season - Private Land Only,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,,,,,NO_PERMIT_NUMBER_IN_XLSX,573,,,,,NO_PERMIT_NUMBER_IN_PASTE,MATCH_EXACT,0,0,,,,,,,,NO_PERMIT_VALUE,XLSX_PERMIT_ROWS_REPAIRED_MATCH_PASTED_SOURCE,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26
LO1538,Kamas,Buck,Deer,Any Legal Weapon (Late),General Season - Private Land Only,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,,,,,NO_PERMIT_NUMBER_IN_XLSX,574,,,,,NO_PERMIT_NUMBER_IN_PASTE,MATCH_EXACT,0,0,,,,,,,,NO_PERMIT_VALUE,XLSX_PERMIT_ROWS_REPAIRED_MATCH_PASTED_SOURCE,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26
LO1539,"La Sal, La Sal Mtns",Buck,Deer,Any Legal Weapon (Late),General Season - Private Land Only,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,,,,,NO_PERMIT_NUMBER_IN_XLSX,575,,,,,NO_PERMIT_NUMBER_IN_PASTE,MATCH_EXACT,0,0,,,,,,,,NO_PERMIT_VALUE,XLSX_PERMIT_ROWS_REPAIRED_MATCH_PASTED_SOURCE,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26
LO1540,Monroe,Buck,Deer,Any Legal Weapon (Late),General Season - Private Land Only,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,,,,,NO_PERMIT_NUMBER_IN_XLSX,576,,,,,NO_PERMIT_NUMBER_IN_PASTE,MATCH_EXACT,0,0,,,,,,,,NO_PERMIT_VALUE,XLSX_PERMIT_ROWS_REPAIRED_MATCH_PASTED_SOURCE,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26
LO1541,Mt Dutton,Buck,Deer,Any Legal Weapon (Late),General Season - Private Land Only,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,,,,,NO_PERMIT_NUMBER_IN_XLSX,577,,,,,NO_PERMIT_NUMBER_IN_PASTE,MATCH_EXACT,0,0,,,,,,,,NO_PERMIT_VALUE,XLSX_PERMIT_ROWS_REPAIRED_MATCH_PASTED_SOURCE,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26
LO1542,Nine Mile,Buck,Deer,Any Legal Weapon (Late),General Season - Private Land Only,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,,,,,NO_PERMIT_NUMBER_IN_XLSX,578,,,,,NO_PERMIT_NUMBER_IN_PASTE,MATCH_EXACT,0,0,,,,,,,,NO_PERMIT_VALUE,XLSX_PERMIT_ROWS_REPAIRED_MATCH_PASTED_SOURCE,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26
LO1543,North Slope,Buck,Deer,Any Legal Weapon (Late),General Season - Private Land Only,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,,,,,NO_PERMIT_NUMBER_IN_XLSX,579,,,,,NO_PERMIT_NUMBER_IN_PASTE,MATCH_EXACT,0,0,,,,,,,,NO_PERMIT_VALUE,XLSX_PERMIT_ROWS_REPAIRED_MATCH_PASTED_SOURCE,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26
LO1544,Ogden,Buck,Deer,Any Legal Weapon (Late),General Season - Private Land Only,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,,,,,NO_PERMIT_NUMBER_IN_XLSX,580,,,,,NO_PERMIT_NUMBER_IN_PASTE,MATCH_EXACT,0,0,,,,,,,,NO_PERMIT_VALUE,XLSX_PERMIT_ROWS_REPAIRED_MATCH_PASTED_SOURCE,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26
LO1546,Panguitch Lake,Buck,Deer,Any Legal Weapon (Late),General Season - Private Land Only,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,,,,,NO_PERMIT_NUMBER_IN_XLSX,581,,,,,NO_PERMIT_NUMBER_IN_PASTE,MATCH_EXACT,0,0,,,,,,,,NO_PERMIT_VALUE,XLSX_PERMIT_ROWS_REPAIRED_MATCH_PASTED_SOURCE,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26
LO1547,Pine Valley,Buck,Deer,Any Legal Weapon (Late),General Season - Private Land Only,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,,,,,NO_PERMIT_NUMBER_IN_XLSX,582,,,,,NO_PERMIT_NUMBER_IN_PASTE,MATCH_EXACT,0,0,,,,,,,,NO_PERMIT_VALUE,XLSX_PERMIT_ROWS_REPAIRED_MATCH_PASTED_SOURCE,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26
LO1549,Fishlake,Buck,Deer,Any Legal Weapon (Late),General Season - Private Land Only,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,,,,,NO_PERMIT_NUMBER_IN_XLSX,583,,,,,NO_PERMIT_NUMBER_IN_PASTE,MATCH_EXACT,0,0,,,,,,,,NO_PERMIT_VALUE,XLSX_PERMIT_ROWS_REPAIRED_MATCH_PASTED_SOURCE,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26
LO1551,"San Juan, Abajo Mtns",Buck,Deer,Any Legal Weapon (Late),General Season - Private Land Only,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,,,,,NO_PERMIT_NUMBER_IN_XLSX,584,,,,,NO_PERMIT_NUMBER_IN_PASTE,MATCH_EXACT,0,0,,,,,,,,NO_PERMIT_VALUE,XLSX_PERMIT_ROWS_REPAIRED_MATCH_PASTED_SOURCE,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26
LO1552,Vernal/Bonanza,Buck,Deer,Any Legal Weapon (Late),General Season - Private Land Only,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,,,,,NO_PERMIT_NUMBER_IN_XLSX,585,,,,,NO_PERMIT_NUMBER_IN_PASTE,MATCH_EXACT,0,0,,,,,,,,NO_PERMIT_VALUE,XLSX_PERMIT_ROWS_REPAIRED_MATCH_PASTED_SOURCE,C:\Users\tyler\Desktop\BIBLE HUNT CODES\buck deer.xlsx,f15ce5b1537513333c721de327687fdf7c1ef96959bfd4334608a4ab28bc8b26
