hunt_code,hunt_name,species,database_alignment,action_taken,changed_fields,before_res,before_nr,before_total,after_res,after_nr,after_total,recommended_res,recommended_nr,recommended_total,winner_source,confidence,source_support_count,before_source,after_source,before_status,after_status,notes
DB1228,Deseret CWMU,Deer,DATABASE_MATCHES_RECOMMENDED,RECONCILED_EXACT_MATCH_NO_NUMERIC_CHANGE,,13,0,13,13,0,13,13,0,13,HANUMBER,HIGH_CONFIRMED_2PLUS,3,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,DATABASE allotment already matches recommended resident/nonresident/total values.
DB1229,Dilly Ranch CWMU,Deer,DATABASE_MATCHES_RECOMMENDED,RECONCILED_EXACT_MATCH_NO_NUMERIC_CHANGE,,1,0,1,1,0,1,1,0,1,HANUMBER,HIGH_CONFIRMED_2PLUS,3,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,DATABASE allotment already matches recommended resident/nonresident/total values.
DB1230,Double R Ranch CWMU,Deer,DATABASE_MATCHES_RECOMMENDED,RECONCILED_EXACT_MATCH_NO_NUMERIC_CHANGE,,2,0,2,2,0,2,2,0,2,HANUMBER,HIGH_CONFIRMED_2PLUS,3,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,DATABASE allotment already matches recommended resident/nonresident/total values.
DB1231,Dove Creek CWMU,Deer,DATABASE_MATCHES_RECOMMENDED,RECONCILED_EXACT_MATCH_NO_NUMERIC_CHANGE,,2,0,2,2,0,2,2,0,2,HANUMBER,HIGH_CONFIRMED_2PLUS,3,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,DATABASE allotment already matches recommended resident/nonresident/total values.
DB1232,Durst Mountain CWMU,Deer,DATABASE_MATCHES_RECOMMENDED,RECONCILED_EXACT_MATCH_NO_NUMERIC_CHANGE,,2,0,2,2,0,2,2,0,2,HANUMBER,HIGH_CONFIRMED_2PLUS,3,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,DATABASE allotment already matches recommended resident/nonresident/total values.
DB1233,East Fork Chalk Creek CWMU,Deer,DATABASE_MATCHES_RECOMMENDED,RECONCILED_EXACT_MATCH_NO_NUMERIC_CHANGE,,4,0,4,4,0,4,4,0,4,HANUMBER,HIGH_CONFIRMED_2PLUS,3,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,DATABASE allotment already matches recommended resident/nonresident/total values.
DB1234,East Zion CWMU,Deer,DATABASE_MATCHES_RECOMMENDED,RECONCILED_EXACT_MATCH_NO_NUMERIC_CHANGE,,1,0,1,1,0,1,1,0,1,HANUMBER,HIGH_CONFIRMED_2PLUS,3,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,DATABASE allotment already matches recommended resident/nonresident/total values.
DB1236,Engineer Springs CWMU,Deer,DATABASE_MATCHES_RECOMMENDED,RECONCILED_EXACT_MATCH_NO_NUMERIC_CHANGE,,1,0,1,1,0,1,1,0,1,HANUMBER,HIGH_CONFIRMED_2PLUS,3,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,DATABASE allotment already matches recommended resident/nonresident/total values.
DB1237,Ensign Ranches CWMU,Deer,DATABASE_MATCHES_RECOMMENDED,RECONCILED_EXACT_MATCH_NO_NUMERIC_CHANGE,,3,0,3,3,0,3,3,0,3,HANUMBER,HIGH_CONFIRMED_2PLUS,3,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,DATABASE allotment already matches recommended resident/nonresident/total values.
DB1238,Folley Ridge CWMU,Deer,DATABASE_MATCHES_RECOMMENDED,RECONCILED_EXACT_MATCH_NO_NUMERIC_CHANGE,,3,0,3,3,0,3,3,0,3,HANUMBER,HIGH_CONFIRMED_2PLUS,3,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,DATABASE allotment already matches recommended resident/nonresident/total values.
DB1239,Fort Ranch CWMU,Deer,DATABASE_MATCHES_RECOMMENDED,RECONCILED_EXACT_MATCH_NO_NUMERIC_CHANGE,,1,0,1,1,0,1,1,0,1,HANUMBER,HIGH_CONFIRMED_2PLUS,3,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,DATABASE allotment already matches recommended resident/nonresident/total values.
DB1240,George Creek CWMU,Deer,DATABASE_MATCHES_RECOMMENDED,RECONCILED_EXACT_MATCH_NO_NUMERIC_CHANGE,,1,0,1,1,0,1,1,0,1,HANUMBER,HIGH_CONFIRMED_2PLUS,3,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,DATABASE allotment already matches recommended resident/nonresident/total values.
DB1241,Golden Spike CWMU,Deer,DATABASE_MATCHES_RECOMMENDED,RECONCILED_EXACT_MATCH_NO_NUMERIC_CHANGE,,1,0,1,1,0,1,1,0,1,HANUMBER,HIGH_CONFIRMED_2PLUS,3,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,DATABASE allotment already matches recommended resident/nonresident/total values.
DB1242,Grass Valley/Clark Canyon CWMU,Deer,DATABASE_MATCHES_RECOMMENDED,RECONCILED_EXACT_MATCH_NO_NUMERIC_CHANGE,,14,0,14,14,0,14,14,0,14,HANUMBER,HIGH_CONFIRMED_2PLUS,3,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,DATABASE allotment already matches recommended resident/nonresident/total values.
DB1243,Grazing Pasture CWMU,Deer,DATABASE_MATCHES_RECOMMENDED,RECONCILED_EXACT_MATCH_NO_NUMERIC_CHANGE,,1,0,1,1,0,1,1,0,1,HANUMBER,HIGH_CONFIRMED_2PLUS,3,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,DATABASE allotment already matches recommended resident/nonresident/total values.
DB1244,Green Canyon CWMU,Deer,DATABASE_MATCHES_RECOMMENDED,RECONCILED_EXACT_MATCH_NO_NUMERIC_CHANGE,,1,0,1,1,0,1,1,0,1,HANUMBER,HIGH_CONFIRMED_2PLUS,3,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,DATABASE allotment already matches recommended resident/nonresident/total values.
DB1245,Guildersleeve CWMU,Deer,DATABASE_MATCHES_RECOMMENDED,RECONCILED_EXACT_MATCH_NO_NUMERIC_CHANGE,,1,0,1,1,0,1,1,0,1,HANUMBER,HIGH_CONFIRMED_2PLUS,3,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,DATABASE allotment already matches recommended resident/nonresident/total values.
DB1246,Hardscrabble CWMU,Deer,DATABASE_MATCHES_RECOMMENDED,RECONCILED_EXACT_MATCH_NO_NUMERIC_CHANGE,,2,0,2,2,0,2,2,0,2,HANUMBER,HIGH_CONFIRMED_2PLUS,3,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,DATABASE allotment already matches recommended resident/nonresident/total values.
DB1248,Heaston East CWMU,Deer,DATABASE_MATCHES_RECOMMENDED,RECONCILED_EXACT_MATCH_NO_NUMERIC_CHANGE,,2,0,2,2,0,2,2,0,2,HANUMBER,HIGH_CONFIRMED_2PLUS,3,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,DATABASE allotment already matches recommended resident/nonresident/total values.
DB1249,Hiawatha CWMU,Deer,DATABASE_MATCHES_RECOMMENDED,RECONCILED_EXACT_MATCH_NO_NUMERIC_CHANGE,,1,0,1,1,0,1,1,0,1,HANUMBER,HIGH_CONFIRMED_2PLUS,3,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,DATABASE allotment already matches recommended resident/nonresident/total values.
DB1250,Indian Creek CWMU,Deer,DATABASE_MATCHES_RECOMMENDED,RECONCILED_EXACT_MATCH_NO_NUMERIC_CHANGE,,1,0,1,1,0,1,1,0,1,HANUMBER,HIGH_CONFIRMED_2PLUS,3,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,DATABASE allotment already matches recommended resident/nonresident/total values.
DB1251,Indian Head CWMU,Deer,DATABASE_MATCHES_RECOMMENDED,RECONCILED_EXACT_MATCH_NO_NUMERIC_CHANGE,,2,0,2,2,0,2,2,0,2,HANUMBER,HIGH_CONFIRMED_2PLUS,3,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,DATABASE allotment already matches recommended resident/nonresident/total values.
DB1252,Ingham Peak CWMU,Deer,DATABASE_MATCHES_RECOMMENDED,RECONCILED_EXACT_MATCH_NO_NUMERIC_CHANGE,,3,0,3,3,0,3,3,0,3,HANUMBER,HIGH_CONFIRMED_2PLUS,3,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,DATABASE allotment already matches recommended resident/nonresident/total values.
DB1253,Circle E Ranch CWMU,Deer,DATABASE_MATCHES_RECOMMENDED,RECONCILED_EXACT_MATCH_NO_NUMERIC_CHANGE,,1,0,1,1,0,1,1,0,1,HANUMBER,HIGH_CONFIRMED_2PLUS,3,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,DATABASE allotment already matches recommended resident/nonresident/total values.
DB1255,Johnson Mountain Ranch CWMU,Deer,DATABASE_MATCHES_RECOMMENDED,RECONCILED_EXACT_MATCH_NO_NUMERIC_CHANGE,,1,0,1,1,0,1,1,0,1,HANUMBER,HIGH_CONFIRMED_2PLUS,3,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,DATABASE allotment already matches recommended resident/nonresident/total values.
DB1256,Junction Valley CWMU,Deer,DATABASE_MATCHES_RECOMMENDED,RECONCILED_EXACT_MATCH_NO_NUMERIC_CHANGE,,5,0,5,5,0,5,5,0,5,HANUMBER,HIGH_CONFIRMED_2PLUS,3,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,DATABASE allotment already matches recommended resident/nonresident/total values.
DB1258,Little Red Creek CWMU,Deer,DATABASE_MATCHES_RECOMMENDED,RECONCILED_EXACT_MATCH_NO_NUMERIC_CHANGE,,1,0,1,1,0,1,1,0,1,HANUMBER,HIGH_CONFIRMED_2PLUS,3,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,DATABASE allotment already matches recommended resident/nonresident/total values.
DB1259,Tunnel Hollow CWMU,Deer,DATABASE_MATCHES_RECOMMENDED,RECONCILED_EXACT_MATCH_NO_NUMERIC_CHANGE,,1,0,1,1,0,1,1,0,1,HANUMBER,HIGH_CONFIRMED_2PLUS,3,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,DATABASE allotment already matches recommended resident/nonresident/total values.
DB1260,Middle Ridge CWMU,Deer,DATABASE_MATCHES_RECOMMENDED,RECONCILED_EXACT_MATCH_NO_NUMERIC_CHANGE,,1,0,1,1,0,1,1,0,1,HANUMBER,HIGH_CONFIRMED_2PLUS,3,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,DATABASE allotment already matches recommended resident/nonresident/total values.
DB1261,Minnie Maud Ridge CWMU,Deer,DATABASE_MATCHES_RECOMMENDED,RECONCILED_EXACT_MATCH_NO_NUMERIC_CHANGE,,5,0,5,5,0,5,5,0,5,HANUMBER,HIGH_CONFIRMED_2PLUS,3,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,DATABASE allotment already matches recommended resident/nonresident/total values.
DB1263,Moon Ranch CWMU,Deer,DATABASE_MATCHES_RECOMMENDED,RECONCILED_EXACT_MATCH_NO_NUMERIC_CHANGE,,1,0,1,1,0,1,1,0,1,HANUMBER,HIGH_CONFIRMED_2PLUS,3,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,DATABASE allotment already matches recommended resident/nonresident/total values.
DB1264,Mountain Meadow CWMU,Deer,DATABASE_MATCHES_RECOMMENDED,RECONCILED_EXACT_MATCH_NO_NUMERIC_CHANGE,,1,0,1,1,0,1,1,0,1,HANUMBER,HIGH_CONFIRMED_2PLUS,3,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,DATABASE allotment already matches recommended resident/nonresident/total values.
DB1265,Mountain Top CWMU,Deer,DATABASE_MATCHES_RECOMMENDED,RECONCILED_EXACT_MATCH_NO_NUMERIC_CHANGE,,2,0,2,2,0,2,2,0,2,HANUMBER,HIGH_CONFIRMED_2PLUS,3,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,DATABASE allotment already matches recommended resident/nonresident/total values.
DB1266,Mt Carmel CWMU,Deer,DATABASE_MATCHES_RECOMMENDED,RECONCILED_EXACT_MATCH_NO_NUMERIC_CHANGE,,3,0,3,3,0,3,3,0,3,HANUMBER,HIGH_CONFIRMED_2PLUS,3,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,DATABASE allotment already matches recommended resident/nonresident/total values.
DB1269,North Promontory CWMU,Deer,DATABASE_MATCHES_RECOMMENDED,RECONCILED_EXACT_MATCH_NO_NUMERIC_CHANGE,,1,0,1,1,0,1,1,0,1,HANUMBER,HIGH_CONFIRMED_2PLUS,3,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,DATABASE allotment already matches recommended resident/nonresident/total values.
DB1270,Nucor West CWMU,Deer,DATABASE_MATCHES_RECOMMENDED,RECONCILED_EXACT_MATCH_NO_NUMERIC_CHANGE,,1,0,1,1,0,1,1,0,1,HANUMBER,HIGH_CONFIRMED_2PLUS,3,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,DATABASE allotment already matches recommended resident/nonresident/total values.
DB1271,Oak Ranch CWMU,Deer,DATABASE_MATCHES_RECOMMENDED,RECONCILED_EXACT_MATCH_NO_NUMERIC_CHANGE,,3,0,3,3,0,3,3,0,3,HANUMBER,HIGH_CONFIRMED_2PLUS,3,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,DATABASE allotment already matches recommended resident/nonresident/total values.
DB1272,Old Woman Plateau CWMU,Deer,DATABASE_MATCHES_RECOMMENDED,RECONCILED_EXACT_MATCH_NO_NUMERIC_CHANGE,,3,0,3,3,0,3,3,0,3,HANUMBER,HIGH_CONFIRMED_2PLUS,3,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,DATABASE allotment already matches recommended resident/nonresident/total values.
DB1273,Park Valley Hereford CWMU,Deer,DATABASE_MATCHES_RECOMMENDED,RECONCILED_EXACT_MATCH_NO_NUMERIC_CHANGE,,6,0,6,6,0,6,6,0,6,HANUMBER,HIGH_CONFIRMED_2PLUS,3,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,DATABASE allotment already matches recommended resident/nonresident/total values.
DB1274,Patmos Ridge CWMU,Deer,DATABASE_MATCHES_RECOMMENDED,RECONCILED_EXACT_MATCH_NO_NUMERIC_CHANGE,,1,0,1,1,0,1,1,0,1,HANUMBER,HIGH_CONFIRMED_2PLUS,3,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,DATABASE allotment already matches recommended resident/nonresident/total values.
DB1275,Pine Canyon CWMU,Deer,DATABASE_MATCHES_RECOMMENDED,RECONCILED_EXACT_MATCH_NO_NUMERIC_CHANGE,,2,0,2,2,0,2,2,0,2,HANUMBER,HIGH_CONFIRMED_2PLUS,3,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,DATABASE allotment already matches recommended resident/nonresident/total values.
DB1276,Plymouth Peak CWMU,Deer,DATABASE_TOTAL_MATCHES_RECOMMENDED,RECONCILED_TOTAL_MATCH,permit_allotment_2026_res|permit_allotment_2026_nr|permit_allotment_2026_source|permit_allotment_2026_source_file|permit_allotment_2026_status,,,1,1,0,1,1,0,1,HANUMBER,MEDIUM_SINGLE_SOURCE,1,DWR_HUNT_PLANNER_HaNumber_MATCHED_PERMITS_2026,2026_CURRENT_PERMIT_RECONCILIATION:HANUMBER,HISTORICAL_2025_ONLY_NOT_ACTIVE_2026,RECONCILED_2026_TOTAL_MATCH_SPLIT_FILLED,DATABASE total already matches recommended total. Blank split cell(s) were filled from the recommended source.
DB1277,Pocatello Valley CWMU,Deer,DATABASE_MATCHES_RECOMMENDED,RECONCILED_EXACT_MATCH_NO_NUMERIC_CHANGE,,1,0,1,1,0,1,1,0,1,HANUMBER,HIGH_CONFIRMED_2PLUS,3,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,DATABASE allotment already matches recommended resident/nonresident/total values.
DB1279,Preston Nutter Ranch CWMU,Deer,DATABASE_MATCHES_RECOMMENDED,RECONCILED_EXACT_MATCH_NO_NUMERIC_CHANGE,,1,0,1,1,0,1,1,0,1,HANUMBER,HIGH_CONFIRMED_2PLUS,3,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,DATABASE allotment already matches recommended resident/nonresident/total values.
DB1280,Promontory Point CWMU,Deer,DATABASE_MATCHES_RECOMMENDED,RECONCILED_EXACT_MATCH_NO_NUMERIC_CHANGE,,1,0,1,1,0,1,1,0,1,HANUMBER,HIGH_CONFIRMED_2PLUS,3,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,DATABASE allotment already matches recommended resident/nonresident/total values.
DB1281,Rattlesnake Pass CWMU,Deer,DATABASE_MATCHES_RECOMMENDED,RECONCILED_EXACT_MATCH_NO_NUMERIC_CHANGE,,2,0,2,2,0,2,2,0,2,HANUMBER,HIGH_CONFIRMED_2PLUS,3,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,DATABASE allotment already matches recommended resident/nonresident/total values.
DB1282,Redd Ranches CWMU,Deer,DATABASE_MATCHES_RECOMMENDED,RECONCILED_EXACT_MATCH_NO_NUMERIC_CHANGE,,2,0,2,2,0,2,2,0,2,HANUMBER,HIGH_CONFIRMED_2PLUS,3,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,DATABASE allotment already matches recommended resident/nonresident/total values.
