hunt_code,hunt_name,species,draw_results_year,model_target_year,res_header,nr_header,total_header,res_display_header,nr_display_header,total_display_header,res_value,nr_value,total_value,source_value,status,recommended_2026_res,recommended_2026_nr,recommended_2026_total,recommended_2026_winner_source,recommended_2026_alignment
BR7004,Manti South/San Rafael North,Black Bear,2026,2027,permit_allotment_2026_res,permit_allotment_2026_nr,permit_allotment_2026_total,RES_PERMITS_2026=2027_MODEL,N.R_PERMITS_2026=2027_MODEL,TOTAL_PERMITS_2026=2027_MODEL,18,2,20,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,CLEAN,18,0,20,HANUMBER,DATABASE_TOTAL_MATCHES_RECOMMENDED
BR7105,Manti South/San Rafael North,Black Bear,2024,2025,permits_2024_res,permits_2024_nr,permits_2024_total,RES_PERMITS_2024=2025_MODEL,N.R_PERMITS_2024=2025_MODEL,TOTAL_PERMITS_2024=2025_MODEL,7,1,8,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING;SUPPLEMENT:draw_results_2023_for_2024_UPLOADED_COMBINED_long,CLEAN,,,,,
BR7105,Manti South/San Rafael North,Black Bear,2025,2026,permits_2025_res,permits_2025_nr,permits_2025_total,RES_PERMITS_2025=2026_MODEL,N.R_PERMITS_2025=2026_MODEL,TOTAL_PERMITS_2025=2026_MODEL,5,1,6,REBUIlT_2024_DRAW_RESULTS_FOR_2025_MODELING,CLEAN,,,,,
BR7105,Manti South/San Rafael North,Black Bear,2026,2027,permit_allotment_2026_res,permit_allotment_2026_nr,permit_allotment_2026_total,RES_PERMITS_2026=2027_MODEL,N.R_PERMITS_2026=2027_MODEL,TOTAL_PERMITS_2026=2027_MODEL,18,2,20,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,CLEAN,18,2,20,HANUMBER,DATABASE_MATCHES_RECOMMENDED
BR7204,Manti South/San Rafael North,Black Bear,2024,2025,permits_2024_res,permits_2024_nr,permits_2024_total,RES_PERMITS_2024=2025_MODEL,N.R_PERMITS_2024=2025_MODEL,TOTAL_PERMITS_2024=2025_MODEL,4,1,5,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING;SUPPLEMENT:draw_results_2023_for_2024_UPLOADED_COMBINED_long,CLEAN,,,,,
BR7204,Manti South/San Rafael North,Black Bear,2025,2026,permits_2025_res,permits_2025_nr,permits_2025_total,RES_PERMITS_2025=2026_MODEL,N.R_PERMITS_2025=2026_MODEL,TOTAL_PERMITS_2025=2026_MODEL,3,1,4,REBUIlT_2024_DRAW_RESULTS_FOR_2025_MODELING,CLEAN,,,,,
BR7204,Manti South/San Rafael North,Black Bear,2026,2027,permit_allotment_2026_res,permit_allotment_2026_nr,permit_allotment_2026_total,RES_PERMITS_2026=2027_MODEL,N.R_PERMITS_2026=2027_MODEL,TOTAL_PERMITS_2026=2027_MODEL,18,2,20,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,CLEAN,18,2,20,HANUMBER,DATABASE_MATCHES_RECOMMENDED
BR7304,Manti South/San Rafael North,Black Bear,2024,2025,permits_2024_res,permits_2024_nr,permits_2024_total,RES_PERMITS_2024=2025_MODEL,N.R_PERMITS_2024=2025_MODEL,TOTAL_PERMITS_2024=2025_MODEL,3,1,4,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING;SUPPLEMENT:draw_results_2023_for_2024_UPLOADED_COMBINED_long,CLEAN,,,,,
BR7304,Manti South/San Rafael North,Black Bear,2025,2026,permits_2025_res,permits_2025_nr,permits_2025_total,RES_PERMITS_2025=2026_MODEL,N.R_PERMITS_2025=2026_MODEL,TOTAL_PERMITS_2025=2026_MODEL,4,1,5,REBUIlT_2024_DRAW_RESULTS_FOR_2025_MODELING,CLEAN,,,,,
BR7304,Manti South/San Rafael North,Black Bear,2026,2027,permit_allotment_2026_res,permit_allotment_2026_nr,permit_allotment_2026_total,RES_PERMITS_2026=2027_MODEL,N.R_PERMITS_2026=2027_MODEL,TOTAL_PERMITS_2026=2027_MODEL,18,2,20,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,CLEAN,18,2,20,HANUMBER,DATABASE_MATCHES_RECOMMENDED
LP5031,"Box Elder, West - Private Land Only",Pronghorn,2024,2025,permits_2024_res,permits_2024_nr,permits_2024_total,RES_PERMITS_2024=2025_MODEL,N.R_PERMITS_2024=2025_MODEL,TOTAL_PERMITS_2024=2025_MODEL,,,,,BLANK_TOTAL,,,,,
LP5031,"Box Elder, West - Private Land Only",Pronghorn,2025,2026,permits_2025_res,permits_2025_nr,permits_2025_total,RES_PERMITS_2025=2026_MODEL,N.R_PERMITS_2025=2026_MODEL,TOTAL_PERMITS_2025=2026_MODEL,10,2,12,REBUIlT_2024_DRAW_RESULTS_FOR_2025_MODELING_CROSSWALK_RETRY,CLEAN,,,,,
LP5031,"Box Elder, West - Private Land Only",Pronghorn,2026,2027,permit_allotment_2026_res,permit_allotment_2026_nr,permit_allotment_2026_total,RES_PERMITS_2026=2027_MODEL,N.R_PERMITS_2026=2027_MODEL,TOTAL_PERMITS_2026=2027_MODEL,,,,,BLANK_TOTAL,,,,NONE,NOT_COMPARED
PB5006,"Box Elder, West",Pronghorn,2024,2025,permits_2024_res,permits_2024_nr,permits_2024_total,RES_PERMITS_2024=2025_MODEL,N.R_PERMITS_2024=2025_MODEL,TOTAL_PERMITS_2024=2025_MODEL,5,1,6,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING;SUPPLEMENT:draw_results_2023_for_2024_long,CLEAN,,,,,
PB5006,"Box Elder, West",Pronghorn,2025,2026,permits_2025_res,permits_2025_nr,permits_2025_total,RES_PERMITS_2025=2026_MODEL,N.R_PERMITS_2025=2026_MODEL,TOTAL_PERMITS_2025=2026_MODEL,5,1,6,REBUIlT_2024_DRAW_RESULTS_FOR_2025_MODELING,CLEAN,,,,,
PB5006,"Box Elder, West",Pronghorn,2026,2027,permit_allotment_2026_res,permit_allotment_2026_nr,permit_allotment_2026_total,RES_PERMITS_2026=2027_MODEL,N.R_PERMITS_2026=2027_MODEL,TOTAL_PERMITS_2026=2027_MODEL,10,1,11,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,CLEAN,10,1,11,HANUMBER,DATABASE_MATCHES_RECOMMENDED
PB5031,"Box Elder, West",Pronghorn,2024,2025,permits_2024_res,permits_2024_nr,permits_2024_total,RES_PERMITS_2024=2025_MODEL,N.R_PERMITS_2024=2025_MODEL,TOTAL_PERMITS_2024=2025_MODEL,9,2,11,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING;SUPPLEMENT:draw_results_2023_for_2024_long,CLEAN,,,,,
PB5031,"Box Elder, West",Pronghorn,2025,2026,permits_2025_res,permits_2025_nr,permits_2025_total,RES_PERMITS_2025=2026_MODEL,N.R_PERMITS_2025=2026_MODEL,TOTAL_PERMITS_2025=2026_MODEL,10,2,12,REBUIlT_2024_DRAW_RESULTS_FOR_2025_MODELING,CLEAN,,,,,
PB5031,"Box Elder, West",Pronghorn,2026,2027,permit_allotment_2026_res,permit_allotment_2026_nr,permit_allotment_2026_total,RES_PERMITS_2026=2027_MODEL,N.R_PERMITS_2026=2027_MODEL,TOTAL_PERMITS_2026=2027_MODEL,30,3,33,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,CLEAN,30,3,33,HANUMBER,DATABASE_MATCHES_RECOMMENDED
PB5079,"Box Elder, West",Pronghorn,2024,2025,permits_2024_res,permits_2024_nr,permits_2024_total,RES_PERMITS_2024=2025_MODEL,N.R_PERMITS_2024=2025_MODEL,TOTAL_PERMITS_2024=2025_MODEL,,,,,BLANK_TOTAL,,,,,
PB5079,"Box Elder, West",Pronghorn,2025,2026,permits_2025_res,permits_2025_nr,permits_2025_total,RES_PERMITS_2025=2026_MODEL,N.R_PERMITS_2025=2026_MODEL,TOTAL_PERMITS_2025=2026_MODEL,,,,,BLANK_TOTAL,,,,,
PB5079,"Box Elder, West",Pronghorn,2026,2027,permit_allotment_2026_res,permit_allotment_2026_nr,permit_allotment_2026_total,RES_PERMITS_2026=2027_MODEL,N.R_PERMITS_2026=2027_MODEL,TOTAL_PERMITS_2026=2027_MODEL,10,1,11,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,CLEAN,10,1,11,HANUMBER,DATABASE_MATCHES_RECOMMENDED
PD1017,"Box Elder, West",Pronghorn,2024,2025,permits_2024_res,permits_2024_nr,permits_2024_total,RES_PERMITS_2024=2025_MODEL,N.R_PERMITS_2024=2025_MODEL,TOTAL_PERMITS_2024=2025_MODEL,5,1,6,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING;SUPPLEMENT:draw_results_2023_for_2024_UPLOADED_COMBINED_long,CLEAN,,,,,
PD1017,"Box Elder, West",Pronghorn,2025,2026,permits_2025_res,permits_2025_nr,permits_2025_total,RES_PERMITS_2025=2026_MODEL,N.R_PERMITS_2025=2026_MODEL,TOTAL_PERMITS_2025=2026_MODEL,18,3,21,REBUIlT_2024_DRAW_RESULTS_FOR_2025_MODELING,CLEAN,,,,,
PD1017,"Box Elder, West",Pronghorn,2026,2027,permit_allotment_2026_res,permit_allotment_2026_nr,permit_allotment_2026_total,RES_PERMITS_2026=2027_MODEL,N.R_PERMITS_2026=2027_MODEL,TOTAL_PERMITS_2026=2027_MODEL,31,4,35,PRONGHORN_DOE_CSV_CONFIRMED_RECOMMENDED,CLEAN,31,4,35,HANUMBER,DATABASE_MATCHES_RECOMMENDED
DB1028,Fillmore,Deer,2024,2025,permits_2024_res,permits_2024_nr,permits_2024_total,RES_PERMITS_2024=2025_MODEL,N.R_PERMITS_2024=2025_MODEL,TOTAL_PERMITS_2024=2025_MODEL,2,1,3,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING;SUPPLEMENT:draw_results_2023_for_2024_long,CLEAN,,,,,
DB1028,Fillmore,Deer,2025,2026,permits_2025_res,permits_2025_nr,permits_2025_total,RES_PERMITS_2025=2026_MODEL,N.R_PERMITS_2025=2026_MODEL,TOTAL_PERMITS_2025=2026_MODEL,3,1,4,REBUIlT_2024_DRAW_RESULTS_FOR_2025_MODELING,CLEAN,,,,,
DB1028,Fillmore,Deer,2026,2027,permit_allotment_2026_res,permit_allotment_2026_nr,permit_allotment_2026_total,RES_PERMITS_2026=2027_MODEL,N.R_PERMITS_2026=2027_MODEL,TOTAL_PERMITS_2026=2027_MODEL,11,1,12,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,CLEAN,11,1,12,HANUMBER,DATABASE_MATCHES_RECOMMENDED
DB1506,Fillmore,Deer,2024,2025,permits_2024_res,permits_2024_nr,permits_2024_total,RES_PERMITS_2024=2025_MODEL,N.R_PERMITS_2024=2025_MODEL,TOTAL_PERMITS_2024=2025_MODEL,123,15,138,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING;SUPPLEMENT:draw_results_2023_for_2024_UPLOADED_COMBINED_long,CLEAN,,,,,
DB1506,Fillmore,Deer,2025,2026,permits_2025_res,permits_2025_nr,permits_2025_total,RES_PERMITS_2025=2026_MODEL,N.R_PERMITS_2025=2026_MODEL,TOTAL_PERMITS_2025=2026_MODEL,188,13,201,REBUIlT_2024_DRAW_RESULTS_FOR_2025_MODELING,CLEAN,,,,,
DB1506,Fillmore,Deer,2026,2027,permit_allotment_2026_res,permit_allotment_2026_nr,permit_allotment_2026_total,RES_PERMITS_2026=2027_MODEL,N.R_PERMITS_2026=2027_MODEL,TOTAL_PERMITS_2026=2027_MODEL,,,460,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,TOTAL_ONLY,,,460,HANUMBER,DATABASE_MATCHES_RECOMMENDED
DB1536,Fillmore,Deer,2024,2025,permits_2024_res,permits_2024_nr,permits_2024_total,RES_PERMITS_2024=2025_MODEL,N.R_PERMITS_2024=2025_MODEL,TOTAL_PERMITS_2024=2025_MODEL,247,11,258,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING;SUPPLEMENT:draw_results_2023_for_2024_UPLOADED_COMBINED_long,CLEAN,,,,,
DB1536,Fillmore,Deer,2025,2026,permits_2025_res,permits_2025_nr,permits_2025_total,RES_PERMITS_2025=2026_MODEL,N.R_PERMITS_2025=2026_MODEL,TOTAL_PERMITS_2025=2026_MODEL,312,35,347,REBUIlT_2024_DRAW_RESULTS_FOR_2025_MODELING,CLEAN,,,,,
DB1536,Fillmore,Deer,2026,2027,permit_allotment_2026_res,permit_allotment_2026_nr,permit_allotment_2026_total,RES_PERMITS_2026=2027_MODEL,N.R_PERMITS_2026=2027_MODEL,TOTAL_PERMITS_2026=2027_MODEL,,,920,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,TOTAL_ONLY,,,920,HANUMBER,DATABASE_MATCHES_RECOMMENDED
DB1566,Fillmore,Deer,2024,2025,permits_2024_res,permits_2024_nr,permits_2024_total,RES_PERMITS_2024=2025_MODEL,N.R_PERMITS_2024=2025_MODEL,TOTAL_PERMITS_2024=2025_MODEL,101,15,116,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING;SUPPLEMENT:draw_results_2023_for_2024_UPLOADED_COMBINED_long,CLEAN,,,,,
DB1566,Fillmore,Deer,2025,2026,permits_2025_res,permits_2025_nr,permits_2025_total,RES_PERMITS_2025=2026_MODEL,N.R_PERMITS_2025=2026_MODEL,TOTAL_PERMITS_2025=2026_MODEL,124,12,136,REBUIlT_2024_DRAW_RESULTS_FOR_2025_MODELING,CLEAN,,,,,
DB1566,Fillmore,Deer,2026,2027,permit_allotment_2026_res,permit_allotment_2026_nr,permit_allotment_2026_total,RES_PERMITS_2026=2027_MODEL,N.R_PERMITS_2026=2027_MODEL,TOTAL_PERMITS_2026=2027_MODEL,,,460,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,TOTAL_ONLY,,,460,HANUMBER,DATABASE_MATCHES_RECOMMENDED
DB1591,Fillmore,Deer,2024,2025,permits_2024_res,permits_2024_nr,permits_2024_total,RES_PERMITS_2024=2025_MODEL,N.R_PERMITS_2024=2025_MODEL,TOTAL_PERMITS_2024=2025_MODEL,95,14,109,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING;SUPPLEMENT:draw_results_2023_for_2024_UPLOADED_COMBINED_long,CLEAN,,,,,
DB1591,Fillmore,Deer,2025,2026,permits_2025_res,permits_2025_nr,permits_2025_total,RES_PERMITS_2025=2026_MODEL,N.R_PERMITS_2025=2026_MODEL,TOTAL_PERMITS_2025=2026_MODEL,141,23,164,REBUIlT_2024_DRAW_RESULTS_FOR_2025_MODELING,CLEAN,,,,,
DB1591,Fillmore,Deer,2026,2027,permit_allotment_2026_res,permit_allotment_2026_nr,permit_allotment_2026_total,RES_PERMITS_2026=2027_MODEL,N.R_PERMITS_2026=2027_MODEL,TOTAL_PERMITS_2026=2027_MODEL,,,460,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,TOTAL_ONLY,,,460,HANUMBER,DATABASE_MATCHES_RECOMMENDED
DB1775,Fillmore,Deer,2024,2025,permits_2024_res,permits_2024_nr,permits_2024_total,RES_PERMITS_2024=2025_MODEL,N.R_PERMITS_2024=2025_MODEL,TOTAL_PERMITS_2024=2025_MODEL,1,1,2,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING,CLEAN,,,,,
DB1775,Fillmore,Deer,2025,2026,permits_2025_res,permits_2025_nr,permits_2025_total,RES_PERMITS_2025=2026_MODEL,N.R_PERMITS_2025=2026_MODEL,TOTAL_PERMITS_2025=2026_MODEL,,,,,BLANK_TOTAL,,,,,
DB1775,Fillmore,Deer,2026,2027,permit_allotment_2026_res,permit_allotment_2026_nr,permit_allotment_2026_total,RES_PERMITS_2026=2027_MODEL,N.R_PERMITS_2026=2027_MODEL,TOTAL_PERMITS_2026=2027_MODEL,,,42,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,TOTAL_ONLY,,,42,HANUMBER,DATABASE_MATCHES_RECOMMENDED
LO1506,Fillmore,Deer,2024,2025,permits_2024_res,permits_2024_nr,permits_2024_total,RES_PERMITS_2024=2025_MODEL,N.R_PERMITS_2024=2025_MODEL,TOTAL_PERMITS_2024=2025_MODEL,,,,,BLANK_TOTAL,,,,,
LO1506,Fillmore,Deer,2025,2026,permits_2025_res,permits_2025_nr,permits_2025_total,RES_PERMITS_2025=2026_MODEL,N.R_PERMITS_2025=2026_MODEL,TOTAL_PERMITS_2025=2026_MODEL,188,13,201,REBUIlT_2024_DRAW_RESULTS_FOR_2025_MODELING_MEDIUM_APPROVED,CLEAN,,,,,
LO1506,Fillmore,Deer,2026,2027,permit_allotment_2026_res,permit_allotment_2026_nr,permit_allotment_2026_total,RES_PERMITS_2026=2027_MODEL,N.R_PERMITS_2026=2027_MODEL,TOTAL_PERMITS_2026=2027_MODEL,,,,,BLANK_TOTAL,,,,NONE,NOT_COMPARED
LO1536,Fillmore,Deer,2024,2025,permits_2024_res,permits_2024_nr,permits_2024_total,RES_PERMITS_2024=2025_MODEL,N.R_PERMITS_2024=2025_MODEL,TOTAL_PERMITS_2024=2025_MODEL,,,,,BLANK_TOTAL,,,,,
LO1536,Fillmore,Deer,2025,2026,permits_2025_res,permits_2025_nr,permits_2025_total,RES_PERMITS_2025=2026_MODEL,N.R_PERMITS_2025=2026_MODEL,TOTAL_PERMITS_2025=2026_MODEL,,,,,BLANK_TOTAL,,,,,
LO1536,Fillmore,Deer,2026,2027,permit_allotment_2026_res,permit_allotment_2026_nr,permit_allotment_2026_total,RES_PERMITS_2026=2027_MODEL,N.R_PERMITS_2026=2027_MODEL,TOTAL_PERMITS_2026=2027_MODEL,,,2,,TOTAL_ONLY,,,,NONE_EXTERNAL_DATABASE_REFERENCE_ONLY,DATABASE_HAS_VALUE_NO_RECOMMENDATION
LO1566,Fillmore,Deer,2024,2025,permits_2024_res,permits_2024_nr,permits_2024_total,RES_PERMITS_2024=2025_MODEL,N.R_PERMITS_2024=2025_MODEL,TOTAL_PERMITS_2024=2025_MODEL,,,,,BLANK_TOTAL,,,,,
LO1566,Fillmore,Deer,2025,2026,permits_2025_res,permits_2025_nr,permits_2025_total,RES_PERMITS_2025=2026_MODEL,N.R_PERMITS_2025=2026_MODEL,TOTAL_PERMITS_2025=2026_MODEL,,,,,BLANK_TOTAL,,,,,
LO1566,Fillmore,Deer,2026,2027,permit_allotment_2026_res,permit_allotment_2026_nr,permit_allotment_2026_total,RES_PERMITS_2026=2027_MODEL,N.R_PERMITS_2026=2027_MODEL,TOTAL_PERMITS_2026=2027_MODEL,,,,,BLANK_TOTAL,,,,NONE,NOT_COMPARED
LO1591,Fillmore,Deer,2024,2025,permits_2024_res,permits_2024_nr,permits_2024_total,RES_PERMITS_2024=2025_MODEL,N.R_PERMITS_2024=2025_MODEL,TOTAL_PERMITS_2024=2025_MODEL,,,,,BLANK_TOTAL,,,,,
LO1591,Fillmore,Deer,2025,2026,permits_2025_res,permits_2025_nr,permits_2025_total,RES_PERMITS_2025=2026_MODEL,N.R_PERMITS_2025=2026_MODEL,TOTAL_PERMITS_2025=2026_MODEL,,,,,BLANK_TOTAL,,,,,
LO1591,Fillmore,Deer,2026,2027,permit_allotment_2026_res,permit_allotment_2026_nr,permit_allotment_2026_total,RES_PERMITS_2026=2027_MODEL,N.R_PERMITS_2026=2027_MODEL,TOTAL_PERMITS_2026=2027_MODEL,,,1,,TOTAL_ONLY,,,,NONE_EXTERNAL_DATABASE_REFERENCE_ONLY,DATABASE_HAS_VALUE_NO_RECOMMENDATION
DB1309,West Willow Creek Ranch CWMU,Deer,2024,2025,permits_2024_res,permits_2024_nr,permits_2024_total,RES_PERMITS_2024=2025_MODEL,N.R_PERMITS_2024=2025_MODEL,TOTAL_PERMITS_2024=2025_MODEL,2,0,2,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING;SUPPLEMENT:draw_results_2023_for_2024_long,CLEAN,,,,,
DB1309,West Willow Creek Ranch CWMU,Deer,2025,2026,permits_2025_res,permits_2025_nr,permits_2025_total,RES_PERMITS_2025=2026_MODEL,N.R_PERMITS_2025=2026_MODEL,TOTAL_PERMITS_2025=2026_MODEL,1,0,1,REBUIlT_2024_DRAW_RESULTS_FOR_2025_MODELING,CLEAN,,,,,
DB1309,West Willow Creek Ranch CWMU,Deer,2026,2027,permit_allotment_2026_res,permit_allotment_2026_nr,permit_allotment_2026_total,RES_PERMITS_2026=2027_MODEL,N.R_PERMITS_2026=2027_MODEL,TOTAL_PERMITS_2026=2027_MODEL,5,0,5,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,CLEAN,5,0,5,HANUMBER,DATABASE_MATCHES_RECOMMENDED
EB3607,West Willow Creek Ranch CWMU,Elk,2024,2025,permits_2024_res,permits_2024_nr,permits_2024_total,RES_PERMITS_2024=2025_MODEL,N.R_PERMITS_2024=2025_MODEL,TOTAL_PERMITS_2024=2025_MODEL,1,0,1,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING;SUPPLEMENT:draw_results_2023_for_2024_long,CLEAN,,,,,
EB3607,West Willow Creek Ranch CWMU,Elk,2025,2026,permits_2025_res,permits_2025_nr,permits_2025_total,RES_PERMITS_2025=2026_MODEL,N.R_PERMITS_2025=2026_MODEL,TOTAL_PERMITS_2025=2026_MODEL,1,0,1,REBUIlT_2024_DRAW_RESULTS_FOR_2025_MODELING,CLEAN,,,,,
EB3607,West Willow Creek Ranch CWMU,Elk,2026,2027,permit_allotment_2026_res,permit_allotment_2026_nr,permit_allotment_2026_total,RES_PERMITS_2026=2027_MODEL,N.R_PERMITS_2026=2027_MODEL,TOTAL_PERMITS_2026=2027_MODEL,1,0,1,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,CLEAN,1,0,1,HANUMBER,DATABASE_MATCHES_RECOMMENDED
DA1011,George Creek CWMU,Deer,2024,2025,permits_2024_res,permits_2024_nr,permits_2024_total,RES_PERMITS_2024=2025_MODEL,N.R_PERMITS_2024=2025_MODEL,TOTAL_PERMITS_2024=2025_MODEL,2,0,2,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING;SUPPLEMENT:draw_results_2023_for_2024_UPLOADED_COMBINED_long,CLEAN,,,,,
DA1011,George Creek CWMU,Deer,2025,2026,permits_2025_res,permits_2025_nr,permits_2025_total,RES_PERMITS_2025=2026_MODEL,N.R_PERMITS_2025=2026_MODEL,TOTAL_PERMITS_2025=2026_MODEL,3,0,3,REBUIlT_2024_DRAW_RESULTS_FOR_2025_MODELING,CLEAN,,,,,
DA1011,George Creek CWMU,Deer,2026,2027,permit_allotment_2026_res,permit_allotment_2026_nr,permit_allotment_2026_total,RES_PERMITS_2026=2027_MODEL,N.R_PERMITS_2026=2027_MODEL,TOTAL_PERMITS_2026=2027_MODEL,5,0,5,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,CLEAN,,,5,HANUMBER,DATABASE_TOTAL_MATCHES_RECOMMENDED
DB1240,George Creek CWMU,Deer,2024,2025,permits_2024_res,permits_2024_nr,permits_2024_total,RES_PERMITS_2024=2025_MODEL,N.R_PERMITS_2024=2025_MODEL,TOTAL_PERMITS_2024=2025_MODEL,1,0,1,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING;SUPPLEMENT:draw_results_2023_for_2024_long,CLEAN,,,,,
DB1240,George Creek CWMU,Deer,2025,2026,permits_2025_res,permits_2025_nr,permits_2025_total,RES_PERMITS_2025=2026_MODEL,N.R_PERMITS_2025=2026_MODEL,TOTAL_PERMITS_2025=2026_MODEL,1,0,1,REBUIlT_2024_DRAW_RESULTS_FOR_2025_MODELING,CLEAN,,,,,
DB1240,George Creek CWMU,Deer,2026,2027,permit_allotment_2026_res,permit_allotment_2026_nr,permit_allotment_2026_total,RES_PERMITS_2026=2027_MODEL,N.R_PERMITS_2026=2027_MODEL,TOTAL_PERMITS_2026=2027_MODEL,1,0,1,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,CLEAN,1,0,1,HANUMBER,DATABASE_MATCHES_RECOMMENDED
PB5330,George Creek CWMU,Pronghorn,2024,2025,permits_2024_res,permits_2024_nr,permits_2024_total,RES_PERMITS_2024=2025_MODEL,N.R_PERMITS_2024=2025_MODEL,TOTAL_PERMITS_2024=2025_MODEL,1,0,1,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING;SUPPLEMENT:draw_results_2023_for_2024_long,CLEAN,,,,,
PB5330,George Creek CWMU,Pronghorn,2025,2026,permits_2025_res,permits_2025_nr,permits_2025_total,RES_PERMITS_2025=2026_MODEL,N.R_PERMITS_2025=2026_MODEL,TOTAL_PERMITS_2025=2026_MODEL,1,0,1,REBUIlT_2024_DRAW_RESULTS_FOR_2025_MODELING,CLEAN,,,,,
PB5330,George Creek CWMU,Pronghorn,2026,2027,permit_allotment_2026_res,permit_allotment_2026_nr,permit_allotment_2026_total,RES_PERMITS_2026=2027_MODEL,N.R_PERMITS_2026=2027_MODEL,TOTAL_PERMITS_2026=2027_MODEL,1,0,1,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,CLEAN,1,0,1,HANUMBER,DATABASE_MATCHES_RECOMMENDED
DB1234,East Zion CWMU,Deer,2024,2025,permits_2024_res,permits_2024_nr,permits_2024_total,RES_PERMITS_2024=2025_MODEL,N.R_PERMITS_2024=2025_MODEL,TOTAL_PERMITS_2024=2025_MODEL,1,0,1,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING;SUPPLEMENT:draw_results_2023_for_2024_long,CLEAN,,,,,
DB1234,East Zion CWMU,Deer,2025,2026,permits_2025_res,permits_2025_nr,permits_2025_total,RES_PERMITS_2025=2026_MODEL,N.R_PERMITS_2025=2026_MODEL,TOTAL_PERMITS_2025=2026_MODEL,1,0,1,REBUIlT_2024_DRAW_RESULTS_FOR_2025_MODELING,CLEAN,,,,,
DB1234,East Zion CWMU,Deer,2026,2027,permit_allotment_2026_res,permit_allotment_2026_nr,permit_allotment_2026_total,RES_PERMITS_2026=2027_MODEL,N.R_PERMITS_2026=2027_MODEL,TOTAL_PERMITS_2026=2027_MODEL,1,0,1,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,CLEAN,1,0,1,HANUMBER,DATABASE_MATCHES_RECOMMENDED
TK1021,East Zion CWMU,Turkey,2024,2025,permits_2024_res,permits_2024_nr,permits_2024_total,RES_PERMITS_2024=2025_MODEL,N.R_PERMITS_2024=2025_MODEL,TOTAL_PERMITS_2024=2025_MODEL,2,0,2,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING,CLEAN,,,,,
TK1021,East Zion CWMU,Turkey,2025,2026,permits_2025_res,permits_2025_nr,permits_2025_total,RES_PERMITS_2025=2026_MODEL,N.R_PERMITS_2025=2026_MODEL,TOTAL_PERMITS_2025=2026_MODEL,,,,,BLANK_TOTAL,,,,,
TK1021,East Zion CWMU,Turkey,2026,2027,permit_allotment_2026_res,permit_allotment_2026_nr,permit_allotment_2026_total,RES_PERMITS_2026=2027_MODEL,N.R_PERMITS_2026=2027_MODEL,TOTAL_PERMITS_2026=2027_MODEL,,,4,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,TOTAL_ONLY,,,4,HANUMBER,DATABASE_MATCHES_RECOMMENDED
DB1208,Blackhawk CWMU,Deer,2024,2025,permits_2024_res,permits_2024_nr,permits_2024_total,RES_PERMITS_2024=2025_MODEL,N.R_PERMITS_2024=2025_MODEL,TOTAL_PERMITS_2024=2025_MODEL,1,0,1,REBUIlT_2023_DRAW_RESULTS_FOR_2024_MODELING;SUPPLEMENT:draw_results_2023_for_2024_long,CLEAN,,,,,
