hunt_code,hunt_name,species,sex_type,hunt_type,universe_status,delete_recommendation,successor_hunt_code,permit_allotment_2026_res,permit_allotment_2026_nr,permit_allotment_2026_total,permit_allotment_2026_status,notes
EB3166,"Book Cliffs, Bitter Creek/East",Elk,Bull,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,13.0,1.0,14,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EB3167,"Book Cliffs, Little Creek Roadless",Elk,Bull,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,4.0,1.0,5,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EB3168,"Cache, Meadowville",Elk,Bull,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,4.0,1.0,5,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EB3169,"Cache, Meadowville",Elk,Bull,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,11.0,1.0,12,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EB3170,"Cache, South",Elk,Bull,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,4.0,1.0,5,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EB3171,"Cache, South",Elk,Bull,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,11.0,1.0,12,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EB3172,Manti,Elk,Bull,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,9.0,1.0,10,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EB3173,Nebo/San Pitch Mtns,Elk,Bull,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,29.0,3.0,32,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EB3174,Nebo/San Pitch Mtns,Elk,Bull,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,13.0,2.0,15,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EB3175,Nebo/San Pitch Mtns,Elk,Bull,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,12.0,1.0,13,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EB3176,Nebo/San Pitch Mtns,Elk,Bull,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,20.0,2.0,22,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EB3177,Nebo/San Pitch Mtns,Elk,Bull,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,34.0,4.0,38,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EB3178,Nebo/San Pitch Mtns,Elk,Bull,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,4.0,0.0,4,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EB3179,Nebo/San Pitch Mtns,Elk,Bull,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,17.0,2.0,19,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EB3180,"Fillmore, Pahvant",Elk,Bull,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,18.0,2.0,20,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EB3181,"Fillmore, Pahvant",Elk,Bull,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,22.0,3.0,25,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EB3182,La Sal Mtns,Elk,Bull,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,9.0,1.0,10,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EB3183,La Sal Mtns,Elk,Bull,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,42.0,5.0,47,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EB3184,Monroe,Elk,Bull,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,7.0,1.0,8,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EB3185,Monroe,Elk,Bull,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,18.0,3.0,21,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EB3186,Mt Dutton,Elk,Bull,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,13.0,2.0,15,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EB3187,Mt Dutton,Elk,Bull,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,22.0,3.0,25,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EB3188,Panguitch Lake,Elk,Bull,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,13.0,2.0,15,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EB3189,Panguitch Lake,Elk,Bull,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,20.0,2.0,22,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EB3190,Boulder,Elk,Bull,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,4.0,1.0,5,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EB3191,Boulder,Elk,Bull,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,37.0,4.0,41,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EB3192,Fishlake/Thousand Lakes,Elk,Bull,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,13.0,2.0,15,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EB3193,San Juan Bull Elk,Elk,Bull,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,9.0,1.0,10,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EB3194,San Juan Bull Elk,Elk,Bull,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,33.0,4.0,37,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EB3195,Diamond Mtn,Elk,Bull,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,4.0,1.0,5,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EB3196,Diamond Mtn,Elk,Bull,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,17.0,2.0,19,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EB3197,"Southwest Desert, South",Elk,Bull,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,18.0,2.0,20,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EB3198,"Southwest Desert, South",Elk,Bull,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,46.0,5.0,51,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EB3199,Wasatch Mtns,Elk,Bull,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,9.0,1.0,10,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EB3205,East Canyon,Elk,Bull,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,7.0,1.0,8,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EB3208,Morgan-South Rich,Elk,Bull,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,9.0,1.0,10,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EB3209,"Box Elder, Pilot Mtn",Elk,Bull,Conservation,ACTIVE_RECONCILIATION_ROW,KEEP,,,,1,TOTAL_ONLY,Included in active 2026 permit reconciliation union.
EB3210,"North Slope, Three Corners",Elk,Bull,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,5.0,0.0,5,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EB3500,Alton CWMU,Elk,Bull,CWMU,ACTIVE_RECONCILIATION_ROW,KEEP,,1.0,0.0,1,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,Included in active 2026 permit reconciliation union.
EB3501,Bar J Ranch CWMU,Elk,Bull,CWMU,ACTIVE_RECONCILIATION_ROW,KEEP,,2.0,0.0,2,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,Included in active 2026 permit reconciliation union.
EB3502,Bear Mountain CWMU,Elk,Bull,CWMU,ACTIVE_RECONCILIATION_ROW,KEEP,,1.0,0.0,1,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,Included in active 2026 permit reconciliation union.
EB3503,Bear Springs CWMU,Elk,Bull,CWMU,ACTIVE_RECONCILIATION_ROW,KEEP,,1.0,0.0,1,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,Included in active 2026 permit reconciliation union.
EB3504,Blackhawk CWMU,Elk,Bull,CWMU,ACTIVE_RECONCILIATION_ROW,KEEP,,1.0,0.0,1,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,Included in active 2026 permit reconciliation union.
EB3505,Boobe Hole CWMU,Elk,Bull,CWMU,ACTIVE_RECONCILIATION_ROW,KEEP,,2.0,0.0,2,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,Included in active 2026 permit reconciliation union.
EB3506,Causey Spring CWMU,Elk,Bull,CWMU,ACTIVE_RECONCILIATION_ROW,KEEP,,1.0,0.0,1,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,Included in active 2026 permit reconciliation union.
EB3508,Chimney Rock CWMU,Elk,Bull,CWMU,ACTIVE_RECONCILIATION_ROW,KEEP,,2.0,0.0,2,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,Included in active 2026 permit reconciliation union.
EB3509,Coldwater Ranch CWMU,Elk,Bull,CWMU,ACTIVE_RECONCILIATION_ROW,KEEP,,3.0,0.0,3,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,Included in active 2026 permit reconciliation union.
EB3511,Cotton Thomas CWMU,Elk,Bull,CWMU,ACTIVE_RECONCILIATION_ROW,KEEP,,1.0,0.0,1,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,Included in active 2026 permit reconciliation union.
EB3514,Deseret CWMU,Elk,Bull,CWMU,ACTIVE_RECONCILIATION_ROW,KEEP,,19.0,0.0,19,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,Included in active 2026 permit reconciliation union.
EB3515,Double Cone CWMU,Elk,Bull,CWMU,ACTIVE_RECONCILIATION_ROW,KEEP,,1.0,0.0,1,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,Included in active 2026 permit reconciliation union.
EB3516,Durst Mountain CWMU,Elk,Bull,CWMU,ACTIVE_RECONCILIATION_ROW,KEEP,,3.0,0.0,3,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,Included in active 2026 permit reconciliation union.
EB3517,East Fork Chalk Creek CWMU,Elk,Bull,CWMU,ACTIVE_RECONCILIATION_ROW,KEEP,,3.0,0.0,3,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,Included in active 2026 permit reconciliation union.
EB3519,Ensign Ranches CWMU,Elk,Bull,CWMU,ACTIVE_RECONCILIATION_ROW,KEEP,,6.0,0.0,6,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,Included in active 2026 permit reconciliation union.
EB3520,Folley Ridge CWMU,Elk,Bull,CWMU,ACTIVE_RECONCILIATION_ROW,KEEP,,2.0,0.0,2,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,Included in active 2026 permit reconciliation union.
EB3521,Grass Valley/Clark Canyon CWMU,Elk,Bull,CWMU,ACTIVE_RECONCILIATION_ROW,KEEP,,10.0,0.0,10,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,Included in active 2026 permit reconciliation union.
EB3522,Grazing Pasture CWMU,Elk,Bull,CWMU,ACTIVE_RECONCILIATION_ROW,KEEP,,1.0,0.0,1,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,Included in active 2026 permit reconciliation union.
EB3523,Guildersleeve CWMU,Elk,Bull,CWMU,ACTIVE_RECONCILIATION_ROW,KEEP,,2.0,0.0,2,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,Included in active 2026 permit reconciliation union.
EB3524,Hardscrabble CWMU,Elk,Bull,CWMU,ACTIVE_RECONCILIATION_ROW,KEEP,,2.0,0.0,2,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,Included in active 2026 permit reconciliation union.
EB3525,Heaston East CWMU,Elk,Bull,CWMU,ACTIVE_RECONCILIATION_ROW,KEEP,,2.0,0.0,2,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,Included in active 2026 permit reconciliation union.
EB3526,Hiawatha CWMU,Elk,Bull,CWMU,ACTIVE_RECONCILIATION_ROW,KEEP,,2.0,0.0,2,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,Included in active 2026 permit reconciliation union.
EB3527,Indian Head CWMU,Elk,Bull,CWMU,ACTIVE_RECONCILIATION_ROW,KEEP,,2.0,0.0,2,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,Included in active 2026 permit reconciliation union.
EB3528,Ingham Peak CWMU,Elk,Bull,CWMU,ACTIVE_RECONCILIATION_ROW,KEEP,,1.0,0.0,1,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,Included in active 2026 permit reconciliation union.
EB3529,Circle E Ranch CWMU,Elk,Bull,CWMU,ACTIVE_RECONCILIATION_ROW,KEEP,,2.0,0.0,2,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,Included in active 2026 permit reconciliation union.
EB3530,Jacob's Creek CWMU,Elk,Bull,CWMU,ACTIVE_RECONCILIATION_ROW,KEEP,,2.0,0.0,2,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,Included in active 2026 permit reconciliation union.
EB3531,Johnson Mountain Ranch CWMU,Elk,Bull,CWMU,ACTIVE_RECONCILIATION_ROW,KEEP,,2.0,0.0,2,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,Included in active 2026 permit reconciliation union.
EB3532,Jump Creek CWMU,Elk,Bull,CWMU,ACTIVE_RECONCILIATION_ROW,KEEP,,1.0,0.0,1,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,Included in active 2026 permit reconciliation union.
EB3533,Junction Valley CWMU,Elk,Bull,CWMU,ACTIVE_RECONCILIATION_ROW,KEEP,,1.0,0.0,1,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,Included in active 2026 permit reconciliation union.
EB3534,Little Red Creek CWMU,Elk,Bull,CWMU,ACTIVE_RECONCILIATION_ROW,KEEP,,2.0,0.0,2,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,Included in active 2026 permit reconciliation union.
EB3536,Minnie Maud Ridge CWMU,Elk,Bull,CWMU,ACTIVE_RECONCILIATION_ROW,KEEP,,5.0,0.0,5,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,Included in active 2026 permit reconciliation union.
EB3538,Moon Ranch CWMU,Elk,Bull,CWMU,ACTIVE_RECONCILIATION_ROW,KEEP,,1.0,0.0,1,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,Included in active 2026 permit reconciliation union.
EB3540,Old Woman Plateau CWMU,Elk,Bull,CWMU,ACTIVE_RECONCILIATION_ROW,KEEP,,2.0,0.0,2,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,Included in active 2026 permit reconciliation union.
EB3541,Patmos Ridge CWMU,Elk,Bull,CWMU,ACTIVE_RECONCILIATION_ROW,KEEP,,1.0,0.0,1,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,Included in active 2026 permit reconciliation union.
EB3543,Preston Nutter Ranch CWMU,Elk,Bull,CWMU,ACTIVE_RECONCILIATION_ROW,KEEP,,3.0,0.0,3,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,Included in active 2026 permit reconciliation union.
EB3544,Redd Ranches CWMU,Elk,Bull,CWMU,ACTIVE_RECONCILIATION_ROW,KEEP,,2.0,0.0,2,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,Included in active 2026 permit reconciliation union.
EB3545,Cactus Ranch LLC CWMU,Elk,Bull,CWMU,ACTIVE_RECONCILIATION_ROW,KEEP,,3.0,0.0,3,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,Included in active 2026 permit reconciliation union.
EB3546,Roan Cliffs CWMU,Elk,Bull,CWMU,ACTIVE_RECONCILIATION_ROW,KEEP,,1.0,0.0,1,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,Included in active 2026 permit reconciliation union.
EB3547,Sand Creek CWMU,Elk,Bull,CWMU,ACTIVE_RECONCILIATION_ROW,KEEP,,1.0,0.0,1,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,Included in active 2026 permit reconciliation union.
EB3548,Scofield Canyons CWMU,Elk,Bull,CWMU,ACTIVE_RECONCILIATION_ROW,KEEP,,1.0,0.0,1,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,Included in active 2026 permit reconciliation union.
EB3549,Scofield East CWMU,Elk,Bull,CWMU,ACTIVE_RECONCILIATION_ROW,KEEP,,1.0,0.0,1,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,Included in active 2026 permit reconciliation union.
EB3550,Scofield West CWMU,Elk,Bull,CWMU,ACTIVE_RECONCILIATION_ROW,KEEP,,2.0,0.0,2,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,Included in active 2026 permit reconciliation union.
EB3551,SJ Ranch CWMU,Elk,Bull,CWMU,ACTIVE_RECONCILIATION_ROW,KEEP,,1.0,0.0,1,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,Included in active 2026 permit reconciliation union.
EB3552,Skull Crack CWMU,Elk,Bull,CWMU,ACTIVE_RECONCILIATION_ROW,KEEP,,1.0,0.0,1,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,Included in active 2026 permit reconciliation union.
EB3553,Soldier Summit CWMU,Elk,Bull,CWMU,ACTIVE_RECONCILIATION_ROW,KEEP,,2.0,0.0,2,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,Included in active 2026 permit reconciliation union.
EB3554,South Canyon CWMU,Elk,Bull,CWMU,ACTIVE_RECONCILIATION_ROW,KEEP,,1.0,0.0,1,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,Included in active 2026 permit reconciliation union.
EB3555,Spring Creek/Dodge CWMU,Elk,Bull,CWMU,ACTIVE_RECONCILIATION_ROW,KEEP,,2.0,0.0,2,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,Included in active 2026 permit reconciliation union.
EB3557,Strawberry Ridge CWMU,Elk,Bull,CWMU,ACTIVE_RECONCILIATION_ROW,KEEP,,2.0,0.0,2,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,Included in active 2026 permit reconciliation union.
EB3558,Summit Point CWMU,Elk,Bull,CWMU,ACTIVE_RECONCILIATION_ROW,KEEP,,1.0,0.0,1,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,Included in active 2026 permit reconciliation union.
EB3559,Three C CWMU,Elk,Bull,CWMU,ACTIVE_RECONCILIATION_ROW,KEEP,,2.0,0.0,2,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,Included in active 2026 permit reconciliation union.
EB3561,Two Bear CWMU,Elk,Bull,CWMU,ACTIVE_RECONCILIATION_ROW,KEEP,,5.0,0.0,5,HISTORICAL_2025_ONLY_NOT_ACTIVE_2026,Included in active 2026 permit reconciliation union.
EB3562,Wallsburg CWMU,Elk,Bull,CWMU,ACTIVE_RECONCILIATION_ROW,KEEP,,1.0,0.0,1,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,Included in active 2026 permit reconciliation union.
EB3564,Woodruff Creek South CWMU,Elk,Bull,CWMU,ACTIVE_RECONCILIATION_ROW,KEEP,,2.0,0.0,2,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,Included in active 2026 permit reconciliation union.
EB3565,North Peaks CWMU,Elk,Bull,CWMU,ACTIVE_RECONCILIATION_ROW,KEEP,,1.0,0.0,1,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,Included in active 2026 permit reconciliation union.
EB3603,Pahvant Ensign CWMU,Elk,Bull,CWMU,ACTIVE_RECONCILIATION_ROW,KEEP,,1.0,0.0,1,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,Included in active 2026 permit reconciliation union.
EB3604,Double R Ranch CWMU,Elk,Bull,CWMU,ACTIVE_RECONCILIATION_ROW,KEEP,,1.0,0.0,1,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,Included in active 2026 permit reconciliation union.
EB3606,Mountain Sky Ranch CWMU,Elk,Bull,CWMU,ACTIVE_RECONCILIATION_ROW,KEEP,,1.0,0.0,1,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,Included in active 2026 permit reconciliation union.
EB3607,West Willow Creek Ranch CWMU,Elk,Bull,CWMU,ACTIVE_RECONCILIATION_ROW,KEEP,,1.0,0.0,1,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,Included in active 2026 permit reconciliation union.
EB3608,Avintaquin Canyon CWMU,Elk,Bull,CWMU,ACTIVE_RECONCILIATION_ROW,KEEP,,1.0,0.0,1,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,Included in active 2026 permit reconciliation union.
EB3609,Royal Ivory Outfitters CWMU,Elk,Bull,CWMU,ACTIVE_RECONCILIATION_ROW,KEEP,,3.0,0.0,3,HISTORICAL_2025_ONLY_NOT_ACTIVE_2026,Included in active 2026 permit reconciliation union.
EB3610,Sharp Mountain CWMU,Elk,Bull,CWMU,ACTIVE_RECONCILIATION_ROW,KEEP,,2.0,0.0,2,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,Included in active 2026 permit reconciliation union.
EB3611,West Ridge CWMU,Elk,Bull,CWMU,ACTIVE_RECONCILIATION_ROW,KEEP,,2.0,0.0,2,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,Included in active 2026 permit reconciliation union.
EB3613,Little Pole Canyon CWMU,Elk,Bull,CWMU,ACTIVE_RECONCILIATION_ROW,KEEP,,1.0,0.0,1,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,Included in active 2026 permit reconciliation union.
EB3614,Tunnel Hollow CWMU,Elk,Bull,CWMU,ACTIVE_RECONCILIATION_ROW,KEEP,,1.0,0.0,1,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,Included in active 2026 permit reconciliation union.
EB3616,Sweetwater CWMU,Elk,Bull,CWMU,ACTIVE_RECONCILIATION_ROW,KEEP,,,,1,HISTORICAL_2025_ONLY_NOT_ACTIVE_2026,Included in active 2026 permit reconciliation union.
EB3617,Diamond Mountain CWMU,Elk,Bull,CWMU,ACTIVE_RECONCILIATION_ROW,KEEP,,1.0,0.0,1,HISTORICAL_2025_ONLY_NOT_ACTIVE_2026,Included in active 2026 permit reconciliation union.
EB3619,Weber Florence Creek/Stillman Creek CWMU,Elk,Bull,CWMU,ACTIVE_RECONCILIATION_ROW,KEEP,,10.0,0.0,10,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,Included in active 2026 permit reconciliation union.
EB3620,The Dirty Dozen,Elk,Bull,CWMU,ACTIVE_RECONCILIATION_ROW,KEEP,,1.0,0.0,1,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,Included in active 2026 permit reconciliation union.
EL3000,Beaver East,Elk,Bull,Limited Entry - Private Land Only,ACTIVE_RECONCILIATION_ROW,KEEP,,,,,NO_QUOTA_PUBLISHED,Included in active 2026 permit reconciliation union.
EL3002,Book Cliffs Little Creek Roadless,Elk,Bull,Limited Entry - Private Land Only,ACTIVE_RECONCILIATION_ROW,KEEP,,,,,NO_QUOTA_PUBLISHED,Included in active 2026 permit reconciliation union.
EL3003,Cache Meadowville,Elk,Bull,Limited Entry - Private Land Only,ACTIVE_RECONCILIATION_ROW,KEEP,,,,,NO_QUOTA_PUBLISHED,Included in active 2026 permit reconciliation union.
EL3005,Cache South,Elk,Bull,Limited Entry - Private Land Only,ACTIVE_RECONCILIATION_ROW,KEEP,,,,,NO_QUOTA_PUBLISHED,Included in active 2026 permit reconciliation union.
EL3006,Manti,Elk,Bull,Limited Entry - Private Land Only,ACTIVE_RECONCILIATION_ROW,KEEP,,,,,NO_QUOTA_PUBLISHED,Included in active 2026 permit reconciliation union.
EL3008,Fillmore Pahvant,Elk,Bull,Limited Entry - Private Land Only,ACTIVE_RECONCILIATION_ROW,KEEP,,,,,NO_QUOTA_PUBLISHED,Included in active 2026 permit reconciliation union.
EL3009,La Sal La Sal Mtns,Elk,Bull,Limited Entry - Private Land Only,ACTIVE_RECONCILIATION_ROW,KEEP,,,,,NO_QUOTA_PUBLISHED,Included in active 2026 permit reconciliation union.
EL3010,Monroe,Elk,Bull,Limited Entry - Private Land Only,ACTIVE_RECONCILIATION_ROW,KEEP,,,,,NO_QUOTA_PUBLISHED,Included in active 2026 permit reconciliation union.
EL3011,Mt Dutton,Elk,Bull,Limited Entry - Private Land Only,ACTIVE_RECONCILIATION_ROW,KEEP,,,,,NO_QUOTA_PUBLISHED,Included in active 2026 permit reconciliation union.
EL3013,North Slope Three Corners,Elk,Bull,Limited Entry - Private Land Only,ACTIVE_RECONCILIATION_ROW,KEEP,,,,,NO_QUOTA_PUBLISHED,Included in active 2026 permit reconciliation union.
EL3015,Panguitch Lake,Elk,Bull,Limited Entry - Private Land Only,ACTIVE_RECONCILIATION_ROW,KEEP,,,,,NO_QUOTA_PUBLISHED,Included in active 2026 permit reconciliation union.
EL3018,Fishlake/Thousand Lakes,Elk,Bull,Limited Entry - Private Land Only,ACTIVE_RECONCILIATION_ROW,KEEP,,,,,NO_QUOTA_PUBLISHED,Included in active 2026 permit reconciliation union.
EL3019,San Juan Bull Elk,Elk,Bull,Limited Entry - Private Land Only,ACTIVE_RECONCILIATION_ROW,KEEP,,,,,NO_QUOTA_PUBLISHED,Included in active 2026 permit reconciliation union.
EL3020,Diamond Mtn,Elk,Bull,Limited Entry - Private Land Only,ACTIVE_RECONCILIATION_ROW,KEEP,,,,,NO_QUOTA_PUBLISHED,Included in active 2026 permit reconciliation union.
EL3022,Wasatch Mtns,Elk,Bull,Limited Entry - Private Land Only,ACTIVE_RECONCILIATION_ROW,KEEP,,,,,NO_QUOTA_PUBLISHED,Included in active 2026 permit reconciliation union.
EL3024,Beaver East,Elk,Bull,Limited Entry - Private Land Only,ACTIVE_RECONCILIATION_ROW,KEEP,,,,,NO_QUOTA_PUBLISHED,Included in active 2026 permit reconciliation union.
