hunt_code,hunt_name,species,sex_type,hunt_type,universe_status,delete_recommendation,successor_hunt_code,permit_allotment_2026_res,permit_allotment_2026_nr,permit_allotment_2026_total,permit_allotment_2026_status,notes
EA2028,Vernal/Bonanza,Elk,Antlerless,Private Lands Only,ACTIVE_RECONCILIATION_ROW,KEEP,,,,450,LIVE_DWR_TOTAL_ONLY,Included in active 2026 permit reconciliation union.
EA2029,"Nine Mile, Range Creek",Elk,Antlerless,Private Lands Only,ACTIVE_RECONCILIATION_ROW,KEEP,,,,150,LIVE_DWR_TOTAL_ONLY,Included in active 2026 permit reconciliation union.
EA2030,Diamond Mtn,Elk,Antlerless,Private Lands Only,ACTIVE_RECONCILIATION_ROW,KEEP,,,,200,LIVE_DWR_TOTAL_ONLY,Included in active 2026 permit reconciliation union.
EA2033,Kamas,Elk,Antlerless,General Season,ACTIVE_RECONCILIATION_ROW,KEEP,,180,20,200,RECONCILED_2026_ELK_ANTLERLESS_RECOMMENDED_CONFIRMED,Included in active 2026 permit reconciliation union.
EA2034,"Nine Mile, Anthro",Elk,Antlerless,General Season,ACTIVE_RECONCILIATION_ROW,KEEP,,180.0,20.0,200,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EA2036,"Oquirrh-Stansbury, East",Elk,Antlerless,General Season,ACTIVE_RECONCILIATION_ROW,KEEP,,63,7,70,RECONCILED_2026_ELK_ANTLERLESS_RECOMMENDED_CONFIRMED,Included in active 2026 permit reconciliation union.
EA2037,Yellowstone,Elk,Antlerless,General Season,ACTIVE_RECONCILIATION_ROW,KEEP,,180.0,20.0,200,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EA2038,Wasatch Mtns,Elk,Antlerless,General Season,ACTIVE_RECONCILIATION_ROW,KEEP,,1080.0,120.0,1200,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EA2039,"Fillmore, Pahvant",Elk,Antlerless,Private Lands Only,ACTIVE_RECONCILIATION_ROW,KEEP,,,,150,LIVE_DWR_TOTAL_ONLY,Included in active 2026 permit reconciliation union.
EA2040,Kamas,Elk,Antlerless,Private Lands Only,ACTIVE_RECONCILIATION_ROW,KEEP,,,,150,LIVE_DWR_TOTAL_ONLY,Included in active 2026 permit reconciliation union.
EA2041,Cache (Conservation),Elk,Antlerless,Conservation,ACTIVE_RECONCILIATION_ROW,KEEP,,,,6,NO_QUOTA_PUBLISHED,Included in active 2026 permit reconciliation union.
EA2045,Wasatch Mtns (Conservation),Elk,Antlerless,Conservation,ACTIVE_RECONCILIATION_ROW,KEEP,,,,10,NO_QUOTA_PUBLISHED,Included in active 2026 permit reconciliation union.
EA2046,"Box Elder, Sawtooth",Elk,Antlerless,Private Lands Only,ACTIVE_RECONCILIATION_ROW,KEEP,,,,25,LIVE_DWR_TOTAL_ONLY,Included in active 2026 permit reconciliation union.
EB1000,Elk - Statewide Permit,Elk,Bull,Statewide,ACTIVE_RECONCILIATION_ROW,KEEP,,,,1,RECONCILED_2026_USER_CONFIRMED_EB1000_TOTAL_ONLY,Included in active 2026 permit reconciliation union.
EB1001,Any Bull Elk Units,Elk,Bull,General Season - Any Bull,ACTIVE_RECONCILIATION_ROW,KEEP,,,,10,,Included in active 2026 permit reconciliation union.
EB1002,Any Bull Elk Units,Elk,Bull,General Season - Any Bull,ACTIVE_RECONCILIATION_ROW,KEEP,,,,6,,Included in active 2026 permit reconciliation union.
EB1003,Spike Only Units,Elk,Bull,General Season - Spike Bull,ACTIVE_RECONCILIATION_ROW,KEEP,,,,16,,Included in active 2026 permit reconciliation union.
EB1004,Spike Only Units,Elk,Bull,General Season - Spike Bull,ACTIVE_RECONCILIATION_ROW,KEEP,,,,6,,Included in active 2026 permit reconciliation union.
EB1005,Archery Hunters Choice Elk,Elk,Bull,General Season - Archery,ACTIVE_RECONCILIATION_ROW,KEEP,,,,16,,Included in active 2026 permit reconciliation union.
EB1007,Draw-only Youth Any Bull/Hunters Choice Elk,Elk,Bull,General Season - Any Bull,ACTIVE_RECONCILIATION_ROW,KEEP,,,,750,LIVE_DWR_TOTAL_ONLY,Included in active 2026 permit reconciliation union.
EB1009,Spike Only Elk Units - Multiseason,Elk,Bull,General Season - Spike Bull,ACTIVE_RECONCILIATION_ROW,KEEP,,,,,,Included in active 2026 permit reconciliation union.
EB1010,Any Bull Elk Units,Elk,Bull,General Season - Any Bull,ACTIVE_RECONCILIATION_ROW,KEEP,,,,17,,Included in active 2026 permit reconciliation union.
EB1011,Youth General Season Bull Elk,Elk,Bull,General Season - Youth,ACTIVE_RECONCILIATION_ROW,KEEP,,,,,,Included in active 2026 permit reconciliation union.
EB1012,Uinta Basin Private Lands Any Bull Elk,Elk,Bull,General Season - Any Bull,ACTIVE_RECONCILIATION_ROW,KEEP,,,,500,LIVE_DWR_TOTAL_ONLY,Included in active 2026 permit reconciliation union.
EB3000,"Beaver, East",Elk,Bull,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,22.0,3.0,25,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EB3002,"Book Cliffs, Little Creek Roadless",Elk,Bull,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,4.0,0.0,4,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EB3003,"Cache, Meadowville",Elk,Bull,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,9.0,1.0,10,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EB3005,"Cache, South",Elk,Bull,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,10.0,1.0,11,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EB3006,Manti,Elk,Bull,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,148.0,17.0,165,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EB3008,"Fillmore, Pahvant",Elk,Bull,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,19.0,2.0,21,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EB3009,La Sal Mtns,Elk,Bull,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,36.0,4.0,40,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EB3010,Monroe,Elk,Bull,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,10.0,1.0,11,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EB3011,Mt Dutton,Elk,Bull,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,19.0,2.0,21,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EB3013,"North Slope, Three Corners",Elk,Bull,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,6.0,1.0,7,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EB3015,Panguitch Lake,Elk,Bull,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,17.0,2.0,19,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EB3018,Fishlake/Thousand Lakes,Elk,Bull,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,84.0,9.0,93,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EB3019,San Juan Bull Elk,Elk,Bull,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,29.0,3.0,32,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EB3020,Diamond Mtn,Elk,Bull,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,25.0,3.0,28,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EB3022,Wasatch Mtns,Elk,Bull,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,130.0,15.0,145,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EB3024,"Beaver, East",Elk,Bull,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,9.0,1.0,10,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EB3025,"Beaver, East",Elk,Bull,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,15.0,2.0,17,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EB3028,"Book Cliffs, Little Creek Roadless",Elk,Bull,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,3.0,0.0,3,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EB3031,"Box Elder, Pilot Mtn",Elk,Bull,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,6.0,1.0,7,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EB3032,"Cache, Meadowville",Elk,Bull,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,3.0,1.0,4,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EB3033,"Cache, Meadowville",Elk,Bull,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,6.0,1.0,7,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EB3036,"Cache, South",Elk,Bull,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,4.0,0.0,4,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EB3037,"Cache, South",Elk,Bull,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,6.0,1.0,7,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EB3038,Manti,Elk,Bull,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,61.0,7.0,68,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EB3039,Manti,Elk,Bull,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,102.0,11.0,113,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EB3042,"Fillmore, Pahvant",Elk,Bull,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,8.0,1.0,9,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EB3043,"Fillmore, Pahvant",Elk,Bull,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,13.0,2.0,15,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EB3044,Dolores Triangle,Elk,Bull,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,6.0,1.0,7,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EB3045,La Sal Mtns,Elk,Bull,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,14.0,2.0,16,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EB3046,La Sal Mtns,Elk,Bull,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,24.0,3.0,27,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EB3047,Monroe,Elk,Bull,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,3.0,1.0,4,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EB3048,Monroe,Elk,Bull,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,13.0,2.0,15,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EB3049,Mt Dutton,Elk,Bull,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,8.0,1.0,9,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EB3050,Mt Dutton,Elk,Bull,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,13.0,2.0,15,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EB3053,"North Slope, Three Corners",Elk,Bull,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,9.0,1.0,10,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EB3056,Panguitch Lake,Elk,Bull,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,7.0,1.0,8,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EB3057,Panguitch Lake,Elk,Bull,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,12.0,1.0,13,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EB3063,Fishlake/Thousand Lakes,Elk,Bull,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,34.0,4.0,38,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EB3064,Fishlake/Thousand Lakes,Elk,Bull,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,99.0,11.0,110,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EB3065,Fishlake/Thousand Lakes,Elk,Bull,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,57.0,6.0,63,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EB3066,San Juan Bull Elk,Elk,Bull,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,12.0,1.0,13,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EB3067,San Juan Bull Elk,Elk,Bull,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,20.0,2.0,22,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EB3068,Diamond Mtn,Elk,Bull,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,10.0,1.0,11,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EB3069,Diamond Mtn,Elk,Bull,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,30.0,3.0,33,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EB3072,Wasatch Mtns,Elk,Bull,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,54.0,6.0,60,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EB3073,Wasatch Mtns,Elk,Bull,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,89.0,10.0,99,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EB3077,"Beaver, East",Elk,Bull,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,13.0,2.0,15,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EB3079,"Book Cliffs, Little Creek Roadless",Elk,Bull,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,2.0,0.0,2,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EB3081,"Cache, Meadowville",Elk,Bull,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,5.0,1.0,6,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EB3083,"Cache, South",Elk,Bull,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,5.0,1.0,6,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EB3084,Manti,Elk,Bull,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,89.0,10.0,99,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EB3086,"Fillmore, Pahvant",Elk,Bull,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,12.0,1.0,13,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EB3087,La Sal Mtns,Elk,Bull,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,22.0,2.0,24,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EB3088,Monroe,Elk,Bull,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,10.0,1.0,11,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EB3089,Mt Dutton,Elk,Bull,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,12.0,1.0,13,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EB3091,"North Slope, Three Corners",Elk,Bull,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,4.0,0.0,4,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EB3093,Panguitch Lake,Elk,Bull,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,10.0,1.0,11,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EB3096,Fishlake/Thousand Lakes,Elk,Bull,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,50.0,6.0,56,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EB3097,San Juan Bull Elk,Elk,Bull,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,17.0,2.0,19,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EB3098,Diamond Mtn,Elk,Bull,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,15.0,2.0,17,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EB3100,Wasatch Mtns,Elk,Bull,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,78.0,9.0,87,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EB3102,"Beaver, East",Elk,Bull,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,3.0,0.0,3,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EB3104,"Book Cliffs, Little Creek Roadless",Elk,Bull,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,1.0,0.0,1,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EB3105,"Cache, Meadowville",Elk,Bull,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,1.0,0.0,1,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EB3107,"Cache, South",Elk,Bull,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,1.0,0.0,1,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EB3108,Manti,Elk,Bull,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,18.0,2.0,20,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EB3110,"Fillmore, Pahvant",Elk,Bull,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,3.0,0.0,3,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EB3111,La Sal Mtns,Elk,Bull,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,5.0,0.0,5,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EB3112,Monroe,Elk,Bull,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,2.0,0.0,2,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EB3113,Mt Dutton,Elk,Bull,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,3.0,0.0,3,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EB3115,"North Slope, Three Corners",Elk,Bull,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,1.0,0.0,1,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EB3117,Panguitch Lake,Elk,Bull,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,2.0,0.0,2,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EB3120,Fishlake/Thousand Lakes,Elk,Bull,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,10.0,1.0,11,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EB3121,San Juan Bull Elk,Elk,Bull,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,4.0,0.0,4,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EB3122,Diamond Mtn,Elk,Bull,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,3.0,0.0,3,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EB3124,Wasatch Mtns,Elk,Bull,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,15.0,2.0,17,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EB3126,Manti,Elk,Bull,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,175.0,20.0,195,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EB3127,Wasatch Mtns,Elk,Bull,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,155.0,17.0,172,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EB3128,"Box Elder, Grouse Creek",Elk,Bull,Conservation,ACTIVE_RECONCILIATION_ROW,KEEP,,,,1,TOTAL_ONLY,Included in active 2026 permit reconciliation union.
EB3130,"Box Elder, Pilot Mtn",Elk,Bull,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,2.0,0.0,2,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EB3132,"Cache, North",Elk,Bull,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,22.0,2.0,24,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EB3135,Barney Top/Kaiparowits,Elk,Bull,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,9.0,1.0,10,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EB3136,"Southwest Desert, North",Elk,Bull,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,21.0,2.0,23,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EB3137,"West Desert, Deep Creek",Elk,Bull,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,13.0,2.0,15,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EB3139,"Cache, North",Elk,Bull,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,22.0,2.0,24,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EB3142,Barney Top/Kaiparowits,Elk,Bull,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,9.0,1.0,10,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EB3143,"Southwest Desert, North",Elk,Bull,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,21.0,2.0,23,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EB3144,"West Desert, Deep Creek",Elk,Bull,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,13.0,2.0,15,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EB3145,Boulder,Elk,Bull,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,31.0,4.0,35,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EB3146,"Southwest Desert, South",Elk,Bull,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,39.0,4.0,43,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EB3147,"Box Elder, Grouse Creek",Elk,Bull,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,6.0,1.0,7,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EB3148,Boulder,Elk,Bull,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,13.0,1.0,14,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EB3149,"Southwest Desert, South",Elk,Bull,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,16.0,2.0,18,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EB3150,"Box Elder, Grouse Creek",Elk,Bull,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,12.0,1.0,13,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EB3151,Boulder,Elk,Bull,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,22.0,2.0,24,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EB3152,"Southwest Desert, South",Elk,Bull,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,26.0,3.0,29,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EB3153,"Box Elder, Grouse Creek",Elk,Bull,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,2.0,1.0,3,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EB3154,Boulder,Elk,Bull,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,19.0,2.0,21,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EB3155,"Southwest Desert, South",Elk,Bull,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,23.0,3.0,26,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EB3156,Boulder,Elk,Bull,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,4.0,0.0,4,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EB3157,"Southwest Desert, South",Elk,Bull,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,5.0,0.0,5,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EB3158,"Beaver, East",Elk,Bull,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,18.0,2.0,20,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EB3159,"Beaver, East",Elk,Bull,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,27.0,3.0,30,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EB3160,"Book Cliffs, Bitter Creek/East",Elk,Bull,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,22.0,2.0,24,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EB3161,"Book Cliffs, Bitter Creek/East",Elk,Bull,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,4.0,1.0,5,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EB3162,"Book Cliffs, Bitter Creek/East",Elk,Bull,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,9.0,1.0,10,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EB3163,"Book Cliffs, Bitter Creek/East",Elk,Bull,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,14.0,2.0,16,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EB3164,"Book Cliffs, Bitter Creek/East",Elk,Bull,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,25.0,3.0,28,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
EB3165,"Book Cliffs, Bitter Creek/East",Elk,Bull,Limited Entry,ACTIVE_RECONCILIATION_ROW,KEEP,,3.0,0.0,3,LIVE_DWR_RES_NR_SPLIT,Included in active 2026 permit reconciliation union.
