hunt_code,hunt_name,species_x,sex_type_x,weapon_x,hunt_type_x,season_x,source_presence,hanumber_res,hanumber_nr,hanumber_total,hunttable_res,hunttable_nr,hunttable_total,utahdraws_res,utahdraws_nr,utahdraws_total,buck_deer_res,buck_deer_nr,buck_deer_total,database_res_reference,database_nr_reference,database_total_reference,recommended_res,recommended_nr,recommended_total,winner_source,confidence,source_support_count,conflicting_sources,database_alignment,recommended_action,decision_reason,hanumber_status,hunttable_status,utahdraws_status,buck_deer_status,database_status,split_bucket,matching_non_database_sources,matching_source_count,matching_res,matching_nr,matching_total,split_review_note,remaining_unresolved_bucket,remaining_review_required,current_hunt_code,current_prefix,current_hunt_name,species_y,sex_type_y,weapon_y,hunt_type_y,season_y,relationship_type,crosswalk_status,mapping_confidence,mapping_method,data_quality_grade,historical_hunt_code,historical_prefix,historical_years,candidate_historical_codes,recommended_model_behavior,crosswalk_present,crosswalk_bucket
EL3013,"North Slope, Three Corners",Elk,Bull,Archery,Limited Entry - Private Land Only,Aug 16 2025 - Sept 16 2025 - Private Land Only,HANUMBER|HUNTTABLE|DATABASE,,,,,,,,,,,,,,,,,,,NONE,NO_PERMIT_VALUE,0,,NOT_COMPARED,NO_CURRENT_PERMIT_VALUE_FOUND,No source in this pass has current permit values.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,NO_QUOTA_PUBLISHED,true_no_permit_value,,0,,,,No current permit value found in the compared sources.,true_no_permit_value,True,EL3013,EL,North Slope Three Corners,Elk,Bull,Archery,Limited Entry - Private Land Only,Aug 16 2025 - Sept 16 2025 - Private Land Only,PREFIX_SWAP_EL_TO_EB,PROMOTED_PREFIX_SWAP_CANDIDATE,HIGH,prefix_swap_same_numeric,C,EB3013,EB,2021|2022|2023|2024|2025,EB3013|EB3053|EB3091|EB3115|EB3210,USE_REVIEWED_NAME_FAMILY_OR_PARENT_UNIT_HISTORY,True,PREFIX_SWAP
EL3015,Panguitch Lake,Elk,Bull,Archery,Limited Entry - Private Land Only,Aug 16 2025 - Sept 16 2025 - Private Land Only,HANUMBER|HUNTTABLE|DATABASE,,,,,,,,,,,,,,,,,,,NONE,NO_PERMIT_VALUE,0,,NOT_COMPARED,NO_CURRENT_PERMIT_VALUE_FOUND,No source in this pass has current permit values.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,NO_QUOTA_PUBLISHED,true_no_permit_value,,0,,,,No current permit value found in the compared sources.,true_no_permit_value,True,EL3015,EL,Panguitch Lake,Elk,Bull,Archery,Limited Entry - Private Land Only,Aug 16 2025 - Sept 16 2025 - Private Land Only,PREFIX_SWAP_EL_TO_EB,PROMOTED_PREFIX_SWAP_CANDIDATE,HIGH,prefix_swap_same_numeric,C,EB3015,EB,2021|2022|2023|2024|2025,EB3015|EB3056|EB3057|EB3093|EB3117|EB3188|EB3189|EL3057,USE_REVIEWED_NAME_FAMILY_OR_PARENT_UNIT_HISTORY,True,PREFIX_SWAP
EL3018,Fishlake/Thousand Lakes,Elk,Bull,Archery,Limited Entry - Private Land Only,Aug 16 2025 - Sept 16 2025 - Private Land Only,HANUMBER|HUNTTABLE|DATABASE,,,,,,,,,,,,,,,,,,,NONE,NO_PERMIT_VALUE,0,,NOT_COMPARED,NO_CURRENT_PERMIT_VALUE_FOUND,No source in this pass has current permit values.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,NO_QUOTA_PUBLISHED,true_no_permit_value,,0,,,,No current permit value found in the compared sources.,true_no_permit_value,True,EL3018,EL,Fishlake/Thousand Lakes,Elk,Bull,Archery,Limited Entry - Private Land Only,Aug 16 2025 - Sept 16 2025 - Private Land Only,PREFIX_SWAP_EL_TO_EB,PROMOTED_PREFIX_SWAP_CANDIDATE,HIGH,prefix_swap_same_numeric,C,EB3018,EB,2024|2025,EB3018|EB3063|EB3064|EB3065|EB3096|EB3120|EB3192|EL3065,USE_REVIEWED_NAME_FAMILY_OR_PARENT_UNIT_HISTORY,True,PREFIX_SWAP
EL3019,San Juan Bull Elk,Elk,Bull,Archery,Limited Entry - Private Land Only,Aug 16 2025 - Sept 16 2025 - Private Land Only,HANUMBER|HUNTTABLE|DATABASE,,,,,,,,,,,,,,,,,,,NONE,NO_PERMIT_VALUE,0,,NOT_COMPARED,NO_CURRENT_PERMIT_VALUE_FOUND,No source in this pass has current permit values.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,NO_QUOTA_PUBLISHED,true_no_permit_value,,0,,,,No current permit value found in the compared sources.,true_no_permit_value,True,EL3019,EL,San Juan Bull Elk,Elk,Bull,Archery,Limited Entry - Private Land Only,Aug 16 2025 - Sept 16 2025 - Private Land Only,PREFIX_SWAP_EL_TO_EB,PROMOTED_PREFIX_SWAP_CANDIDATE,HIGH,prefix_swap_same_numeric,C,EB3019,EB,2021|2022|2023|2024|2025,EB3019|EB3066|EB3067|EB3097|EB3121|EB3193|EB3194|EL3066|EL3194,USE_REVIEWED_NAME_FAMILY_OR_PARENT_UNIT_HISTORY,True,PREFIX_SWAP
EL3020,Diamond Mtn,Elk,Bull,Archery,Limited Entry - Private Land Only,Aug 16 2025 - Sept 16 2025 - Private Land Only,HANUMBER|HUNTTABLE|DATABASE,,,,,,,,,,,,,,,,,,,NONE,NO_PERMIT_VALUE,0,,NOT_COMPARED,NO_CURRENT_PERMIT_VALUE_FOUND,No source in this pass has current permit values.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,NO_QUOTA_PUBLISHED,true_no_permit_value,,0,,,,No current permit value found in the compared sources.,true_no_permit_value,True,EL3020,EL,Diamond Mtn,Elk,Bull,Archery,Limited Entry - Private Land Only,Aug 16 2025 - Sept 16 2025 - Private Land Only,PREFIX_SWAP_EL_TO_EB,PROMOTED_PREFIX_SWAP_CANDIDATE,HIGH,prefix_swap_same_numeric,C,EB3020,EB,2024|2025,EB3020|EB3068|EB3069|EB3098|EB3122|EB3195|EB3196|EB3617|EL3068|EL3196,USE_REVIEWED_NAME_FAMILY_OR_PARENT_UNIT_HISTORY,True,PREFIX_SWAP
EL3022,Wasatch Mtns,Elk,Bull,Archery,Limited Entry - Private Land Only,Aug 16 2025 - Sept 16 2025 - Private Land Only,HANUMBER|HUNTTABLE|DATABASE,,,,,,,,,,,,,,,,,,,NONE,NO_PERMIT_VALUE,0,,NOT_COMPARED,NO_CURRENT_PERMIT_VALUE_FOUND,No source in this pass has current permit values.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,NO_QUOTA_PUBLISHED,true_no_permit_value,,0,,,,No current permit value found in the compared sources.,true_no_permit_value,True,EL3022,EL,Wasatch Mtns,Elk,Bull,Archery,Limited Entry - Private Land Only,Aug 16 2025 - Sept 16 2025 - Private Land Only,PREFIX_SWAP_EL_TO_EB,PROMOTED_PREFIX_SWAP_CANDIDATE,HIGH,prefix_swap_same_numeric,A,EB3022,EB,2021|2022|2023|2024|2025,EB3022|EB3072|EB3073|EB3100|EB3124|EB3127|EB3199|EL3022|EL3072|EL3100|EL3127,USE_EXACT_HUNT_CODE_HISTORY,True,PREFIX_SWAP
EL3024,"Beaver, East",Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Sept 17 2025 - Sept 21 2025 - Private Land Only,HANUMBER|HUNTTABLE|DATABASE,,,,,,,,,,,,,,,,,,,NONE,NO_PERMIT_VALUE,0,,NOT_COMPARED,NO_CURRENT_PERMIT_VALUE_FOUND,No source in this pass has current permit values.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,NO_QUOTA_PUBLISHED,true_no_permit_value,,0,,,,No current permit value found in the compared sources.,true_no_permit_value,True,EL3024,EL,Beaver East,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Sept 17 2025 - Sept 21 2025 - Private Land Only,PREFIX_SWAP_EL_TO_EB,PROMOTED_PREFIX_SWAP_CANDIDATE,HIGH,prefix_swap_same_numeric,A,EB3024,EB,2021|2022|2023|2024|2025,EB3000|EB3024|EB3025|EB3077|EB3102|EB3158|EB3159|EL3000|EL3024,USE_EXACT_HUNT_CODE_HISTORY,True,PREFIX_SWAP
EL3025,"Beaver, East",Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Nov 08 2025 - Nov 16 2025 - Private Land Only,HANUMBER|HUNTTABLE|DATABASE,,,,,,,,,,,,,,,,,,,NONE,NO_PERMIT_VALUE,0,,NOT_COMPARED,NO_CURRENT_PERMIT_VALUE_FOUND,No source in this pass has current permit values.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,NO_QUOTA_PUBLISHED,true_no_permit_value,,0,,,,No current permit value found in the compared sources.,true_no_permit_value,True,EL3025,EL,Beaver East,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Nov 08 2025 - Nov 16 2025 - Private Land Only,PREFIX_SWAP_EL_TO_EB,PROMOTED_PREFIX_SWAP_CANDIDATE,HIGH,prefix_swap_same_numeric,C,EB3025,EB,2021|2022|2023|2024|2025,EB3000|EB3024|EB3025|EB3077|EB3102|EB3158|EB3159|EL3000|EL3024,USE_REVIEWED_NAME_FAMILY_OR_PARENT_UNIT_HISTORY,True,PREFIX_SWAP
EL3028,"Book Cliffs, Little Creek Roadless",Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Sept 17 2025 - Sept 21 2025 - Private Land Only,HANUMBER|HUNTTABLE|DATABASE,,,,,,,,,,,,,,,,,,,NONE,NO_PERMIT_VALUE,0,,NOT_COMPARED,NO_CURRENT_PERMIT_VALUE_FOUND,No source in this pass has current permit values.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,NO_QUOTA_PUBLISHED,true_no_permit_value,,0,,,,No current permit value found in the compared sources.,true_no_permit_value,True,EL3028,EL,Book Cliffs Little Creek Roadless,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Sept 17 2025 - Sept 21 2025 - Private Land Only,PREFIX_SWAP_EL_TO_EB,PROMOTED_PREFIX_SWAP_CANDIDATE,HIGH,prefix_swap_same_numeric,C,EB3028,EB,2021|2022|2023|2024|2025,EB3002|EB3028|EB3079|EB3104|EB3167,USE_REVIEWED_NAME_FAMILY_OR_PARENT_UNIT_HISTORY,True,PREFIX_SWAP
EL3031,"Box Elder, Pilot Mtn",Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Sept 13 2025 - Oct 03 2025 - Private Land Only,HANUMBER|HUNTTABLE|DATABASE,,,,,,,,,,,,,,,,,,,NONE,NO_PERMIT_VALUE,0,,NOT_COMPARED,NO_CURRENT_PERMIT_VALUE_FOUND,No source in this pass has current permit values.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,NO_QUOTA_PUBLISHED,true_no_permit_value,,0,,,,No current permit value found in the compared sources.,true_no_permit_value,True,EL3031,EL,Box Elder Pilot Mtn,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Sept 13 2025 - Oct 03 2025 - Private Land Only,PREFIX_SWAP_EL_TO_EB,PROMOTED_PREFIX_SWAP_CANDIDATE,HIGH,prefix_swap_same_numeric,C,EB3031,EB,2021|2022|2023|2024|2025,EB3031|EB3130|EB3209,USE_REVIEWED_NAME_FAMILY_OR_PARENT_UNIT_HISTORY,True,PREFIX_SWAP
EL3032,"Cache, Meadowville",Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Sept 17 2025 - Sept 21 2025 - Private Land Only,HANUMBER|HUNTTABLE|DATABASE,,,,,,,,,,,,,,,,,,,NONE,NO_PERMIT_VALUE,0,,NOT_COMPARED,NO_CURRENT_PERMIT_VALUE_FOUND,No source in this pass has current permit values.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,NO_QUOTA_PUBLISHED,true_no_permit_value,,0,,,,No current permit value found in the compared sources.,true_no_permit_value,True,EL3032,EL,Cache Meadowville,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Sept 17 2025 - Sept 21 2025 - Private Land Only,PREFIX_SWAP_EL_TO_EB,PROMOTED_PREFIX_SWAP_CANDIDATE,HIGH,prefix_swap_same_numeric,C,EB3032,EB,2021|2022|2023|2024|2025,EB3003|EB3032|EB3033|EB3081|EB3105|EB3168|EB3169|EL3032|EL3033,USE_REVIEWED_NAME_FAMILY_OR_PARENT_UNIT_HISTORY,True,PREFIX_SWAP
EL3033,"Cache, Meadowville",Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Nov 08 2025 - Nov 16 2025 - Private Land Only,HANUMBER|HUNTTABLE|DATABASE,,,,,,,,,,,,,,,,,,,NONE,NO_PERMIT_VALUE,0,,NOT_COMPARED,NO_CURRENT_PERMIT_VALUE_FOUND,No source in this pass has current permit values.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,NO_QUOTA_PUBLISHED,true_no_permit_value,,0,,,,No current permit value found in the compared sources.,true_no_permit_value,True,EL3033,EL,Cache Meadowville,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Nov 08 2025 - Nov 16 2025 - Private Land Only,PREFIX_SWAP_EL_TO_EB,PROMOTED_PREFIX_SWAP_CANDIDATE,HIGH,prefix_swap_same_numeric,A,EB3033,EB,2021|2022|2023|2024|2025,EB3003|EB3032|EB3033|EB3081|EB3105|EB3168|EB3169|EL3033,USE_EXACT_HUNT_CODE_HISTORY,True,PREFIX_SWAP
EL3036,"Cache, South",Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Sept 17 2025 - Sept 21 2025 - Private Land Only,HANUMBER|HUNTTABLE|DATABASE,,,,,,,,,,,,,,,,,,,NONE,NO_PERMIT_VALUE,0,,NOT_COMPARED,NO_CURRENT_PERMIT_VALUE_FOUND,No source in this pass has current permit values.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,NO_QUOTA_PUBLISHED,true_no_permit_value,,0,,,,No current permit value found in the compared sources.,true_no_permit_value,True,EL3036,EL,Cache South,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Sept 17 2025 - Sept 21 2025 - Private Land Only,PREFIX_SWAP_EL_TO_EB,PROMOTED_PREFIX_SWAP_CANDIDATE,HIGH,prefix_swap_same_numeric,C,EB3036,EB,2021|2022|2023|2024|2025,EB3005|EB3036|EB3037|EB3083|EB3107|EB3170|EB3171|EL3171,USE_REVIEWED_NAME_FAMILY_OR_PARENT_UNIT_HISTORY,True,PREFIX_SWAP
EL3037,"Cache, South",Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Nov 08 2025 - Nov 16 2025 - Private Land Only,HANUMBER|HUNTTABLE|DATABASE,,,,,,,,,,,,,,,,,,,NONE,NO_PERMIT_VALUE,0,,NOT_COMPARED,NO_CURRENT_PERMIT_VALUE_FOUND,No source in this pass has current permit values.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,NO_QUOTA_PUBLISHED,true_no_permit_value,,0,,,,No current permit value found in the compared sources.,true_no_permit_value,True,EL3037,EL,Cache South,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Nov 08 2025 - Nov 16 2025 - Private Land Only,PREFIX_SWAP_EL_TO_EB,PROMOTED_PREFIX_SWAP_CANDIDATE,HIGH,prefix_swap_same_numeric,C,EB3037,EB,2021|2022|2023|2024|2025,EB3005|EB3036|EB3037|EB3083|EB3107|EB3170|EB3171|EL3171,USE_REVIEWED_NAME_FAMILY_OR_PARENT_UNIT_HISTORY,True,PREFIX_SWAP
EL3038,Manti,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Sept 17 2025 - Sept 21 2025 - Private Land Only,HANUMBER|HUNTTABLE|DATABASE,,,,,,,,,,,,,,,,,,,NONE,NO_PERMIT_VALUE,0,,NOT_COMPARED,NO_CURRENT_PERMIT_VALUE_FOUND,No source in this pass has current permit values.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,NO_QUOTA_PUBLISHED,true_no_permit_value,,0,,,,No current permit value found in the compared sources.,true_no_permit_value,True,EL3038,EL,Manti,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Sept 17 2025 - Sept 21 2025 - Private Land Only,PREFIX_SWAP_EL_TO_EB,PROMOTED_PREFIX_SWAP_CANDIDATE,HIGH,prefix_swap_same_numeric,A,EB3038,EB,2024|2025,EB3006|EB3038|EB3039|EB3084|EB3108|EB3126|EB3172|EL3038|EL3039|EL3084|EL3126,USE_EXACT_HUNT_CODE_HISTORY,True,PREFIX_SWAP
EL3039,Manti,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Nov 08 2025 - Nov 16 2025 - Private Land Only,HANUMBER|HUNTTABLE|DATABASE,,,,,,,,,,,,,,,,,,,NONE,NO_PERMIT_VALUE,0,,NOT_COMPARED,NO_CURRENT_PERMIT_VALUE_FOUND,No source in this pass has current permit values.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,NO_QUOTA_PUBLISHED,true_no_permit_value,,0,,,,No current permit value found in the compared sources.,true_no_permit_value,True,EL3039,EL,Manti,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Nov 08 2025 - Nov 16 2025 - Private Land Only,PREFIX_SWAP_EL_TO_EB,PROMOTED_PREFIX_SWAP_CANDIDATE,HIGH,prefix_swap_same_numeric,A,EB3039,EB,2024|2025,EB3006|EB3038|EB3039|EB3084|EB3108|EB3126|EB3172|EL3038|EL3039|EL3084|EL3126,USE_EXACT_HUNT_CODE_HISTORY,True,PREFIX_SWAP
EL3042,"Fillmore, Pahvant",Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Sept 17 2025 - Sept 21 2025 - Private Land Only,HANUMBER|HUNTTABLE|DATABASE,,,,,,,,,,,,,,,,,,,NONE,NO_PERMIT_VALUE,0,,NOT_COMPARED,NO_CURRENT_PERMIT_VALUE_FOUND,No source in this pass has current permit values.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,NO_QUOTA_PUBLISHED,true_no_permit_value,,0,,,,No current permit value found in the compared sources.,true_no_permit_value,True,EL3042,EL,Fillmore Pahvant,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Sept 17 2025 - Sept 21 2025 - Private Land Only,PREFIX_SWAP_EL_TO_EB,PROMOTED_PREFIX_SWAP_CANDIDATE,HIGH,prefix_swap_same_numeric,C,EB3042,EB,2021|2022|2023|2024|2025,EB3008|EB3042|EB3043|EB3086|EB3110|EB3180|EB3181|EL3181,USE_REVIEWED_NAME_FAMILY_OR_PARENT_UNIT_HISTORY,True,PREFIX_SWAP
EL3043,"Fillmore, Pahvant",Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Nov 08 2025 - Nov 16 2025 - Private Land Only,HANUMBER|HUNTTABLE|DATABASE,,,,,,,,,,,,,,,,,,,NONE,NO_PERMIT_VALUE,0,,NOT_COMPARED,NO_CURRENT_PERMIT_VALUE_FOUND,No source in this pass has current permit values.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,NO_QUOTA_PUBLISHED,true_no_permit_value,,0,,,,No current permit value found in the compared sources.,true_no_permit_value,True,EL3043,EL,Fillmore Pahvant,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Nov 08 2025 - Nov 16 2025 - Private Land Only,PREFIX_SWAP_EL_TO_EB,PROMOTED_PREFIX_SWAP_CANDIDATE,HIGH,prefix_swap_same_numeric,C,EB3043,EB,2021|2022|2023|2024|2025,EB3008|EB3042|EB3043|EB3086|EB3110|EB3180|EB3181|EL3181,USE_REVIEWED_NAME_FAMILY_OR_PARENT_UNIT_HISTORY,True,PREFIX_SWAP
EL3044,"La Sal, Dolores Triangle",Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Dec 06 2025 - Jan 31 2026 - Private Land Only,HANUMBER|HUNTTABLE|DATABASE,,,,,,,,,,,,,,,,,,,NONE,NO_PERMIT_VALUE,0,,NOT_COMPARED,NO_CURRENT_PERMIT_VALUE_FOUND,No source in this pass has current permit values.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,NO_QUOTA_PUBLISHED,true_no_permit_value,,0,,,,No current permit value found in the compared sources.,true_no_permit_value,True,EL3044,EL,La Sal Dolores Triangle,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Dec 06 2025 - Jan 31 2026 - Private Land Only,PREFIX_SWAP_EL_TO_EB,PROMOTED_PREFIX_SWAP_CANDIDATE,HIGH,prefix_swap_same_numeric,C,EB3044,EB,2021|2022|2023|2024,EB3044,USE_REVIEWED_NAME_FAMILY_OR_PARENT_UNIT_HISTORY,True,PREFIX_SWAP
EL3045,"La Sal, La Sal Mtns",Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Sept 17 2025 - Sept 21 2025 - Private Land Only,HANUMBER|HUNTTABLE|DATABASE,,,,,,,,,,,,,,,,,,,NONE,NO_PERMIT_VALUE,0,,NOT_COMPARED,NO_CURRENT_PERMIT_VALUE_FOUND,No source in this pass has current permit values.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,NO_QUOTA_PUBLISHED,true_no_permit_value,,0,,,,No current permit value found in the compared sources.,true_no_permit_value,True,EL3045,EL,La Sal La Sal Mtns,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Sept 17 2025 - Sept 21 2025 - Private Land Only,PREFIX_SWAP_EL_TO_EB,PROMOTED_PREFIX_SWAP_CANDIDATE,HIGH,prefix_swap_same_numeric,C,EB3045,EB,2021|2022|2023|2024,EB3009|EB3045|EB3046|EB3087|EB3111|EB3182|EB3183|EL3045,USE_REVIEWED_NAME_FAMILY_OR_PARENT_UNIT_HISTORY,True,PREFIX_SWAP
EL3046,"La Sal, La Sal Mtns",Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Nov 08 2025 - Nov 16 2025 - Private Land Only,HANUMBER|HUNTTABLE|DATABASE,,,,,,,,,,,,,,,,,,,NONE,NO_PERMIT_VALUE,0,,NOT_COMPARED,NO_CURRENT_PERMIT_VALUE_FOUND,No source in this pass has current permit values.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,NO_QUOTA_PUBLISHED,true_no_permit_value,,0,,,,No current permit value found in the compared sources.,true_no_permit_value,True,EL3046,EL,La Sal La Sal Mtns,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Nov 08 2025 - Nov 16 2025 - Private Land Only,PREFIX_SWAP_EL_TO_EB,PROMOTED_PREFIX_SWAP_CANDIDATE,HIGH,prefix_swap_same_numeric,C,EB3046,EB,2021|2022|2023|2024,EB3009|EB3045|EB3046|EB3087|EB3111|EB3182|EB3183,USE_REVIEWED_NAME_FAMILY_OR_PARENT_UNIT_HISTORY,True,PREFIX_SWAP
EL3047,Monroe,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Sept 17 2025 - Sept 21 2025 - Private Land Only,HANUMBER|HUNTTABLE|DATABASE,,,,,,,,,,,,,,,,,,,NONE,NO_PERMIT_VALUE,0,,NOT_COMPARED,NO_CURRENT_PERMIT_VALUE_FOUND,No source in this pass has current permit values.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,NO_QUOTA_PUBLISHED,true_no_permit_value,,0,,,,No current permit value found in the compared sources.,true_no_permit_value,True,EL3047,EL,Monroe,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Sept 17 2025 - Sept 21 2025 - Private Land Only,PREFIX_SWAP_EL_TO_EB,PROMOTED_PREFIX_SWAP_CANDIDATE,HIGH,prefix_swap_same_numeric,C,EB3047,EB,2021|2022|2023|2024|2025,EB3010|EB3047|EB3048|EB3088|EB3112|EB3184|EB3185|EL3048,USE_REVIEWED_NAME_FAMILY_OR_PARENT_UNIT_HISTORY,True,PREFIX_SWAP
EL3048,Monroe,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Nov 08 2025 - Nov 16 2025 - Private Land Only,HANUMBER|HUNTTABLE|DATABASE,,,,,,,,,,,,,,,,,,,NONE,NO_PERMIT_VALUE,0,,NOT_COMPARED,NO_CURRENT_PERMIT_VALUE_FOUND,No source in this pass has current permit values.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,NO_QUOTA_PUBLISHED,true_no_permit_value,,0,,,,No current permit value found in the compared sources.,true_no_permit_value,True,EL3048,EL,Monroe,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Nov 08 2025 - Nov 16 2025 - Private Land Only,PREFIX_SWAP_EL_TO_EB,PROMOTED_PREFIX_SWAP_CANDIDATE,HIGH,prefix_swap_same_numeric,A,EB3048,EB,2021|2022|2023|2024|2025,EB3010|EB3047|EB3048|EB3088|EB3112|EB3184|EB3185|EL3048,USE_EXACT_HUNT_CODE_HISTORY,True,PREFIX_SWAP
EL3049,Mt Dutton,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Sept 17 2025 - Sept 21 2025 - Private Land Only,HANUMBER|HUNTTABLE|DATABASE,,,,,,,,,,,,,,,,,,,NONE,NO_PERMIT_VALUE,0,,NOT_COMPARED,NO_CURRENT_PERMIT_VALUE_FOUND,No source in this pass has current permit values.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,NO_QUOTA_PUBLISHED,true_no_permit_value,,0,,,,No current permit value found in the compared sources.,true_no_permit_value,True,EL3049,EL,Mt Dutton,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Sept 17 2025 - Sept 21 2025 - Private Land Only,PREFIX_SWAP_EL_TO_EB,PROMOTED_PREFIX_SWAP_CANDIDATE,HIGH,prefix_swap_same_numeric,C,EB3049,EB,2021|2022|2023|2024|2025,EB3011|EB3049|EB3050|EB3089|EB3113|EB3186|EB3187,USE_REVIEWED_NAME_FAMILY_OR_PARENT_UNIT_HISTORY,True,PREFIX_SWAP
EL3050,Mt Dutton,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Nov 08 2025 - Nov 16 2025 - Private Land Only,HANUMBER|HUNTTABLE|DATABASE,,,,,,,,,,,,,,,,,,,NONE,NO_PERMIT_VALUE,0,,NOT_COMPARED,NO_CURRENT_PERMIT_VALUE_FOUND,No source in this pass has current permit values.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,NO_QUOTA_PUBLISHED,true_no_permit_value,,0,,,,No current permit value found in the compared sources.,true_no_permit_value,True,EL3050,EL,Mt Dutton,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Nov 08 2025 - Nov 16 2025 - Private Land Only,PREFIX_SWAP_EL_TO_EB,PROMOTED_PREFIX_SWAP_CANDIDATE,HIGH,prefix_swap_same_numeric,C,EB3050,EB,2021|2022|2023|2024|2025,EB3011|EB3049|EB3050|EB3089|EB3113|EB3186|EB3187,USE_REVIEWED_NAME_FAMILY_OR_PARENT_UNIT_HISTORY,True,PREFIX_SWAP
EL3053,"North Slope, Three Corners",Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Oct 04 2025 - Oct 16 2025 - Private Land Only,HANUMBER|HUNTTABLE|DATABASE,,,,,,,,,,,,,,,,,,,NONE,NO_PERMIT_VALUE,0,,NOT_COMPARED,NO_CURRENT_PERMIT_VALUE_FOUND,No source in this pass has current permit values.,OK,LIVE_AND_DATABASE,DATABASE_ONLY,,NO_QUOTA_PUBLISHED,true_no_permit_value,,0,,,,No current permit value found in the compared sources.,true_no_permit_value,True,EL3053,EL,North Slope Three Corners,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Oct 04 2025 - Oct 16 2025 - Private Land Only,PREFIX_SWAP_EL_TO_EB,PROMOTED_PREFIX_SWAP_CANDIDATE,HIGH,prefix_swap_same_numeric,C,EB3053,EB,2021|2022|2023|2024|2025,EB3013|EB3053|EB3091|EB3115|EB3210,USE_REVIEWED_NAME_FAMILY_OR_PARENT_UNIT_HISTORY,True,PREFIX_SWAP
