hunt_code,year,in_2026_database,overall_status,reconciliation_action,permit_status,harvest_permits,draw_total_permits_reconciled,harvest_permits_unique,draw_total_permits_unique,draw_permits_by_residency,metadata_status,metadata_matching_columns,metadata_fill_candidate_columns,metadata_conflict_columns,harvest_row_count,draw_row_count,draw_points_count,harvest_model_target_years,harvest_source_files,draw_source_files,draw_statuses,harvest_boundary_id,draw_boundary_id,harvest_hunt_name,draw_hunt_name,harvest_species,draw_species,harvest_sex_type,draw_sex_type,harvest_hunt_type,draw_hunt_type,harvest_weapon,draw_weapon,harvest_hunt_class,draw_hunt_class
BR7215,2023,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_CONFLICT_REVIEW,12,11,12,0|1|2|3|4,"{""Nonresident"": ""1"", ""Resident"": ""10""}",METADATA_CONFLICT,species|weapon,boundary_id|sex_type|hunt_class,hunt_name|hunt_type,3,16,11,2024,23_black_bear_report.pdf,2022 _black_bear_22_drawing_odds.pdf,,,455,"Plateau, Boulder/Kaiparowits",Boulder/Kaiparowits,Black Bear,Black Bear,,Either Sex,fall_limited_entry,Limited Entry - Fall,Any Legal Weapon,Any Legal Weapon,,Public
BR7216,2023,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_MATCH,4,4,4,0|1|2,"{""Resident"": ""4""}",METADATA_CONFLICT,species|weapon,boundary_id|sex_type|hunt_class,hunt_name|hunt_type,3,13,13,2024,23_black_bear_report.pdf,2022 _black_bear_22_drawing_odds.pdf,,,175,"Plateau, Fishlake/Thousand Lakes",Fishlake/Thousand Lakes,Black Bear,Black Bear,,Either Sex,fall_limited_entry,Limited Entry - Fall,Any Legal Weapon,Any Legal Weapon,,Public
BR7217,2023,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_MATCH,6,6,6,0|1|2,"{""Resident"": ""6""}",METADATA_CONFLICT,hunt_name|species|weapon,boundary_id|sex_type|hunt_class,hunt_type,3,17,17,2024,23_black_bear_report.pdf,2022 _black_bear_22_drawing_odds.pdf,,,710,San Juan,San Juan,Black Bear,Black Bear,,Either Sex,fall_limited_entry,Limited Entry - Fall,Any Legal Weapon,Any Legal Weapon,,Public
BR7218,2023,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_MATCH,7,7,7,0|1,"{""Resident"": ""7""}",METADATA_CONFLICT,species|weapon,boundary_id|sex_type|hunt_class,hunt_name|hunt_type,3,13,13,2024,23_black_bear_report.pdf,2022 _black_bear_22_drawing_odds.pdf,,,444,"South Slope, Bonanza/Diamond Mtn/Vernal",Diamond Mtn/Vernal/Bonanza,Black Bear,Black Bear,,Either Sex,fall_limited_entry,Limited Entry - Fall,Any Legal Weapon,Any Legal Weapon,,Public
BR7219,2023,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_MATCH,4,4,4,0|1,"{""Resident"": ""4""}",METADATA_CONFLICT,species|weapon,boundary_id|sex_type|hunt_class,hunt_name|hunt_type,3,10,10,2024,23_black_bear_report.pdf,2022 _black_bear_22_drawing_odds.pdf,,,613,"South Slope, Yellowstone",Yellowstone,Black Bear,Black Bear,,Either Sex,fall_limited_entry,Limited Entry - Fall,Any Legal Weapon,Any Legal Weapon,,Public
BR7220,2023,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_MATCH,9,9,9,0|1|2|3,"{""Resident"": ""9""}",METADATA_CONFLICT,hunt_name|species|weapon,boundary_id|sex_type|hunt_class,hunt_type,3,13,13,2024,23_black_bear_report.pdf,2022 _black_bear_22_drawing_odds.pdf,,,463,"Wasatch Mtns, Avintaquin/Currant Creek",Wasatch Mtns Avintaquin/Currant Creek,Black Bear,Black Bear,,Either Sex,fall_limited_entry,Limited Entry - Fall,Any Legal Weapon,Any Legal Weapon,,Public
BR7221,2023,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_MATCH,12,12,12,0|1|2|4,"{""Nonresident"": ""1"", ""Resident"": ""11""}",METADATA_CONFLICT,hunt_name|species|weapon,boundary_id|sex_type|hunt_class,hunt_type,3,16,14,2024,23_black_bear_report.pdf,2022 _black_bear_22_drawing_odds.pdf,,,448,"Wasatch Mtns, West-Central",Wasatch Mtns West-Central,Black Bear,Black Bear,,Either Sex,fall_limited_entry,Limited Entry - Fall,Any Legal Weapon,Any Legal Weapon,,Public
BR7224,2023,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_MATCH,10,10,10,0|1|4,"{""Nonresident"": ""1"", ""Resident"": ""9""}",METADATA_CONFLICT,hunt_name|species|weapon,boundary_id|sex_type|hunt_class,hunt_type,3,15,12,2024,23_black_bear_report.pdf,2022 _black_bear_22_drawing_odds.pdf,,,12,"Book Cliffs, Little Creek Roadless",Book Cliffs Little Creek Roadless,Black Bear,Black Bear,,Either Sex,spot_and_stalk_limited_entry,Limited Entry - Spring,Any Legal Weapon,Any Legal Weapon,,Public
BR7225,2023,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_MATCH,7,7,7,0|1|2,"{""Resident"": ""7""}",METADATA_CONFLICT,hunt_name|species|weapon,boundary_id|sex_type|hunt_class,hunt_type,3,7,7,2024,23_black_bear_report.pdf,2022 _black_bear_22_drawing_odds.pdf,,,12,"Book Cliffs, Little Creek Roadless",Book Cliffs Little Creek Roadless,Black Bear,Black Bear,,Either Sex,spot_and_stalk_limited_entry,Spot and Stalk,Any Legal Weapon,Any Legal Weapon,,Public
BR7228,2023,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_MATCH,1,1,1,0|1,"{""Resident"": ""1""}",METADATA_CONFLICT,hunt_name|species|weapon,boundary_id|sex_type|hunt_class,hunt_type,3,10,10,2024,23_black_bear_report.pdf,2022 _black_bear_22_drawing_odds.pdf,,,92,Cache/Ogden,Cache/Ogden,Black Bear,Black Bear,,Either Sex,fall_limited_entry,Limited Entry - Fall,Any Legal Weapon,Any Legal Weapon,,Public
BR7229,2023,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_MATCH,4,4,4,0|1,"{""Resident"": ""4""}",METADATA_CONFLICT,hunt_name|species|weapon,boundary_id|sex_type|hunt_class,hunt_type,3,9,9,2024,23_black_bear_report.pdf,2022 _black_bear_22_drawing_odds.pdf,,,5079,"Kamas/North Slope, Summit",Kamas/North Slope Summit,Black Bear,Black Bear,,Either Sex,fall_limited_entry,Limited Entry - Fall,Any Legal Weapon,Any Legal Weapon,,Public
BR7300,2023,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_CONFLICT_REVIEW,7,3,7,0|1|2,"{""Resident"": ""3""}",METADATA_CONFLICT,hunt_name|species,boundary_id|sex_type|hunt_class,hunt_type|weapon,3,17,17,2024,23_black_bear_report.pdf,2022 _black_bear_22_drawing_odds.pdf,,,449,"Book Cliffs, Bitter Creek/South",Book Cliffs Bitter Creek/South,Black Bear,Black Bear,,Either Sex,multi_season_limited_entry,Limited Entry - Multiseason,Any Legal Weapon,Multiseason,,Public
BR7301,2023,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_CONFLICT_REVIEW,3,2,3,0|1,"{""Resident"": ""2""}",METADATA_CONFLICT,hunt_name|species,boundary_id|sex_type|hunt_class,hunt_type|weapon,3,14,14,2024,23_black_bear_report.pdf,2022 _black_bear_22_drawing_odds.pdf,,,12,"Book Cliffs, Little Creek Roadless",Book Cliffs Little Creek Roadless,Black Bear,Black Bear,,Either Sex,multi_season_limited_entry,Limited Entry - Multiseason,Any Legal Weapon,Multiseason,,Public
BR7303,2023,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_CONFLICT_REVIEW,14,11,14,0|1|2|3,"{""Nonresident"": ""1"", ""Resident"": ""10""}",METADATA_CONFLICT,species,boundary_id|sex_type|hunt_class,hunt_name|hunt_type|weapon,3,20,18,2024,23_black_bear_report.pdf,2022 _black_bear_22_drawing_odds.pdf,,,52,"Central Mtns, Manti-North",Manti North,Black Bear,Black Bear,,Either Sex,multi_season_limited_entry,Limited Entry - Multiseason,Any Legal Weapon,Multiseason,,Public
BR7304,2023,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_CONFLICT_REVIEW,16,13,16,0|1|6,"{""Nonresident"": ""1"", ""Resident"": ""12""}",METADATA_CONFLICT,species,boundary_id|sex_type|hunt_class,hunt_name|hunt_type|weapon,3,26,18,2024,23_black_bear_report.pdf,2022 _black_bear_22_drawing_odds.pdf,,,744,"Central Mtns, Manti-South/San Rafael, North",Manti South/San Rafael North,Black Bear,Black Bear,,Either Sex,multi_season_limited_entry,Limited Entry - Multiseason,Any Legal Weapon,Multiseason,,Public
BR7305,2023,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_CONFLICT_REVIEW,5,3,5,0|1|2,"{""Resident"": ""3""}",METADATA_CONFLICT,species,boundary_id|sex_type|hunt_class,hunt_name|hunt_type|weapon,3,19,19,2024,23_black_bear_report.pdf,2022 _black_bear_22_drawing_odds.pdf,,,616,"Central Mtns, Nebo",Nebo,Black Bear,Black Bear,,Either Sex,multi_season_limited_entry,Limited Entry - Multiseason,Any Legal Weapon,Multiseason,,Public
BR7307,2023,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_CONFLICT_REVIEW,14,10,14,0|1|4,"{""Nonresident"": ""1"", ""Resident"": ""9""}",METADATA_CONFLICT,hunt_name|species,boundary_id|sex_type|hunt_class,hunt_type|weapon,3,28,19,2024,23_black_bear_report.pdf,2022 _black_bear_22_drawing_odds.pdf,,,684,La Sal,La Sal,Black Bear,Black Bear,,Either Sex,multi_season_limited_entry,Multiseason - Conservation,Any Legal Weapon,Multiseason,,Public
BR7308,2023,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_MATCH,1,1,1,0|1,"{""Resident"": ""1""}",METADATA_CONFLICT,hunt_name|species,boundary_id|sex_type|hunt_class,hunt_type|weapon,3,6,6,2024,23_black_bear_report.pdf,2022 _black_bear_22_drawing_odds.pdf,,,289,"North Slope, Three Corners/West Daggett",North Slope Three Corners/West Daggett,Black Bear,Black Bear,,Either Sex,multi_season_limited_entry,Limited Entry - Multiseason,Any Legal Weapon,Multiseason,,Public
BR7309,2023,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_CONFLICT_REVIEW,5,4,5,0|1,"{""Resident"": ""4""}",METADATA_CONFLICT,hunt_name|species,boundary_id|sex_type|hunt_class,hunt_type|weapon,3,16,16,2024,23_black_bear_report.pdf,2022 _black_bear_22_drawing_odds.pdf,,,462,Panguitch Lake/Zion,Panguitch Lake/Zion,Black Bear,Black Bear,,Either Sex,multi_season_limited_entry,Limited Entry - Multiseason,Any Legal Weapon,Multiseason,,Public
BR7310,2023,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_CONFLICT_REVIEW,13,10,13,0|1|4,"{""Nonresident"": ""1"", ""Resident"": ""9""}",METADATA_CONFLICT,species,boundary_id|sex_type|hunt_class,hunt_name|hunt_type|weapon,3,19,15,2024,23_black_bear_report.pdf,2022 _black_bear_22_drawing_odds.pdf,,,455,"Plateau, Boulder/Kaiparowits",Boulder/Kaiparowits,Black Bear,Black Bear,,Either Sex,multi_season_limited_entry,Limited Entry - Multiseason,Any Legal Weapon,Multiseason,,Public
BR7311,2023,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_CONFLICT_REVIEW,3,2,3,0|1,"{""Resident"": ""2""}",METADATA_CONFLICT,species,boundary_id|sex_type|hunt_class,hunt_name|hunt_type|weapon,3,18,18,2024,23_black_bear_report.pdf,2022 _black_bear_22_drawing_odds.pdf,,,175,"Plateau, Fishlake/Thousand Lakes",Fishlake/Thousand Lakes,Black Bear,Black Bear,,Either Sex,multi_season_limited_entry,Limited Entry - Multiseason,Any Legal Weapon,Multiseason,,Public
BR7312,2023,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_CONFLICT_REVIEW,14,10,14,0|1|4,"{""Nonresident"": ""1"", ""Resident"": ""9""}",METADATA_CONFLICT,hunt_name|species,boundary_id|sex_type|hunt_class,hunt_type|weapon,3,29,19,2024,23_black_bear_report.pdf,2022 _black_bear_22_drawing_odds.pdf,,,710,San Juan,San Juan,Black Bear,Black Bear,,Either Sex,multi_season_limited_entry,Limited Entry - Multiseason,Any Legal Weapon,Multiseason,,Public
BR7313,2023,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_CONFLICT_REVIEW,9,7,9,0|1|3,"{""Resident"": ""7""}",METADATA_CONFLICT,species,boundary_id|sex_type|hunt_class,hunt_name|hunt_type|weapon,3,14,14,2024,23_black_bear_report.pdf,2022 _black_bear_22_drawing_odds.pdf,,,444,"South Slope, Bonanza/Diamond Mtn/Vernal",Diamond Mtn/Vernal/Bonanza,Black Bear,Black Bear,,Either Sex,multi_season_limited_entry,Limited Entry - Multiseason,Any Legal Weapon,Multiseason,,Public
BR7314,2023,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_CONFLICT_REVIEW,3,2,3,0|1,"{""Resident"": ""2""}",METADATA_CONFLICT,species,boundary_id|sex_type|hunt_class,hunt_name|hunt_type|weapon,3,12,12,2024,23_black_bear_report.pdf,2022 _black_bear_22_drawing_odds.pdf,,,613,"South Slope, Yellowstone",Yellowstone,Black Bear,Black Bear,,Either Sex,multi_season_limited_entry,Limited Entry - Multiseason,Any Legal Weapon,Multiseason,,Public
BR7315,2023,TRUE,DRAW_ONLY_YEAR,SOURCE_BACKED_FILL_CANDIDATE,HARVEST_PERMIT_BLANK_DRAW_AVAILABLE,,5,,0|1|2,"{""Resident"": ""5""}",METADATA_FILL_CANDIDATE,,boundary_id|hunt_name|species|sex_type|hunt_type|weapon|hunt_class,,0,17,17,,,2022 _black_bear_22_drawing_odds.pdf,,,463,,Wasatch Mtns Avintaquin/Currant Creek,,Black Bear,,Either Sex,,Limited Entry - Multiseason,,Multiseason,,Public
BR7316,2023,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_CONFLICT_REVIEW,18,14,18,0|1|5,"{""Nonresident"": ""1"", ""Resident"": ""13""}",METADATA_CONFLICT,hunt_name|species,boundary_id|sex_type|hunt_class,hunt_type|weapon,3,23,20,2024,23_black_bear_report.pdf,2022 _black_bear_22_drawing_odds.pdf,,,448,"Wasatch Mtns, West-Central",Wasatch Mtns West-Central,Black Bear,Black Bear,,Either Sex,multi_season_limited_entry,Limited Entry - Multiseason,Any Legal Weapon,Multiseason,,Public
BR7317,2023,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_CONFLICT_REVIEW,10,7,10,0|1|2,"{""Resident"": ""7""}",METADATA_CONFLICT,hunt_name|species,boundary_id|sex_type|hunt_class,hunt_type|weapon,3,13,13,2024,23_black_bear_report.pdf,2022 _black_bear_22_drawing_odds.pdf,,,615,Nine Mile,Nine Mile,Black Bear,Black Bear,,Either Sex,multi_season_limited_entry,Limited Entry - Multiseason,Any Legal Weapon,Multiseason,,Public
BR7318,2023,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_CONFLICT_REVIEW,3,2,3,0|1,"{""Resident"": ""2""}",METADATA_CONFLICT,hunt_name|species,boundary_id|sex_type|hunt_class,hunt_type|weapon,3,16,16,2024,23_black_bear_report.pdf,2022 _black_bear_22_drawing_odds.pdf,,,628,Beaver,Beaver,Black Bear,Black Bear,,Either Sex,multi_season_limited_entry,Limited Entry - Multiseason,Any Legal Weapon,Multiseason,,Public
BR7320,2023,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_MATCH,1,1,1,0|1,"{""Resident"": ""1""}",METADATA_CONFLICT,hunt_name|species,boundary_id|sex_type|hunt_class,hunt_type|weapon,3,14,14,2024,23_black_bear_report.pdf,2022 _black_bear_22_drawing_odds.pdf,,,92,Cache/Ogden,Cache/Ogden,Black Bear,Black Bear,,Either Sex,multi_season_limited_entry,Limited Entry - Multiseason,Any Legal Weapon,Multiseason,,Public
BR7321,2023,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_CONFLICT_REVIEW,5,4,5,0|1|2,"{""Resident"": ""4""}",METADATA_CONFLICT,hunt_name|species,boundary_id|sex_type|hunt_class,hunt_type|weapon,3,16,16,2024,23_black_bear_report.pdf,2022 _black_bear_22_drawing_odds.pdf,,,5101,"Kamas/North Slope, Summit",Kamas/North Slope Summit,Black Bear,Black Bear,,Either Sex,multi_season_limited_entry,Limited Entry - Multiseason,Any Legal Weapon,Multiseason,,Public
BR7322,2023,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_MATCH,1,1,1,0|1,"{""Resident"": ""1""}",METADATA_CONFLICT,hunt_name|species,boundary_id|sex_type|hunt_class,hunt_type|weapon,3,7,7,2024,23_black_bear_report.pdf,2022 _black_bear_22_drawing_odds.pdf,,,630,Mt Dutton,Mt Dutton,Black Bear,Black Bear,,Either Sex,multi_season_limited_entry,Limited Entry - Multiseason,Any Legal Weapon,Multiseason,,Public
BR7323,2023,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_MATCH,1,1,1,0|1,"{""Resident"": ""1""}",METADATA_CONFLICT,hunt_name|species,boundary_id|sex_type|hunt_class,hunt_type|weapon,3,7,7,2024,23_black_bear_report.pdf,2022 _black_bear_22_drawing_odds.pdf,,,163,Paunsaugunt,Paunsaugunt,Black Bear,Black Bear,,Either Sex,multi_season_limited_entry,Limited Entry - Multiseason,Any Legal Weapon,Multiseason,,Public
BR7324,2023,TRUE,HARVEST_ONLY_YEAR,NO_ACTION_OR_SOURCE_NEEDED,DRAW_PERMIT_BLANK_HARVEST_AVAILABLE,1,,1,,{},NO_METADATA_TO_COMPARE,,,,3,0,0,2024,23_black_bear_report.pdf,,,,,Chalk Creek/East Canyon/Morgan-South Rich,,Black Bear,,,,multi_season_limited_entry,,Any Legal Weapon,,,
CG1029,2023,FALSE,DRAW_ONLY_YEAR,SOURCE_BACKED_FILL_CANDIDATE,HARVEST_PERMIT_BLANK_DRAW_AVAILABLE,,20,,0|1|2|4,"{""Nonresident"": ""2"", ""Resident"": ""18""}",METADATA_FILL_CANDIDATE,,hunt_name|weapon|hunt_class,,0,26,17,,,2022 cougar_Drawing odds (2).pdf|2022 cougar_Drawing odds.pdf,,,,,"Oquirrh-stansbury, East - Any Legal Weapon",,,,,,,,Any Legal Weapon,,Public
CG1034,2023,FALSE,DRAW_ONLY_YEAR,SOURCE_BACKED_FILL_CANDIDATE,HARVEST_PERMIT_BLANK_DRAW_AVAILABLE,,8,,0|1|3,"{""Resident"": ""8""}",METADATA_FILL_CANDIDATE,,hunt_name|weapon|hunt_class,,0,15,15,,,2022 cougar_Drawing odds (2).pdf|2022 cougar_Drawing odds.pdf,,,,,Kamas - Any Legal Weapon,,,,,,,,Any Legal Weapon,,Public
CG7502,2023,FALSE,DRAW_ONLY_YEAR,SOURCE_BACKED_FILL_CANDIDATE,HARVEST_PERMIT_BLANK_DRAW_AVAILABLE,,20,,0|1|2|3|5,"{""Nonresident"": ""2"", ""Resident"": ""18""}",METADATA_FILL_CANDIDATE,,hunt_name|weapon|hunt_class,,0,28,15,,,2022 cougar_Drawing odds (2).pdf|2022 cougar_Drawing odds.pdf,,,,,East Canyon - Any Legal Weapon,,,,,,,,Any Legal Weapon,,Public
CG7503,2023,FALSE,DRAW_ONLY_YEAR,SOURCE_BACKED_FILL_CANDIDATE,HARVEST_PERMIT_BLANK_DRAW_AVAILABLE,,20,,0|1|2|6,"{""Nonresident"": ""2"", ""Resident"": ""18""}",METADATA_FILL_CANDIDATE,,hunt_name|weapon|hunt_class,,0,23,13,,,2022 cougar_Drawing odds.pdf,,,,,Morgan-south Rich - Any Legal Weapon,,,,,,,,Any Legal Weapon,,Public
CG7506,2023,FALSE,DRAW_ONLY_YEAR,SOURCE_BACKED_FILL_CANDIDATE,HARVEST_PERMIT_BLANK_DRAW_AVAILABLE,,22,,0|1|2|5,"{""Nonresident"": ""2"", ""Resident"": ""20""}",METADATA_FILL_CANDIDATE,,hunt_name|weapon|hunt_class,,0,31,16,,,2022 cougar_Drawing odds (2).pdf|2022 cougar_Drawing odds.pdf,,,,,"Wasatch Mtns, West-strawberry - Any Legal Weapon",,,,,,,,Any Legal Weapon,,Public
CG7602,2023,FALSE,DRAW_ONLY_YEAR,SOURCE_BACKED_FILL_CANDIDATE,HARVEST_PERMIT_BLANK_DRAW_AVAILABLE,,20,,0|1|2,"{""Nonresident"": ""2"", ""Resident"": ""18""}",METADATA_FILL_CANDIDATE,,hunt_name|weapon|hunt_class,,0,19,14,,,2022 cougar_Drawing odds (2).pdf|2022 cougar_Drawing odds.pdf,,,,,"West Desert, Tintic-vernon - Any Legal Weapon",,,,,,,,Any Legal Weapon,,Public
CG7603,2023,FALSE,DRAW_ONLY_YEAR,SOURCE_BACKED_FILL_CANDIDATE,HARVEST_PERMIT_BLANK_DRAW_AVAILABLE,,14,,0|1|2|4,"{""Resident"": ""14""}",METADATA_FILL_CANDIDATE,,hunt_name|weapon|hunt_class,,0,13,13,,,2022 cougar_Drawing odds (2).pdf|2022 cougar_Drawing odds.pdf,,,,,"Box Elder, Raft River - Any Legal Weapon",,,,,,,,Any Legal Weapon,,Public
CG7605,2023,FALSE,DRAW_ONLY_YEAR,SOURCE_BACKED_FILL_CANDIDATE,HARVEST_PERMIT_BLANK_DRAW_AVAILABLE,,26,,0|1|2|3|4,"{""Nonresident"": ""2"", ""Resident"": ""24""}",METADATA_FILL_CANDIDATE,,hunt_name|weapon|hunt_class,,0,27,17,,,2022 cougar_Drawing odds (2).pdf|2022 cougar_Drawing odds.pdf,,,,,"Central Mtns, Nebo (excludes West Face) - Any Legal Weapon",,,,,,,,Any Legal Weapon,,Public
CG7610,2023,FALSE,DRAW_ONLY_YEAR,SOURCE_BACKED_FILL_CANDIDATE,HARVEST_PERMIT_BLANK_DRAW_AVAILABLE,,10,,0|1|3,"{""Resident"": ""10""}",METADATA_FILL_CANDIDATE,,hunt_name|weapon|hunt_class,,0,12,12,,,2022 cougar_Drawing odds (2).pdf|2022 cougar_Drawing odds.pdf,,,,,"East Canyon, Davis - Any Legal Weapon",,,,,,,,Any Legal Weapon,,Public
CG7612,2023,FALSE,DRAW_ONLY_YEAR,SOURCE_BACKED_FILL_CANDIDATE,HARVEST_PERMIT_BLANK_DRAW_AVAILABLE,,31,,0|1|2|3|4,"{""Nonresident"": ""4"", ""Resident"": ""27""}",METADATA_FILL_CANDIDATE,,hunt_name|weapon|hunt_class,,0,25,14,,,2022 cougar_Drawing odds (2).pdf|2022 cougar_Drawing odds.pdf,,,,,Monroe - Any Legal Weapon,,,,,,,,Any Legal Weapon,,Public
DA1001,2023,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_CONFLICT_REVIEW,30,29,30,0|1|2|3|6|17,"{""Nonresident"": ""0"", ""Resident"": ""29""}",METADATA_CONFLICT,hunt_name|weapon,boundary_id|sex_type|hunt_class,species|hunt_type,4,6,5,2024,2024_antlerless_hr.csv|A96251BE__2023_antlerless_hr.pdf,2022 Antlerless big game draw results.pdf|2022 _Youth antlerless big game draw results.pdf,,,28,"Box Elder, West Bear River","Box Elder, West Bear River",Antlerless Deer,Deer,,Antlerless,Antlerless Deer,General Season,"Archery, Muzzleloader, Shotgun","Archery, Muzzleloader, Shotgun",,Public
DA1002,2023,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_CONFLICT_REVIEW,30,24,28|30,0|1|4|8|11,"{""Nonresident"": ""0"", ""Resident"": ""24""}",METADATA_CONFLICT,hunt_name|weapon,boundary_id|sex_type|hunt_class,species|hunt_type,4,7,6,2024,2024_antlerless_hr.csv|A96251BE__2023_antlerless_hr.pdf,2022 Antlerless big game draw results.pdf,,,28,"Box Elder, West Bear River","Box Elder, West Bear River",Antlerless Deer,Deer,,Antlerless,Antlerless Deer,General Season,"Archery, Muzzleloader, Shotgun","Archery, Muzzleloader, Shotgun",,Public
DA1003,2023,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_CONFLICT_REVIEW,15,20,15,0|1|2|4|7,"{""Nonresident"": ""2"", ""Resident"": ""18""}",METADATA_CONFLICT,hunt_name|weapon,boundary_id|sex_type|hunt_class,species|hunt_type,4,12,8,2024,2024_antlerless_hr.csv|A96251BE__2023_antlerless_hr.pdf,2022 Antlerless big game draw results.pdf|2022 _Youth antlerless big game draw results.pdf,,,115,"Monroe/Plateau, Sevier Valley","Monroe/Plateau, Sevier Valley",Antlerless Deer,Deer,,Antlerless,Antlerless Deer,General Season,"Archery, Muzzleloader, Shotgun","Archery, Muzzleloader, Shotgun",,Public
DA1009,2023,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_CONFLICT_REVIEW,25,17,24|25,0|1|2|3|8,"{""Nonresident"": ""3"", ""Resident"": ""14""}",METADATA_CONFLICT,hunt_name|weapon,boundary_id|sex_type|hunt_class,species|hunt_type,4,15,8,2024,2024_antlerless_hr.csv|A96251BE__2023_antlerless_hr.pdf,2022 Antlerless big game draw results.pdf|2022 _Youth antlerless big game draw results.pdf,,,169,"Pine Valley, Enterprise","Pine Valley, Enterprise",Antlerless Deer,Deer,,Antlerless,Antlerless Deer,General Season,Any Legal Weapon,Any Legal Weapon,,Public
