hunt_code,year,in_2026_database,overall_status,reconciliation_action,permit_status,harvest_permits,draw_total_permits_reconciled,harvest_permits_unique,draw_total_permits_unique,draw_permits_by_residency,metadata_status,metadata_matching_columns,metadata_fill_candidate_columns,metadata_conflict_columns,harvest_row_count,draw_row_count,draw_points_count,harvest_model_target_years,harvest_source_files,draw_source_files,draw_statuses,harvest_boundary_id,draw_boundary_id,harvest_hunt_name,draw_hunt_name,harvest_species,draw_species,harvest_sex_type,draw_sex_type,harvest_hunt_type,draw_hunt_type,harvest_weapon,draw_weapon,harvest_hunt_class,draw_hunt_class
BR7011,2023,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_MATCH,4,4,4,0|1|2,"{""Resident"": ""4""}",METADATA_CONFLICT,hunt_name|species|weapon,boundary_id|sex_type|hunt_class,hunt_type,3,10,10,2024,23_black_bear_report.pdf,2022 _black_bear_22_drawing_odds.pdf,,,163,Paunsaugunt,Paunsaugunt,Black Bear,Black Bear,,Either Sex,spring_limited_entry,Limited Entry - Spring,Any Legal Weapon,Any Legal Weapon,,Public
BR7012,2023,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_MATCH,29,29,29,0|1|2|3|4|5,"{""Nonresident"": ""2"", ""Resident"": ""27""}",METADATA_CONFLICT,species|weapon,boundary_id|sex_type|hunt_class,hunt_name|hunt_type,3,19,12,2024,23_black_bear_report.pdf,2022 _black_bear_22_drawing_odds.pdf,,,455,"Plateau, Boulder/Kaiparowits",Boulder/Kaiparowits,Black Bear,Black Bear,,Either Sex,spring_limited_entry,Limited Entry - Spring,Any Legal Weapon,Any Legal Weapon,,Public
BR7013,2023,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_MATCH,7,7,7,0|1|2,"{""Resident"": ""7""}",METADATA_CONFLICT,species|weapon,boundary_id|sex_type|hunt_class,hunt_name|hunt_type,3,13,13,2024,23_black_bear_report.pdf,2022 _black_bear_22_drawing_odds.pdf,,,175,"Plateau, Fishlake/Thousand Lakes",Fishlake/Thousand Lakes,Black Bear,Black Bear,,Either Sex,spring_limited_entry,Limited Entry - Spring,Any Legal Weapon,Any Legal Weapon,,Public
BR7014,2023,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_CONFLICT_REVIEW,45,43,45,0|1|2|3|5|6|7,"{""Nonresident"": ""3"", ""Resident"": ""40""}",METADATA_CONFLICT,hunt_name|species|weapon,boundary_id|sex_type|hunt_class,hunt_type,3,26,15,2024,23_black_bear_report.pdf,2022 _black_bear_22_drawing_odds.pdf,,,710,San Juan,San Juan,Black Bear,Black Bear,,Either Sex,spring_limited_entry,Limited Entry - Spring,Any Legal Weapon,Any Legal Weapon,,Public
BR7015,2023,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_CONFLICT_REVIEW,13,12,13,0|1|2|4,"{""Nonresident"": ""1"", ""Resident"": ""11""}",METADATA_CONFLICT,species|weapon,boundary_id|sex_type|hunt_class,hunt_name|hunt_type,3,16,11,2024,23_black_bear_report.pdf,2022 _black_bear_22_drawing_odds.pdf,,,444,"South Slope, Bonanza/Diamond Mtn/Vernal",Diamond Mtn/Vernal/Bonanza,Black Bear,Black Bear,,Either Sex,spring_limited_entry,Limited Entry - Spring,Any Legal Weapon,Any Legal Weapon,,Public
BR7016,2023,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_MATCH,44,44,44,0|1|2|3|4|5|8,"{""Nonresident"": ""4"", ""Resident"": ""40""}",METADATA_CONFLICT,hunt_name|species|weapon,boundary_id|sex_type|hunt_class,hunt_type,3,14,11,2024,23_black_bear_report.pdf,2022 _black_bear_22_drawing_odds.pdf,,,845,"Wasatch Mtns, West-Central",Wasatch Mtns West-Central,Black Bear,Black Bear,,Either Sex,spring_limited_entry,Limited Entry - Spring,Any Legal Weapon,Any Legal Weapon,,Public
BR7017,2023,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_MATCH,2,2,2,0|1,"{""Resident"": ""2""}",METADATA_CONFLICT,hunt_name|species|weapon,boundary_id|sex_type|hunt_class,hunt_type,3,7,7,2024,23_black_bear_report.pdf,2022 _black_bear_22_drawing_odds.pdf,,,92,Cache/Ogden,Cache/Ogden,Black Bear,Black Bear,,Either Sex,spring_limited_entry,Limited Entry - Spring,Any Legal Weapon,Any Legal Weapon,,Public
BR7018,2023,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_MATCH,5,5,5,0|1|2,"{""Resident"": ""5""}",METADATA_CONFLICT,hunt_name|species|weapon,boundary_id|sex_type|hunt_class,hunt_type,3,7,7,2024,23_black_bear_report.pdf,2022 _black_bear_22_drawing_odds.pdf,,,251,"Kamas/North Slope, Summit",Kamas/North Slope Summit,Black Bear,Black Bear,,Either Sex,spring_limited_entry,Limited Entry - Spring,Any Legal Weapon,Any Legal Weapon,,Public
BR7019,2023,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_MATCH,5,5,5,0|1|2,"{""Resident"": ""5""}",METADATA_CONFLICT,species|weapon,hunt_class,hunt_name,3,11,11,2024,23_black_bear_report.pdf,2022 _black_bear_22_drawing_odds.pdf,,,,Chalk Creek/East Canyon/Morgan-South Rich,Chalk Creek/east Canyon/morgan-south Rich - Any Legal Weapon,Black Bear,Black Bear,,,spring_limited_entry,,Any Legal Weapon,Any Legal Weapon,,Public
BR7020,2023,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_MATCH,1,1,1,0|1,"{""Resident"": ""1""}",METADATA_CONFLICT,hunt_name|species|weapon,boundary_id|sex_type|hunt_class,hunt_type,3,8,8,2024,23_black_bear_report.pdf,2022 _black_bear_22_drawing_odds.pdf,,,629,Monroe,Monroe,Black Bear,Black Bear,,Either Sex,spring_limited_entry,Limited Entry - Spring,Any Legal Weapon,Any Legal Weapon,,Public
BR7100,2023,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_MATCH,10,10,10,0|1|3,"{""Nonresident"": ""1"", ""Resident"": ""9""}",METADATA_CONFLICT,hunt_name|species|weapon,boundary_id|sex_type|hunt_class,hunt_type,3,21,14,2024,23_black_bear_report.pdf,2022 _black_bear_22_drawing_odds.pdf,,,628,Beaver,Beaver,Black Bear,Black Bear,,Either Sex,summer_limited_entry,Limited Entry - Summer,Any Legal Weapon,Any Legal Weapon,,Public
BR7101,2023,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_MATCH,10,10,10,0|1|2|3,"{""Nonresident"": ""1"", ""Resident"": ""9""}",METADATA_CONFLICT,hunt_name|species|weapon,boundary_id|sex_type|hunt_class,hunt_type,3,17,15,2024,23_black_bear_report.pdf,2022 _black_bear_22_drawing_odds.pdf,,,449,"Book Cliffs, Bitter Creek/South",Book Cliffs Bitter Creek/South,Black Bear,Black Bear,,Either Sex,summer_limited_entry,Limited Entry - Summer,Any Legal Weapon,Any Legal Weapon,,Public
BR7102,2023,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_MATCH,4,4,4,0|1|2,"{""Resident"": ""4""}",METADATA_CONFLICT,hunt_name|species|weapon,boundary_id|sex_type|hunt_class,hunt_type,3,10,10,2024,23_black_bear_report.pdf,2022 _black_bear_22_drawing_odds.pdf,,,12,"Book Cliffs, Little Creek Roadless",Book Cliffs Little Creek Roadless,Black Bear,Black Bear,,Either Sex,summer_limited_entry,Limited Entry - Summer,Any Legal Weapon,Any Legal Weapon,,Public
BR7104,2023,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_MATCH,13,13,13,0|1|2|4,"{""Nonresident"": ""1"", ""Resident"": ""12""}",METADATA_CONFLICT,species|weapon,boundary_id|sex_type|hunt_class,hunt_name|hunt_type,3,17,13,2024,23_black_bear_report.pdf,2022 _black_bear_22_drawing_odds.pdf,,,52,"Central Mtns, Manti-North",Manti North,Black Bear,Black Bear,,Either Sex,summer_limited_entry,Limited Entry - Summer,Any Legal Weapon,Any Legal Weapon,,Public
BR7105,2023,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_MATCH,17,17,17,0|1|2|4,"{""Nonresident"": ""1"", ""Resident"": ""16""}",METADATA_CONFLICT,species|weapon,boundary_id|sex_type|hunt_class,hunt_name|hunt_type,3,23,15,2024,23_black_bear_report.pdf,2022 _black_bear_22_drawing_odds.pdf,,,744,"Central Mtns, Manti-South/San Rafael, North",Manti South/San Rafael North,Black Bear,Black Bear,,Either Sex,summer_limited_entry,Limited Entry - Summer,Any Legal Weapon,Any Legal Weapon,,Public
BR7106,2023,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_MATCH,9,9,9,0|1|4,"{""Resident"": ""9""}",METADATA_CONFLICT,species|weapon,boundary_id|sex_type|hunt_class,hunt_name|hunt_type,3,16,16,2024,23_black_bear_report.pdf,2022 _black_bear_22_drawing_odds.pdf,,,616,"Central Mtns, Nebo",Nebo,Black Bear,Black Bear,,Either Sex,summer_limited_entry,Limited Entry - Summer,Any Legal Weapon,Any Legal Weapon,,Public
BR7108,2023,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_MATCH,27,27,27,0|1|2|3|4|5,"{""Nonresident"": ""2"", ""Resident"": ""25""}",METADATA_CONFLICT,species|weapon,hunt_class,hunt_name,3,22,13,2024,23_black_bear_report.pdf,2022 _black_bear_22_drawing_odds.pdf,,,,La Sal,La Sal - Any Legal Weapon,Black Bear,Black Bear,,,summer_limited_entry,,Any Legal Weapon,Any Legal Weapon,,Public
BR7109,2023,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_MATCH,3,3,3,0|1,"{""Resident"": ""3""}",METADATA_CONFLICT,hunt_name|species|weapon,boundary_id|sex_type|hunt_class,hunt_type,3,9,9,2024,23_black_bear_report.pdf,2022 _black_bear_22_drawing_odds.pdf,,,630,Mt Dutton,Mt Dutton,Black Bear,Black Bear,,Either Sex,summer_limited_entry,Limited Entry - Summer,Any Legal Weapon,Any Legal Weapon,,Public
BR7110,2023,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_CONFLICT_REVIEW,16,15,16,0|1|2|3|5,"{""Resident"": ""15""}",METADATA_CONFLICT,hunt_name|species|weapon,boundary_id|sex_type|hunt_class,hunt_type,3,10,10,2024,23_black_bear_report.pdf,2022 _black_bear_22_drawing_odds.pdf,,,615,Nine Mile,Nine Mile,Black Bear,Black Bear,,Either Sex,summer_limited_entry,Limited Entry - Summer,Any Legal Weapon,Any Legal Weapon,,Public
BR7111,2023,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_MATCH,1,1,1,0|1,"{""Resident"": ""1""}",METADATA_CONFLICT,hunt_name|species|weapon,boundary_id|sex_type|hunt_class,hunt_type,3,10,10,2024,23_black_bear_report.pdf,2022 _black_bear_22_drawing_odds.pdf,,,289,"North Slope, Three Corners/West Daggett",North Slope Three Corners/West Daggett,Black Bear,Black Bear,,Either Sex,summer_limited_entry,Limited Entry - Summer,Any Legal Weapon,Any Legal Weapon,,Public
BR7112,2023,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_MATCH,4,4,4,0|1|2,"{""Resident"": ""4""}",METADATA_CONFLICT,hunt_name|species|weapon,boundary_id|sex_type|hunt_class,hunt_type,3,10,10,2024,23_black_bear_report.pdf,2022 _black_bear_22_drawing_odds.pdf,,,462,Panguitch Lake/Zion,Panguitch Lake/Zion,Black Bear,Black Bear,,Either Sex,summer_limited_entry,Limited Entry - Summer,Any Legal Weapon,Any Legal Weapon,,Public
BR7113,2023,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_MATCH,3,3,3,0|1|2,"{""Resident"": ""3""}",METADATA_CONFLICT,hunt_name|species|weapon,boundary_id|sex_type|hunt_class,hunt_type,3,7,7,2024,23_black_bear_report.pdf,2022 _black_bear_22_drawing_odds.pdf,,,163,Paunsaugunt,Paunsaugunt,Black Bear,Black Bear,,Either Sex,summer_limited_entry,Limited Entry - Summer,Any Legal Weapon,Any Legal Weapon,,Public
BR7114,2023,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_MATCH,22,22,22,0|1|2|5,"{""Nonresident"": ""2"", ""Resident"": ""20""}",METADATA_CONFLICT,species|weapon,boundary_id|sex_type|hunt_class,hunt_name|hunt_type,3,18,13,2024,23_black_bear_report.pdf,2022 _black_bear_22_drawing_odds.pdf,,,455,"Plateau, Boulder/Kaiparowits",Boulder/Kaiparowits,Black Bear,Black Bear,,Either Sex,summer_limited_entry,Limited Entry - Summer,Any Legal Weapon,Any Legal Weapon,,Public
BR7115,2023,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_MATCH,6,6,6,0|1|2,"{""Resident"": ""6""}",METADATA_CONFLICT,species|weapon,boundary_id|sex_type|hunt_class,hunt_name|hunt_type,3,13,13,2024,23_black_bear_report.pdf,2022 _black_bear_22_drawing_odds.pdf,,,175,"Plateau, Fishlake/Thousand Lakes",Fishlake/Thousand Lakes,Black Bear,Black Bear,,Either Sex,summer_limited_entry,Limited Entry - Summer,Any Legal Weapon,Any Legal Weapon,,Public
BR7116,2023,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_MATCH,27,27,27,0|1|2|3|5,"{""Nonresident"": ""2"", ""Resident"": ""25""}",METADATA_CONFLICT,hunt_name|species|weapon,boundary_id|sex_type|hunt_class,hunt_type,3,25,14,2024,23_black_bear_report.pdf,2022 _black_bear_22_drawing_odds.pdf,,,710,San Juan,San Juan,Black Bear,Black Bear,,Either Sex,summer_limited_entry,Limited Entry - Summer,Any Legal Weapon,Any Legal Weapon,,Public
BR7117,2023,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_MATCH,9,9,9,0|1|2|4,"{""Resident"": ""9""}",METADATA_CONFLICT,species|weapon,boundary_id|sex_type|hunt_class,hunt_name|hunt_type,3,11,11,2024,23_black_bear_report.pdf,2022 _black_bear_22_drawing_odds.pdf,,,444,"South Slope, Bonanza/Diamond Mtn/Vernal",Diamond Mtn/Vernal/Bonanza,Black Bear,Black Bear,,Either Sex,summer_limited_entry,Limited Entry - Summer,Any Legal Weapon,Any Legal Weapon,,Public
BR7118,2023,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_MATCH,5,5,5,0|1|2,"{""Resident"": ""5""}",METADATA_CONFLICT,species|weapon,boundary_id|sex_type|hunt_class,hunt_name|hunt_type,3,11,11,2024,23_black_bear_report.pdf,2022 _black_bear_22_drawing_odds.pdf,,,613,"South Slope, Yellowstone",Yellowstone,Black Bear,Black Bear,,Either Sex,summer_limited_entry,Limited Entry - Summer,Any Legal Weapon,Any Legal Weapon,,Public
BR7119,2023,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_MATCH,7,7,7,0|1|3,"{""Resident"": ""7""}",METADATA_CONFLICT,hunt_name|species|weapon,boundary_id|sex_type|hunt_class,hunt_type,3,14,14,2024,23_black_bear_report.pdf,2022 _black_bear_22_drawing_odds.pdf,,,463,"Wasatch Mtns, Avintaquin/Currant Creek",Wasatch Mtns Avintaquin/Currant Creek,Black Bear,Black Bear,,Either Sex,summer_limited_entry,Limited Entry - Summer,Any Legal Weapon,Any Legal Weapon,,Public
BR7120,2023,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_CONFLICT_REVIEW,26,24,26,0|1|2|3|5|6,"{""Nonresident"": ""1"", ""Resident"": ""23""}",METADATA_CONFLICT,hunt_name|species|weapon,boundary_id|sex_type|hunt_class,hunt_type,3,23,16,2024,23_black_bear_report.pdf,2022 _black_bear_22_drawing_odds.pdf,,,448,"Wasatch Mtns, West-Central",Wasatch Mtns West-Central,Black Bear,Black Bear,,Either Sex,summer_limited_entry,Limited Entry - Summer,Any Legal Weapon,Any Legal Weapon,,Public
BR7121,2023,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_MATCH,2,2,2,0|1,"{""Resident"": ""2""}",METADATA_CONFLICT,hunt_name|species|weapon,boundary_id|sex_type|hunt_class,hunt_type,3,9,9,2024,23_black_bear_report.pdf,2022 _black_bear_22_drawing_odds.pdf,,,92,Cache/Ogden,Cache/Ogden,Black Bear,Black Bear,,Either Sex,summer_limited_entry,Limited Entry - Summer,Any Legal Weapon,Any Legal Weapon,,Public
BR7122,2023,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_MATCH,6,6,6,0|1|2,"{""Resident"": ""6""}",METADATA_CONFLICT,hunt_name|species|weapon,boundary_id|sex_type|hunt_class,hunt_type,3,12,12,2024,23_black_bear_report.pdf,2022 _black_bear_22_drawing_odds.pdf,,,93,Chalk Creek/East Canyon/Morgan-South Rich,Chalk Creek/East Canyon/Morgan-South Rich,Black Bear,Black Bear,,Either Sex,summer_limited_entry,Limited Entry - Summer,Any Legal Weapon,Any Legal Weapon,,Public
BR7123,2023,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_MATCH,6,6,6,0|1|2,"{""Resident"": ""6""}",METADATA_CONFLICT,hunt_name|species|weapon,boundary_id|sex_type|hunt_class,hunt_type,3,12,12,2024,23_black_bear_report.pdf,2022 _black_bear_22_drawing_odds.pdf,,,5053,"Kamas/North Slope, Summit",Kamas/North Slope Summit,Black Bear,Black Bear,,Either Sex,summer_limited_entry,Limited Entry - Summer,Any Legal Weapon,Any Legal Weapon,,Public
BR7124,2023,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_MATCH,1,1,1,0|1,"{""Resident"": ""1""}",METADATA_CONFLICT,hunt_name|species|weapon,boundary_id|sex_type|hunt_class,hunt_type,3,4,4,2024,23_black_bear_report.pdf,2022 _black_bear_22_drawing_odds.pdf,,,88,"Fillmore, Pahvant",Fillmore Pahvant,Black Bear,Black Bear,,Either Sex,summer_limited_entry,Limited Entry - Summer,Any Legal Weapon,Any Legal Weapon,,Public
BR7125,2023,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_MATCH,1,1,1,0|1,"{""Resident"": ""1""}",METADATA_CONFLICT,hunt_name|species|weapon,boundary_id|sex_type|hunt_class,hunt_type,3,13,13,2024,23_black_bear_report.pdf,2022 _black_bear_22_drawing_odds.pdf,,,629,Monroe,Monroe,Black Bear,Black Bear,,Either Sex,summer_limited_entry,Limited Entry - Summer,Any Legal Weapon,Any Legal Weapon,,Public
BR7200,2023,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_MATCH,8,8,8,0|1|2,"{""Resident"": ""8""}",METADATA_CONFLICT,hunt_name|species|weapon,boundary_id|sex_type|hunt_class,hunt_type,3,15,15,2024,23_black_bear_report.pdf,2022 _black_bear_22_drawing_odds.pdf,,,628,Beaver,Beaver,Black Bear,Black Bear,,Either Sex,fall_limited_entry,Limited Entry - Fall,Any Legal Weapon,Any Legal Weapon,,Public
BR7201,2023,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_MATCH,20,20,20,0|1|2|3,"{""Nonresident"": ""2"", ""Resident"": ""18""}",METADATA_CONFLICT,hunt_name|species|weapon,boundary_id|sex_type|hunt_class,hunt_type,3,15,13,2024,23_black_bear_report.pdf,2022 _black_bear_22_drawing_odds.pdf,,,449,"Book Cliffs, Bitter Creek/South",Book Cliffs Bitter Creek/South,Black Bear,Black Bear,,Either Sex,fall_limited_entry,Limited Entry - Fall,Any Legal Weapon,Any Legal Weapon,,Public
BR7203,2023,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_MATCH,11,11,11,0|1|2|3,"{""Nonresident"": ""1"", ""Resident"": ""10""}",METADATA_CONFLICT,species|weapon,boundary_id|sex_type|hunt_class,hunt_name|hunt_type,3,18,15,2024,23_black_bear_report.pdf,2022 _black_bear_22_drawing_odds.pdf,,,52,"Central Mtns, Manti-North",Manti North,Black Bear,Black Bear,,Either Sex,fall_limited_entry,Limited Entry - Fall,Any Legal Weapon,Any Legal Weapon,,Public
BR7204,2023,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_MATCH,17,17,17,0|1|2|5,"{""Nonresident"": ""1"", ""Resident"": ""16""}",METADATA_CONFLICT,species|weapon,boundary_id|sex_type|hunt_class,hunt_name|hunt_type,3,20,16,2024,23_black_bear_report.pdf,2022 _black_bear_22_drawing_odds.pdf,,,744,"Central Mtns, Manti-South/San Rafael, North",Manti South/San Rafael North,Black Bear,Black Bear,,Either Sex,fall_limited_entry,Limited Entry - Fall,Any Legal Weapon,Any Legal Weapon,,Public
BR7205,2023,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_MATCH,6,6,6,0|1|2,"{""Resident"": ""6""}",METADATA_CONFLICT,species|weapon,boundary_id|sex_type|hunt_class,hunt_name|hunt_type,3,17,17,2024,23_black_bear_report.pdf,2022 _black_bear_22_drawing_odds.pdf,,,616,"Central Mtns, Nebo",Nebo,Black Bear,Black Bear,,Either Sex,fall_limited_entry,Limited Entry - Fall,Any Legal Weapon,Any Legal Weapon,,Public
BR7207,2023,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_MATCH,1,1,1,0|1,"{""Resident"": ""1""}",METADATA_CONFLICT,hunt_name|species|weapon,boundary_id|sex_type|hunt_class,hunt_type,3,6,6,2024,23_black_bear_report.pdf,2022 _black_bear_22_drawing_odds.pdf,,,88,"Fillmore, Pahvant",Fillmore Pahvant,Black Bear,Black Bear,,Either Sex,fall_limited_entry,Limited Entry - Fall,Any Legal Weapon,Any Legal Weapon,,Public
BR7208,2023,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_MATCH,6,6,6,0|1|2,"{""Resident"": ""6""}",METADATA_CONFLICT,species|weapon,hunt_class,hunt_name,3,18,18,2024,23_black_bear_report.pdf,2022 _black_bear_22_drawing_odds.pdf,,,,La Sal,La Sal - Any Legal Weapon,Black Bear,Black Bear,,,fall_limited_entry,,Any Legal Weapon,Any Legal Weapon,,Public
BR7210,2023,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_MATCH,3,3,3,0|1,"{""Resident"": ""3""}",METADATA_CONFLICT,hunt_name|species|weapon,boundary_id|sex_type|hunt_class,hunt_type,3,9,9,2024,23_black_bear_report.pdf,2022 _black_bear_22_drawing_odds.pdf,,,630,Mt Dutton,Mt Dutton,Black Bear,Black Bear,,Either Sex,fall_limited_entry,Limited Entry - Fall,Any Legal Weapon,Any Legal Weapon,,Public
BR7211,2023,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_CONFLICT_REVIEW,32,31,32,0|1|2|3|4|6,"{""Nonresident"": ""3"", ""Resident"": ""28""}",METADATA_CONFLICT,hunt_name|species|weapon,boundary_id|sex_type|hunt_class,hunt_type,3,13,9,2024,23_black_bear_report.pdf,2022 _black_bear_22_drawing_odds.pdf,,,615,Nine Mile,Nine Mile,Black Bear,Black Bear,,Either Sex,fall_limited_entry,Limited Entry - Fall,Any Legal Weapon,Any Legal Weapon,,Public
BR7212,2023,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_MATCH,2,2,2,0|1,"{""Resident"": ""2""}",METADATA_CONFLICT,hunt_name|species|weapon,boundary_id|sex_type|hunt_class,hunt_type,3,8,8,2024,23_black_bear_report.pdf,2022 _black_bear_22_drawing_odds.pdf,,,289,"North Slope, Three Corners/West Daggett",North Slope Three Corners/West Daggett,Black Bear,Black Bear,,Either Sex,fall_limited_entry,Limited Entry - Fall,Any Legal Weapon,Any Legal Weapon,,Public
BR7213,2023,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_MATCH,8,8,8,0|1|2,"{""Resident"": ""8""}",METADATA_CONFLICT,hunt_name|species|weapon,boundary_id|sex_type|hunt_class,hunt_type,3,9,9,2024,23_black_bear_report.pdf,2022 _black_bear_22_drawing_odds.pdf,,,462,Panguitch Lake/Zion,Panguitch Lake/Zion,Black Bear,Black Bear,,Either Sex,fall_limited_entry,Limited Entry - Fall,Any Legal Weapon,Any Legal Weapon,,Public
BR7214,2023,TRUE,MATCHED_HARVEST_AND_DRAW_YEAR,REVIEW_CONFLICT_DO_NOT_AUTOFILL,PERMIT_MATCH,3,3,3,0|1|2,"{""Resident"": ""3""}",METADATA_CONFLICT,hunt_name|species|weapon,boundary_id|sex_type|hunt_class,hunt_type,3,6,6,2024,23_black_bear_report.pdf,2022 _black_bear_22_drawing_odds.pdf,,,163,Paunsaugunt,Paunsaugunt,Black Bear,Black Bear,,Either Sex,fall_limited_entry,Limited Entry - Fall,Any Legal Weapon,Any Legal Weapon,,Public
