hunt_code,species,sex_type,hunt_name,hunt_type,weapon,source_scope,comparison_status,draw_total_permits,expo_permits_matched,draw_plus_expo_total,harvest_permits,permit_delta_harvest_minus_draw,permit_delta_harvest_minus_draw_plus_expo,draw_plus_expo_status,expo_match_status,expo_match_sources,draw_source_files,harvest_source_files,draw_row_count,harvest_row_count,draw_residencies,draw_points_count,harvest_unique_permit_values,in_2026_database,same_total_match_ready,notes
EA1236,Elk,Female Only,East Canyon,Antlerless,Any Legal Weapon,NO_DRAW_SOURCE,HARVEST_ONLY_TOTAL,,0,,147,,,HARVEST_ONLY_TOTAL,NO_EXPO_MATCH,,,2026-03-06-2025-preliminary-bg-harvest.xlsx,0,9,,0,147,TRUE,FALSE,Harvest source has permit total but selected 2025 draw-result source scope has no matching hunt-code total.
EA1237,Elk,Female Only,"La Sal Mtns, North",Antlerless,Any Legal Weapon,NO_DRAW_SOURCE,HARVEST_ONLY_TOTAL,,0,,170,,,HARVEST_ONLY_TOTAL,NO_EXPO_MATCH,,,2026-03-06-2025-preliminary-bg-harvest.xlsx,0,9,,0,170,TRUE,FALSE,Harvest source has permit total but selected 2025 draw-result source scope has no matching hunt-code total.
EA1239,Elk,Female Only,"Nine Mile, Range Creek",Antlerless,Any Legal Weapon,NO_DRAW_SOURCE,HARVEST_ONLY_TOTAL,,0,,50,,,HARVEST_ONLY_TOTAL,NO_EXPO_MATCH,,,2026-03-06-2025-preliminary-bg-harvest.xlsx,0,9,,0,50,TRUE,FALSE,Harvest source has permit total but selected 2025 draw-result source scope has no matching hunt-code total.
EA1240,Elk,Female Only,"Nine Mile, Range Creek",Antlerless,Any Legal Weapon,NO_DRAW_SOURCE,HARVEST_ONLY_TOTAL,,0,,149,,,HARVEST_ONLY_TOTAL,NO_EXPO_MATCH,,,2026-03-06-2025-preliminary-bg-harvest.xlsx,0,9,,0,149,TRUE,FALSE,Harvest source has permit total but selected 2025 draw-result source scope has no matching hunt-code total.
EA1242,Elk,Female Only,"Vernal, Buckskin Hills-Jensen",Antlerless,Any Legal Weapon,NO_DRAW_SOURCE,HARVEST_ONLY_TOTAL,,0,,98,,,HARVEST_ONLY_TOTAL,NO_EXPO_MATCH,,,2026-03-06-2025-preliminary-bg-harvest.xlsx,0,9,,0,98,TRUE,FALSE,Harvest source has permit total but selected 2025 draw-result source scope has no matching hunt-code total.
EA1243,Elk,Female Only,"Vernal, Buckskin Hills-Jensen",Antlerless,Any Legal Weapon,NO_DRAW_SOURCE,HARVEST_ONLY_TOTAL,,0,,97,,,HARVEST_ONLY_TOTAL,NO_EXPO_MATCH,,,2026-03-06-2025-preliminary-bg-harvest.xlsx,0,9,,0,97,TRUE,FALSE,Harvest source has permit total but selected 2025 draw-result source scope has no matching hunt-code total.
EA1244,Elk,Female Only,Yellowstone,Antlerless,Any Legal Weapon,NO_DRAW_SOURCE,HARVEST_ONLY_TOTAL,,0,,100,,,HARVEST_ONLY_TOTAL,NO_EXPO_MATCH,,,2026-03-06-2025-preliminary-bg-harvest.xlsx,0,9,,0,100,TRUE,FALSE,Harvest source has permit total but selected 2025 draw-result source scope has no matching hunt-code total.
EA1245,Elk,Female Only,Yellowstone,Antlerless,Muzzleloader,NO_DRAW_SOURCE,HARVEST_ONLY_TOTAL,,0,,50,,,HARVEST_ONLY_TOTAL,NO_EXPO_MATCH,,,2026-03-06-2025-preliminary-bg-harvest.xlsx,0,9,,0,50,TRUE,FALSE,Harvest source has permit total but selected 2025 draw-result source scope has no matching hunt-code total.
EA1250,Elk,Female Only,"North Slope, West Daggett",Antlerless,Any Legal Weapon,NO_DRAW_SOURCE,HARVEST_ONLY_TOTAL,,0,,30,,,HARVEST_ONLY_TOTAL,NO_EXPO_MATCH,,,2026-03-06-2025-preliminary-bg-harvest.xlsx,0,9,,0,30,TRUE,FALSE,Harvest source has permit total but selected 2025 draw-result source scope has no matching hunt-code total.
EA1251,Elk,Female Only,"Southwest Desert, Burbank/Garrison",Antlerless,Any Legal Weapon,NO_DRAW_SOURCE,HARVEST_ONLY_TOTAL,,0,,14,,,HARVEST_ONLY_TOTAL,NO_EXPO_MATCH,,,2026-03-06-2025-preliminary-bg-harvest.xlsx,0,9,,0,14,TRUE,FALSE,Harvest source has permit total but selected 2025 draw-result source scope has no matching hunt-code total.
EA1254,Elk,Female Only,Pine Valley,Antlerless,Any Legal Weapon,NO_DRAW_SOURCE,HARVEST_ONLY_TOTAL,,0,,30,,,HARVEST_ONLY_TOTAL,NO_EXPO_MATCH,,,2026-03-06-2025-preliminary-bg-harvest.xlsx,0,9,,0,30,TRUE,FALSE,Harvest source has permit total but selected 2025 draw-result source scope has no matching hunt-code total.
EA1256,Elk,Female Only,Little Pole Canyon,CWMU Antlerless,Any Legal Weapon,NO_DRAW_SOURCE,HARVEST_ONLY_TOTAL,,0,,9,,,HARVEST_ONLY_TOTAL,NO_EXPO_MATCH,,,2026-03-06-2025-preliminary-bg-harvest.xlsx,0,9,,0,9,TRUE,FALSE,Harvest source has permit total but selected 2025 draw-result source scope has no matching hunt-code total.
EA1257,Elk,Female Only,Tunnel Hollow,CWMU Antlerless,Any Legal Weapon,NO_DRAW_SOURCE,HARVEST_ONLY_TOTAL,,0,,5,,,HARVEST_ONLY_TOTAL,NO_EXPO_MATCH,,,2026-03-06-2025-preliminary-bg-harvest.xlsx,0,9,,0,5,TRUE,FALSE,Harvest source has permit total but selected 2025 draw-result source scope has no matching hunt-code total.
EA1259,Elk,Female Only,Diamond Mountain CWMU,CWMU Antlerless,Any Legal Weapon,NO_DRAW_SOURCE,HARVEST_ONLY_TOTAL,,0,,2,,,HARVEST_ONLY_TOTAL,NO_EXPO_MATCH,,,2026-03-06-2025-preliminary-bg-harvest.xlsx,0,9,,0,2,TRUE,FALSE,Harvest source has permit total but selected 2025 draw-result source scope has no matching hunt-code total.
EA1260,Elk,Female Only,Blackhawk,CWMU Antlerless,Any Legal Weapon,NO_DRAW_SOURCE,HARVEST_ONLY_TOTAL,,0,,5,,,HARVEST_ONLY_TOTAL,NO_EXPO_MATCH,,,2026-03-06-2025-preliminary-bg-harvest.xlsx,0,9,,0,5,TRUE,FALSE,Harvest source has permit total but selected 2025 draw-result source scope has no matching hunt-code total.
EA1261,Elk,Female Only,West Ridge,CWMU Antlerless,Any Legal Weapon,NO_DRAW_SOURCE,HARVEST_ONLY_TOTAL,,0,,6,,,HARVEST_ONLY_TOTAL,NO_EXPO_MATCH,,,2026-03-06-2025-preliminary-bg-harvest.xlsx,0,9,,0,6,TRUE,FALSE,Harvest source has permit total but selected 2025 draw-result source scope has no matching hunt-code total.
EA1263,Elk,Female Only,Weber Florence Creek/Stillman Creek,CWMU Antlerless,Any Legal Weapon,NO_DRAW_SOURCE,HARVEST_ONLY_TOTAL,,0,,79,,,HARVEST_ONLY_TOTAL,NO_EXPO_MATCH,,,2026-03-06-2025-preliminary-bg-harvest.xlsx,0,9,,0,79,TRUE,FALSE,Harvest source has permit total but selected 2025 draw-result source scope has no matching hunt-code total.
EA1264,Elk,Female Only,"Wasatch Mtns, Rabbit Gulch",Antlerless,Any Legal Weapon,NO_DRAW_SOURCE,HARVEST_ONLY_TOTAL,,0,,46,,,HARVEST_ONLY_TOTAL,NO_EXPO_MATCH,,,2026-03-06-2025-preliminary-bg-harvest.xlsx,0,9,,0,46,TRUE,FALSE,Harvest source has permit total but selected 2025 draw-result source scope has no matching hunt-code total.
EA1265,Elk,Female Only,"Wasatch Mtns, Tabby Mtn",Antlerless,Any Legal Weapon,NO_DRAW_SOURCE,HARVEST_ONLY_TOTAL,,0,,100,,,HARVEST_ONLY_TOTAL,NO_EXPO_MATCH,,,2026-03-06-2025-preliminary-bg-harvest.xlsx,0,9,,0,100,TRUE,FALSE,Harvest source has permit total but selected 2025 draw-result source scope has no matching hunt-code total.
EA1266,Elk,Female Only,"Box Elder, Hansel Mtn",Antlerless,Any Legal Weapon,NO_DRAW_SOURCE,HARVEST_ONLY_TOTAL,,0,,20,,,HARVEST_ONLY_TOTAL,NO_EXPO_MATCH,,,2026-03-06-2025-preliminary-bg-harvest.xlsx,0,9,,0,20,TRUE,FALSE,Harvest source has permit total but selected 2025 draw-result source scope has no matching hunt-code total.
EA1267,Elk,Female Only,Cache,Antlerless,Any Legal Weapon,NO_DRAW_SOURCE,HARVEST_ONLY_TOTAL,,0,,87,,,HARVEST_ONLY_TOTAL,NO_EXPO_MATCH,,,2026-03-06-2025-preliminary-bg-harvest.xlsx,0,9,,0,87,TRUE,FALSE,Harvest source has permit total but selected 2025 draw-result source scope has no matching hunt-code total.
EA1268,Elk,Female Only,"North Slope, Summit",Antlerless,Archery,NO_DRAW_SOURCE,HARVEST_ONLY_TOTAL,,0,,147,,,HARVEST_ONLY_TOTAL,NO_EXPO_MATCH,,,2026-03-06-2025-preliminary-bg-harvest.xlsx,0,9,,0,147,TRUE,FALSE,Harvest source has permit total but selected 2025 draw-result source scope has no matching hunt-code total.
EA1269,Elk,Female Only,Ogden (excludes Hyrum),Antlerless,Any Legal Weapon,NO_DRAW_SOURCE,HARVEST_ONLY_TOTAL,,0,,199,,,HARVEST_ONLY_TOTAL,NO_EXPO_MATCH,,,2026-03-06-2025-preliminary-bg-harvest.xlsx,0,9,,0,199,TRUE,FALSE,Harvest source has permit total but selected 2025 draw-result source scope has no matching hunt-code total.
EA1270,Elk,Female Only,Manti,Conservation,Any Legal Weapon,NO_DRAW_SOURCE,HARVEST_ONLY_TOTAL,,0,,4,,,HARVEST_ONLY_TOTAL,NO_EXPO_MATCH,,,2026-03-06-2025-preliminary-bg-harvest.xlsx,0,9,,0,4,TRUE,FALSE,Harvest source has permit total but selected 2025 draw-result source scope has no matching hunt-code total.
EA1271,Elk,Female Only,Fishlake,Conservation,Any Legal Weapon,NO_DRAW_SOURCE,HARVEST_ONLY_TOTAL,,0,,3,,,HARVEST_ONLY_TOTAL,NO_EXPO_MATCH,,,2026-03-06-2025-preliminary-bg-harvest.xlsx,0,9,,0,3,TRUE,FALSE,Harvest source has permit total but selected 2025 draw-result source scope has no matching hunt-code total.
EA1272,Elk,Female Only,"East Canyon, East",Antlerless,Any Legal Weapon,NO_DRAW_SOURCE,HARVEST_ONLY_TOTAL,,0,,145,,,HARVEST_ONLY_TOTAL,NO_EXPO_MATCH,,,2026-03-06-2025-preliminary-bg-harvest.xlsx,0,9,,0,145,TRUE,FALSE,Harvest source has permit total but selected 2025 draw-result source scope has no matching hunt-code total.
EA1273,Elk,Female Only,"North Slope, Three Corners",Antlerless,Any Legal Weapon,NO_DRAW_SOURCE,HARVEST_ONLY_TOTAL,,0,,25,,,HARVEST_ONLY_TOTAL,NO_EXPO_MATCH,,,2026-03-06-2025-preliminary-bg-harvest.xlsx,0,9,,0,25,TRUE,FALSE,Harvest source has permit total but selected 2025 draw-result source scope has no matching hunt-code total.
EA1274,Elk,Female Only,"North Slope, Three Corners",Antlerless,Archery,NO_DRAW_SOURCE,HARVEST_ONLY_TOTAL,,0,,25,,,HARVEST_ONLY_TOTAL,NO_EXPO_MATCH,,,2026-03-06-2025-preliminary-bg-harvest.xlsx,0,9,,0,25,TRUE,FALSE,Harvest source has permit total but selected 2025 draw-result source scope has no matching hunt-code total.
EA1276,Elk,Female Only,"Wasatch Mtns, Box Elder Peak",Antlerless,Any Legal Weapon,NO_DRAW_SOURCE,HARVEST_ONLY_TOTAL,,0,,43,,,HARVEST_ONLY_TOTAL,NO_EXPO_MATCH,,,2026-03-06-2025-preliminary-bg-harvest.xlsx,0,9,,0,43,TRUE,FALSE,Harvest source has permit total but selected 2025 draw-result source scope has no matching hunt-code total.
EA1277,Elk,Female Only,"North Slope, Three Corners",Antlerless,Any Legal Weapon,NO_DRAW_SOURCE,HARVEST_ONLY_TOTAL,,0,,25,,,HARVEST_ONLY_TOTAL,NO_EXPO_MATCH,,,2026-03-06-2025-preliminary-bg-harvest.xlsx,0,9,,0,25,TRUE,FALSE,Harvest source has permit total but selected 2025 draw-result source scope has no matching hunt-code total.
EA1278,Elk,Female Only,Ferron-Nelson Mtn,Antlerless,Any Legal Weapon,NO_DRAW_SOURCE,HARVEST_ONLY_TOTAL,,0,,50,,,HARVEST_ONLY_TOTAL,NO_EXPO_MATCH,,,2026-03-06-2025-preliminary-bg-harvest.xlsx,0,9,,0,50,TRUE,FALSE,Harvest source has permit total but selected 2025 draw-result source scope has no matching hunt-code total.
EA1279,Elk,Female Only,Ferron-Nelson Mtn,Antlerless,Any Legal Weapon,NO_DRAW_SOURCE,HARVEST_ONLY_TOTAL,,0,,49,,,HARVEST_ONLY_TOTAL,NO_EXPO_MATCH,,,2026-03-06-2025-preliminary-bg-harvest.xlsx,0,9,,0,49,TRUE,FALSE,Harvest source has permit total but selected 2025 draw-result source scope has no matching hunt-code total.
EA1280,Elk,Female Only,"La Sal Mtns, North",Antlerless,Any Legal Weapon,NO_DRAW_SOURCE,HARVEST_ONLY_TOTAL,,0,,167,,,HARVEST_ONLY_TOTAL,NO_EXPO_MATCH,,,2026-03-06-2025-preliminary-bg-harvest.xlsx,0,9,,0,167,TRUE,FALSE,Harvest source has permit total but selected 2025 draw-result source scope has no matching hunt-code total.
EA1281,Elk,Female Only,"Mt Dutton, Deep Creek",Antlerless,Any Legal Weapon,NO_DRAW_SOURCE,HARVEST_ONLY_TOTAL,,0,,73,,,HARVEST_ONLY_TOTAL,NO_EXPO_MATCH,,,2026-03-06-2025-preliminary-bg-harvest.xlsx,0,9,,0,73,TRUE,FALSE,Harvest source has permit total but selected 2025 draw-result source scope has no matching hunt-code total.
EA1282,Elk,Female Only,"Ogden, North",Antlerless,Archery,NO_DRAW_SOURCE,HARVEST_ONLY_TOTAL,,0,,30,,,HARVEST_ONLY_TOTAL,NO_EXPO_MATCH,,,2026-03-06-2025-preliminary-bg-harvest.xlsx,0,9,,0,30,TRUE,FALSE,Harvest source has permit total but selected 2025 draw-result source scope has no matching hunt-code total.
EA1283,Elk,Female Only,Panguitch Lake,Antlerless,Archery,NO_DRAW_SOURCE,HARVEST_ONLY_TOTAL,,0,,35,,,HARVEST_ONLY_TOTAL,NO_EXPO_MATCH,,,2026-03-06-2025-preliminary-bg-harvest.xlsx,0,9,,0,35,TRUE,FALSE,Harvest source has permit total but selected 2025 draw-result source scope has no matching hunt-code total.
EA1284,Elk,Female Only,Panguitch Lake,Antlerless,Muzzleloader,NO_DRAW_SOURCE,HARVEST_ONLY_TOTAL,,0,,35,,,HARVEST_ONLY_TOTAL,NO_EXPO_MATCH,,,2026-03-06-2025-preliminary-bg-harvest.xlsx,0,9,,0,35,TRUE,FALSE,Harvest source has permit total but selected 2025 draw-result source scope has no matching hunt-code total.
EA1285,Elk,Female Only,Panguitch Lake,Antlerless,Any Legal Weapon,NO_DRAW_SOURCE,HARVEST_ONLY_TOTAL,,0,,32,,,HARVEST_ONLY_TOTAL,NO_EXPO_MATCH,,,2026-03-06-2025-preliminary-bg-harvest.xlsx,0,9,,0,32,TRUE,FALSE,Harvest source has permit total but selected 2025 draw-result source scope has no matching hunt-code total.
EA1286,Elk,Female Only,Monroe,Antlerless,Any Legal Weapon,NO_DRAW_SOURCE,HARVEST_ONLY_TOTAL,,0,,16,,,HARVEST_ONLY_TOTAL,NO_EXPO_MATCH,,,2026-03-06-2025-preliminary-bg-harvest.xlsx,0,9,,0,16,TRUE,FALSE,Harvest source has permit total but selected 2025 draw-result source scope has no matching hunt-code total.
EA2000,Elk,Female Only,Antlerless Elk Control,Antlerless Elk Control,Any Legal Weapon,NO_DRAW_SOURCE,HARVEST_ONLY_TOTAL,,0,,1434,,,HARVEST_ONLY_TOTAL,NO_EXPO_MATCH,,,2026-03-06-2025-preliminary-bg-harvest.xlsx,0,9,,0,1434,TRUE,FALSE,Harvest source has permit total but selected 2025 draw-result source scope has no matching hunt-code total.
EA2002,Elk,Female Only,Morgan-South Rich,Private Lands Only,Any Legal Weapon,NO_DRAW_SOURCE,HARVEST_ONLY_TOTAL,,0,,193,,,HARVEST_ONLY_TOTAL,NO_EXPO_MATCH,,,2026-03-06-2025-preliminary-bg-harvest.xlsx,0,9,,0,193,TRUE,FALSE,Harvest source has permit total but selected 2025 draw-result source scope has no matching hunt-code total.
EA2003,Elk,Female Only,East Canyon,Private Lands Only,Any Legal Weapon,NO_DRAW_SOURCE,HARVEST_ONLY_TOTAL,,0,,313,,,HARVEST_ONLY_TOTAL,NO_EXPO_MATCH,,,2026-03-06-2025-preliminary-bg-harvest.xlsx,0,9,,0,313,TRUE,FALSE,Harvest source has permit total but selected 2025 draw-result source scope has no matching hunt-code total.
EA2004,Elk,Female Only,Chalk Creek,Private Lands Only,Any Legal Weapon,NO_DRAW_SOURCE,HARVEST_ONLY_TOTAL,,0,,590,,,HARVEST_ONLY_TOTAL,NO_EXPO_MATCH,,,2026-03-06-2025-preliminary-bg-harvest.xlsx,0,9,,0,590,TRUE,FALSE,Harvest source has permit total but selected 2025 draw-result source scope has no matching hunt-code total.
EA2005,Elk,Female Only,"North Slope, West Daggett",Private Lands Only,Any Legal Weapon,NO_DRAW_SOURCE,HARVEST_ONLY_TOTAL,,0,,67,,,HARVEST_ONLY_TOTAL,NO_EXPO_MATCH,,,2026-03-06-2025-preliminary-bg-harvest.xlsx,0,9,,0,67,TRUE,FALSE,Harvest source has permit total but selected 2025 draw-result source scope has no matching hunt-code total.
EA2006,Elk,Female Only,Yellowstone,Private Lands Only,Any Legal Weapon,NO_DRAW_SOURCE,HARVEST_ONLY_TOTAL,,0,,495,,,HARVEST_ONLY_TOTAL,NO_EXPO_MATCH,,,2026-03-06-2025-preliminary-bg-harvest.xlsx,0,9,,0,495,TRUE,FALSE,Harvest source has permit total but selected 2025 draw-result source scope has no matching hunt-code total.
EA2008,Elk,Female Only,"Nine Mile, Anthro-Myton Bench",Private Lands Only,Any Legal Weapon,NO_DRAW_SOURCE,HARVEST_ONLY_TOTAL,,0,,41,,,HARVEST_ONLY_TOTAL,NO_EXPO_MATCH,,,2026-03-06-2025-preliminary-bg-harvest.xlsx,0,9,,0,41,TRUE,FALSE,Harvest source has permit total but selected 2025 draw-result source scope has no matching hunt-code total.
EA2009,Elk,Female Only,La Sal Mtns,Private Lands Only,Any Legal Weapon,NO_DRAW_SOURCE,HARVEST_ONLY_TOTAL,,0,,70,,,HARVEST_ONLY_TOTAL,NO_EXPO_MATCH,,,2026-03-06-2025-preliminary-bg-harvest.xlsx,0,9,,0,70,TRUE,FALSE,Harvest source has permit total but selected 2025 draw-result source scope has no matching hunt-code total.
EA2010,Elk,Female Only,San Juan,Private Lands Only,Any Legal Weapon,NO_DRAW_SOURCE,HARVEST_ONLY_TOTAL,,0,,50,,,HARVEST_ONLY_TOTAL,NO_EXPO_MATCH,,,2026-03-06-2025-preliminary-bg-harvest.xlsx,0,9,,0,50,TRUE,FALSE,Harvest source has permit total but selected 2025 draw-result source scope has no matching hunt-code total.
EA2011,Elk,Female Only,Manti,Private Lands Only,Any Legal Weapon,NO_DRAW_SOURCE,HARVEST_ONLY_TOTAL,,0,,298,,,HARVEST_ONLY_TOTAL,NO_EXPO_MATCH,,,2026-03-06-2025-preliminary-bg-harvest.xlsx,0,9,,0,298,TRUE,FALSE,Harvest source has permit total but selected 2025 draw-result source scope has no matching hunt-code total.
EA2012,Elk,Female Only,"Wasatch Mtns, West",Private Lands Only,Any Legal Weapon,NO_DRAW_SOURCE,HARVEST_ONLY_TOTAL,,0,,168,,,HARVEST_ONLY_TOTAL,NO_EXPO_MATCH,,,2026-03-06-2025-preliminary-bg-harvest.xlsx,0,9,,0,168,TRUE,FALSE,Harvest source has permit total but selected 2025 draw-result source scope has no matching hunt-code total.
EA2013,Elk,Female Only,"Wasatch Mtns, Currant Creek",Private Lands Only,Any Legal Weapon,NO_DRAW_SOURCE,HARVEST_ONLY_TOTAL,,0,,148,,,HARVEST_ONLY_TOTAL,NO_EXPO_MATCH,,,2026-03-06-2025-preliminary-bg-harvest.xlsx,0,9,,0,148,TRUE,FALSE,Harvest source has permit total but selected 2025 draw-result source scope has no matching hunt-code total.
EA2014,Elk,Female Only,"Wasatch Mtns, Avintaquin - White River",Private Lands Only,Any Legal Weapon,NO_DRAW_SOURCE,HARVEST_ONLY_TOTAL,,0,,27,,,HARVEST_ONLY_TOTAL,NO_EXPO_MATCH,,,2026-03-06-2025-preliminary-bg-harvest.xlsx,0,9,,0,27,TRUE,FALSE,Harvest source has permit total but selected 2025 draw-result source scope has no matching hunt-code total.
EA2015,Elk,Female Only,Paunsaugunt,Private Lands Only,Any Legal Weapon,NO_DRAW_SOURCE,HARVEST_ONLY_TOTAL,,0,,93,,,HARVEST_ONLY_TOTAL,NO_EXPO_MATCH,,,2026-03-06-2025-preliminary-bg-harvest.xlsx,0,9,,0,93,TRUE,FALSE,Harvest source has permit total but selected 2025 draw-result source scope has no matching hunt-code total.
EA2016,Elk,Female Only,Nebo,Private Lands Only,Any Legal Weapon,NO_DRAW_SOURCE,HARVEST_ONLY_TOTAL,,0,,275,,,HARVEST_ONLY_TOTAL,NO_EXPO_MATCH,,,2026-03-06-2025-preliminary-bg-harvest.xlsx,0,9,,0,275,TRUE,FALSE,Harvest source has permit total but selected 2025 draw-result source scope has no matching hunt-code total.
EA2017,Elk,Female Only,Mt Dutton,Private Lands Only,Any Legal Weapon,NO_DRAW_SOURCE,HARVEST_ONLY_TOTAL,,0,,65,,,HARVEST_ONLY_TOTAL,NO_EXPO_MATCH,,,2026-03-06-2025-preliminary-bg-harvest.xlsx,0,9,,0,65,TRUE,FALSE,Harvest source has permit total but selected 2025 draw-result source scope has no matching hunt-code total.
EA2018,Elk,Female Only,Panguitch Lake,Private Lands Only,Any Legal Weapon,NO_DRAW_SOURCE,HARVEST_ONLY_TOTAL,,0,,72,,,HARVEST_ONLY_TOTAL,NO_EXPO_MATCH,,,2026-03-06-2025-preliminary-bg-harvest.xlsx,0,9,,0,72,TRUE,FALSE,Harvest source has permit total but selected 2025 draw-result source scope has no matching hunt-code total.
EA2019,Elk,Female Only,"West Desert, Tintic Valley",Private Lands Only,Any Legal Weapon,NO_DRAW_SOURCE,HARVEST_ONLY_TOTAL,,0,,59,,,HARVEST_ONLY_TOTAL,NO_EXPO_MATCH,,,2026-03-06-2025-preliminary-bg-harvest.xlsx,0,9,,0,59,TRUE,FALSE,Harvest source has permit total but selected 2025 draw-result source scope has no matching hunt-code total.
EA2020,Elk,Female Only,Zion,Private Lands Only,Any Legal Weapon,NO_DRAW_SOURCE,HARVEST_ONLY_TOTAL,,0,,318,,,HARVEST_ONLY_TOTAL,NO_EXPO_MATCH,,,2026-03-06-2025-preliminary-bg-harvest.xlsx,0,9,,0,318,TRUE,FALSE,Harvest source has permit total but selected 2025 draw-result source scope has no matching hunt-code total.
EA2021,Elk,Female Only,"Beaver, East",Private Lands Only,Any Legal Weapon,NO_DRAW_SOURCE,HARVEST_ONLY_TOTAL,,0,,28,,,HARVEST_ONLY_TOTAL,NO_EXPO_MATCH,,,2026-03-06-2025-preliminary-bg-harvest.xlsx,0,9,,0,28,TRUE,FALSE,Harvest source has permit total but selected 2025 draw-result source scope has no matching hunt-code total.
EA2026,Elk,Female Only,"Box Elder, Hansel Mtn",Private Lands Only,Any Legal Weapon,NO_DRAW_SOURCE,HARVEST_ONLY_TOTAL,,0,,97,,,HARVEST_ONLY_TOTAL,NO_EXPO_MATCH,,,2026-03-06-2025-preliminary-bg-harvest.xlsx,0,9,,0,97,TRUE,FALSE,Harvest source has permit total but selected 2025 draw-result source scope has no matching hunt-code total.
EA2027,Elk,Female Only,Cache,Private Lands Only,Any Legal Weapon,NO_DRAW_SOURCE,HARVEST_ONLY_TOTAL,,0,,280,,,HARVEST_ONLY_TOTAL,NO_EXPO_MATCH,,,2026-03-06-2025-preliminary-bg-harvest.xlsx,0,9,,0,280,TRUE,FALSE,Harvest source has permit total but selected 2025 draw-result source scope has no matching hunt-code total.
EA2028,Elk,Female Only,Vernal/Bonanza,Private Lands Only,Any Legal Weapon,NO_DRAW_SOURCE,HARVEST_ONLY_TOTAL,,0,,246,,,HARVEST_ONLY_TOTAL,NO_EXPO_MATCH,,,2026-03-06-2025-preliminary-bg-harvest.xlsx,0,9,,0,246,TRUE,FALSE,Harvest source has permit total but selected 2025 draw-result source scope has no matching hunt-code total.
EA2029,Elk,Female Only,"Nine Mile, Range Creek",Private Lands Only,Any Legal Weapon,NO_DRAW_SOURCE,HARVEST_ONLY_TOTAL,,0,,88,,,HARVEST_ONLY_TOTAL,NO_EXPO_MATCH,,,2026-03-06-2025-preliminary-bg-harvest.xlsx,0,9,,0,88,TRUE,FALSE,Harvest source has permit total but selected 2025 draw-result source scope has no matching hunt-code total.
EA2030,Elk,Female Only,Diamond Mtn,Private Lands Only,Any Legal Weapon,NO_DRAW_SOURCE,HARVEST_ONLY_TOTAL,,0,,198,,,HARVEST_ONLY_TOTAL,NO_EXPO_MATCH,,,2026-03-06-2025-preliminary-bg-harvest.xlsx,0,9,,0,198,TRUE,FALSE,Harvest source has permit total but selected 2025 draw-result source scope has no matching hunt-code total.
EA2033,Elk,Female Only,Kamas,Antlerless,Any Legal Weapon,NO_DRAW_SOURCE,HARVEST_ONLY_TOTAL,,0,,73,,,HARVEST_ONLY_TOTAL,NO_EXPO_MATCH,,,2026-03-06-2025-preliminary-bg-harvest.xlsx,0,9,,0,73,TRUE,FALSE,Harvest source has permit total but selected 2025 draw-result source scope has no matching hunt-code total.
EA2034,Elk,Female Only,"Nine Mile, Anthro",Antlerless,Archery,NO_DRAW_SOURCE,HARVEST_ONLY_TOTAL,,0,,17,,,HARVEST_ONLY_TOTAL,NO_EXPO_MATCH,,,2026-03-06-2025-preliminary-bg-harvest.xlsx,0,9,,0,17,TRUE,FALSE,Harvest source has permit total but selected 2025 draw-result source scope has no matching hunt-code total.
EA2036,Elk,Female Only,"Oquirrh-Stansbury, East",Antlerless,Any Legal Weapon,NO_DRAW_SOURCE,HARVEST_ONLY_TOTAL,,0,,60,,,HARVEST_ONLY_TOTAL,NO_EXPO_MATCH,,,2026-03-06-2025-preliminary-bg-harvest.xlsx,0,9,,0,60,TRUE,FALSE,Harvest source has permit total but selected 2025 draw-result source scope has no matching hunt-code total.
EA2037,Elk,Female Only,Yellowstone,Antlerless,Archery,NO_DRAW_SOURCE,HARVEST_ONLY_TOTAL,,0,,163,,,HARVEST_ONLY_TOTAL,NO_EXPO_MATCH,,,2026-03-06-2025-preliminary-bg-harvest.xlsx,0,9,,0,163,TRUE,FALSE,Harvest source has permit total but selected 2025 draw-result source scope has no matching hunt-code total.
EA2038,Elk,Female Only,Wasatch Mtns,Antlerless,Archery,NO_DRAW_SOURCE,HARVEST_ONLY_TOTAL,,0,,853,,,HARVEST_ONLY_TOTAL,NO_EXPO_MATCH,,,2026-03-06-2025-preliminary-bg-harvest.xlsx,0,9,,0,853,TRUE,FALSE,Harvest source has permit total but selected 2025 draw-result source scope has no matching hunt-code total.
EA2039,Elk,Female Only,"Fillmore, Pahvant",Private Lands Only,Any Legal Weapon,NO_DRAW_SOURCE,HARVEST_ONLY_TOTAL,,0,,115,,,HARVEST_ONLY_TOTAL,NO_EXPO_MATCH,,,2026-03-06-2025-preliminary-bg-harvest.xlsx,0,9,,0,115,TRUE,FALSE,Harvest source has permit total but selected 2025 draw-result source scope has no matching hunt-code total.
EA2040,Elk,Female Only,Kamas,Private Lands Only,Any Legal Weapon,NO_DRAW_SOURCE,HARVEST_ONLY_TOTAL,,0,,71,,,HARVEST_ONLY_TOTAL,NO_EXPO_MATCH,,,2026-03-06-2025-preliminary-bg-harvest.xlsx,0,9,,0,71,TRUE,FALSE,Harvest source has permit total but selected 2025 draw-result source scope has no matching hunt-code total.
