hunt_code,boundary_id,boundary_id_source,primary_universe_bucket,scoring_bucket,hunt_name,species,sex_type,hunt_type,weapon,prefix,present_2026_model_workbook,present_2025_model_workbook,present_2026_hunt_matrix,present_DATABASE,present_long_file,present_boundary_index,boundary_geojson_exists,present_BIBLE_2026,present_BIBLE_2025,present_normalized_2025_for_2026,present_demoted_1289_built_master,boundary_geojson_path,member_boundary_ids,source_boundary_ids,source_flags,lock_status
EA1130,516,DATABASE.boundary_id,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,Double Cone,Elk,Antlerless,CWMU,Any Legal Weapon,EA,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,processed_data/boundaries/EA1130.geojson,,516,database|matrix|long|built_demoted|normalized_2025_for_2026|bible_2025|workbook_2026_for_2027|workbook_2025_for_2026|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
EA1131,567,DATABASE.boundary_id,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,Durst Mountain,Elk,Antlerless,CWMU,Any Legal Weapon,EA,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,processed_data/boundaries/EA1131.geojson,,567,database|matrix|long|built_demoted|normalized_2025_for_2026|bible_2025|workbook_2026_for_2027|workbook_2025_for_2026|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
EA1132,520,DATABASE.boundary_id,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,East Fork Chalk Creek,Elk,Antlerless,CWMU,Any Legal Weapon,EA,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,processed_data/boundaries/EA1132.geojson,,520,database|matrix|long|built_demoted|normalized_2025_for_2026|bible_2025|workbook_2026_for_2027|workbook_2025_for_2026|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
EA1134,522,DATABASE.boundary_id,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,Ensign Ranches,Elk,Antlerless,CWMU,Any Legal Weapon,EA,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,processed_data/boundaries/EA1134.geojson,,522,database|matrix|long|built_demoted|normalized_2025_for_2026|bible_2025|workbook_2026_for_2027|workbook_2025_for_2026|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
EA1135,579,DATABASE.boundary_id,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,Folly Ridge,Elk,Antlerless,CWMU,Any Legal Weapon,EA,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,processed_data/boundaries/EA1135.geojson,,579,database|matrix|long|built_demoted|normalized_2025_for_2026|bible_2025|workbook_2026_for_2027|workbook_2025_for_2026|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
EA1136,525,DATABASE.boundary_id,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,Grass Valley/Clark Canyon,Elk,Antlerless,CWMU,Any Legal Weapon,EA,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,processed_data/boundaries/EA1136.geojson,,525,database|matrix|long|built_demoted|normalized_2025_for_2026|bible_2025|workbook_2026_for_2027|workbook_2025_for_2026|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
EA1137,530,DATABASE.boundary_id,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,Grazing Pasture,Elk,Antlerless,CWMU,Any Legal Weapon,EA,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,processed_data/boundaries/EA1137.geojson,,530,database|matrix|long|built_demoted|normalized_2025_for_2026|bible_2025|workbook_2026_for_2027|workbook_2025_for_2026|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
EA1138,573,DATABASE.boundary_id,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,Guildersleeve,Elk,Antlerless,CWMU,Any Legal Weapon,EA,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,processed_data/boundaries/EA1138.geojson,,573,database|matrix|long|built_demoted|normalized_2025_for_2026|bible_2025|workbook_2026_for_2027|workbook_2025_for_2026|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
EA1139,577,DATABASE.boundary_id,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,Hardscrabble,Elk,Antlerless,CWMU,Any Legal Weapon,EA,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,processed_data/boundaries/EA1139.geojson,,577,database|matrix|long|built_demoted|normalized_2025_for_2026|bible_2025|workbook_2026_for_2027|workbook_2025_for_2026|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
EA1140,555,DATABASE.boundary_id,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,Heaston East,Elk,Antlerless,CWMU,Any Legal Weapon,EA,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,processed_data/boundaries/EA1140.geojson,,555,database|matrix|long|built_demoted|normalized_2025_for_2026|bible_2025|workbook_2026_for_2027|workbook_2025_for_2026|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
EA1141,550,DATABASE.boundary_id,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,Hiawatha,Elk,Antlerless,CWMU,Any Legal Weapon,EA,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,processed_data/boundaries/EA1141.geojson,,550,database|matrix|long|built_demoted|normalized_2025_for_2026|bible_2025|workbook_2026_for_2027|workbook_2025_for_2026|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
EA1142,735,DATABASE.boundary_id,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,Indian Head,Elk,Antlerless,CWMU,Any Legal Weapon,EA,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,processed_data/boundaries/EA1142.geojson,,735,database|matrix|long|built_demoted|normalized_2025_for_2026|bible_2025|workbook_2026_for_2027|workbook_2025_for_2026|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
EA1143,549,DATABASE.boundary_id,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,Circle E Ranch,Elk,Antlerless,CWMU,Any Legal Weapon,EA,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,processed_data/boundaries/EA1143.geojson,,549,database|matrix|long|built_demoted|normalized_2025_for_2026|bible_2025|workbook_2026_for_2027|workbook_2025_for_2026|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
EA1145,531,DATABASE.boundary_id,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,Johnson Mtn Ranch,Elk,Antlerless,CWMU,Any Legal Weapon,EA,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,processed_data/boundaries/EA1145.geojson,,531,database|matrix|long|built_demoted|normalized_2025_for_2026|bible_2025|workbook_2026_for_2027|workbook_2025_for_2026|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
EA1146,734,DATABASE.boundary_id,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,Jump Creek,Elk,Antlerless,CWMU,Any Legal Weapon,EA,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,processed_data/boundaries/EA1146.geojson,,734,database|matrix|long|built_demoted|normalized_2025_for_2026|bible_2025|workbook_2026_for_2027|workbook_2025_for_2026|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
EA1147,484,DATABASE.boundary_id,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,Little Red Creek,Elk,Antlerless,CWMU,Any Legal Weapon,EA,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,processed_data/boundaries/EA1147.geojson,,484,database|matrix|long|built_demoted|normalized_2025_for_2026|bible_2025|workbook_2026_for_2027|workbook_2025_for_2026|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
EA1149,551,DATABASE.boundary_id,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,Minnie Maud Ridge,Elk,Antlerless,CWMU,Any Legal Weapon,EA,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,processed_data/boundaries/EA1149.geojson,,551,database|matrix|long|built_demoted|normalized_2025_for_2026|bible_2025|workbook_2026_for_2027|workbook_2025_for_2026|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
EA1151,485,DATABASE.boundary_id,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,Moon Ranch,Elk,Antlerless,CWMU,Any Legal Weapon,EA,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,processed_data/boundaries/EA1151.geojson,,485,database|matrix|long|built_demoted|normalized_2025_for_2026|bible_2025|workbook_2026_for_2027|workbook_2025_for_2026|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
EA1153,535,DATABASE.boundary_id,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,Old Woman Plateau,Elk,Antlerless,CWMU,Any Legal Weapon,EA,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,processed_data/boundaries/EA1153.geojson,,535,database|matrix|long|built_demoted|normalized_2025_for_2026|bible_2025|workbook_2026_for_2027|workbook_2025_for_2026|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
EA1156,542,DATABASE.boundary_id,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,Preston Nutter Ranch,Elk,Antlerless,CWMU,Any Legal Weapon,EA,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,processed_data/boundaries/EA1156.geojson,,542,database|matrix|long|built_demoted|normalized_2025_for_2026|bible_2025|workbook_2026_for_2027|workbook_2025_for_2026|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
EA1157,548,DATABASE.boundary_id,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,Redd Ranches,Elk,Antlerless,CWMU,Any Legal Weapon,EA,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,processed_data/boundaries/EA1157.geojson,,548,database|matrix|long|built_demoted|normalized_2025_for_2026|bible_2025|workbook_2026_for_2027|workbook_2025_for_2026|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
EA1158,517,DATABASE.boundary_id,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,Riverview Ranch LLC,Elk,Antlerless,CWMU,Any Legal Weapon,EA,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,processed_data/boundaries/EA1158.geojson,,517,database|matrix|long|built_demoted|normalized_2025_for_2026|bible_2025|workbook_2026_for_2027|workbook_2025_for_2026|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
EA1159,543,DATABASE.boundary_id,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,Roan Cliffs,Elk,Antlerless,CWMU,Any Legal Weapon,EA,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,processed_data/boundaries/EA1159.geojson,,543,database|matrix|long|built_demoted|normalized_2025_for_2026|bible_2025|workbook_2026_for_2027|workbook_2025_for_2026|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
EA1160,740,DATABASE.boundary_id,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,Sand Creek,Elk,Antlerless,CWMU,Any Legal Weapon,EA,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,processed_data/boundaries/EA1160.geojson,,740,database|matrix|long|built_demoted|normalized_2025_for_2026|bible_2025|workbook_2026_for_2027|workbook_2025_for_2026|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
EA1161,539,DATABASE.boundary_id,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,Scofield Canyons,Elk,Antlerless,CWMU,Any Legal Weapon,EA,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,processed_data/boundaries/EA1161.geojson,,539,database|matrix|long|built_demoted|normalized_2025_for_2026|bible_2025|workbook_2026_for_2027|workbook_2025_for_2026|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
EA1162,540,DATABASE.boundary_id,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,Scofield East,Elk,Antlerless,CWMU,Any Legal Weapon,EA,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,processed_data/boundaries/EA1162.geojson,,540,database|matrix|long|built_demoted|normalized_2025_for_2026|bible_2025|workbook_2026_for_2027|workbook_2025_for_2026|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
EA1163,541,DATABASE.boundary_id,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,Scofield West,Elk,Antlerless,CWMU,Any Legal Weapon,EA,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,processed_data/boundaries/EA1163.geojson,,541,database|matrix|long|built_demoted|normalized_2025_for_2026|bible_2025|workbook_2026_for_2027|workbook_2025_for_2026|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
EA1164,576,DATABASE.boundary_id,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,SJ Ranch,Elk,Antlerless,CWMU,Any Legal Weapon,EA,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,processed_data/boundaries/EA1164.geojson,,576,database|matrix|long|built_demoted|normalized_2025_for_2026|bible_2025|workbook_2026_for_2027|workbook_2025_for_2026|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
EA1165,578,DATABASE.boundary_id,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,Skull Crack,Elk,Antlerless,CWMU,Any Legal Weapon,EA,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,processed_data/boundaries/EA1165.geojson,,578,database|matrix|long|built_demoted|normalized_2025_for_2026|bible_2025|workbook_2026_for_2027|workbook_2025_for_2026|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
EA1166,552,DATABASE.boundary_id,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,Soldier Summit,Elk,Antlerless,CWMU,Any Legal Weapon,EA,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,processed_data/boundaries/EA1166.geojson,,552,database|matrix|long|built_demoted|normalized_2025_for_2026|bible_2025|workbook_2026_for_2027|workbook_2025_for_2026|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
EA1167,491,DATABASE.boundary_id,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,South Canyon,Elk,Antlerless,CWMU,Any Legal Weapon,EA,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,processed_data/boundaries/EA1167.geojson,,491,database|matrix|long|built_demoted|normalized_2025_for_2026|bible_2025|workbook_2026_for_2027|workbook_2025_for_2026|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
EA1168,546,DATABASE.boundary_id,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,Spring Creek/Dodge,Elk,Antlerless,CWMU,Any Legal Weapon,EA,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,processed_data/boundaries/EA1168.geojson,,546,database|matrix|long|built_demoted|normalized_2025_for_2026|bible_2025|workbook_2026_for_2027|workbook_2025_for_2026|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
EA1170,562,DATABASE.boundary_id,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,Strawberry Ridge,Elk,Antlerless,CWMU,Any Legal Weapon,EA,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,processed_data/boundaries/EA1170.geojson,,562,database|matrix|long|built_demoted|normalized_2025_for_2026|bible_2025|workbook_2026_for_2027|workbook_2025_for_2026|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
EA1171,547,DATABASE.boundary_id,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,Summit Point,Elk,Antlerless,CWMU,Any Legal Weapon,EA,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,processed_data/boundaries/EA1171.geojson,,547,database|matrix|long|built_demoted|normalized_2025_for_2026|bible_2025|workbook_2026_for_2027|workbook_2025_for_2026|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
EA1172,553,DATABASE.boundary_id,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,Three C,Elk,Antlerless,CWMU,Any Legal Weapon,EA,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,processed_data/boundaries/EA1172.geojson,,553,database|matrix|long|built_demoted|normalized_2025_for_2026|bible_2025|workbook_2026_for_2027|workbook_2025_for_2026|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
EA1174,521,DATABASE.boundary_id,MATRIX_MAPPED_SEARCHABLE_NOT_WORKBOOK,MAPPED_SEARCHABLE_NOT_AUTOMATICALLY_SCORABLE,Two Bear,Elk,Antlerless,CWMU,Any Legal Weapon,EA,NO,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,processed_data/boundaries/EA1174.geojson,,521,database|matrix|long|built_demoted|normalized_2025_for_2026|bible_2025|workbook_2025_for_2026|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
EA1175,586,DATABASE.boundary_id,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,Wallsburg,Elk,Antlerless,CWMU,Any Legal Weapon,EA,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,processed_data/boundaries/EA1175.geojson,,586,database|matrix|long|built_demoted|normalized_2025_for_2026|bible_2025|workbook_2026_for_2027|workbook_2025_for_2026|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
EA1177,571,DATABASE.boundary_id,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,Woodruff Creek South,Elk,Antlerless,CWMU,Any Legal Weapon,EA,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,processed_data/boundaries/EA1177.geojson,,571,database|matrix|long|built_demoted|normalized_2025_for_2026|bible_2025|workbook_2026_for_2027|workbook_2025_for_2026|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
EA1180,5111,DATABASE.boundary_id,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,La Sal,Elk,Antlerless,Conservation,Any Legal Weapon,EA,YES,NO,YES,YES,YES,YES,YES,NO,NO,NO,YES,processed_data/boundaries/EA1180.geojson,108|617|684|879,108|617|684|879,database|matrix|long|built_demoted|workbook_2026_for_2027|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
EA1187,838,DATABASE.boundary_id,MATRIX_MAPPED_SEARCHABLE_NOT_WORKBOOK,MAPPED_SEARCHABLE_NOT_AUTOMATICALLY_SCORABLE,"Paunsaugunt, Hatch Bench",Elk,Antlerless,General Season,Any Legal Weapon,EA,NO,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,processed_data/boundaries/EA1187.geojson,,838,database|matrix|long|built_demoted|normalized_2025_for_2026|bible_2025|workbook_2025_for_2026|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
EA1189,448,DATABASE.boundary_id,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,"Wasatch Mtns, West-Central",Elk,Antlerless,General Season,Muzzleloader,EA,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,processed_data/boundaries/EA1189.geojson,,448,database|matrix|long|built_demoted|normalized_2025_for_2026|bible_2025|workbook_2026_for_2027|workbook_2025_for_2026|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
EA1192,826,DATABASE.boundary_id,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,Pahvant Ensign,Elk,Antlerless,CWMU,Any Legal Weapon,EA,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,processed_data/boundaries/EA1192.geojson,,826,database|matrix|long|built_demoted|normalized_2025_for_2026|bible_2025|workbook_2026_for_2027|workbook_2025_for_2026|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
EA1193,38,DATABASE.boundary_id,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,"Cache, Rich",Elk,Antlerless,General Season,Any Legal Weapon,EA,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,processed_data/boundaries/EA1193.geojson,,38,database|matrix|long|built_demoted|normalized_2025_for_2026|bible_2025|workbook_2026_for_2027|workbook_2025_for_2026|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
EA1196,138,DATABASE.boundary_id,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,"North Slope, Summit",Elk,Antlerless,General Season,Any Legal Weapon,EA,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,processed_data/boundaries/EA1196.geojson,,138,database|matrix|long|built_demoted|normalized_2025_for_2026|bible_2025|workbook_2026_for_2027|workbook_2025_for_2026|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
EA1198,575,DATABASE.boundary_id,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,Bear Springs,Elk,Antlerless,CWMU,Any Legal Weapon,EA,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,processed_data/boundaries/EA1198.geojson,,575,database|matrix|long|built_demoted|normalized_2025_for_2026|bible_2025|workbook_2026_for_2027|workbook_2025_for_2026|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
EA1200,554,DATABASE.boundary_id,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,Double R Ranch,Elk,Antlerless,CWMU,Any Legal Weapon,EA,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,processed_data/boundaries/EA1200.geojson,,554,database|matrix|long|built_demoted|normalized_2025_for_2026|bible_2025|workbook_2026_for_2027|workbook_2025_for_2026|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
EA1201,858,DATABASE.boundary_id,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,Mountain Sky Ranch,Elk,Antlerless,CWMU,Any Legal Weapon,EA,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,processed_data/boundaries/EA1201.geojson,,858,database|matrix|long|built_demoted|normalized_2025_for_2026|bible_2025|workbook_2026_for_2027|workbook_2025_for_2026|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
EA1203,682,DATABASE.boundary_id,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,"Box Elder, Pilot Mtn",Elk,Antlerless,General Season,Any Legal Weapon,EA,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,processed_data/boundaries/EA1203.geojson,,682,database|matrix|long|built_demoted|normalized_2025_for_2026|bible_2025|workbook_2026_for_2027|workbook_2025_for_2026|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
EA1204,682,DATABASE.boundary_id,MODEL_WORKBOOK_2026_PERMITS_2027_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,"Box Elder, Pilot Mtn",Elk,Antlerless,General Season,Any Legal Weapon,EA,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,processed_data/boundaries/EA1204.geojson,,682,database|matrix|long|built_demoted|normalized_2025_for_2026|bible_2025|workbook_2026_for_2027|workbook_2025_for_2026|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
EA1206,40,DATABASE.boundary_id,MATRIX_MAPPED_SEARCHABLE_NOT_WORKBOOK,MAPPED_SEARCHABLE_NOT_AUTOMATICALLY_SCORABLE,"Cache, Richmond-Hyde Park",Elk,Antlerless,General Season,Any Legal Weapon,EA,NO,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,processed_data/boundaries/EA1206.geojson,,40,database|matrix|long|built_demoted|normalized_2025_for_2026|bible_2025|workbook_2025_for_2026|boundary_index,LOCKED_2026_UNTIL_NEXT_YEAR_DATA_ADDED
