row_number,hunt_code,hunt_name,species,sex_type,weapon,database_boundary_id_before,boundary_index_boundary_id,boundary_index_source_file,boundary_index_geojson_path,action
716,PB5309,Skull Valley South CWMU,Pronghorn,Buck,Any Legal Weapon,585,585,pronghorn_hunt_table_official.json,processed_data/boundaries/PB5309.geojson,ok_existing_match
717,DB1305,Wallsburg CWMU,Deer,Buck,Any Legal Weapon,586,586,hunt_boundaries.geojson,processed_data/boundaries/DB1305.geojson,ok_existing_match
718,EA1175,Wallsburg CWMU,Elk,Antlerless,Any Legal Weapon,586,586,elk_antlerless_hunt_table_official.json,processed_data/boundaries/EA1175.geojson,ok_existing_match
719,EB3562,Wallsburg CWMU,Elk,Bull,Any Legal Weapon,586,586,elk_hunt_table_official.json,processed_data/boundaries/EB3562.geojson,ok_existing_match
720,DA1012,Junction Valley CWMU,Deer,Antlerless,Any Legal Weapon,589,589,bighorn_sheep_hunt_table_official.json,processed_data/boundaries/DA1012.geojson,ok_existing_match
721,DB1256,Junction Valley CWMU,Deer,Buck,Any Legal Weapon,589,589,hunt_boundaries.geojson,processed_data/boundaries/DB1256.geojson,ok_existing_match
722,EB3533,Junction Valley CWMU,Elk,Bull,Any Legal Weapon,589,589,elk_hunt_table_official.json,processed_data/boundaries/EB3533.geojson,ok_existing_match
723,MB6262,Junction Valley CWMU,Moose,Bull,Any Legal Weapon,589,589,moose_hunt_table_official.json,processed_data/boundaries/MB6262.geojson,ok_existing_match
724,PB5346,Junction Valley CWMU,Pronghorn,Buck,Any Legal Weapon,589,589,pronghorn_hunt_table_official.json,processed_data/boundaries/PB5346.geojson,ok_existing_match
725,PB5306,Rabbit Creek CWMU,Pronghorn,Buck,Any Legal Weapon,590,590,pronghorn_hunt_table_official.json,processed_data/boundaries/PB5306.geojson,ok_existing_match
726,DB1275,Pine Canyon CWMU,Deer,Buck,Any Legal Weapon,592,592,hunt_boundaries.geojson,processed_data/boundaries/DB1275.geojson,ok_existing_match
727,DB1215,Buckhorn Ranch CWMU,Deer,Buck,Any Legal Weapon,598,598,hunt_boundaries.geojson,processed_data/boundaries/DB1215.geojson,ok_existing_match
728,DB1203,Avintaquin Canyon CWMU,Deer,Buck,Any Legal Weapon,599,599,hunt_boundaries.geojson,processed_data/boundaries/DB1203.geojson,ok_existing_match
729,EA1233,Avintaquin Canyon CWMU,Elk,Antlerless,Any Legal Weapon,599,599,elk_antlerless_hunt_table_official.json,processed_data/boundaries/EA1233.geojson,ok_existing_match
730,EB3608,Avintaquin Canyon CWMU,Elk,Bull,Any Legal Weapon,599,599,elk_hunt_table_official.json,processed_data/boundaries/EB3608.geojson,ok_existing_match
731,DB1300,Thatcher Mountain CWMU,Deer,Buck,Any Legal Weapon,602,602,hunt_boundaries.geojson,processed_data/boundaries/DB1300.geojson,ok_existing_match
732,PB5305,Park Valley CWMU,Pronghorn,Buck,Any Legal Weapon,603,603,pronghorn_hunt_table_official.json,processed_data/boundaries/PB5305.geojson,ok_existing_match
733,DB1212,Bluebell CWMU,Deer,Buck,Any Legal Weapon,604,604,hunt_boundaries.geojson,processed_data/boundaries/DB1212.geojson,ok_existing_match
734,DB1227,Deer Haven CWMU,Deer,Buck,Any Legal Weapon,606,606,hunt_boundaries.geojson,processed_data/boundaries/DB1227.geojson,ok_existing_match
735,DB1077,Box Elder,Deer,Buck,Muzzleloader,607,607,hunt_boundaries.geojson,processed_data/boundaries/DB1077.geojson,ok_existing_match
736,DB1501,Box Elder,Deer,Buck,Archery,607,607,hunt_boundaries.geojson,processed_data/boundaries/DB1501.geojson,ok_existing_match
737,DB1531,Box Elder,Deer,Buck,Any Legal Weapon (Late),607,607,hunt_boundaries.geojson,processed_data/boundaries/DB1531.geojson,ok_existing_match
738,DB1561,Box Elder,Deer,Buck,Muzzleloader,607,607,hunt_boundaries.geojson,processed_data/boundaries/DB1561.geojson,ok_existing_match
739,DB1631,Box Elder,Deer,Buck,Any Legal Weapon (Early),607,607,hunt_boundaries.geojson,processed_data/boundaries/DB1631.geojson,ok_existing_match
740,DB1770,Box Elder,Deer,Buck,Dedicated Hunter,607,607,hunt_boundaries.geojson,processed_data/boundaries/DB1770.geojson,ok_existing_match
741,LO1501,Box Elder,Deer,Buck,Archery,607,607,hunt_boundaries.geojson,processed_data/boundaries/LO1501.geojson,ok_existing_match
742,LO1531,Box Elder,Deer,Buck,Any Legal Weapon (Late),607,607,hunt_boundaries.geojson,processed_data/boundaries/LO1531.geojson,ok_existing_match
743,LO1561,Box Elder,Deer,Buck,Muzzleloader,607,607,hunt_boundaries.geojson,processed_data/boundaries/LO1561.geojson,ok_existing_match
744,LO1631,Box Elder,Deer,Buck,Any Legal Weapon (Early),607,607,hunt_boundaries.geojson,processed_data/boundaries/LO1631.geojson,ok_existing_match
745,MB6012,Box Elder,Moose,Bull,Any Legal Weapon,607,607,moose_hunt_table_official.json,processed_data/boundaries/MB6012.geojson,ok_existing_match
746,DB1054,Ogden,Deer,Buck,Muzzleloader,609,609,hunt_boundaries.geojson,processed_data/boundaries/DB1054.geojson,ok_existing_match
747,DB1514,Ogden,Deer,Buck,Archery,609,609,hunt_boundaries.geojson,processed_data/boundaries/DB1514.geojson,ok_existing_match
748,DB1544,Ogden,Deer,Buck,Any Legal Weapon (Late),609,609,hunt_boundaries.geojson,processed_data/boundaries/DB1544.geojson,ok_existing_match
749,DB1574,Ogden,Deer,Buck,Muzzleloader,609,609,hunt_boundaries.geojson,processed_data/boundaries/DB1574.geojson,ok_existing_match
750,DB1783,Ogden,Deer,Buck,Dedicated Hunter,609,609,hunt_boundaries.geojson,processed_data/boundaries/DB1783.geojson,ok_existing_match
751,EA1063,Ogden,Elk,Antlerless,Any Legal Weapon,609,609,elk_antlerless_hunt_table_official.json,processed_data/boundaries/EA1063.geojson,ok_existing_match
752,EA1064,Ogden,Elk,Antlerless,Any Legal Weapon,609,609,elk_antlerless_hunt_table_official.json,processed_data/boundaries/EA1064.geojson,ok_existing_match
753,LO1514,Ogden,Deer,Buck,Archery,609,609,hunt_boundaries.geojson,processed_data/boundaries/LO1514.geojson,ok_existing_match
754,LO1544,Ogden,Deer,Buck,Any Legal Weapon (Late),609,609,hunt_boundaries.geojson,processed_data/boundaries/LO1544.geojson,ok_existing_match
755,LO1574,Ogden,Deer,Buck,Muzzleloader,609,609,hunt_boundaries.geojson,processed_data/boundaries/LO1574.geojson,ok_existing_match
756,MB6008,Ogden,Moose,Bull,Any Legal Weapon,609,609,moose_hunt_table_official.json,processed_data/boundaries/MB6008.geojson,ok_existing_match
757,BR7324,Chalk Creek/East Canyon/Morgan-South Rich,Black Bear,Either Sex,Multiseason,610,610,black_bear_hunt_table_official.json,processed_data/boundaries/BR7324.geojson,ok_existing_match
758,BR7325,Chalk Creek/East Canyon/Morgan-South Rich,Black Bear,Either Sex,Multiseason,610,610,black_bear_hunt_table_official.json,processed_data/boundaries/BR7325.geojson,ok_existing_match
759,DB1030,Kamas,Deer,Buck,Muzzleloader,611,611,hunt_boundaries.geojson,processed_data/boundaries/DB1030.geojson,ok_existing_match
760,DB1508,Kamas,Deer,Buck,Archery,611,611,hunt_boundaries.geojson,processed_data/boundaries/DB1508.geojson,ok_existing_match
761,DB1538,Kamas,Deer,Buck,Any Legal Weapon (Late),611,611,hunt_boundaries.geojson,processed_data/boundaries/DB1538.geojson,ok_existing_match
762,DB1568,Kamas,Deer,Buck,Muzzleloader,611,611,hunt_boundaries.geojson,processed_data/boundaries/DB1568.geojson,ok_existing_match
763,DB1592,Kamas,Deer,Buck,Any Legal Weapon (Early),611,611,hunt_boundaries.geojson,processed_data/boundaries/DB1592.geojson,ok_existing_match
764,DB1777,Kamas,Deer,Buck,Dedicated Hunter,611,611,hunt_boundaries.geojson,processed_data/boundaries/DB1777.geojson,ok_existing_match
765,EA1033,Kamas,Elk,Antlerless,Any Legal Weapon,611,611,elk_antlerless_hunt_table_official.json,processed_data/boundaries/EA1033.geojson,ok_existing_match
766,EA2033,Kamas,Elk,Antlerless,Archery,611,611,elk_antlerless_hunt_table_official.json,processed_data/boundaries/EA2033.geojson,ok_existing_match
767,EA2040,Kamas,Elk,Antlerless,Any Legal Weapon,611,611,elk_antlerless_hunt_table_official.json,processed_data/boundaries/EA2040.geojson,ok_existing_match
768,LO1508,Kamas,Deer,Buck,Archery,611,611,hunt_boundaries.geojson,processed_data/boundaries/LO1508.geojson,ok_existing_match
769,LO1538,Kamas,Deer,Buck,Any Legal Weapon (Late),611,611,hunt_boundaries.geojson,processed_data/boundaries/LO1538.geojson,ok_existing_match
770,LO1568,Kamas,Deer,Buck,Muzzleloader,611,611,hunt_boundaries.geojson,processed_data/boundaries/LO1568.geojson,ok_existing_match
771,LO1592,Kamas,Deer,Buck,Any Legal Weapon (Early),611,611,hunt_boundaries.geojson,processed_data/boundaries/LO1592.geojson,ok_existing_match
772,MB6004,Kamas,Moose,Bull,Any Legal Weapon,611,611,moose_hunt_table_official.json,processed_data/boundaries/MB6004.geojson,ok_existing_match
773,DB1065,North Slope,Deer,Buck,Muzzleloader,612,612,hunt_boundaries.geojson,processed_data/boundaries/DB1065.geojson,ok_existing_match
774,DB1513,North Slope,Deer,Buck,Archery,612,612,hunt_boundaries.geojson,processed_data/boundaries/DB1513.geojson,ok_existing_match
775,DB1543,North Slope,Deer,Buck,Any Legal Weapon (Late),612,612,hunt_boundaries.geojson,processed_data/boundaries/DB1543.geojson,ok_existing_match
776,DB1573,North Slope,Deer,Buck,Muzzleloader,612,612,hunt_boundaries.geojson,processed_data/boundaries/DB1573.geojson,ok_existing_match
777,DB1598,North Slope,Deer,Buck,Any Legal Weapon (Early),612,612,hunt_boundaries.geojson,processed_data/boundaries/DB1598.geojson,ok_existing_match
778,DB1782,North Slope,Deer,Buck,Dedicated Hunter,612,612,hunt_boundaries.geojson,processed_data/boundaries/DB1782.geojson,ok_existing_match
779,LO1513,North Slope,Deer,Buck,Archery,612,612,hunt_boundaries.geojson,processed_data/boundaries/LO1513.geojson,ok_existing_match
780,LO1543,North Slope,Deer,Buck,Any Legal Weapon (Late),612,612,hunt_boundaries.geojson,processed_data/boundaries/LO1543.geojson,ok_existing_match
781,LO1573,North Slope,Deer,Buck,Muzzleloader,612,612,hunt_boundaries.geojson,processed_data/boundaries/LO1573.geojson,ok_existing_match
782,LO1598,North Slope,Deer,Buck,Any Legal Weapon (Early),612,612,hunt_boundaries.geojson,processed_data/boundaries/LO1598.geojson,ok_existing_match
783,BR7118,Yellowstone,Black Bear,Either Sex,Any Legal Weapon,613,613,black_bear_hunt_table_official.json,processed_data/boundaries/BR7118.geojson,ok_existing_match
784,BR7219,Yellowstone,Black Bear,Either Sex,Any Legal Weapon,613,613,black_bear_hunt_table_official.json,processed_data/boundaries/BR7219.geojson,ok_existing_match
785,BR7314,Yellowstone,Black Bear,Either Sex,Multiseason,613,613,black_bear_hunt_table_official.json,processed_data/boundaries/BR7314.geojson,ok_existing_match
786,DB1039,Yellowstone,Deer,Buck,Muzzleloader,613,613,hunt_boundaries.geojson,processed_data/boundaries/DB1039.geojson,ok_existing_match
787,DB1523,Yellowstone,Deer,Buck,Archery,613,613,hunt_boundaries.geojson,processed_data/boundaries/DB1523.geojson,ok_existing_match
788,DB1553,Yellowstone,Deer,Buck,Any Legal Weapon (Late),613,613,hunt_boundaries.geojson,processed_data/boundaries/DB1553.geojson,ok_existing_match
789,DB1583,Yellowstone,Deer,Buck,Muzzleloader,613,613,hunt_boundaries.geojson,processed_data/boundaries/DB1583.geojson,ok_existing_match
790,DB1792,Yellowstone,Deer,Buck,Dedicated Hunter,613,613,hunt_boundaries.geojson,processed_data/boundaries/DB1792.geojson,ok_existing_match
791,EA1244,Yellowstone,Elk,Antlerless,Any Legal Weapon,613,613,elk_antlerless_hunt_table_official.json,processed_data/boundaries/EA1244.geojson,ok_existing_match
792,EA1245,Yellowstone,Elk,Antlerless,Muzzleloader,613,613,elk_antlerless_hunt_table_official.json,processed_data/boundaries/EA1245.geojson,ok_existing_match
793,EA2006,Yellowstone,Elk,Antlerless,Any Legal Weapon,613,613,elk_antlerless_hunt_table_official.json,processed_data/boundaries/EA2006.geojson,ok_existing_match
794,EA2037,Yellowstone,Elk,Antlerless,Archery,613,613,elk_antlerless_hunt_table_official.json,processed_data/boundaries/EA2037.geojson,ok_existing_match
795,LO1523,Yellowstone,Deer,Buck,Archery,613,613,hunt_boundaries.geojson,processed_data/boundaries/LO1523.geojson,ok_existing_match
796,LO1553,Yellowstone,Deer,Buck,Any Legal Weapon (Late),613,613,hunt_boundaries.geojson,processed_data/boundaries/LO1553.geojson,ok_existing_match
797,LO1583,Yellowstone,Deer,Buck,Muzzleloader,613,613,hunt_boundaries.geojson,processed_data/boundaries/LO1583.geojson,ok_existing_match
798,MB6010,Yellowstone,Moose,Bull,Any Legal Weapon,613,613,moose_hunt_table_official.json,processed_data/boundaries/MB6010.geojson,ok_existing_match
799,DB1086,Vernal/Bonanza,Deer,Buck,Muzzleloader,614,614,hunt_boundaries.geojson,processed_data/boundaries/DB1086.geojson,ok_existing_match
800,DB1522,Vernal/Bonanza,Deer,Buck,Archery,614,614,hunt_boundaries.geojson,processed_data/boundaries/DB1522.geojson,ok_existing_match
801,DB1552,Vernal/Bonanza,Deer,Buck,Any Legal Weapon (Late),614,614,hunt_boundaries.geojson,processed_data/boundaries/DB1552.geojson,ok_existing_match
802,DB1582,Vernal/Bonanza,Deer,Buck,Muzzleloader,614,614,hunt_boundaries.geojson,processed_data/boundaries/DB1582.geojson,ok_existing_match
803,DB1791,Vernal/Bonanza,Deer,Buck,Dedicated Hunter,614,614,hunt_boundaries.geojson,processed_data/boundaries/DB1791.geojson,ok_existing_match
804,EA1085,Vernal/Bonanza,Elk,Antlerless,Archery,614,614,elk_antlerless_hunt_table_official.json,processed_data/boundaries/EA1085.geojson,ok_existing_match
805,EA1087,Vernal/Bonanza,Elk,Antlerless,Any Legal Weapon,614,614,elk_antlerless_hunt_table_official.json,processed_data/boundaries/EA1087.geojson,ok_existing_match
806,EA2028,Vernal/Bonanza,Elk,Antlerless,Any Legal Weapon,614,614,elk_antlerless_hunt_table_official.json,processed_data/boundaries/EA2028.geojson,ok_existing_match
807,LO1522,Vernal/Bonanza,Deer,Buck,Archery,614,614,hunt_boundaries.geojson,processed_data/boundaries/LO1522.geojson,ok_existing_match
808,LO1552,Vernal/Bonanza,Deer,Buck,Any Legal Weapon (Late),614,614,hunt_boundaries.geojson,processed_data/boundaries/LO1552.geojson,ok_existing_match
809,LO1582,Vernal/Bonanza,Deer,Buck,Muzzleloader,614,614,hunt_boundaries.geojson,processed_data/boundaries/LO1582.geojson,ok_existing_match
810,BI6527,Nine Mile,Bison,Hunters Choice,Any Legal Weapon,615,615,bison_hunt_table_official.json,processed_data/boundaries/BI6527.geojson,ok_existing_match
811,BI6538,"Nine Mile, Private Lands Only",Bison,Hunters Choice,Any Legal Weapon,615,615,bison_hunt_table_official.json,processed_data/boundaries/BI6538.geojson,ok_existing_match
812,BR7110,Nine Mile,Black Bear,Either Sex,Any Legal Weapon,615,615,black_bear_hunt_table_official.json,processed_data/boundaries/BR7110.geojson,ok_existing_match
813,BR7211,Nine Mile,Black Bear,Either Sex,Any Legal Weapon,615,615,black_bear_hunt_table_official.json,processed_data/boundaries/BR7211.geojson,ok_existing_match
814,BR7317,Nine Mile,Black Bear,Either Sex,Multiseason,615,615,black_bear_hunt_table_official.json,processed_data/boundaries/BR7317.geojson,ok_existing_match
815,DB1033,Nine Mile,Deer,Buck,Muzzleloader,615,615,hunt_boundaries.geojson,processed_data/boundaries/DB1033.geojson,ok_existing_match
816,DB1512,Nine Mile,Deer,Buck,Archery,615,615,hunt_boundaries.geojson,processed_data/boundaries/DB1512.geojson,ok_existing_match
817,DB1542,Nine Mile,Deer,Buck,Any Legal Weapon (Late),615,615,hunt_boundaries.geojson,processed_data/boundaries/DB1542.geojson,ok_existing_match
818,DB1572,Nine Mile,Deer,Buck,Muzzleloader,615,615,hunt_boundaries.geojson,processed_data/boundaries/DB1572.geojson,ok_existing_match
819,DB1593,Nine Mile,Deer,Buck,Any Legal Weapon (Early),615,615,hunt_boundaries.geojson,processed_data/boundaries/DB1593.geojson,ok_existing_match
820,DB1781,Nine Mile,Deer,Buck,Dedicated Hunter,615,615,hunt_boundaries.geojson,processed_data/boundaries/DB1781.geojson,ok_existing_match
821,LO1512,Nine Mile,Deer,Buck,Archery,615,615,hunt_boundaries.geojson,processed_data/boundaries/LO1512.geojson,ok_existing_match
822,LO1542,Nine Mile,Deer,Buck,Any Legal Weapon (Late),615,615,hunt_boundaries.geojson,processed_data/boundaries/LO1542.geojson,ok_existing_match
823,LO1572,Nine Mile,Deer,Buck,Muzzleloader,615,615,hunt_boundaries.geojson,processed_data/boundaries/LO1572.geojson,ok_existing_match
824,LO1593,Nine Mile,Deer,Buck,Any Legal Weapon (Early),615,615,hunt_boundaries.geojson,processed_data/boundaries/LO1593.geojson,ok_existing_match
825,BR7005,Nebo,Black Bear,Either Sex,Any Legal Weapon,616,616,black_bear_hunt_table_official.json,processed_data/boundaries/BR7005.geojson,ok_existing_match
826,BR7106,Nebo,Black Bear,Either Sex,Any Legal Weapon,616,616,black_bear_hunt_table_official.json,processed_data/boundaries/BR7106.geojson,ok_existing_match
827,BR7205,Nebo,Black Bear,Either Sex,Any Legal Weapon,616,616,black_bear_hunt_table_official.json,processed_data/boundaries/BR7205.geojson,ok_existing_match
828,BR7305,Nebo,Black Bear,Either Sex,Multiseason,616,616,black_bear_hunt_table_official.json,processed_data/boundaries/BR7305.geojson,ok_existing_match
829,DB1080,Nebo,Deer,Buck,Muzzleloader,616,616,hunt_boundaries.geojson,processed_data/boundaries/DB1080.geojson,ok_existing_match
830,DB1504,Nebo,Deer,Buck,Archery,616,616,hunt_boundaries.geojson,processed_data/boundaries/DB1504.geojson,ok_existing_match
831,DB1534,Nebo,Deer,Buck,Any Legal Weapon (Late),616,616,hunt_boundaries.geojson,processed_data/boundaries/DB1534.geojson,ok_existing_match
832,DB1564,Nebo,Deer,Buck,Muzzleloader,616,616,hunt_boundaries.geojson,processed_data/boundaries/DB1564.geojson,ok_existing_match
833,DB1773,Nebo,Deer,Buck,Dedicated Hunter,616,616,hunt_boundaries.geojson,processed_data/boundaries/DB1773.geojson,ok_existing_match
834,EA1021,Nebo,Elk,Antlerless,Any Legal Weapon,616,616,elk_antlerless_hunt_table_official.json,processed_data/boundaries/EA1021.geojson,ok_existing_match
835,EA1208,Nebo,Elk,Antlerless,Any Legal Weapon,616,616,elk_antlerless_hunt_table_official.json,processed_data/boundaries/EA1208.geojson,ok_existing_match
836,EA2016,Nebo,Elk,Antlerless,Any Legal Weapon,616,616,elk_antlerless_hunt_table_official.json,processed_data/boundaries/EA2016.geojson,ok_existing_match
837,GO6803,Nebo,Mountain Goat,Either Sex,Any Legal Weapon,616,616,mountain_goat_hunt_table_official.json,processed_data/boundaries/GO6803.geojson,ok_existing_match
838,GO6821,Nebo,Mountain Goat,Either Sex,Archery,616,616,mountain_goat_hunt_table_official.json,processed_data/boundaries/GO6821.geojson,ok_existing_match
839,LO1504,Nebo,Deer,Buck,Archery,616,616,hunt_boundaries.geojson,processed_data/boundaries/LO1504.geojson,ok_existing_match
840,LO1534,Nebo,Deer,Buck,Any Legal Weapon (Late),616,616,hunt_boundaries.geojson,processed_data/boundaries/LO1534.geojson,ok_existing_match
841,LO1564,Nebo,Deer,Buck,Muzzleloader,616,616,hunt_boundaries.geojson,processed_data/boundaries/LO1564.geojson,ok_existing_match
842,RS6725,Nebo,Rocky Mountain Bighorn Sheep,Ram,Any Legal Weapon,616,616,bighorn_sheep_hunt_table_official.json,processed_data/boundaries/RS6725.geojson,ok_existing_match
843,BR7022,La Sal Mtns,Black Bear,Either Sex,Any Legal Weapon,617,617,black_bear_hunt_table_official.json,processed_data/boundaries/BR7022.geojson,ok_existing_match
844,BR7127,La Sal Mtns,Black Bear,Either Sex,Any Legal Weapon,617,617,black_bear_hunt_table_official.json,processed_data/boundaries/BR7127.geojson,ok_existing_match
845,BR7239,La Sal Mtns,Black Bear,Either Sex,Any Legal Weapon,617,617,black_bear_hunt_table_official.json,processed_data/boundaries/BR7239.geojson,ok_existing_match
846,BR7326,La Sal Mtns,Black Bear,Either Sex,Multiseason,617,617,black_bear_hunt_table_official.json,processed_data/boundaries/BR7326.geojson,ok_existing_match
847,DB1081,La Sal Mtns,Deer,Buck,Muzzleloader,617,617,hunt_boundaries.geojson,processed_data/boundaries/DB1081.geojson,ok_existing_match
848,DB1509,La Sal Mtns,Deer,Buck,Archery,617,617,hunt_boundaries.geojson,processed_data/boundaries/DB1509.geojson,ok_existing_match
849,DB1539,La Sal Mtns,Deer,Buck,Any Legal Weapon (Late),617,617,hunt_boundaries.geojson,processed_data/boundaries/DB1539.geojson,ok_existing_match
850,DB1569,La Sal Mtns,Deer,Buck,Muzzleloader,617,617,hunt_boundaries.geojson,processed_data/boundaries/DB1569.geojson,ok_existing_match
851,DB1778,La Sal Mtns,Deer,Buck,Dedicated Hunter,617,617,hunt_boundaries.geojson,processed_data/boundaries/DB1778.geojson,ok_existing_match
852,EA1038,La Sal Mtns,Elk,Antlerless,Any Legal Weapon,617,617,elk_antlerless_hunt_table_official.json,processed_data/boundaries/EA1038.geojson,ok_existing_match
853,EA1039,La Sal Mtns,Elk,Antlerless,Any Legal Weapon,617,617,elk_antlerless_hunt_table_official.json,processed_data/boundaries/EA1039.geojson,ok_existing_match
854,EA2009,La Sal Mtns,Elk,Antlerless,Any Legal Weapon,617,617,elk_antlerless_hunt_table_official.json,processed_data/boundaries/EA2009.geojson,ok_existing_match
855,EB3009,La Sal Mtns,Elk,Bull,Archery,617,617,elk_hunt_table_official.json,processed_data/boundaries/EB3009.geojson,ok_existing_match
856,EB3045,La Sal Mtns,Elk,Bull,Early Any Legal Weapon,617,617,elk_hunt_table_official.json,processed_data/boundaries/EB3045.geojson,ok_existing_match
857,EB3046,La Sal Mtns,Elk,Bull,Late Any Legal Weapon,617,617,elk_hunt_table_official.json,processed_data/boundaries/EB3046.geojson,ok_existing_match
858,EB3087,La Sal Mtns,Elk,Bull,Muzzleloader,617,617,elk_hunt_table_official.json,processed_data/boundaries/EB3087.geojson,ok_existing_match
859,EB3111,La Sal Mtns,Elk,Bull,Multiseason,617,617,elk_hunt_table_official.json,processed_data/boundaries/EB3111.geojson,ok_existing_match
860,EB3182,La Sal Mtns,Elk,Bull,Late Archery,617,617,elk_hunt_table_official.json,processed_data/boundaries/EB3182.geojson,ok_existing_match
861,EB3183,La Sal Mtns,Elk,Bull,Mid Any Legal Weapon,617,617,elk_hunt_table_official.json,processed_data/boundaries/EB3183.geojson,ok_existing_match
862,EL3009,La Sal La Sal Mtns,Elk,Bull,Archery,617,617,elk_hunt_table_official.json,processed_data/boundaries/EL3009.geojson,ok_existing_match
863,EL3045,La Sal La Sal Mtns,Elk,Bull,Any Legal Weapon,617,617,elk_hunt_table_official.json,processed_data/boundaries/EL3045.geojson,ok_existing_match
864,EL3046,La Sal La Sal Mtns,Elk,Bull,Any Legal Weapon,617,617,elk_hunt_table_official.json,processed_data/boundaries/EL3046.geojson,ok_existing_match
865,EL3087,La Sal La Sal Mtns,Elk,Bull,Muzzleloader,617,617,elk_hunt_table_official.json,processed_data/boundaries/EL3087.geojson,ok_existing_match
866,EL3182,La Sal La Sal Mtns,Elk,Bull,Archery,617,617,elk_hunt_table_official.json,processed_data/boundaries/EL3182.geojson,ok_existing_match
867,EL3183,La Sal La Sal Mtns,Elk,Bull,Any Legal Weapon,617,617,elk_hunt_table_official.json,processed_data/boundaries/EL3183.geojson,ok_existing_match
868,GO6817,La Sal Mtns,Mountain Goat,Either Sex,Any Legal Weapon,617,617,mountain_goat_hunt_table_official.json,processed_data/boundaries/GO6817.geojson,ok_existing_match
869,LO1509,"La Sal, La Sal Mtns",Deer,Buck,Archery,617,617,hunt_boundaries.geojson,processed_data/boundaries/LO1509.geojson,ok_existing_match
870,LO1539,"La Sal, La Sal Mtns",Deer,Buck,Any Legal Weapon (Late),617,617,hunt_boundaries.geojson,processed_data/boundaries/LO1539.geojson,ok_existing_match
871,LO1569,"La Sal, La Sal Mtns",Deer,Buck,Muzzleloader,617,617,hunt_boundaries.geojson,processed_data/boundaries/LO1569.geojson,ok_existing_match
872,DB1085,"San Juan, Abajo Mtns",Deer,Buck,Muzzleloader,618,618,hunt_boundaries.geojson,processed_data/boundaries/DB1085.geojson,ok_existing_match
873,DB1521,"San Juan, Abajo Mtns",Deer,Buck,Archery,618,618,hunt_boundaries.geojson,processed_data/boundaries/DB1521.geojson,ok_existing_match
874,DB1551,"San Juan, Abajo Mtns",Deer,Buck,Any Legal Weapon (Late),618,618,hunt_boundaries.geojson,processed_data/boundaries/DB1551.geojson,ok_existing_match
875,DB1581,"San Juan, Abajo Mtns",Deer,Buck,Muzzleloader,618,618,hunt_boundaries.geojson,processed_data/boundaries/DB1581.geojson,ok_existing_match
876,DB1790,"San Juan, Abajo Mtns",Deer,Buck,Dedicated Hunter,618,618,hunt_boundaries.geojson,processed_data/boundaries/DB1790.geojson,ok_existing_match
877,LO1521,"San Juan, Abajo Mtns",Deer,Buck,Archery,618,618,hunt_boundaries.geojson,processed_data/boundaries/LO1521.geojson,ok_existing_match
878,LO1551,"San Juan, Abajo Mtns",Deer,Buck,Any Legal Weapon (Late),618,618,hunt_boundaries.geojson,processed_data/boundaries/LO1551.geojson,ok_existing_match
879,LO1581,"San Juan, Abajo Mtns",Deer,Buck,Muzzleloader,618,618,hunt_boundaries.geojson,processed_data/boundaries/LO1581.geojson,ok_existing_match
880,DB1079,Manti/San Rafael,Deer,Buck,Muzzleloader,619,619,hunt_boundaries.geojson,processed_data/boundaries/DB1079.geojson,ok_existing_match
881,DB1503,Manti/San Rafael,Deer,Buck,Archery,619,619,hunt_boundaries.geojson,processed_data/boundaries/DB1503.geojson,ok_existing_match
882,DB1533,Manti/San Rafael,Deer,Buck,Any Legal Weapon (Late),619,619,hunt_boundaries.geojson,processed_data/boundaries/DB1533.geojson,ok_existing_match
883,DB1563,Manti/San Rafael,Deer,Buck,Muzzleloader,619,619,hunt_boundaries.geojson,processed_data/boundaries/DB1563.geojson,ok_existing_match
884,DB1772,Manti/San Rafael,Deer,Buck,Dedicated Hunter,619,619,hunt_boundaries.geojson,processed_data/boundaries/DB1772.geojson,ok_existing_match
885,LO1503,Manti/San Rafael,Deer,Buck,Archery,619,619,hunt_boundaries.geojson,processed_data/boundaries/LO1503.geojson,ok_existing_match
886,LO1533,Manti/San Rafael,Deer,Buck,Any Legal Weapon (Late),619,619,hunt_boundaries.geojson,processed_data/boundaries/LO1533.geojson,ok_existing_match
887,LO1563,Manti/San Rafael,Deer,Buck,Muzzleloader,619,619,hunt_boundaries.geojson,processed_data/boundaries/LO1563.geojson,ok_existing_match
888,DB1087,"Wasatch Mtns, West",Deer,Buck,Muzzleloader,620,620,hunt_boundaries.geojson,processed_data/boundaries/DB1087.geojson,ok_existing_match
889,DB1526,"Wasatch Mtns, West",Deer,Buck,Archery,620,620,hunt_boundaries.geojson,processed_data/boundaries/DB1526.geojson,ok_existing_match
890,DB1556,"Wasatch Mtns, West",Deer,Buck,Any Legal Weapon (Late),620,620,hunt_boundaries.geojson,processed_data/boundaries/DB1556.geojson,ok_existing_match
891,DB1586,"Wasatch Mtns, West",Deer,Buck,Muzzleloader,620,620,hunt_boundaries.geojson,processed_data/boundaries/DB1586.geojson,ok_existing_match
892,DB1795,"Wasatch Mtns, West",Deer,Buck,Dedicated Hunter,620,620,hunt_boundaries.geojson,processed_data/boundaries/DB1795.geojson,ok_existing_match
