source_file,page,hunt_code,hunt_name,sections,rows,status
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,30,EB3045,La Sal Mtns,2,56,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,31,EB3046,La Sal Mtns,2,44,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,32,EB3047,Monroe,2,62,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,33,EB3048,Monroe,2,58,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,34,EB3049,Mt Dutton,2,56,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,35,EB3050,Mt Dutton,2,54,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,36,EB3053,"North Slope, Three Corners",2,52,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,37,EB3056,Panguitch Lake,2,58,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,38,EB3057,Panguitch Lake,2,54,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,39,EB3063,Fishlake/Thousand Lakes,2,56,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,40,EB3064,Fishlake/Thousand Lakes,2,56,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,41,EB3065,Fishlake/Thousand Lakes,2,56,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,42,EB3066,San Juan Bull Elk,2,62,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,43,EB3067,San Juan Bull Elk,2,58,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,44,EB3068,Diamond Mtn,2,50,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,45,EB3069,Diamond Mtn,2,50,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,46,EB3072,Wasatch Mtns,2,60,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,47,EB3073,Wasatch Mtns,2,58,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,48,EB3077,"Beaver, East",2,60,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,49,EB3079,"Book Cliffs, Little Creek Roadless",2,48,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,50,EB3081,"Cache, Meadowville",2,26,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,51,EB3083,"Cache, South",2,46,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,52,EB3084,Manti,2,50,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,53,EB3086,"Fillmore, Pahvant",2,52,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,54,EB3087,La Sal Mtns,2,48,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,55,EB3088,Monroe,2,58,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,56,EB3089,Mt Dutton,2,56,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,57,EB3091,"North Slope, Three Corners",2,36,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,58,EB3093,Panguitch Lake,2,54,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,59,EB3096,Fishlake/Thousand Lakes,2,52,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,60,EB3097,San Juan Bull Elk,2,60,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,61,EB3098,Diamond Mtn,2,52,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,62,EB3100,Wasatch Mtns,2,46,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,63,EB3102,"Beaver, East",2,64,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,64,EB3104,"Book Cliffs, Little Creek Roadless",2,60,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,65,EB3105,"Cache, Meadowville",2,38,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,66,EB3107,"Cache, South",2,52,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,67,EB3108,Manti,2,58,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,68,EB3110,"Fillmore, Pahvant",2,64,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,69,EB3111,La Sal Mtns,2,44,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,70,EB3112,Monroe,2,62,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,71,EB3113,Mt Dutton,2,60,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,72,EB3115,"North Slope, Three Corners",2,46,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,73,EB3117,Panguitch Lake,2,62,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,74,EB3120,Fishlake/Thousand Lakes,2,58,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,75,EB3121,San Juan Bull Elk,2,60,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,76,EB3122,Diamond Mtn,2,48,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,77,EB3124,Wasatch Mtns,2,54,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,78,EB3126,Manti,2,58,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,79,EB3127,Wasatch Mtns,2,44,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,80,EB3130,"Box Elder, Pilot Mtn",2,22,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,81,EB3132,"Cache, North",2,40,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,82,EB3135,Barney Top/Kaiparowits,2,46,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,83,EB3136,"Southwest Desert, North",2,46,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,84,EB3137,"West Desert, Deep Creek",2,36,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,85,EB3139,"Cache, North",2,24,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,86,EB3142,Barney Top/Kaiparowits,2,42,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,87,EB3143,"Southwest Desert, North",2,52,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,88,EB3144,"West Desert, Deep Creek",2,34,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,89,EB3145,Boulder,2,52,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,90,EB3146,"Southwest Desert, South",2,50,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,91,EB3147,"Box Elder, Grouse Creek",2,54,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,92,EB3148,Boulder,2,60,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,93,EB3149,"Southwest Desert, South",2,58,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,94,EB3150,"Box Elder, Grouse Creek",2,50,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,95,EB3151,Boulder,2,52,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,96,EB3152,"Southwest Desert, South",2,54,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,97,EB3153,"Box Elder, Grouse Creek",2,38,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,98,EB3154,Boulder,2,58,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,99,EB3155,"Southwest Desert, South",2,58,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,100,EB3156,Boulder,2,60,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,101,EB3157,"Southwest Desert, South",2,56,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,102,EB3158,"Beaver, East",2,52,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,103,EB3159,"Beaver, East",2,60,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,104,EB3160,"Book Cliffs, Bitter Creek/East",2,42,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,105,EB3161,"Book Cliffs, Bitter Creek/East",2,36,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,106,EB3162,"Book Cliffs, Bitter Creek/East",2,56,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,107,EB3163,"Book Cliffs, Bitter Creek/East",2,48,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,108,EB3164,"Book Cliffs, Bitter Creek/East",2,48,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,109,EB3165,"Book Cliffs, Bitter Creek/East",2,60,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,110,EB3166,"Book Cliffs, Bitter Creek/East",2,52,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,111,EB3167,"Book Cliffs, Little Creek Roadless",2,54,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,112,EB3168,"Cache, Meadowville",2,10,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,113,EB3169,"Cache, Meadowville",2,36,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,114,EB3170,"Cache, South",2,22,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,115,EB3171,"Cache, South",2,66,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,116,EB3172,Manti,2,28,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,117,EB3173,Nebo/San Pitch Mtns,2,38,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,118,EB3174,Nebo/San Pitch Mtns,2,20,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,119,EB3175,Nebo/San Pitch Mtns,2,50,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,120,EB3176,Nebo/San Pitch Mtns,2,44,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,121,EB3177,Nebo/San Pitch Mtns,2,52,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,122,EB3178,Nebo/San Pitch Mtns,2,56,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,123,EB3179,Nebo/San Pitch Mtns,2,44,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,124,EB3180,"Fillmore, Pahvant",2,22,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,125,EB3181,"Fillmore, Pahvant",2,56,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,126,EB3182,La Sal Mtns,2,12,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,127,EB3183,La Sal Mtns,2,44,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,128,EB3184,Monroe,2,44,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,129,EB3185,Monroe,2,62,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,130,EB3186,Mt Dutton,2,32,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,131,EB3187,Mt Dutton,2,58,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,132,EB3188,Panguitch Lake,2,34,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,133,EB3189,Panguitch Lake,2,58,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,134,EB3190,Boulder,2,52,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,135,EB3191,Boulder,2,58,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,136,EB3192,Fishlake/Thousand Lakes,2,22,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,137,EB3193,San Juan Bull Elk,2,40,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,138,EB3194,San Juan Bull Elk,2,58,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,139,EB3195,Diamond Mtn,2,12,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,140,EB3196,Diamond Mtn,2,38,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,141,EB3197,"Southwest Desert, South",2,20,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,142,EB3198,"Southwest Desert, South",2,56,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,143,EB3199,Wasatch Mtns,2,18,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,144,EB3205,East Canyon,2,20,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,145,EB3208,Morgan-South Rich,2,38,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,146,EB3210,"North Slope, Three Corners",2,52,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,147,EB3500,Alton,2,44,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,148,EB3501,Bar J Ranch,2,48,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,149,EB3502,Bear Mountain,2,28,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,150,EB3503,Bear Springs,2,28,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,151,EB3504,Blackhawk,2,30,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,152,EB3505,Boobe Hole,2,48,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,153,EB3506,Causey Spring,2,40,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,154,EB3508,Chimney Rock,2,46,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,155,EB3509,Coldwater Ranch,2,52,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,156,EB3511,Cotton Thomas,2,28,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,157,EB3514,Deseret,2,54,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,158,EB3515,Double Cone,2,52,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,159,EB3516,Durst Mountain,2,44,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,160,EB3517,East Fork Chalk Creek,2,32,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,161,EB3519,Ensign Ranches,2,46,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,162,EB3520,Folley Ridge,2,44,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,163,EB3521,Grass Valley/Clark Canyon,2,40,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,164,EB3522,Grazing Pasture,2,54,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,165,EB3523,Guildersleeve,2,46,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,166,EB3524,Hardscrabble,2,26,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,167,EB3525,Heaston East,2,46,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,168,EB3526,Hiawatha,2,22,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,169,EB3527,Indian Head,2,34,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,170,EB3528,Ingham Peak,2,12,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,171,EB3529,Circle E Ranch,2,60,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,172,EB3530,Jacob's Creek,2,20,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,173,EB3531,Johnson Mountain Ranch,2,54,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,174,EB3532,Jump Creek,2,58,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,175,EB3533,Junction Valley,2,36,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,176,EB3534,Little Red Creek,2,52,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,177,EB3536,Minnie Maud Ridge,2,26,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,178,EB3538,Moon Ranch,2,44,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,179,EB3540,Old Woman Plateau,2,44,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,180,EB3541,Patmos Ridge,2,22,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,181,EB3543,Preston Nutter Ranch,2,56,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,182,EB3544,Redd Ranches,2,60,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,183,EB3545,Cactus Ranch LLC,2,38,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,184,EB3546,Roan Cliffs,2,34,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,185,EB3547,Sand Creek,2,44,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,186,EB3548,Scofield Canyons,2,38,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,187,EB3549,Scofield East,2,62,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,188,EB3550,Scofield West,2,50,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,189,EB3551,SJ Ranch,2,32,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,190,EB3552,Skull Crack,2,52,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,191,EB3553,Soldier Summit,2,42,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,192,EB3554,South Canyon,2,42,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,193,EB3555,Spring Creek/Dodge,2,52,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,194,EB3557,Strawberry Ridge,2,44,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,195,EB3558,Summit Point,2,46,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,196,EB3559,Three C,2,50,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,197,EB3562,Wallsburg,2,20,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,198,EB3564,Woodruff Creek South,2,42,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,199,EB3565,North Peaks,2,52,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,200,EB3603,Pahvant Ensign,2,50,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,201,EB3604,Double R Ranch,2,42,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,202,EB3606,Mountain Sky Ranch,2,40,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,203,EB3607,West Willow Creek Ranch,2,36,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,204,EB3608,Avintaquin Canyon,2,20,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,205,EB3610,Sharp Mountain,2,48,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,206,EB3611,West Ridge,2,28,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,207,EB3613,Little Pole Canyon,2,40,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,208,EB3614,Tunnel Hollow,2,22,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,209,EB3619,Weber Florence Creek/Stillman Creek,2,32,OK
2026_PERMITS=2027_MODEL__L.E. ELK.pdf,210,EB3620,The Dirty Dozen,2,44,OK
2026_PERMITS=2027_MODEL__L.E. PRONGHORN.pdf,1,PRO,Buck Pronghorn Bonus Point,2,56,OK
2026_PERMITS=2027_MODEL__L.E. PRONGHORN.pdf,2,PB5000,Beaver,2,20,OK
2026_PERMITS=2027_MODEL__L.E. PRONGHORN.pdf,3,PB5001,"Book Cliffs, Bitter Creek",2,22,OK
2026_PERMITS=2027_MODEL__L.E. PRONGHORN.pdf,4,PB5002,"Book Cliffs, South",2,36,OK
2026_PERMITS=2027_MODEL__L.E. PRONGHORN.pdf,5,PB5003,"Box Elder, Promontory",2,2,OK
2026_PERMITS=2027_MODEL__L.E. PRONGHORN.pdf,6,PB5004,"Box Elder, Puddle Valley",2,12,OK
2026_PERMITS=2027_MODEL__L.E. PRONGHORN.pdf,7,PB5005,"Box Elder, Snowville",2,16,OK
2026_PERMITS=2027_MODEL__L.E. PRONGHORN.pdf,8,PB5006,"Box Elder, West",2,16,OK
2026_PERMITS=2027_MODEL__L.E. PRONGHORN.pdf,9,PB5008,"Fillmore, Oak Creek South",2,36,OK
2026_PERMITS=2027_MODEL__L.E. PRONGHORN.pdf,10,PB5009,"La Sal, Potash/South Cisco",2,10,OK
2026_PERMITS=2027_MODEL__L.E. PRONGHORN.pdf,11,PB5011,"Nine Mile, Anthro-Myton Bench",2,34,OK
2026_PERMITS=2027_MODEL__L.E. PRONGHORN.pdf,12,PB5012,"North Slope, Three Corners/West Daggett",2,30,OK
2026_PERMITS=2027_MODEL__L.E. PRONGHORN.pdf,13,PB5013,Pine Valley,2,18,OK
2026_PERMITS=2027_MODEL__L.E. PRONGHORN.pdf,14,PB5015,"San Rafael, North",2,36,OK
2026_PERMITS=2027_MODEL__L.E. PRONGHORN.pdf,15,PB5016,Diamond Mtn/Bonanza,2,32,OK
2026_PERMITS=2027_MODEL__L.E. PRONGHORN.pdf,16,PB5017,Vernal,2,30,OK
2026_PERMITS=2027_MODEL__L.E. PRONGHORN.pdf,17,PB5018,Southwest Desert,2,36,OK
2026_PERMITS=2027_MODEL__L.E. PRONGHORN.pdf,18,PB5019,"West Desert, Riverbed",2,32,OK
2026_PERMITS=2027_MODEL__L.E. PRONGHORN.pdf,19,PB5020,"West Desert, Rush Valley",2,18,OK
2026_PERMITS=2027_MODEL__L.E. PRONGHORN.pdf,20,PB5021,"West Desert, Snake Valley",2,36,OK
2026_PERMITS=2027_MODEL__L.E. PRONGHORN.pdf,21,PB5024,Southwest Desert,2,36,OK
2026_PERMITS=2027_MODEL__L.E. PRONGHORN.pdf,22,PB5025,Beaver,2,40,OK
2026_PERMITS=2027_MODEL__L.E. PRONGHORN.pdf,23,PB5026,"Book Cliffs, Bitter Creek",2,36,OK
2026_PERMITS=2027_MODEL__L.E. PRONGHORN.pdf,24,PB5027,"Book Cliffs, South",2,36,OK
2026_PERMITS=2027_MODEL__L.E. PRONGHORN.pdf,25,PB5028,"Box Elder, Promontory",2,28,OK
2026_PERMITS=2027_MODEL__L.E. PRONGHORN.pdf,26,PB5029,"Box Elder, Puddle Valley",2,34,OK
2026_PERMITS=2027_MODEL__L.E. PRONGHORN.pdf,27,PB5030,"Box Elder, Snowville",2,30,OK
2026_PERMITS=2027_MODEL__L.E. PRONGHORN.pdf,28,PB5031,"Box Elder, West",2,34,OK
2026_PERMITS=2027_MODEL__L.E. PRONGHORN.pdf,29,PB5033,"Fillmore, Oak Creek South",2,36,OK
2026_PERMITS=2027_MODEL__L.E. PRONGHORN.pdf,30,PB5034,Kaiparowits,2,16,OK
2026_PERMITS=2027_MODEL__L.E. PRONGHORN.pdf,31,PB5035,"La Sal, Potash/South Cisco",2,36,OK
2026_PERMITS=2027_MODEL__L.E. PRONGHORN.pdf,32,PB5037,"Nine Mile, Anthro-Myton Bench",2,36,OK
2026_PERMITS=2027_MODEL__L.E. PRONGHORN.pdf,33,PB5038,"Nine Mile, Range Creek",2,36,OK
2026_PERMITS=2027_MODEL__L.E. PRONGHORN.pdf,34,PB5039,"North Slope, Summit",2,36,OK
2026_PERMITS=2027_MODEL__L.E. PRONGHORN.pdf,35,PB5040,"North Slope, Three Corners/West Daggett",2,34,OK
2026_PERMITS=2027_MODEL__L.E. PRONGHORN.pdf,36,PB5041,"Panguitch Lake/Zion, North",2,36,OK
2026_PERMITS=2027_MODEL__L.E. PRONGHORN.pdf,37,PB5042,Pine Valley,2,34,OK
2026_PERMITS=2027_MODEL__L.E. PRONGHORN.pdf,38,PB5044,"San Juan, Hatch Point",2,14,OK
2026_PERMITS=2027_MODEL__L.E. PRONGHORN.pdf,39,PB5045,"San Rafael, Desert",2,36,OK
2026_PERMITS=2027_MODEL__L.E. PRONGHORN.pdf,40,PB5046,"San Rafael, North",2,46,OK
2026_PERMITS=2027_MODEL__L.E. PRONGHORN.pdf,41,PB5047,Diamond Mtn/Bonanza,2,36,OK
2026_PERMITS=2027_MODEL__L.E. PRONGHORN.pdf,42,PB5048,Vernal,2,34,OK
2026_PERMITS=2027_MODEL__L.E. PRONGHORN.pdf,43,PB5049,Southwest Desert,2,40,OK
2026_PERMITS=2027_MODEL__L.E. PRONGHORN.pdf,44,PB5050,"West Desert, Riverbed",2,38,OK
2026_PERMITS=2027_MODEL__L.E. PRONGHORN.pdf,45,PB5051,"West Desert, Rush Valley",2,36,OK
2026_PERMITS=2027_MODEL__L.E. PRONGHORN.pdf,46,PB5052,"West Desert, Snake Valley",2,36,OK
2026_PERMITS=2027_MODEL__L.E. PRONGHORN.pdf,47,PB5053,"Nine Mile, Range Creek",2,10,OK
2026_PERMITS=2027_MODEL__L.E. PRONGHORN.pdf,48,PB5054,"Panguitch Lake/Zion, North",2,32,OK
2026_PERMITS=2027_MODEL__L.E. PRONGHORN.pdf,49,PB5055,"San Rafael, Desert",2,10,OK
2026_PERMITS=2027_MODEL__L.E. PRONGHORN.pdf,50,PB5056,"San Rafael, North",2,34,OK
2026_PERMITS=2027_MODEL__L.E. PRONGHORN.pdf,51,PB5059,"Nine Mile, Anthro-Myton Bench",2,32,OK
2026_PERMITS=2027_MODEL__L.E. PRONGHORN.pdf,52,PB5060,Diamond Mtn/Bonanza,2,36,OK
2026_PERMITS=2027_MODEL__L.E. PRONGHORN.pdf,53,PB5061,"Panguitch Lake/Zion, North",2,26,OK
2026_PERMITS=2027_MODEL__L.E. PRONGHORN.pdf,54,PB5062,Pine Valley,2,26,OK
2026_PERMITS=2027_MODEL__L.E. PRONGHORN.pdf,55,PB5065,"Fillmore, Oak Creek South",2,34,OK
2026_PERMITS=2027_MODEL__L.E. PRONGHORN.pdf,56,PB5066,"North Slope, Three Corners/West Daggett",2,20,OK
2026_PERMITS=2027_MODEL__L.E. PRONGHORN.pdf,57,PB5072,Vernal,2,26,OK
2026_PERMITS=2027_MODEL__L.E. PRONGHORN.pdf,58,PB5073,"Cache, Rich",2,26,OK
2026_PERMITS=2027_MODEL__L.E. PRONGHORN.pdf,59,PB5074,"Cache, Rich",2,6,OK
2026_PERMITS=2027_MODEL__L.E. PRONGHORN.pdf,60,PB5075,"Cache, Rich",2,18,OK
2026_PERMITS=2027_MODEL__L.E. PRONGHORN.pdf,61,PB5076,Parker Mtn,2,40,OK
2026_PERMITS=2027_MODEL__L.E. PRONGHORN.pdf,62,PB5077,Parker Mtn,2,32,OK
2026_PERMITS=2027_MODEL__L.E. PRONGHORN.pdf,63,PB5078,Parker Mtn,2,34,OK
2026_PERMITS=2027_MODEL__L.E. PRONGHORN.pdf,64,PB5079,"Box Elder, West",2,18,OK
2026_PERMITS=2027_MODEL__L.E. PRONGHORN.pdf,65,PB5080,"Box Elder, Snowville",2,18,OK
2026_PERMITS=2027_MODEL__L.E. PRONGHORN.pdf,66,PB5300,Antelope Creek,2,16,OK
2026_PERMITS=2027_MODEL__L.E. PRONGHORN.pdf,67,PB5302,Deseret,2,26,OK
2026_PERMITS=2027_MODEL__L.E. PRONGHORN.pdf,68,PB5305,Park Valley,2,20,OK
2026_PERMITS=2027_MODEL__L.E. PRONGHORN.pdf,69,PB5306,Rabbit Creek,2,16,OK
2026_PERMITS=2027_MODEL__L.E. PRONGHORN.pdf,70,PB5309,Skull Valley South,2,18,OK
2026_PERMITS=2027_MODEL__L.E. PRONGHORN.pdf,71,PB5311,The Rose of Snowville,2,22,OK
2026_PERMITS=2027_MODEL__L.E. PRONGHORN.pdf,72,PB5312,TL Bar Ranch,2,4,OK
2026_PERMITS=2027_MODEL__L.E. PRONGHORN.pdf,73,PB5314,Westlake,2,16,OK
2026_PERMITS=2027_MODEL__L.E. PRONGHORN.pdf,74,PB5315,Zane,2,16,OK
2026_PERMITS=2027_MODEL__L.E. PRONGHORN.pdf,75,PB5325,Allen Ranch,2,14,OK
