hunt_code,candidate_extra_rows,hunt_names,species,residency_counts,points,source_files
EB3117,1,Panguitch Lake,Elk,Resident:1,16,UtahDraws live DrawOddsData: Big Game:Limited-Entry
EB3120,5,Fishlake/Thousand Lakes,Elk,Nonresident:1; Resident:4,"0, 4, 15, 16, 19",UtahDraws live DrawOddsData: Big Game:Limited-Entry
EB3121,2,San Juan Bull Elk,Elk,Resident:2,"22, 29",UtahDraws live DrawOddsData: Big Game:Limited-Entry
EB3122,1,Diamond Mtn,Elk,Resident:1,3,UtahDraws live DrawOddsData: Big Game:Limited-Entry
EB3124,6,Wasatch Mtns,Elk,Nonresident:1; Resident:5,"5, 6, 7, 8, 9, 19",UtahDraws live DrawOddsData: Big Game:Limited-Entry
EB3126,15,Manti,Elk,Nonresident:6; Resident:9,"1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 13, 14, 16, 21",UtahDraws live DrawOddsData: Big Game:Limited-Entry
EB3127,13,Wasatch Mtns,Elk,Nonresident:4; Resident:9,"0, 1, 2, 4, 5, 6, 7, 9, 10, 14",UtahDraws live DrawOddsData: Big Game:Limited-Entry
EB3130,1,"Box Elder, Pilot Mtn",Elk,Resident:1,5,UtahDraws live DrawOddsData: Big Game:Limited-Entry
EB3132,4,"Cache, North",Elk,Resident:4,"1, 3, 4, 7",UtahDraws live DrawOddsData: Big Game:Limited-Entry
EB3135,2,Barney Top/Kaiparowits,Elk,Nonresident:1; Resident:1,"6, 8",UtahDraws live DrawOddsData: Big Game:Limited-Entry
EB3136,5,"Southwest Desert, North",Elk,Resident:5,"0, 2, 3, 4, 9",UtahDraws live DrawOddsData: Big Game:Limited-Entry
EB3137,4,"West Desert, Deep Creek",Elk,Resident:4,"4, 5, 6, 10",UtahDraws live DrawOddsData: Big Game:Limited-Entry
EB3139,4,"Cache, North",Elk,Resident:4,"1, 3, 5, 6",UtahDraws live DrawOddsData: Big Game:Limited-Entry
EB3142,2,Barney Top/Kaiparowits,Elk,Resident:2,"4, 9",UtahDraws live DrawOddsData: Big Game:Limited-Entry
EB3143,2,"Southwest Desert, North",Elk,Nonresident:1; Resident:1,"2, 9",UtahDraws live DrawOddsData: Big Game:Limited-Entry
EB3144,5,"West Desert, Deep Creek",Elk,Nonresident:1; Resident:4,"1, 3, 4, 9",UtahDraws live DrawOddsData: Big Game:Limited-Entry
EB3145,8,Boulder,Elk,Nonresident:1; Resident:7,"2, 3, 4, 5, 8, 9, 10",UtahDraws live DrawOddsData: Big Game:Limited-Entry
EB3146,9,"Southwest Desert, South",Elk,Nonresident:1; Resident:8,"1, 2, 3, 4, 5, 6, 7, 8, 9",UtahDraws live DrawOddsData: Big Game:Limited-Entry
EB3147,2,"Box Elder, Grouse Creek",Elk,Resident:2,"0, 8",UtahDraws live DrawOddsData: Big Game:Limited-Entry
EB3148,6,Boulder,Elk,Nonresident:1; Resident:5,"2, 6, 9, 10, 13, 21",UtahDraws live DrawOddsData: Big Game:Limited-Entry
EB3149,5,"Southwest Desert, South",Elk,Resident:5,"1, 6, 7, 9, 15",UtahDraws live DrawOddsData: Big Game:Limited-Entry
EB3150,3,"Box Elder, Grouse Creek",Elk,Resident:3,"1, 4, 9",UtahDraws live DrawOddsData: Big Game:Limited-Entry
EB3151,6,Boulder,Elk,Resident:6,"0, 5, 8, 9, 10, 13",UtahDraws live DrawOddsData: Big Game:Limited-Entry
EB3152,8,"Southwest Desert, South",Elk,Nonresident:1; Resident:7,"4, 5, 6, 9, 10, 12, 15, 17",UtahDraws live DrawOddsData: Big Game:Limited-Entry
EB3153,1,"Box Elder, Grouse Creek",Elk,Nonresident:1,7,UtahDraws live DrawOddsData: Big Game:Limited-Entry
EB3154,3,Boulder,Elk,Nonresident:1; Resident:2,"9, 10, 19",UtahDraws live DrawOddsData: Big Game:Limited-Entry
EB3155,8,"Southwest Desert, South",Elk,Nonresident:1; Resident:7,"3, 5, 6, 7, 8, 9, 12, 26",UtahDraws live DrawOddsData: Big Game:Limited-Entry
EB3156,3,Boulder,Elk,Resident:3,"5, 11, 29",UtahDraws live DrawOddsData: Big Game:Limited-Entry
EB3158,3,"Beaver, East",Elk,Resident:3,"0, 6, 7",UtahDraws live DrawOddsData: Big Game:Limited-Entry
EB3159,11,"Beaver, East",Elk,Nonresident:1; Resident:10,"3, 5, 6, 10, 12, 13, 14, 16, 17, 18",UtahDraws live DrawOddsData: Big Game:Limited-Entry
EB3160,6,"Book Cliffs, Bitter Creek/East",Elk,Nonresident:1; Resident:5,"1, 3, 5, 6, 7, 9",UtahDraws live DrawOddsData: Big Game:Limited-Entry
EB3161,1,"Book Cliffs, Bitter Creek/East",Elk,Resident:1,5,UtahDraws live DrawOddsData: Big Game:Limited-Entry
EB3162,3,"Book Cliffs, Bitter Creek/East",Elk,Nonresident:1; Resident:2,"9, 11, 14",UtahDraws live DrawOddsData: Big Game:Limited-Entry
EB3163,5,"Book Cliffs, Bitter Creek/East",Elk,Nonresident:1; Resident:4,"0, 6, 7, 10, 19",UtahDraws live DrawOddsData: Big Game:Limited-Entry
EB3164,7,"Book Cliffs, Bitter Creek/East",Elk,Nonresident:1; Resident:6,"1, 4, 5, 7, 8, 13",UtahDraws live DrawOddsData: Big Game:Limited-Entry
EB3166,4,"Book Cliffs, Bitter Creek/East",Elk,Resident:4,"3, 4, 5, 15",UtahDraws live DrawOddsData: Big Game:Limited-Entry
EB3167,3,"Book Cliffs, Little Creek Roadless",Elk,Nonresident:1; Resident:2,"12, 15, 18",UtahDraws live DrawOddsData: Big Game:Limited-Entry
EB3169,2,"Cache, Meadowville",Elk,Resident:2,"2, 3",UtahDraws live DrawOddsData: Big Game:Limited-Entry
EB3171,3,"Cache, South",Elk,Resident:3,"3, 7, 10",UtahDraws live DrawOddsData: Big Game:Limited-Entry
EB3172,1,Manti,Elk,Resident:1,1,UtahDraws live DrawOddsData: Big Game:Limited-Entry
EB3173,9,Nebo/San Pitch Mtns,Elk,Nonresident:1; Resident:8,"1, 2, 3, 5, 6, 7, 8, 9",UtahDraws live DrawOddsData: Big Game:Limited-Entry
EB3174,1,Nebo/San Pitch Mtns,Elk,Nonresident:1,1,UtahDraws live DrawOddsData: Big Game:Limited-Entry
EB3175,3,Nebo/San Pitch Mtns,Elk,Resident:3,"1, 10, 17",UtahDraws live DrawOddsData: Big Game:Limited-Entry
EB3176,5,Nebo/San Pitch Mtns,Elk,Resident:5,"2, 3, 5, 12, 15",UtahDraws live DrawOddsData: Big Game:Limited-Entry
EB3177,6,Nebo/San Pitch Mtns,Elk,Resident:6,"2, 4, 5, 6, 9, 14",UtahDraws live DrawOddsData: Big Game:Limited-Entry
EB3178,1,Nebo/San Pitch Mtns,Elk,Resident:1,11,UtahDraws live DrawOddsData: Big Game:Limited-Entry
EB3179,4,Nebo/San Pitch Mtns,Elk,Nonresident:1; Resident:3,"2, 7, 8, 10",UtahDraws live DrawOddsData: Big Game:Limited-Entry
EB3181,8,"Fillmore, Pahvant",Elk,Resident:8,"1, 3, 5, 8, 9, 11, 17, 18",UtahDraws live DrawOddsData: Big Game:Limited-Entry
EB3183,7,La Sal Mtns,Elk,Resident:7,"2, 3, 4, 5, 7, 8, 9",UtahDraws live DrawOddsData: Big Game:Limited-Entry
EB3184,1,Monroe,Elk,Resident:1,5,UtahDraws live DrawOddsData: Big Game:Limited-Entry
EB3185,4,Monroe,Elk,Resident:4,"12, 13, 14, 26",UtahDraws live DrawOddsData: Big Game:Limited-Entry
EB3186,5,Mt Dutton,Elk,Nonresident:1; Resident:4,"1, 2, 4, 5, 11",UtahDraws live DrawOddsData: Big Game:Limited-Entry
EB3187,7,Mt Dutton,Elk,Nonresident:2; Resident:5,"4, 6, 11, 14, 20, 26",UtahDraws live DrawOddsData: Big Game:Limited-Entry
EB3188,2,Panguitch Lake,Elk,Resident:2,"2, 6",UtahDraws live DrawOddsData: Big Game:Limited-Entry
EB3189,6,Panguitch Lake,Elk,Resident:6,"5, 6, 13, 14, 15, 21",UtahDraws live DrawOddsData: Big Game:Limited-Entry
EB3190,1,Boulder,Elk,Resident:1,4,UtahDraws live DrawOddsData: Big Game:Limited-Entry
EB3191,8,Boulder,Elk,Resident:8,"0, 1, 2, 4, 5, 7, 14, 16",UtahDraws live DrawOddsData: Big Game:Limited-Entry
EB3192,2,Fishlake/Thousand Lakes,Elk,Resident:2,"0, 1",UtahDraws live DrawOddsData: Big Game:Limited-Entry
EB3193,1,San Juan Bull Elk,Elk,Nonresident:1,1,UtahDraws live DrawOddsData: Big Game:Limited-Entry
EB3194,6,San Juan Bull Elk,Elk,Nonresident:1; Resident:5,"1, 9, 12, 14, 15, 19",UtahDraws live DrawOddsData: Big Game:Limited-Entry
EB3195,2,Diamond Mtn,Elk,Resident:2,"1, 2",UtahDraws live DrawOddsData: Big Game:Limited-Entry
EB3196,2,Diamond Mtn,Elk,Resident:2,"3, 4",UtahDraws live DrawOddsData: Big Game:Limited-Entry
EB3197,1,"Southwest Desert, South",Elk,Nonresident:1,7,UtahDraws live DrawOddsData: Big Game:Limited-Entry
EB3198,10,"Southwest Desert, South",Elk,Nonresident:1; Resident:9,"0, 2, 3, 5, 6, 7, 10, 14, 15, 24",UtahDraws live DrawOddsData: Big Game:Limited-Entry
EB3199,3,Wasatch Mtns,Elk,Resident:3,"0, 3, 5",UtahDraws live DrawOddsData: Big Game:Limited-Entry
EB3205,1,East Canyon,Elk,Resident:1,2,UtahDraws live DrawOddsData: Big Game:Limited-Entry
EB3208,3,Morgan-South Rich,Elk,Resident:3,"0, 9, 10",UtahDraws live DrawOddsData: Big Game:Limited-Entry
EB3210,2,"North Slope, Three Corners",Elk,Resident:2,"4, 7",UtahDraws live DrawOddsData: Big Game:Limited-Entry
EB3501,1,Bar J Ranch,Elk,Resident:1,5,UtahDraws live DrawOddsData: Big Game:CWMU
EB3503,1,Bear Springs,Elk,Resident:1,1,UtahDraws live DrawOddsData: Big Game:CWMU
EB3504,1,Blackhawk,Elk,Resident:1,5,UtahDraws live DrawOddsData: Big Game:CWMU
EB3508,1,Chimney Rock,Elk,Resident:1,5,UtahDraws live DrawOddsData: Big Game:CWMU
EB3514,8,Deseret,Elk,Resident:8,"4, 8, 14, 16, 18, 19, 24, 25",UtahDraws live DrawOddsData: Big Game:CWMU
EB3515,1,Double Cone,Elk,Resident:1,7,UtahDraws live DrawOddsData: Big Game:CWMU
EB3516,1,Durst Mountain,Elk,Resident:1,2,UtahDraws live DrawOddsData: Big Game:CWMU
EB3519,2,Ensign Ranches,Elk,Resident:2,"5, 8",UtahDraws live DrawOddsData: Big Game:CWMU
EB3521,1,Grass Valley/Clark Canyon,Elk,Resident:1,3,UtahDraws live DrawOddsData: Big Game:CWMU
EB3524,1,Hardscrabble,Elk,Resident:1,5,UtahDraws live DrawOddsData: Big Game:CWMU
EB3531,1,Johnson Mountain Ranch,Elk,Resident:1,10,UtahDraws live DrawOddsData: Big Game:CWMU
EB3532,1,Jump Creek,Elk,Resident:1,8,UtahDraws live DrawOddsData: Big Game:CWMU
EB3533,1,Junction Valley,Elk,Resident:1,6,UtahDraws live DrawOddsData: Big Game:CWMU
EB3534,1,Little Red Creek,Elk,Resident:1,2,UtahDraws live DrawOddsData: Big Game:CWMU
EB3538,1,Moon Ranch,Elk,Resident:1,0,UtahDraws live DrawOddsData: Big Game:CWMU
EB3543,1,Preston Nutter Ranch,Elk,Resident:1,17,UtahDraws live DrawOddsData: Big Game:CWMU
EB3544,1,Redd Ranches,Elk,Resident:1,9,UtahDraws live DrawOddsData: Big Game:CWMU
EB3548,1,Scofield Canyons,Elk,Resident:1,2,UtahDraws live DrawOddsData: Big Game:CWMU
EB3554,1,South Canyon,Elk,Resident:1,6,UtahDraws live DrawOddsData: Big Game:CWMU
EB3559,1,Three C,Elk,Resident:1,17,UtahDraws live DrawOddsData: Big Game:CWMU
EB3564,1,Woodruff Creek South,Elk,Resident:1,9,UtahDraws live DrawOddsData: Big Game:CWMU
EB3565,1,North Peaks,Elk,Resident:1,9,UtahDraws live DrawOddsData: Big Game:CWMU
EB3610,1,Sharp Mountain,Elk,Resident:1,10,UtahDraws live DrawOddsData: Big Game:CWMU
EB3619,3,Weber Florence Creek/Stillman Creek,Elk,Resident:3,"1, 2, 6",UtahDraws live DrawOddsData: Big Game:CWMU
GO1000,1,Sportsman Mountain Goat,Mountain Goat,Resident:1,0,UtahDraws live DrawOddsData: Sportsman:Sportsman
GO6800,1,Beaver,Mountain Goat,Resident:1,7,UtahDraws live DrawOddsData: Big Game:Once-in-a-lifetime
GO6801,4,Beaver,Mountain Goat,Resident:4,"15, 20, 24, 25",UtahDraws live DrawOddsData: Big Game:Once-in-a-lifetime
GO6803,8,Nebo,Mountain Goat,Nonresident:1; Resident:7,"0, 7, 8, 9, 10, 14, 16",UtahDraws live DrawOddsData: Big Game:Once-in-a-lifetime
GO6804,1,High Uintas Kamas,Mountain Goat,Resident:1,7,UtahDraws live DrawOddsData: Big Game:Once-in-a-lifetime
GO6805,2,High Uintas Central,Mountain Goat,Resident:2,"11, 12",UtahDraws live DrawOddsData: Big Game:Once-in-a-lifetime
GO6806,1,High Uintas East,Mountain Goat,Resident:1,4,UtahDraws live DrawOddsData: Big Game:Once-in-a-lifetime
GO6808,6,High Uintas West,Mountain Goat,Nonresident:1; Resident:5,"4, 11, 12, 14, 15, 21",UtahDraws live DrawOddsData: Big Game:Once-in-a-lifetime
GO6810,1,"Ogden, Willard Peak",Mountain Goat,Resident:1,15,UtahDraws live DrawOddsData: Big Game:Once-in-a-lifetime
GO6813,2,"Wasatch Mtns, Provo Peak",Mountain Goat,Resident:2,"5, 20",UtahDraws live DrawOddsData: Big Game:Once-in-a-lifetime
GO6817,5,La Sal Mtns,Mountain Goat,Nonresident:1; Resident:4,"6, 12, 14, 17, 19",UtahDraws live DrawOddsData: Big Game:Once-in-a-lifetime
GO6818,1,"Wasatch Mtns, Box Elder Peak",Mountain Goat,Resident:1,21,UtahDraws live DrawOddsData: Big Game:Once-in-a-lifetime
GO6820,4,"Wasatch Mtns, Timpanogos",Mountain Goat,Resident:4,"9, 11, 12, 15",UtahDraws live DrawOddsData: Big Game:Once-in-a-lifetime
GO6821,5,Nebo,Mountain Goat,Resident:5,"1, 6, 8, 12, 16",UtahDraws live DrawOddsData: Big Game:Once-in-a-lifetime
MB1000,1,Sportsman Bull Moose,Moose,Resident:1,0,UtahDraws live DrawOddsData: Sportsman:Sportsman
MB6000,5,Cache,Moose,Nonresident:1; Resident:4,"6, 10, 14, 26, 29",UtahDraws live DrawOddsData: Big Game:Once-in-a-lifetime
MB6001,3,Chalk Creek,Moose,Resident:3,"0, 18, 28",UtahDraws live DrawOddsData: Big Game:Once-in-a-lifetime
MB6002,2,East Canyon,Moose,Resident:2,"19, 21",UtahDraws live DrawOddsData: Big Game:Once-in-a-lifetime
MB6003,4,"East Canyon, Morgan-Summit",Moose,Resident:4,"3, 13, 26, 27",UtahDraws live DrawOddsData: Big Game:Once-in-a-lifetime
MB6004,3,Kamas,Moose,Resident:3,"4, 15, 27",UtahDraws live DrawOddsData: Big Game:Once-in-a-lifetime
MB6005,3,Morgan-South Rich,Moose,Resident:3,"21, 27, 28",UtahDraws live DrawOddsData: Big Game:Once-in-a-lifetime
MB6006,8,"North Slope, Summit",Moose,Nonresident:2; Resident:6,"6, 9, 11, 14, 17, 20, 24, 28",UtahDraws live DrawOddsData: Big Game:Once-in-a-lifetime
MB6007,3,"North Slope, Three Corners/West Daggett",Moose,Nonresident:1; Resident:2,"7, 8, 12",UtahDraws live DrawOddsData: Big Game:Once-in-a-lifetime
MB6008,4,Ogden,Moose,Resident:4,"12, 19, 24, 28",UtahDraws live DrawOddsData: Big Game:Once-in-a-lifetime
MB6009,1,Diamond Mtn/Vernal,Moose,Resident:1,5,UtahDraws live DrawOddsData: Big Game:Once-in-a-lifetime
MB6010,2,Yellowstone,Moose,Resident:2,"3, 19",UtahDraws live DrawOddsData: Big Game:Once-in-a-lifetime
MB6011,8,Wasatch Mtns/Central Mtns,Moose,Nonresident:1; Resident:7,"3, 6, 8, 9, 11, 20, 25, 27",UtahDraws live DrawOddsData: Big Game:Once-in-a-lifetime
MB6012,1,Box Elder,Moose,Resident:1,22,UtahDraws live DrawOddsData: Big Game:Once-in-a-lifetime
MB6202,1,Causey Spring,Moose,Resident:1,16,UtahDraws live DrawOddsData: Big Game:CWMU
MB6206,1,Deseret,Moose,Resident:1,29,UtahDraws live DrawOddsData: Big Game:CWMU
MB6208,1,East Fork Chalk Creek,Moose,Resident:1,19,UtahDraws live DrawOddsData: Big Game:CWMU
MB6211,2,Grass Valley/Clark Canyon,Moose,Resident:2,"19, 28",UtahDraws live DrawOddsData: Big Game:CWMU
MB6219,1,Skull Crack,Moose,Resident:1,24,UtahDraws live DrawOddsData: Big Game:CWMU
MB6251,1,Hardscrabble,Moose,Resident:1,9,UtahDraws live DrawOddsData: Big Game:CWMU
MB6256,1,Woodruff Creek South,Moose,Resident:1,21,UtahDraws live DrawOddsData: Big Game:CWMU
MB6258,1,Jacob's Creek,Moose,Resident:1,17,UtahDraws live DrawOddsData: Big Game:CWMU
MB6266,2,Weber Florence Creek/Stillman Creek,Moose,Resident:2,"20, 27",UtahDraws live DrawOddsData: Big Game:CWMU
PB1000,1,Sportsman Buck Pronghorn,Pronghorn,Resident:1,0,UtahDraws live DrawOddsData: Sportsman:Sportsman
PB5000,2,Beaver,Pronghorn,Resident:2,"0, 1",UtahDraws live DrawOddsData: Big Game:Limited-Entry
PB5001,2,"Book Cliffs, Bitter Creek",Pronghorn,Resident:2,"0, 1",UtahDraws live DrawOddsData: Big Game:Limited-Entry
PB5002,1,"Book Cliffs, South",Pronghorn,Nonresident:1,14,UtahDraws live DrawOddsData: Big Game:Limited-Entry
PB5004,1,"Box Elder, Puddle Valley",Pronghorn,Resident:1,0,UtahDraws live DrawOddsData: Big Game:Limited-Entry
PB5005,1,"Box Elder, Snowville",Pronghorn,Resident:1,0,UtahDraws live DrawOddsData: Big Game:Limited-Entry
PB5006,1,"Box Elder, West",Pronghorn,Resident:1,0,UtahDraws live DrawOddsData: Big Game:Limited-Entry
PB5008,1,"Fillmore, Oak Creek South",Pronghorn,Resident:1,3,UtahDraws live DrawOddsData: Big Game:Limited-Entry
PB5009,2,"La Sal, Potash/South Cisco",Pronghorn,Resident:2,"0, 1",UtahDraws live DrawOddsData: Big Game:Limited-Entry
PB5011,3,"Nine Mile, Anthro-Myton Bench",Pronghorn,Nonresident:1; Resident:2,"1, 2, 3",UtahDraws live DrawOddsData: Big Game:Limited-Entry
PB5012,1,"North Slope, Three Corners/West Daggett",Pronghorn,Resident:1,0,UtahDraws live DrawOddsData: Big Game:Limited-Entry
PB5013,1,Pine Valley,Pronghorn,Resident:1,0,UtahDraws live DrawOddsData: Big Game:Limited-Entry
PB5015,2,"San Rafael, North",Pronghorn,Resident:2,"2, 3",UtahDraws live DrawOddsData: Big Game:Limited-Entry
PB5016,1,Diamond Mtn/Bonanza,Pronghorn,Resident:1,2,UtahDraws live DrawOddsData: Big Game:Limited-Entry
PB5018,3,Southwest Desert,Pronghorn,Nonresident:2; Resident:1,"0, 7, 10",UtahDraws live DrawOddsData: Big Game:Limited-Entry
PB5019,2,"West Desert, Riverbed",Pronghorn,Resident:2,"1, 3",UtahDraws live DrawOddsData: Big Game:Limited-Entry
PB5020,1,"West Desert, Rush Valley",Pronghorn,Resident:1,0,UtahDraws live DrawOddsData: Big Game:Limited-Entry
PB5021,1,"West Desert, Snake Valley",Pronghorn,Resident:1,0,UtahDraws live DrawOddsData: Big Game:Limited-Entry
PB5024,1,Southwest Desert,Pronghorn,Resident:1,0,UtahDraws live DrawOddsData: Big Game:Limited-Entry
PB5025,8,Beaver,Pronghorn,Nonresident:2; Resident:6,"0, 2, 3, 4, 5, 6, 17",UtahDraws live DrawOddsData: Big Game:Limited-Entry
PB5026,5,"Book Cliffs, Bitter Creek",Pronghorn,Nonresident:2; Resident:3,"0, 1, 2, 9, 16",UtahDraws live DrawOddsData: Big Game:Limited-Entry
PB5027,7,"Book Cliffs, South",Pronghorn,Nonresident:2; Resident:5,"0, 2, 3, 4, 5, 14, 17",UtahDraws live DrawOddsData: Big Game:Limited-Entry
PB5028,2,"Box Elder, Promontory",Pronghorn,Resident:2,"0, 1",UtahDraws live DrawOddsData: Big Game:Limited-Entry
PB5029,1,"Box Elder, Puddle Valley",Pronghorn,Resident:1,2,UtahDraws live DrawOddsData: Big Game:Limited-Entry
PB5030,6,"Box Elder, Snowville",Pronghorn,Nonresident:2; Resident:4,"0, 1, 4, 5, 7, 14",UtahDraws live DrawOddsData: Big Game:Limited-Entry
PB5031,6,"Box Elder, West",Pronghorn,Nonresident:1; Resident:5,"0, 1, 2, 3, 5",UtahDraws live DrawOddsData: Big Game:Limited-Entry
PB5033,11,"Fillmore, Oak Creek South",Pronghorn,Nonresident:2; Resident:9,"0, 1, 2, 3, 4, 5, 6, 7, 8, 10",UtahDraws live DrawOddsData: Big Game:Limited-Entry
PB5034,1,Kaiparowits,Pronghorn,Resident:1,0,UtahDraws live DrawOddsData: Big Game:Limited-Entry
PB5035,3,"La Sal, Potash/South Cisco",Pronghorn,Resident:3,"0, 2, 4",UtahDraws live DrawOddsData: Big Game:Limited-Entry
PB5037,7,"Nine Mile, Anthro-Myton Bench",Pronghorn,Nonresident:2; Resident:5,"0, 1, 2, 3, 4, 9, 16",UtahDraws live DrawOddsData: Big Game:Limited-Entry
PB5038,3,"Nine Mile, Range Creek",Pronghorn,Nonresident:1; Resident:2,"0, 3, 5",UtahDraws live DrawOddsData: Big Game:Limited-Entry
PB5039,1,"North Slope, Summit",Pronghorn,Resident:1,0,UtahDraws live DrawOddsData: Big Game:Limited-Entry
PB5040,3,"North Slope, Three Corners/West Daggett",Pronghorn,Resident:3,"0, 1, 4",UtahDraws live DrawOddsData: Big Game:Limited-Entry
PB5041,5,"Panguitch Lake/Zion, North",Pronghorn,Nonresident:1; Resident:4,"2, 4, 5, 7, 8",UtahDraws live DrawOddsData: Big Game:Limited-Entry
PB5042,5,Pine Valley,Pronghorn,Resident:5,"0, 1, 2, 4, 5",UtahDraws live DrawOddsData: Big Game:Limited-Entry
PB5044,2,"San Juan, Hatch Point",Pronghorn,Resident:2,"2, 5",UtahDraws live DrawOddsData: Big Game:Limited-Entry
PB5045,2,"San Rafael, Desert",Pronghorn,Resident:2,"2, 3",UtahDraws live DrawOddsData: Big Game:Limited-Entry
PB5046,12,"San Rafael, North",Pronghorn,Nonresident:3; Resident:9,"0, 1, 2, 3, 4, 5, 6, 7, 8, 12, 16, 19",UtahDraws live DrawOddsData: Big Game:Limited-Entry
PB5047,8,Diamond Mtn/Bonanza,Pronghorn,Nonresident:2; Resident:6,"0, 1, 2, 3, 4, 5, 14, 16",UtahDraws live DrawOddsData: Big Game:Limited-Entry
PB5048,5,Vernal,Pronghorn,Nonresident:2; Resident:3,"0, 1, 3, 6",UtahDraws live DrawOddsData: Big Game:Limited-Entry
PB5049,10,Southwest Desert,Pronghorn,Nonresident:3; Resident:7,"0, 1, 2, 3, 4, 6, 7, 11, 17",UtahDraws live DrawOddsData: Big Game:Limited-Entry
PB5050,9,"West Desert, Riverbed",Pronghorn,Nonresident:1; Resident:8,"0, 1, 3, 4, 5, 6, 7, 8, 17",UtahDraws live DrawOddsData: Big Game:Limited-Entry
PB5051,9,"West Desert, Rush Valley",Pronghorn,Nonresident:3; Resident:6,"0, 2, 3, 4, 5, 6, 15, 16",UtahDraws live DrawOddsData: Big Game:Limited-Entry
PB5052,6,"West Desert, Snake Valley",Pronghorn,Nonresident:1; Resident:5,"0, 1, 2, 3, 4",UtahDraws live DrawOddsData: Big Game:Limited-Entry
PB5053,1,"Nine Mile, Range Creek",Pronghorn,Resident:1,2,UtahDraws live DrawOddsData: Big Game:Limited-Entry
PB5056,4,"San Rafael, North",Pronghorn,Nonresident:1; Resident:3,"0, 1, 4, 11",UtahDraws live DrawOddsData: Big Game:Limited-Entry
PB5059,2,"Nine Mile, Anthro-Myton Bench",Pronghorn,Resident:2,"0, 1",UtahDraws live DrawOddsData: Big Game:Limited-Entry
PB5060,1,Diamond Mtn/Bonanza,Pronghorn,Resident:1,0,UtahDraws live DrawOddsData: Big Game:Limited-Entry
PB5061,1,"Panguitch Lake/Zion, North",Pronghorn,Resident:1,1,UtahDraws live DrawOddsData: Big Game:Limited-Entry
PB5062,1,Pine Valley,Pronghorn,Resident:1,1,UtahDraws live DrawOddsData: Big Game:Limited-Entry
PB5065,1,"Fillmore, Oak Creek South",Pronghorn,Resident:1,0,UtahDraws live DrawOddsData: Big Game:Limited-Entry
PB5066,2,"North Slope, Three Corners/West Daggett",Pronghorn,Resident:2,"0, 1",UtahDraws live DrawOddsData: Big Game:Limited-Entry
PB5073,3,"Cache, Rich",Pronghorn,Resident:3,"5, 7, 10",UtahDraws live DrawOddsData: Big Game:Limited-Entry
PB5074,1,"Cache, Rich",Pronghorn,Resident:1,1,UtahDraws live DrawOddsData: Big Game:Limited-Entry
PB5076,8,Parker Mtn,Pronghorn,Nonresident:3; Resident:5,"1, 2, 3, 4, 6, 12, 14, 17",UtahDraws live DrawOddsData: Big Game:Limited-Entry
PB5077,4,Parker Mtn,Pronghorn,Nonresident:2; Resident:2,"0, 1, 7",UtahDraws live DrawOddsData: Big Game:Limited-Entry
PB5078,2,Parker Mtn,Pronghorn,Resident:2,"0, 2",UtahDraws live DrawOddsData: Big Game:Limited-Entry
PB5079,1,"Box Elder, West",Pronghorn,Resident:1,0,UtahDraws live DrawOddsData: Big Game:Limited-Entry
PB5080,1,"Box Elder, Snowville",Pronghorn,Resident:1,0,UtahDraws live DrawOddsData: Big Game:Limited-Entry
PB5300,1,Antelope Creek,Pronghorn,Resident:1,6,UtahDraws live DrawOddsData: Big Game:CWMU
PB5302,4,Deseret,Pronghorn,Resident:4,"2, 3, 5, 7",UtahDraws live DrawOddsData: Big Game:CWMU
PB5311,1,The Rose of Snowville,Pronghorn,Resident:1,1,UtahDraws live DrawOddsData: Big Game:CWMU
PB5331,5,Mt Dutton/Paunsaugunt,Pronghorn,Resident:5,"1, 4, 5, 7, 8",UtahDraws live DrawOddsData: Big Game:Limited-Entry
PB5332,1,Mt Dutton/Paunsaugunt,Pronghorn,Resident:1,1,UtahDraws live DrawOddsData: Big Game:Limited-Entry
PB5337,1,Heist,Pronghorn,Resident:1,0,UtahDraws live DrawOddsData: Big Game:CWMU
PB5339,1,Iron Spring,Pronghorn,Resident:1,1,UtahDraws live DrawOddsData: Big Game:CWMU
PB5345,1,Green River Flat,Pronghorn,Resident:1,3,UtahDraws live DrawOddsData: Big Game:CWMU
RS0001,1,Sportsman Rocky Mountain Bighorn Sheep,Rocky Mountain Bighorn Sheep,Resident:1,0,UtahDraws live DrawOddsData: Sportsman:Sportsman
RS6700,1,Antelope Island,Rocky Mountain Bighorn Sheep,Resident:1,21,UtahDraws live DrawOddsData: Big Game:Once-in-a-lifetime
RS6701,2,"Book Cliffs, South",Rocky Mountain Bighorn Sheep,Nonresident:1; Resident:1,"17, 19",UtahDraws live DrawOddsData: Big Game:Once-in-a-lifetime
RS6703,1,"Box Elder, Newfoundland Mtn",Rocky Mountain Bighorn Sheep,Resident:1,14,UtahDraws live DrawOddsData: Big Game:Once-in-a-lifetime
RS6708,1,"North Slope, Three Corners",Rocky Mountain Bighorn Sheep,Resident:1,5,UtahDraws live DrawOddsData: Big Game:Once-in-a-lifetime
RS6712,2,"Nine Mile, Gray Canyon",Rocky Mountain Bighorn Sheep,Nonresident:1; Resident:1,"18, 19",UtahDraws live DrawOddsData: Big Game:Once-in-a-lifetime
