boundary_id,boundary_name,boundary_name_norm,boundary_source
288,Stansbury,stansbury,data\hunt-boundaries-lite.geojson
443,"San Rafael, Desert",san rafael desert,data\hunt-boundaries-lite.geojson
452,Diamond Mtn/Vernal,diamond mtn vernal,data\hunt-boundaries-lite.geojson
453,Mt Dutton/Paunsaugunt,mt dutton paunsaugunt,data\hunt-boundaries-lite.geojson
484,Little Red Creek,little red creek,data\hunt-boundaries-lite.geojson
493,Ingham Peak,ingham peak,data\hunt-boundaries-lite.geojson
498,Bootjack,bootjack,data\hunt-boundaries-lite.geojson
510,Blue Spring Hills,blue spring hills,data\hunt-boundaries-lite.geojson
521,Two Bear,two bear,data\hunt-boundaries-lite.geojson
523,State Corner,state corner,data\hunt-boundaries-lite.geojson
529,Boobe Hole,boobe hole,data\hunt-boundaries-lite.geojson
530,Grazing Pasture,grazing pasture,data\hunt-boundaries-lite.geojson
534,Oak Ranch,oak ranch,data\hunt-boundaries-lite.geojson
535,Old Woman Plateau,old woman plateau,data\hunt-boundaries-lite.geojson
536,Round Valley,round valley,data\hunt-boundaries-lite.geojson
537,Zane,zane,data\hunt-boundaries-lite.geojson
553,Three C,three c,data\hunt-boundaries-lite.geojson
558,Westlake,westlake,data\hunt-boundaries-lite.geojson
560,Causey Spring,causey spring,data\hunt-boundaries-lite.geojson
561,Beaver Hollow,beaver hollow,data\hunt-boundaries-lite.geojson
578,Skull Crack,skull crack,data\hunt-boundaries-lite.geojson
582,Bear Mountain,bear mountain,data\hunt-boundaries-lite.geojson
588,Chrises Creek,chrises creek,data\hunt-boundaries-lite.geojson
590,Rabbit Creek,rabbit creek,data\hunt-boundaries-lite.geojson
598,Buckhorn Ranch,buckhorn ranch,data\hunt-boundaries-lite.geojson
604,Bluebell,bluebell,data\hunt-boundaries-lite.geojson
619,Manti/San Rafael,manti san rafael,data\hunt-boundaries-lite.geojson
641,New Harmony,new harmony,data\hunt-boundaries-lite.geojson
667,"Book Cliffs, Bitter Creek (pronghorn)",book cliffs bitter creek pronghorn,data\hunt-boundaries-lite.geojson
683,"Box Elder, Pilot Mtn B",box elder pilot mtn b,data\hunt-boundaries-lite.geojson
4,"Beaver, Manderfield-Sulfurdale",beaver manderfield sulfurdale,data\hunt-boundaries-lite.geojson
17,"Box Elder, Grouse-Sawtooth",box elder grouse sawtooth,data\hunt-boundaries-lite.geojson
34,"Cache, Millville Face (1)",cache millville face 1,data\hunt-boundaries-lite.geojson
35,"Cache, Millville Face (2)",cache millville face 2,data\hunt-boundaries-lite.geojson
45,"Manti, Ferron Canyon",manti ferron canyon,data\hunt-boundaries-lite.geojson
46,Gilluly,gilluly,data\hunt-boundaries-lite.geojson
48,Gunnison Valley,gunnison valley,data\hunt-boundaries-lite.geojson
49,"Manti, Horn Mtn",manti horn mtn,data\hunt-boundaries-lite.geojson
50,Juab County name needs updating,juab county name needs updating,data\hunt-boundaries-lite.geojson
60,Nebo Northwest,nebo northwest,data\hunt-boundaries-lite.geojson
61,Sanpete Valley,sanpete valley,data\hunt-boundaries-lite.geojson
62,South Manti,south manti,data\hunt-boundaries-lite.geojson
64,Southwest Nebo,southwest nebo,data\hunt-boundaries-lite.geojson
65,West Manti,west manti,data\hunt-boundaries-lite.geojson
66,West Nebo,west nebo,data\hunt-boundaries-lite.geojson
70,"Chalk Creek, East Coalville",chalk creek east coalville,data\hunt-boundaries-lite.geojson
72,"Chalk Creek, North",chalk creek north,data\hunt-boundaries-lite.geojson
73,"Chalk Creek, Private Lands",chalk creek private lands,data\hunt-boundaries-lite.geojson
74,"Chalk Creek, South",chalk creek south,data\hunt-boundaries-lite.geojson
77,"East Canyon, Davis-North Salt Lake",east canyon davis north salt lake,data\hunt-boundaries-lite.geojson
78,"East Canyon, Morgan",east canyon morgan,data\hunt-boundaries-lite.geojson
80,"East Canyon, Summit",east canyon summit,data\hunt-boundaries-lite.geojson
103,"Kamas, Francis",kamas francis,data\hunt-boundaries-lite.geojson
104,"Kamas, Oakley",kamas oakley,data\hunt-boundaries-lite.geojson
105,"Kamas, West Hills",kamas west hills,data\hunt-boundaries-lite.geojson
114,"Monroe, Greenwich",monroe greenwich,data\hunt-boundaries-lite.geojson
134,"North Slope, Greendale",north slope greendale,data\hunt-boundaries-lite.geojson
135,"North Slope, Henrys Fork-Burnt Fork",north slope henrys fork burnt fork,data\hunt-boundaries-lite.geojson
136,"North Slope, Lucerne Point",north slope lucerne point,data\hunt-boundaries-lite.geojson
137,"North Slope, Manila-Phil Pico",north slope manila phil pico,data\hunt-boundaries-lite.geojson
155,"Ogden, South",ogden south,data\hunt-boundaries-lite.geojson
167,"Pine Valley, Beryl Junction",pine valley beryl junction,data\hunt-boundaries-lite.geojson
169,"Pine Valley, Enterprise",pine valley enterprise,data\hunt-boundaries-lite.geojson
177,Valley Area,valley area,data\hunt-boundaries-lite.geojson
184,"San Juan, East Of US-191",san juan east of us 191,data\hunt-boundaries-lite.geojson
216,"Southwest Desert, Garrison",southwest desert garrison,data\hunt-boundaries-lite.geojson
217,"Southwest Desert, Milford Flat",southwest desert milford flat,data\hunt-boundaries-lite.geojson
223,"Wasatch Mtns, Alpine",wasatch mtns alpine,data\hunt-boundaries-lite.geojson
228,"Wasatch Mtns, Currant Creek-South Of US-40",wasatch mtns currant creek south of us 40,data\hunt-boundaries-lite.geojson
230,"Wasatch Mtns, East Heber",wasatch mtns east heber,data\hunt-boundaries-lite.geojson
232,"Wasatch Mtns, Park City",wasatch mtns park city,data\hunt-boundaries-lite.geojson
238,"Wasatch Mtns, Wallsburg",wasatch mtns wallsburg,data\hunt-boundaries-lite.geojson
240,"Wasatch Mtns, West Heber",wasatch mtns west heber,data\hunt-boundaries-lite.geojson
430,"Fillmore, Chalk Creek A",fillmore chalk creek a,data\hunt-boundaries-lite.geojson
434,South Browns Park,south browns park,data\hunt-boundaries-lite.geojson
438,"Mt Dutton, Deep Creek",mt dutton deep creek,data\hunt-boundaries-lite.geojson
440,"West Desert, Deep Creek-Ibapah",west desert deep creek ibapah,data\hunt-boundaries-lite.geojson
480,"Wasatch Mtns, Timpanogos B",wasatch mtns timpanogos b,data\hunt-boundaries-lite.geojson
674,"Ogden, South Cache",ogden south cache,data\hunt-boundaries-lite.geojson
677,Morgan-South Rich B,morgan south rich b,data\hunt-boundaries-lite.geojson
5,"Beaver, Marysvale",beaver marysvale,data\hunt-boundaries-lite.geojson
10,"Book Cliffs, Bitter Creek-Willow Creek",book cliffs bitter creek willow creek,data\hunt-boundaries-lite.geojson
14,"Book Cliffs, San Arroyo",book cliffs san arroyo,data\hunt-boundaries-lite.geojson
30,"Cache, East",cache east,data\hunt-boundaries-lite.geojson
37,"Cache, North Rich",cache north rich,data\hunt-boundaries-lite.geojson
38,"Cache, Rich",cache rich,data\hunt-boundaries-lite.geojson
39,"Cache, Richards Hollow",cache richards hollow,data\hunt-boundaries-lite.geojson
43,"Manti, Central",manti central,data\hunt-boundaries-lite.geojson
58,"Manti, North",manti north,data\hunt-boundaries-lite.geojson
83,"Fillmore, McCornick",fillmore mccornick,data\hunt-boundaries-lite.geojson
89,"Fillmore, Pahvant South",fillmore pahvant south,data\hunt-boundaries-lite.geojson
96,Boulder-Circle Cliffs,boulder circle cliffs,data\hunt-boundaries-lite.geojson
120,"Morgan-South Rich, East Lost Creek",morgan south rich east lost creek,data\hunt-boundaries-lite.geojson
121,"Morgan-South Rich, Henefer-Echo WMA",morgan south rich henefer echo wma,data\hunt-boundaries-lite.geojson
122,"Morgan-South Rich, South Rich",morgan south rich south rich,data\hunt-boundaries-lite.geojson
124,"Morgan-South Rich, West Lost Creek",morgan south rich west lost creek,data\hunt-boundaries-lite.geojson
126,"Mt Dutton/Paunsaugunt, Johns Valley A",mt dutton paunsaugunt johns valley a,data\hunt-boundaries-lite.geojson
132,"Nine Mile, West Anthro",nine mile west anthro,data\hunt-boundaries-lite.geojson
138,"North Slope, Summit",north slope summit,data\hunt-boundaries-lite.geojson
159,"Oquirrh-Stansbury, Oquirrh Mtns",oquirrh stansbury oquirrh mtns,data\hunt-boundaries-lite.geojson
172,Boulder,boulder,data\hunt-boundaries-lite.geojson
173,Boulder-Salt Gulch,boulder salt gulch,data\hunt-boundaries-lite.geojson
189,"San Juan, North Elk Ridge",san juan north elk ridge,data\hunt-boundaries-lite.geojson
203,Arcadia,arcadia,data\hunt-boundaries-lite.geojson
229,"Wasatch Mtns, Diamond Fork",wasatch mtns diamond fork,data\hunt-boundaries-lite.geojson
236,"Wasatch Mtns, Strawberry",wasatch mtns strawberry,data\hunt-boundaries-lite.geojson
467,"Beaver, Circleville",beaver circleville,data\hunt-boundaries-lite.geojson
468,"Beaver, North Creek",beaver north creek,data\hunt-boundaries-lite.geojson
471,"Paunsaugunt, Skutumpah",paunsaugunt skutumpah,data\hunt-boundaries-lite.geojson
473,Fishlake-Gooseberry,fishlake gooseberry,data\hunt-boundaries-lite.geojson
474,"Fillmore, Oak City",fillmore oak city,data\hunt-boundaries-lite.geojson
475,"Panguitch Lake, Cottonwood",panguitch lake cottonwood,data\hunt-boundaries-lite.geojson
476,"Panguitch Lake, Summit",panguitch lake summit,data\hunt-boundaries-lite.geojson
670,"Nine Mile, Avintaquin-West Anthro",nine mile avintaquin west anthro,data\hunt-boundaries-lite.geojson
673,"Fillmore, Pahvant North",fillmore pahvant north,data\hunt-boundaries-lite.geojson
676,"Fillmore, Chalk Creek",fillmore chalk creek,data\hunt-boundaries-lite.geojson
689,"Henry Mtns, South",henry mtns south,data\hunt-boundaries-lite.geojson
691,"Monroe, Middle",monroe middle,data\hunt-boundaries-lite.geojson
692,"Monroe, South",monroe south,data\hunt-boundaries-lite.geojson
693,"Mt Dutton, East",mt dutton east,data\hunt-boundaries-lite.geojson
696,Boulder Parker Mtn,boulder parker mtn,data\hunt-boundaries-lite.geojson
699,Fishlake/Thousand Lakes West,fishlake thousand lakes west,data\hunt-boundaries-lite.geojson
700,West Box Elder County,west box elder county,data\hunt-boundaries-lite.geojson
701,Rich County B,rich county b,data\hunt-boundaries-lite.geojson
702,"Diamond, Blue Mtn",diamond blue mtn,data\hunt-boundaries-lite.geojson
704,East Box Elder County,east box elder county,data\hunt-boundaries-lite.geojson
705,Cache County (Sandhill crane),cache county sandhill crane,data\hunt-boundaries-lite.geojson
706,Rich County C,rich county c,data\hunt-boundaries-lite.geojson
707,Uintah County B,uintah county b,data\hunt-boundaries-lite.geojson
708,Northeast Box Elder County (Sharp-tailed grouse),northeast box elder county sharp tailed grouse,data\hunt-boundaries-lite.geojson
19,"Box Elder, Howell-Bothwell-Penrose",box elder howell bothwell penrose,data\hunt-boundaries-lite.geojson
47,"Manti, Gordon Creek-Price Canyon",manti gordon creek price canyon,data\hunt-boundaries-lite.geojson
52,"Manti, North",manti north,data\hunt-boundaries-lite.geojson
53,Manti-South,manti south,data\hunt-boundaries-lite.geojson
82,"Fillmore, Delta-Sevier River",fillmore delta sevier river,data\hunt-boundaries-lite.geojson
102,High Uintas Kamas,high uintas kamas,data\hunt-boundaries-lite.geojson
151,Northern Region,northern region,data\hunt-boundaries-lite.geojson
214,Southern Region A,southern region a,data\hunt-boundaries-lite.geojson
224,"Wasatch Mtns, Avintaquin A",wasatch mtns avintaquin a,data\hunt-boundaries-lite.geojson
242,"West Desert, East",west desert east,data\hunt-boundaries-lite.geojson
247,"West Desert, Tintic-Vernon",west desert tintic vernon,data\hunt-boundaries-lite.geojson
263,Southeastern Region A,southeastern region a,data\hunt-boundaries-lite.geojson
264,Northeastern Region,northeastern region,data\hunt-boundaries-lite.geojson
280,Ogden Extended Archery Area,ogden extended archery area,data\hunt-boundaries-lite.geojson
431,"North Slope, North Browns Park",north slope north browns park,data\hunt-boundaries-lite.geojson
432,"Panguitch Lake, Panguitch Valley",panguitch lake panguitch valley,data\hunt-boundaries-lite.geojson
448,"Wasatch Mtns, West-Central",wasatch mtns west central,data\hunt-boundaries-lite.geojson
456,Cache/East Canyon/Morgan-South Rich/Ogden,cache east canyon morgan south rich ogden,data\hunt-boundaries-lite.geojson
457,"Chalk Creek/Kamas/North Slope, Summit",chalk creek kamas north slope summit,data\hunt-boundaries-lite.geojson
458,"Fillmore, Pahvant/Beaver",fillmore pahvant beaver,data\hunt-boundaries-lite.geojson
462,Panguitch Lake/Zion,panguitch lake zion,data\hunt-boundaries-lite.geojson
463,"Wasatch Mtns, Avintaquin/Currant Creek",wasatch mtns avintaquin currant creek,data\hunt-boundaries-lite.geojson
491,South Canyon,south canyon,data\hunt-boundaries-lite.geojson
526,Alton,alton,data\hunt-boundaries-lite.geojson
622,Oquirrh-Stansbury,oquirrh stansbury,data\hunt-boundaries-lite.geojson
624,"West Desert, Tintic",west desert tintic,data\hunt-boundaries-lite.geojson
690,Ferron Lower,ferron lower,data\hunt-boundaries-lite.geojson
709,Cache County (Sharp-tailed grouse),cache county sharp tailed grouse,data\hunt-boundaries-lite.geojson
710,San Juan,san juan,data\hunt-boundaries-lite.geojson
711,"Wasatch Mtns, Currant Creek-North",wasatch mtns currant creek north,data\hunt-boundaries-lite.geojson
714,"Book Cliffs, North",book cliffs north,data\hunt-boundaries-lite.geojson
715,Cache/Morgan-South Rich/Ogden,cache morgan south rich ogden,data\hunt-boundaries-lite.geojson
716,"Nebo/Wasatch Mtns, West",nebo wasatch mtns west,data\hunt-boundaries-lite.geojson
717,"Mt Dutton/Paunsaugunt, Johns Valley",mt dutton paunsaugunt johns valley,data\hunt-boundaries-lite.geojson
718,"Panguitch Lake/Zion, North",panguitch lake zion north,data\hunt-boundaries-lite.geojson
720,"Wasatch Mtns, Box Elder Peak/Lone Peak/Timpanogos",wasatch mtns box elder peak lone peak timpanogos,data\hunt-boundaries-lite.geojson
721,TL Bar Ranch,tl bar ranch,data\hunt-boundaries-lite.geojson
722,"Beaver, Beaver Valley",beaver beaver valley,data\hunt-boundaries-lite.geojson
725,"Mt Dutton/Paunsaugunt, Johns Valley C",mt dutton paunsaugunt johns valley c,data\hunt-boundaries-lite.geojson
729,"Pine Valley, North",pine valley north,data\hunt-boundaries-lite.geojson
730,"Pine Valley, South",pine valley south,data\hunt-boundaries-lite.geojson
739,RLF Deep Creek,rlf deep creek,data\hunt-boundaries-lite.geojson
740,Sand Creek,sand creek,data\hunt-boundaries-lite.geojson
741,Spring Creek Acres,spring creek acres,data\hunt-boundaries-lite.geojson
743,Wasatch Mtns/Central Mtns,wasatch mtns central mtns,data\hunt-boundaries-lite.geojson
744,"Manti South/San Rafael, North",manti south san rafael north,data\hunt-boundaries-lite.geojson
747,"Book Cliffs, Bitter Creek East",book cliffs bitter creek east,data\hunt-boundaries-lite.geojson
750,"Cache, Cache Valley Northeast Benches",cache cache valley northeast benches,data\hunt-boundaries-lite.geojson
752,"Book Cliffs, Rattlesnake Canyon/Nine Mile, South",book cliffs rattlesnake canyon nine mile south,data\hunt-boundaries-lite.geojson
753,"Nine Mile, North",nine mile north,data\hunt-boundaries-lite.geojson
85,"Fillmore, Oak Creek LE",fillmore oak creek le,data\hunt-boundaries-lite.geojson
245,"West Desert, Rush Valley",west desert rush valley,data\hunt-boundaries-lite.geojson
681,"Wasatch Mtns, Avintaquin-Wildcat",wasatch mtns avintaquin wildcat,data\hunt-boundaries-lite.geojson
682,"Box Elder, Pilot Mtn",box elder pilot mtn,data\hunt-boundaries-lite.geojson
754,Alton/North Fork,alton north fork,data\hunt-boundaries-lite.geojson
757,Bountiful,bountiful,data\hunt-boundaries-lite.geojson
758,Cache East,cache east,data\hunt-boundaries-lite.geojson
759,Cache West,cache west,data\hunt-boundaries-lite.geojson
761,Enterprise,enterprise,data\hunt-boundaries-lite.geojson
762,Escalante,escalante,data\hunt-boundaries-lite.geojson
763,Fillmore (turkey),fillmore turkey,data\hunt-boundaries-lite.geojson
764,Honeyville,honeyville,data\hunt-boundaries-lite.geojson
765,Kanosh,kanosh,data\hunt-boundaries-lite.geojson
766,Mantua,mantua,data\hunt-boundaries-lite.geojson
767,Morgan,morgan,data\hunt-boundaries-lite.geojson
768,North Ash Creek,north ash creek,data\hunt-boundaries-lite.geojson
769,Ogden Valley,ogden valley,data\hunt-boundaries-lite.geojson
770,Parowan/Summit,parowan summit,data\hunt-boundaries-lite.geojson
771,Pinto,pinto,data\hunt-boundaries-lite.geojson
773,KANE County,kane county,data\hunt-boundaries-lite.geojson
774,MILLARD County,millard county,data\hunt-boundaries-lite.geojson
775,SANPETE County,sanpete county,data\hunt-boundaries-lite.geojson
776,CARBON County,carbon county,data\hunt-boundaries-lite.geojson
777,UTAH County,utah county,data\hunt-boundaries-lite.geojson
778,CACHE County A,cache county a,data\hunt-boundaries-lite.geojson
779,SUMMIT County,summit county,data\hunt-boundaries-lite.geojson
780,WASHINGTON County,washington county,data\hunt-boundaries-lite.geojson
781,GRAND County,grand county,data\hunt-boundaries-lite.geojson
782,UINTAH County A,uintah county a,data\hunt-boundaries-lite.geojson
783,TOOELE County,tooele county,data\hunt-boundaries-lite.geojson
784,SEVIER County,sevier county,data\hunt-boundaries-lite.geojson
785,GARFIELD County,garfield county,data\hunt-boundaries-lite.geojson
786,SAN JUAN County,san juan county,data\hunt-boundaries-lite.geojson
787,BOX ELDER County,box elder county,data\hunt-boundaries-lite.geojson
788,IRON County,iron county,data\hunt-boundaries-lite.geojson
789,WEBER County,weber county,data\hunt-boundaries-lite.geojson
790,EMERY County,emery county,data\hunt-boundaries-lite.geojson
791,RICH County A,rich county a,data\hunt-boundaries-lite.geojson
792,WASATCH County,wasatch county,data\hunt-boundaries-lite.geojson
793,BEAVER County,beaver county,data\hunt-boundaries-lite.geojson
794,DAGGETT County,daggett county,data\hunt-boundaries-lite.geojson
795,DAVIS County,davis county,data\hunt-boundaries-lite.geojson
796,WAYNE County,wayne county,data\hunt-boundaries-lite.geojson
797,PIUTE County,piute county,data\hunt-boundaries-lite.geojson
798,MORGAN County,morgan county,data\hunt-boundaries-lite.geojson
799,SALT LAKE County,salt lake county,data\hunt-boundaries-lite.geojson
800,DUCHESNE County,duchesne county,data\hunt-boundaries-lite.geojson
801,JUAB County,juab county,data\hunt-boundaries-lite.geojson
802,Fillmore B,fillmore b,data\hunt-boundaries-lite.geojson
804,Fillmore,fillmore,data\hunt-boundaries-lite.geojson
16,"Box Elder, Desert",box elder desert,data\hunt-boundaries-lite.geojson
27,"Box Elder, Snowville",box elder snowville,data\hunt-boundaries-lite.geojson
40,"Cache, Richmond-Hyde Park",cache richmond hyde park,data\hunt-boundaries-lite.geojson
54,Milburn,milburn,data\hunt-boundaries-lite.geojson
55,"Manti, Morhland Stump Flat",manti morhland stump flat,data\hunt-boundaries-lite.geojson
123,"Morgan-South Rich, South Weber",morgan south rich south weber,data\hunt-boundaries-lite.geojson
190,"San Juan, South",san juan south,data\hunt-boundaries-lite.geojson
207,Little Mtn-Buckskin Hills,little mtn buckskin hills,data\hunt-boundaries-lite.geojson
208,Vernal,vernal,data\hunt-boundaries-lite.geojson
209,Vernal-Blue Mtn,vernal blue mtn,data\hunt-boundaries-lite.geojson
250,Youth Late Season Any Bull,youth late season any bull,data\hunt-boundaries-lite.geojson
252,"Zion, Northwest Zion",zion northwest zion,data\hunt-boundaries-lite.geojson
262,Youth General Any Bull Elk,youth general any bull elk,data\hunt-boundaries-lite.geojson
454,Statewide,statewide,data\hunt-boundaries-lite.geojson
461,Diamond Mtn/Bonanza,diamond mtn bonanza,data\hunt-boundaries-lite.geojson
483,"Southwest Desert, Northwest Part",southwest desert northwest part,data\hunt-boundaries-lite.geojson
531,Johnson Mtn Ranch,johnson mtn ranch,data\hunt-boundaries-lite.geojson
583,Heartland West,heartland west,data\hunt-boundaries-lite.geojson
595,TJ Cattle Company,tj cattle company,data\hunt-boundaries-lite.geojson
669,San Juan (bear),san juan bear,data\hunt-boundaries-lite.geojson
686,Deer Creek,deer creek,data\hunt-boundaries-lite.geojson
695,Boulder East,boulder east,data\hunt-boundaries-lite.geojson
697,Boulder West,boulder west,data\hunt-boundaries-lite.geojson
698,Fishlake/Thousand Lakes East,fishlake thousand lakes east,data\hunt-boundaries-lite.geojson
723,"Monroe, Koosharem Valley",monroe koosharem valley,data\hunt-boundaries-lite.geojson
724,Monroe/Mt Dutton/Plateau,monroe mt dutton plateau,data\hunt-boundaries-lite.geojson
748,"Mt Dutton, Circleville South",mt dutton circleville south,data\hunt-boundaries-lite.geojson
749,"Beaver, Circleville North",beaver circleville north,data\hunt-boundaries-lite.geojson
755,"Box Elder, West",box elder west,data\hunt-boundaries-lite.geojson
756,"San Rafael, South",san rafael south,data\hunt-boundaries-lite.geojson
772,Tropic,tropic,data\hunt-boundaries-lite.geojson
803,Cache Laketown Extended Archery,cache laketown extended archery,data\hunt-boundaries-lite.geojson
805,West Willow Creek Ranch,west willow creek ranch,data\hunt-boundaries-lite.geojson
806,George Creek,george creek,data\hunt-boundaries-lite.geojson
809,"Box Elder, East",box elder east,data\hunt-boundaries-lite.geojson
810,Ephraim,ephraim,data\hunt-boundaries-lite.geojson
811,"Ferron Canyon, East",ferron canyon east,data\hunt-boundaries-lite.geojson
812,"Ogden, West",ogden west,data\hunt-boundaries-lite.geojson
813,"San Rafael, North-Cleveland",san rafael north cleveland,data\hunt-boundaries-lite.geojson
814,"Vernal, Mosby Mtn",vernal mosby mtn,data\hunt-boundaries-lite.geojson
815,"Panguitch Lake, Markagunt Plateau",panguitch lake markagunt plateau,data\hunt-boundaries-lite.geojson
816,"Panguitch Lake, Sandy Creek",panguitch lake sandy creek,data\hunt-boundaries-lite.geojson
817,"Wasatch Mtns, Avintaquin-White River",wasatch mtns avintaquin white river,data\hunt-boundaries-lite.geojson
818,"San Juan, Desert",san juan desert,data\hunt-boundaries-lite.geojson
819,"San Juan, Mountains",san juan mountains,data\hunt-boundaries-lite.geojson
821,"Nine Mile, Gray Canyon",nine mile gray canyon,data\hunt-boundaries-lite.geojson
823,"North Slope, Bare Top/West Daggett",north slope bare top west daggett,data\hunt-boundaries-lite.geojson
825,Mecham Ridge,mecham ridge,data\hunt-boundaries-lite.geojson
828,Royal Ivory Outfitters,royal ivory outfitters,data\hunt-boundaries-lite.geojson
829,Snowville Flat,snowville flat,data\hunt-boundaries-lite.geojson
2,"Monroe, Rock Springs",monroe rock springs,data\hunt-boundaries-lite.geojson
21,"Oquirrh-Stansbury, Settlement Cyn",oquirrh stansbury settlement cyn,data\hunt-boundaries-lite.geojson
22,"Panguitch Lake, Parowan Front",panguitch lake parowan front,data\hunt-boundaries-lite.geojson
25,"Box Elder, Puddle Valley",box elder puddle valley,data\hunt-boundaries-lite.geojson
31,"Southwest Desert, Garrison",southwest desert garrison,data\hunt-boundaries-lite.geojson
84,"Wasatch Mtns, West-Sheep Creek",wasatch mtns west sheep creek,data\hunt-boundaries-lite.geojson
87,Chalk Creek-private lands only,chalk creek private lands only,data\hunt-boundaries-lite.geojson
115,"Monroe/Plateau, Seveir Valley",monroe plateau seveir valley,data\hunt-boundaries-lite.geojson
234,"Wasatch Mtns, Salt Lake",wasatch mtns salt lake,data\hunt-boundaries-lite.geojson
239,"Wasatch Mtns, West-Strawberry",wasatch mtns west strawberry,data\hunt-boundaries-lite.geojson
249,"Wasatch Mtns, Timpanogos C",wasatch mtns timpanogos c,data\hunt-boundaries-lite.geojson
485,Moon Ranch,moon ranch,data\hunt-boundaries-lite.geojson
502,Promontory Point,promontory point,data\hunt-boundaries-lite.geojson
522,Ensign Ranches,ensign ranches,data\hunt-boundaries-lite.geojson
538,Emma Park,emma park,data\hunt-boundaries-lite.geojson
544,Conover-Jensen,conover jensen,data\hunt-boundaries-lite.geojson
550,Hiawatha,hiawatha,data\hunt-boundaries-lite.geojson
566,Cedar Canyon,cedar canyon,data\hunt-boundaries-lite.geojson
573,Guildersleeve,guildersleeve,data\hunt-boundaries-lite.geojson
576,SJ Ranch,sj ranch,data\hunt-boundaries-lite.geojson
592,Pine Canyon,pine canyon,data\hunt-boundaries-lite.geojson
679,Eastern Box Elder goose area,eastern box elder goose area,data\hunt-boundaries-lite.geojson
712,Northern goose area,northern goose area,data\hunt-boundaries-lite.geojson
713,Wasatch Front goose area,wasatch front goose area,data\hunt-boundaries-lite.geojson
734,Jump Creek,jump creek,data\hunt-boundaries-lite.geojson
822,"Book Cliffs, Wild Horse Bench/Nine Mile, Anthro",book cliffs wild horse bench nine mile anthro,data\hunt-boundaries-lite.geojson
831,"Beaver, North",beaver north,data\hunt-boundaries-lite.geojson
832,Ferron Canyon Southeast,ferron canyon southeast,data\hunt-boundaries-lite.geojson
833,"Monroe, Annabella",monroe annabella,data\hunt-boundaries-lite.geojson
834,"Monroe, Foothills",monroe foothills,data\hunt-boundaries-lite.geojson
836,Last Chance Desert,last chance desert,data\hunt-boundaries-lite.geojson
837,Mt Dutton/Plateau,mt dutton plateau,data\hunt-boundaries-lite.geojson
838,"Paunsaugunt, Hatch Bench",paunsaugunt hatch bench,data\hunt-boundaries-lite.geojson
839,"Pine Valley, Enterprise",pine valley enterprise,data\hunt-boundaries-lite.geojson
840,"Pine Valley, New Harmony",pine valley new harmony,data\hunt-boundaries-lite.geojson
841,"Pine Valley, Quichapa",pine valley quichapa,data\hunt-boundaries-lite.geojson
842,Antimony,antimony,data\hunt-boundaries-lite.geojson
843,Boulder-Fishlake,boulder fishlake,data\hunt-boundaries-lite.geojson
844,Fremont River Valley,fremont river valley,data\hunt-boundaries-lite.geojson
845,"Wasatch Mtns, West-Central",wasatch mtns west central,data\hunt-boundaries-lite.geojson
846,Northern duck zone,northern duck zone,data\hunt-boundaries-lite.geojson
847,Southern goose area,southern goose area,data\hunt-boundaries-lite.geojson
848,Southern duck zone,southern duck zone,data\hunt-boundaries-lite.geojson
850,"Beaver, West Pine Creek",beaver west pine creek,data\hunt-boundaries-lite.geojson
851,West Mountain Extended Archery Area,west mountain extended archery area,data\hunt-boundaries-lite.geojson
852,Monticello Extended Archery Area,monticello extended archery area,data\hunt-boundaries-lite.geojson
853,Green River Extended Archery Area,green river extended archery area,data\hunt-boundaries-lite.geojson
854,Nebo/Wasatch Mtns,nebo wasatch mtns,data\hunt-boundaries-lite.geojson
855,Oquirrh Extended Archery Area,oquirrh extended archery area,data\hunt-boundaries-lite.geojson
857,Southeastern Region-Navajo buck deer,southeastern region navajo buck deer,data\hunt-boundaries-lite.geojson
3,"Henry Mtns/Plateau, Boulder/Kaiparowits",henry mtns plateau boulder kaiparowits,data\hunt-boundaries-lite.geojson
6,"Nine Mile, Green River Valley",nine mile green river valley,data\hunt-boundaries-lite.geojson
11,"Nine Mile, Price River Valley",nine mile price river valley,data\hunt-boundaries-lite.geojson
23,"San Juan, Monticello",san juan monticello,data\hunt-boundaries-lite.geojson
36,"Cache, North",cache north,data\hunt-boundaries-lite.geojson
75,"Oquirrh-Stansbury, West",oquirrh stansbury west,data\hunt-boundaries-lite.geojson
86,"Oquirrh-Stansbury, East",oquirrh stansbury east,data\hunt-boundaries-lite.geojson
90,"San Rafael, Mounds",san rafael mounds,data\hunt-boundaries-lite.geojson
91,"Cache, Wellsville Mtns",cache wellsville mtns,data\hunt-boundaries-lite.geojson
92,Cache/Ogden,cache ogden,data\hunt-boundaries-lite.geojson
93,Chalk Creek/East Canyon/Morgan-South Rich,chalk creek east canyon morgan south rich,data\hunt-boundaries-lite.geojson
101,Herriman South Valley Extended Archery Area,herriman south valley extended archery area,data\hunt-boundaries-lite.geojson
106,South Wasatch Front Extended Archery Area,south wasatch front extended archery area,data\hunt-boundaries-lite.geojson
109,Utah Lake Extended Archery Area,utah lake extended archery area,data\hunt-boundaries-lite.geojson
110,"San Rafael, Poison Springs Bench",san rafael poison springs bench,data\hunt-boundaries-lite.geojson
111,"La Sal, Taylor Flat",la sal taylor flat,data\hunt-boundaries-lite.geojson
