hunt_code,hunt_line,parsed_unit,parsed_unit_norm,source_pdf,pdf_page
EA1038,"Hunt: EA1038 Antlerless Elk - La Sal, La Sal Mtns - Any Legal Weapon","La Sal, La Sal Mtns",la sal la sal mtns,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__ANTLERLESS ELK DRAW RESULTS.pdf,32
EA1039,"Hunt: EA1039 Antlerless Elk - La Sal, La Sal Mtns - Any Legal Weapon","La Sal, La Sal Mtns",la sal la sal mtns,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__ANTLERLESS ELK DRAW RESULTS.pdf,33
EA1040,"Hunt: EA1040 Antlerless Elk - Monroe, Koosharem Valley - Any Legal Weapon","Monroe, Koosharem Valley",monroe koosharem valley,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__ANTLERLESS ELK DRAW RESULTS.pdf,34
EA1042,"Hunt: EA1042 Antlerless Elk - Morgan-south Rich, East Lost Creek - Any Legal Weapon","Morgan-south Rich, East Lost Creek",morgan south rich east lost creek,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__ANTLERLESS ELK DRAW RESULTS.pdf,35
EA1044,"Hunt: EA1044 Antlerless Elk - Morgan-south Rich, South Rich - Any Legal Weapon","Morgan-south Rich, South Rich",morgan south rich south rich,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__ANTLERLESS ELK DRAW RESULTS.pdf,36
EA1045,"Hunt: EA1045 Antlerless Elk - Morgan-south Rich, South Weber - Any Legal Weapon","Morgan-south Rich, South Weber",morgan south rich south weber,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__ANTLERLESS ELK DRAW RESULTS.pdf,37
EA1046,"Hunt: EA1046 Antlerless Elk - Morgan-south Rich, West Lost Creek - Any Legal Weapon","Morgan-south Rich, West Lost Creek",morgan south rich west lost creek,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__ANTLERLESS ELK DRAW RESULTS.pdf,38
EA1047,Hunt: EA1047 Antlerless Elk - Mt Dutton - Any Legal Weapon,Mt Dutton,mt dutton,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__ANTLERLESS ELK DRAW RESULTS.pdf,39
EA1048,Hunt: EA1048 Antlerless Elk - Mt Dutton - Any Legal Weapon,Mt Dutton,mt dutton,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__ANTLERLESS ELK DRAW RESULTS.pdf,40
EA1049,"Hunt: EA1049 Antlerless Elk - Mt Dutton, Deep Creek - Any Legal Weapon","Mt Dutton, Deep Creek",mt dutton deep creek,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__ANTLERLESS ELK DRAW RESULTS.pdf,41
EA1050,"Hunt: EA1050 Antlerless Elk - Mt Dutton, East - Any Legal Weapon","Mt Dutton, East",mt dutton east,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__ANTLERLESS ELK DRAW RESULTS.pdf,42
EA1051,"Hunt: EA1051 Antlerless Elk - Mt Dutton, East - Any Legal Weapon","Mt Dutton, East",mt dutton east,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__ANTLERLESS ELK DRAW RESULTS.pdf,43
EA1052,"Hunt: EA1052 Antlerless Elk - Nine Mile, Avintaquin-west Anthro - Any Legal Weapon","Nine Mile, Avintaquin-west Anthro",nine mile avintaquin west anthro,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__ANTLERLESS ELK DRAW RESULTS.pdf,44
EA1054,"Hunt: EA1054 Antlerless Elk - Nine Mile, West Anthro - Any Legal Weapon","Nine Mile, West Anthro",nine mile west anthro,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__ANTLERLESS ELK DRAW RESULTS.pdf,45
EA1055,"Hunt: EA1055 Antlerless Elk - North Slope, Greendale - Any Legal Weapon","North Slope, Greendale",north slope greendale,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__ANTLERLESS ELK DRAW RESULTS.pdf,46
EA1056,"Hunt: EA1056 Antlerless Elk - North Slope, Greendale - Any Legal Weapon","North Slope, Greendale",north slope greendale,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__ANTLERLESS ELK DRAW RESULTS.pdf,47
EA1058,"Hunt: EA1058 Antlerless Elk - North Slope, Henrys Fork-burnt Fork - Any Legal Weapon","North Slope, Henrys Fork-burnt Fork",north slope henrys fork burnt fork,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__ANTLERLESS ELK DRAW RESULTS.pdf,48
EA1059,"Hunt: EA1059 Antlerless Elk - North Slope, Manila-phil Pico - Any Legal Weapon","North Slope, Manila-phil Pico",north slope manila phil pico,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__ANTLERLESS ELK DRAW RESULTS.pdf,49
EA1060,"Hunt: EA1060 Antlerless Elk - North Slope, West Daggett - Muzzleloader","North Slope, West Daggett",north slope west daggett,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__ANTLERLESS ELK DRAW RESULTS.pdf,50
EA1061,"Hunt: EA1061 Antlerless Elk - North Slope, West Daggett - Muzzleloader","North Slope, West Daggett",north slope west daggett,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__ANTLERLESS ELK DRAW RESULTS.pdf,51
EA1062,"Hunt: EA1062 Antlerless Elk - North Slope, West Daggett - Any Legal Weapon","North Slope, West Daggett",north slope west daggett,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__ANTLERLESS ELK DRAW RESULTS.pdf,52
EA1063,Hunt: EA1063 Antlerless Elk - Ogden - Any Legal Weapon,Ogden,ogden,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__ANTLERLESS ELK DRAW RESULTS.pdf,53
EA1064,Hunt: EA1064 Antlerless Elk - Ogden - Any Legal Weapon,Ogden,ogden,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__ANTLERLESS ELK DRAW RESULTS.pdf,54
EA1066,Hunt: EA1066 Antlerless Elk - Panguitch Lake - Any Legal Weapon,Panguitch Lake,panguitch lake,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__ANTLERLESS ELK DRAW RESULTS.pdf,55
EA1067,Hunt: EA1067 Antlerless Elk - Panguitch Lake - Any Legal Weapon,Panguitch Lake,panguitch lake,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__ANTLERLESS ELK DRAW RESULTS.pdf,56
EA1068,Hunt: EA1068 Antlerless Elk - Panguitch Lake - Any Legal Weapon,Panguitch Lake,panguitch lake,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__ANTLERLESS ELK DRAW RESULTS.pdf,57
EA1069,Hunt: EA1069 Antlerless Elk - Panguitch Lake - Any Legal Weapon,Panguitch Lake,panguitch lake,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__ANTLERLESS ELK DRAW RESULTS.pdf,58
EA1073,Hunt: EA1073 Antlerless Elk - Paunsaugunt - Any Legal Weapon,Paunsaugunt,paunsaugunt,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__ANTLERLESS ELK DRAW RESULTS.pdf,59
EA1074,Hunt: EA1074 Antlerless Elk - Pine Valley - Any Legal Weapon,Pine Valley,pine valley,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__ANTLERLESS ELK DRAW RESULTS.pdf,60
EA1075,"Hunt: EA1075 Antlerless Elk - Plateau, Boulder East - Any Legal Weapon","Plateau, Boulder East",plateau boulder east,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__ANTLERLESS ELK DRAW RESULTS.pdf,61
EA1076,"Hunt: EA1076 Antlerless Elk - Plateau, Boulder West - Any Legal Weapon","Plateau, Boulder West",plateau boulder west,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__ANTLERLESS ELK DRAW RESULTS.pdf,62
EA1077,"Hunt: EA1077 Antlerless Elk - Plateau, Boulder-circle Cliffs - Any Legal Weapon","Plateau, Boulder-circle Cliffs",plateau boulder circle cliffs,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__ANTLERLESS ELK DRAW RESULTS.pdf,63
EA1078,"Hunt: EA1078 Antlerless Elk - Plateau, Fishlake/thousand Lakes - Any Legal Weapon","Plateau, Fishlake/thousand Lakes",plateau fishlake thousand lakes,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__ANTLERLESS ELK DRAW RESULTS.pdf,64
EA1079,"Hunt: EA1079 Antlerless Elk - Plateau, Fishlake/thousand Lakes East - Any Legal Weapon","Plateau, Fishlake/thousand Lakes East",plateau fishlake thousand lakes east,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__ANTLERLESS ELK DRAW RESULTS.pdf,65
EA1080,"Hunt: EA1080 Antlerless Elk - Plateau, Fishlake/thousand Lakes West - Any Legal Weapon","Plateau, Fishlake/thousand Lakes West",plateau fishlake thousand lakes west,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__ANTLERLESS ELK DRAW RESULTS.pdf,66
EA1081,Hunt: EA1081 Antlerless Elk - San Juan - Any Legal Weapon,San Juan,san juan,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__ANTLERLESS ELK DRAW RESULTS.pdf,67
EA1084,"Hunt: EA1084 Antlerless Elk - San Rafael, North - Any Legal Weapon","San Rafael, North",san rafael north,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__ANTLERLESS ELK DRAW RESULTS.pdf,68
EA1085,"Hunt: EA1085 Antlerless Elk - South Slope, Bonanza/vernal - Archery","South Slope, Bonanza/vernal",south slope bonanza vernal,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__ANTLERLESS ELK DRAW RESULTS.pdf,69
EA1087,"Hunt: EA1087 Antlerless Elk - South Slope, Bonanza/vernal - Any Legal Weapon","South Slope, Bonanza/vernal",south slope bonanza vernal,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__ANTLERLESS ELK DRAW RESULTS.pdf,70
EA1089,"Hunt: EA1089 Antlerless Elk - South Slope, Diamond Mtn - Any Legal Weapon","South Slope, Diamond Mtn",south slope diamond mtn,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__ANTLERLESS ELK DRAW RESULTS.pdf,71
EA1090,"Hunt: EA1090 Antlerless Elk - South Slope, Diamond Mtn - Any Legal Weapon","South Slope, Diamond Mtn",south slope diamond mtn,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__ANTLERLESS ELK DRAW RESULTS.pdf,72
EA1091,"Hunt: EA1091 Antlerless Elk - South Slope, Diamond Mtn - Any Legal Weapon","South Slope, Diamond Mtn",south slope diamond mtn,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__ANTLERLESS ELK DRAW RESULTS.pdf,73
EA1092,"Hunt: EA1092 Antlerless Elk - South Slope, Little Mtn-buckskin Hills - Any Legal Weapon","South Slope, Little Mtn-buckskin Hills",south slope little mtn buckskin hills,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__ANTLERLESS ELK DRAW RESULTS.pdf,74
EA1093,"Hunt: EA1093 Antlerless Elk - South Slope, Little Mtn-buckskin Hills - Any Legal Weapon","South Slope, Little Mtn-buckskin Hills",south slope little mtn buckskin hills,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__ANTLERLESS ELK DRAW RESULTS.pdf,75
EA1094,"Hunt: EA1094 Antlerless Elk - South Slope, Mosby Mtn - Any Legal Weapon","South Slope, Mosby Mtn",south slope mosby mtn,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__ANTLERLESS ELK DRAW RESULTS.pdf,76
EA1098,"Hunt: EA1098 Antlerless Elk - South Slope, Yellowstone - Any Legal Weapon","South Slope, Yellowstone",south slope yellowstone,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__ANTLERLESS ELK DRAW RESULTS.pdf,77
EA1099,"Hunt: EA1099 Antlerless Elk - South Slope, Yellowstone - Any Legal Weapon","South Slope, Yellowstone",south slope yellowstone,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__ANTLERLESS ELK DRAW RESULTS.pdf,78
EA1100,"Hunt: EA1100 Antlerless Elk - South Slope, Yellowstone - Any Legal Weapon","South Slope, Yellowstone",south slope yellowstone,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__ANTLERLESS ELK DRAW RESULTS.pdf,79
EA1101,Hunt: EA1101 Antlerless Elk - Southwest Desert - Any Legal Weapon,Southwest Desert,southwest desert,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__ANTLERLESS ELK DRAW RESULTS.pdf,80
EA1102,Hunt: EA1102 Antlerless Elk - Southwest Desert - Any Legal Weapon,Southwest Desert,southwest desert,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__ANTLERLESS ELK DRAW RESULTS.pdf,81
EA1103,"Hunt: EA1103 Antlerless Elk - Southwest Desert, Northwest Part - Any Legal Weapon","Southwest Desert, Northwest Part",southwest desert northwest part,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__ANTLERLESS ELK DRAW RESULTS.pdf,82
EA1104,"Hunt: EA1104 Antlerless Elk - Southwest Desert, Northwest Part - Any Legal Weapon","Southwest Desert, Northwest Part",southwest desert northwest part,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__ANTLERLESS ELK DRAW RESULTS.pdf,83
EA1110,"Hunt: EA1110 Antlerless Elk - Wasatch Mtns, Salt Lake - Any Legal Weapon","Wasatch Mtns, Salt Lake",wasatch mtns salt lake,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__ANTLERLESS ELK DRAW RESULTS.pdf,84
EA1111,"Hunt: EA1111 Antlerless Elk - Wasatch Mtns, Wallsburg - Any Legal Weapon","Wasatch Mtns, Wallsburg",wasatch mtns wallsburg,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__ANTLERLESS ELK DRAW RESULTS.pdf,85
EA1112,"Hunt: EA1112 Antlerless Elk - Wasatch Mtns, Wallsburg - Any Legal Weapon","Wasatch Mtns, Wallsburg",wasatch mtns wallsburg,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__ANTLERLESS ELK DRAW RESULTS.pdf,86
EA1113,"Hunt: EA1113 Antlerless Elk - Wasatch Mtns, West Heber - Any Legal Weapon","Wasatch Mtns, West Heber",wasatch mtns west heber,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__ANTLERLESS ELK DRAW RESULTS.pdf,87
EA1114,"Hunt: EA1114 Antlerless Elk - Wasatch Mtns, West Timpanogos - Any Legal Weapon","Wasatch Mtns, West Timpanogos",wasatch mtns west timpanogos,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__ANTLERLESS ELK DRAW RESULTS.pdf,88
EA1116,Hunt: EA1116 Antlerless Elk - Zion - Any Legal Weapon,Zion,zion,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__ANTLERLESS ELK DRAW RESULTS.pdf,89
EA1117,Hunt: EA1117 Antlerless Elk - Zion - Any Legal Weapon,Zion,zion,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__ANTLERLESS ELK DRAW RESULTS.pdf,90
EA1118,Hunt: EA1118 Cwmu Antlerless Elk - Alton - Any Legal Weapon,Cwmu Antlerless Elk - Alton,cwmu antlerless elk alton,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__ANTLERLESS ELK DRAW RESULTS.pdf,91
EA1119,Hunt: EA1119 Cwmu Antlerless Elk - Bar J Ranch - Any Legal Weapon,Cwmu Antlerless Elk - Bar J Ranch,cwmu antlerless elk bar j ranch,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__ANTLERLESS ELK DRAW RESULTS.pdf,92
EA1120,Hunt: EA1120 Cwmu Antlerless Elk - Bear Mountain - Any Legal Weapon,Cwmu Antlerless Elk - Bear Mountain,cwmu antlerless elk bear mountain,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__ANTLERLESS ELK DRAW RESULTS.pdf,93
EA1121,Hunt: EA1121 Cwmu Antlerless Elk - Boobe Hole - Any Legal Weapon,Cwmu Antlerless Elk - Boobe Hole,cwmu antlerless elk boobe hole,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__ANTLERLESS ELK DRAW RESULTS.pdf,94
EA1122,Hunt: EA1122 Cwmu Antlerless Elk - Causey Spring - Any Legal Weapon,Cwmu Antlerless Elk - Causey Spring,cwmu antlerless elk causey spring,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__ANTLERLESS ELK DRAW RESULTS.pdf,95
EA1124,Hunt: EA1124 Cwmu Antlerless Elk - Chimney Rock - Any Legal Weapon,Cwmu Antlerless Elk - Chimney Rock,cwmu antlerless elk chimney rock,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__ANTLERLESS ELK DRAW RESULTS.pdf,96
EA1125,Hunt: EA1125 Cwmu Antlerless Elk - Coldwater Ranch - Any Legal Weapon,Cwmu Antlerless Elk - Coldwater Ranch,cwmu antlerless elk coldwater ranch,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__ANTLERLESS ELK DRAW RESULTS.pdf,97
EA1126,Hunt: EA1126 Cwmu Antlerless Elk - Cotton Thomas - Any Legal Weapon,Cwmu Antlerless Elk - Cotton Thomas,cwmu antlerless elk cotton thomas,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__ANTLERLESS ELK DRAW RESULTS.pdf,98
EA1127,Hunt: EA1127 Cwmu Antlerless Elk - Coyote Little Pole - Any Legal Weapon,Cwmu Antlerless Elk - Coyote Little Pole,cwmu antlerless elk coyote little pole,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__ANTLERLESS ELK DRAW RESULTS.pdf,99
EA1129,Hunt: EA1129 Cwmu Antlerless Elk - Deseret - Any Legal Weapon,Cwmu Antlerless Elk - Deseret,cwmu antlerless elk deseret,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__ANTLERLESS ELK DRAW RESULTS.pdf,100
EA1130,Hunt: EA1130 Cwmu Antlerless Elk - Double Cone - Any Legal Weapon,Cwmu Antlerless Elk - Double Cone,cwmu antlerless elk double cone,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__ANTLERLESS ELK DRAW RESULTS.pdf,101
EA1131,Hunt: EA1131 Cwmu Antlerless Elk - Durst Mountain - Any Legal Weapon,Cwmu Antlerless Elk - Durst Mountain,cwmu antlerless elk durst mountain,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__ANTLERLESS ELK DRAW RESULTS.pdf,102
EA1132,Hunt: EA1132 Cwmu Antlerless Elk - East Fork Chalk Creek - Any Legal Weapon,Cwmu Antlerless Elk - East Fork Chalk Creek,cwmu antlerless elk east fork chalk creek,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__ANTLERLESS ELK DRAW RESULTS.pdf,103
EA1134,Hunt: EA1134 Cwmu Antlerless Elk - Ensign Ranches - Any Legal Weapon,Cwmu Antlerless Elk - Ensign Ranches,cwmu antlerless elk ensign ranches,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__ANTLERLESS ELK DRAW RESULTS.pdf,104
EA1135,Hunt: EA1135 Cwmu Antlerless Elk - Folley Ridge - Any Legal Weapon,Cwmu Antlerless Elk - Folley Ridge,cwmu antlerless elk folley ridge,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__ANTLERLESS ELK DRAW RESULTS.pdf,105
EA1136,Hunt: EA1136 Cwmu Antlerless Elk - Grass Valley/clark Canyon - Any Legal Weapon,Cwmu Antlerless Elk - Grass Valley/clark Canyon,cwmu antlerless elk grass valley clark canyon,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__ANTLERLESS ELK DRAW RESULTS.pdf,106
EA1137,Hunt: EA1137 Cwmu Antlerless Elk - Grazing Pasture - Any Legal Weapon,Cwmu Antlerless Elk - Grazing Pasture,cwmu antlerless elk grazing pasture,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__ANTLERLESS ELK DRAW RESULTS.pdf,107
EA1138,Hunt: EA1138 Cwmu Antlerless Elk - Guildersleeve - Any Legal Weapon,Cwmu Antlerless Elk - Guildersleeve,cwmu antlerless elk guildersleeve,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__ANTLERLESS ELK DRAW RESULTS.pdf,108
EA1139,Hunt: EA1139 Cwmu Antlerless Elk - Hardscrabble - Any Legal Weapon,Cwmu Antlerless Elk - Hardscrabble,cwmu antlerless elk hardscrabble,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__ANTLERLESS ELK DRAW RESULTS.pdf,109
EA1140,Hunt: EA1140 Cwmu Antlerless Elk - Heaston East - Any Legal Weapon,Cwmu Antlerless Elk - Heaston East,cwmu antlerless elk heaston east,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__ANTLERLESS ELK DRAW RESULTS.pdf,110
EA1141,Hunt: EA1141 Cwmu Antlerless Elk - Hiawatha - Any Legal Weapon,Cwmu Antlerless Elk - Hiawatha,cwmu antlerless elk hiawatha,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__ANTLERLESS ELK DRAW RESULTS.pdf,111
EA1142,Hunt: EA1142 Cwmu Antlerless Elk - Indian Head - Any Legal Weapon,Cwmu Antlerless Elk - Indian Head,cwmu antlerless elk indian head,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__ANTLERLESS ELK DRAW RESULTS.pdf,112
EA1143,Hunt: EA1143 Cwmu Antlerless Elk - J.b. Ranch - Any Legal Weapon,Cwmu Antlerless Elk - J.b. Ranch,cwmu antlerless elk j b ranch,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__ANTLERLESS ELK DRAW RESULTS.pdf,113
EA1145,Hunt: EA1145 Cwmu Antlerless Elk - Johnson Mountain Ranch - Any Legal Weapon,Cwmu Antlerless Elk - Johnson Mountain Ranch,cwmu antlerless elk johnson mountain ranch,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__ANTLERLESS ELK DRAW RESULTS.pdf,114
EA1146,Hunt: EA1146 Cwmu Antlerless Elk - Jump Creek - Any Legal Weapon,Cwmu Antlerless Elk - Jump Creek,cwmu antlerless elk jump creek,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__ANTLERLESS ELK DRAW RESULTS.pdf,115
EA1147,Hunt: EA1147 Cwmu Antlerless Elk - Little Red Creek - Any Legal Weapon,Cwmu Antlerless Elk - Little Red Creek,cwmu antlerless elk little red creek,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__ANTLERLESS ELK DRAW RESULTS.pdf,116
