hunt_code,hunt_name,species,sex_type,hunt_type,draw_design,weapon,season,boundary_id,permits_2026_res,permits_2026_nr,permits_2026_total,source_file
PD1031,Westlake CWMU,Pronghorn,Doe,CWMU,Preference,Any Legal Weapon,Contact Operator for 2026 season dates,558,9,0,9,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Pronghorn&gender=Doe
PD1033,"San Rafael, Poison Springs Bench",Pronghorn,Doe,General Season,Preference,Any Legal Weapon,Oct 03 2026 - Oct 25 2026,110,13,2,15,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Pronghorn&gender=Doe
PD1034,"Fillmore, Oak Creek South",Pronghorn,Doe,General Season,Preference,Any Legal Weapon,Aug 01 2026 - Aug 13 2026,81,27,3,30,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Pronghorn&gender=Doe
PD1035,"Fillmore, Oak Creek South",Pronghorn,Doe,General Season,Preference,Any Legal Weapon,Oct 31 2026 - Nov 28 2026,81,27,3,30,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Pronghorn&gender=Doe
PD1039,"Panguitch Lake/Zion, North",Pronghorn,Doe,General Season,Preference,Any Legal Weapon,Nov 07 2026 - Nov 15 2026,718,36,4,40,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Pronghorn&gender=Doe
PD1041,Heist CWMU,Pronghorn,Doe,CWMU,Preference,Any Legal Weapon,Contact Operator for 2026 season dates,201,6,0,6,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Pronghorn&gender=Doe
PD1043,"Nine Mile, Anthro-Pleasant Valley",Pronghorn,Doe,General Season,Preference,Any Legal Weapon,Aug 01 2026 - Aug 14 2026,882,9,1,10,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Pronghorn&gender=Doe
PD1044,Vernal-Ouray Valley,Pronghorn,Doe,General Season,Preference,Any Legal Weapon,Oct 03 2026 - Oct 15 2026,895,4,1,5,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Pronghorn&gender=Doe
PD1047,Antelope Creek CWMU,Pronghorn,Doe,CWMU,Preference,Any Legal Weapon,Contact Operator for 2026 season dates,581,6,0,6,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Pronghorn&gender=Doe
PD1048,The Rose of Snowville CWMU,Pronghorn,Doe,CWMU,Preference,Any Legal Weapon,Contact Operator for 2026 season dates,509,2,0,2,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Pronghorn&gender=Doe
PD1050,Cottonwood Ridge CWMU,Pronghorn,Doe,CWMU,Preference,Any Legal Weapon,Contact Operator for 2026 season dates,824,6,0,6,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Pronghorn&gender=Doe
PD1053,Green River Flat CWMU,Pronghorn,Doe,CWMU,Preference,Any Legal Weapon,Contact Operator for 2026 season dates,918,6,0,6,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Pronghorn&gender=Doe
PD1054,Parker Mtn,Pronghorn,Doe,General Season,Preference,Archery,Aug 29 2026 - Sept 11 2026,703,27,3,30,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Pronghorn&gender=Doe
PD1055,Parker Mtn,Pronghorn,Doe,General Season,Preference,Muzzleloader,Oct 29 2026 - Nov 08 2026,703,31,4,35,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Pronghorn&gender=Doe
PD1056,Parker Mtn,Pronghorn,Doe,General Season,Preference,Any Legal Weapon,Dec 12 2026 - Dec 20 2026,703,63,4,67,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Pronghorn&gender=Doe
PD1057,"Parker Mtn, Highlands",Pronghorn,Doe,General Season,Preference,Any Legal Weapon,Oct 08 2026 - Oct 16 2026,873,27,3,30,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Pronghorn&gender=Doe
PD1058,"Parker Mtn, Highlands",Pronghorn,Doe,General Season,Preference,Any Legal Weapon,Nov 21 2026 - Nov 29 2026,873,36,4,40,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Pronghorn&gender=Doe
PD1059,"Parker Mtn, Plains",Pronghorn,Doe,General Season,Preference,Any Legal Weapon,Oct 08 2026 - Oct 16 2026,940,31,4,35,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Pronghorn&gender=Doe
PD1060,"Parker Mtn, Plains",Pronghorn,Doe,General Season,Preference,Any Legal Weapon,Nov 21 2026 - Nov 29 2026,940,36,4,40,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Pronghorn&gender=Doe
RE1000,"Box Elder, Newfoundland Mtn",Rocky Mountain Bighorn Sheep,Ewe,General Season,Preference,Any Legal Weapon,Sept 08 2026 - Sept 16 2026,20,4,1,5,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Rocky+Mountain+Bighorn+Sheep&gender=Ewe
